2016.0,11.8,4.0
2020.0,11.8,4.0
2050.0,11.8,4.0
2070.0,11.8,4.0
2090.0,11.8,4.0
2110.0,11.8,4.0
2122.0,11.8,4.0
2170.0,11.8,4.0
2180.0,11.8,4.0
2185.0,11.8,4.0
2188.0,11.8,4.0
2198.0,11.8,4.0
2261.0,11.8,4.0
2290.0,11.8,4.0
4001.0,18.65,7.3
4003.0,18.65,7.3
4005.0,18.65,7.3
4007.0,18.65,7.3
4009.0,18.65,7.3
4012.0,18.65,7.3
4013.0,18.65,7.3
4015.0,18.65,7.3
4017.0,18.65,7.3
4019.0,18.65,7.3
4021.0,18.65,7.3
4023.0,18.65,7.3
4025.0,18.65,7.3
4027.0,18.65,7.3
5001.0,14.25,5.95
5003.0,14.25,5.95
5005.0,14.25,5.95
5007.0,14.25,5.95
5009.0,14.25,5.95
5015.0,14.25,5.95
5017.0,14.25,5.95
5019.0,14.25,5.95
5023.0,14.25,5.95
5027.0,14.25,5.95
5031.0,14.25,5.95
5033.0,14.25,5.95
5035.0,14.25,5.95
5037.0,14.25,5.95
5045.0,14.25,5.95
5047.0,14.25,5.95
5051.0,14.25,5.95
5055.0,14.25,5.95
5057.0,14.25,5.95
5059.0,14.25,5.95
5061.0,14.25,5.95
5063.0,14.25,5.95
5065.0,14.25,5.95
5067.0,14.25,5.95
5069.0,14.25,5.95
5075.0,14.25,5.95
5083.0,14.25,5.95
5085.0,14.25,5.95
5089.0,14.25,5.95
5091.0,14.25,5.95
5093.0,14.25,5.95
5103.0,14.25,5.95
5107.0,14.25,5.95
5109.0,14.25,5.95
5111.0,14.25,5.95
5113.0,14.25,5.95
5115.0,14.25,5.95
5117.0,14.25,5.95
5119.0,14.25,5.95
5123.0,14.25,5.95
5125.0,14.25,5.95
5127.0,14.25,5.95
5131.0,14.25,5.95
5135.0,14.25,5.95
5139.0,14.25,5.95
5141.0,14.25,5.95
5143.0,14.25,5.95
5145.0,14.25,5.95
6001.0,12.35,4.6
6005.0,12.35,4.6
6007.0,12.35,4.6
6009.0,12.35,4.6
6011.0,12.35,4.6
6013.0,12.35,4.6
