,FIPS,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17
647,17105,14.1,11.0,5.3,4.0
648,17107,14.1,11.0,5.3,4.0
649,17109,14.1,11.0,5.3,4.0
650,17111,14.1,11.0,5.3,4.0
651,17113,14.1,11.0,5.3,4.0
652,17115,14.1,11.0,5.3,4.0
653,17117,14.1,11.0,5.3,4.0
654,17119,14.1,11.0,5.3,4.0
655,17121,14.1,11.0,5.3,4.0
656,17123,14.1,11.0,5.3,4.0
657,17125,14.1,11.0,5.3,4.0
658,17127,14.1,11.0,5.3,4.0
659,17129,14.1,11.0,5.3,4.0
660,17131,14.1,11.0,5.3,4.0
661,17133,14.1,11.0,5.3,4.0
662,17135,14.1,11.0,5.3,4.0
663,17137,14.1,11.0,5.3,4.0
664,17139,14.1,11.0,5.3,4.0
665,17141,14.1,11.0,5.3,4.0
666,17143,14.1,11.0,5.3,4.0
667,17145,14.1,11.0,5.3,4.0
668,17147,14.1,11.0,5.3,4.0
669,17149,14.1,11.0,5.3,4.0
670,17151,14.1,11.0,5.3,4.0
671,17153,14.1,11.0,5.3,4.0
672,17155,14.1,11.0,5.3,4.0
673,17157,14.1,11.0,5.3,4.0
674,17159,14.1,11.0,5.3,4.0
675,17161,14.1,11.0,5.3,4.0
676,17163,14.1,11.0,5.3,4.0
677,17165,14.1,11.0,5.3,4.0
678,17167,14.1,11.0,5.3,4.0
679,17169,14.1,11.0,5.3,4.0
680,17171,14.1,11.0,5.3,4.0
681,17173,14.1,11.0,5.3,4.0
682,17175,14.1,11.0,5.3,4.0
683,17177,14.1,11.0,5.3,4.0
684,17179,14.1,11.0,5.3,4.0
685,17181,14.1,11.0,5.3,4.0
686,17183,14.1,11.0,5.3,4.0
687,17185,14.1,11.0,5.3,4.0
688,17187,14.1,11.0,5.3,4.0
689,17189,14.1,11.0,5.3,4.0
690,17191,14.1,11.0,5.3,4.0
691,17193,14.1,11.0,5.3,4.0
692,17195,14.1,11.0,5.3,4.0
693,17197,14.1,11.0,5.3,4.0
694,17199,14.1,11.0,5.3,4.0
695,17201,14.1,11.0,5.3,4.0
696,17203,14.1,11.0,5.3,4.0
697,18001,11.7,11.2,4.4,4.7
698,18003,11.7,11.2,4.4,4.7
699,18005,11.7,11.2,4.4,4.7
700,18007,11.7,11.2,4.4,4.7
701,18009,11.7,11.2,4.4,4.7
702,18011,11.7,11.2,4.4,4.7
703,18013,11.7,11.2,4.4,4.7
704,18015,11.7,11.2,4.4,4.7
705,18017,11.7,11.2,4.4,4.7
706,18019,11.7,11.2,4.4,4.7
707,18021,11.7,11.2,4.4,4.7
708,18023,11.7,11.2,4.4,4.7
709,18025,11.7,11.2,4.4,4.7
710,18027,11.7,11.2,4.4,4.7
711,18029,11.7,11.2,4.4,4.7
712,18031,11.7,11.2,4.4,4.7
713,18033,11.7,11.2,4.4,4.7
714,18035,11.7,11.2,4.4,4.7
715,18037,11.7,11.2,4.4,4.7
716,18039,11.7,11.2,4.4,4.7
717,18041,11.7,11.2,4.4,4.7
718,18043,11.7,11.2,4.4,4.7
719,18045,11.7,11.2,4.4,4.7
720,18047,11.7,11.2,4.4,4.7
721,18049,11.7,11.2,4.4,4.7
722,18051,11.7,11.2,4.4,4.7
723,18053,11.7,11.2,4.4,4.7
724,18055,11.7,11.2,4.4,4.7
725,18057,11.7,11.2,4.4,4.7
726,18059,11.7,11.2,4.4,4.7
727,18061,11.7,11.2,4.4,4.7
728,18063,11.7,11.2,4.4,4.7
729,18065,11.7,11.2,4.4,4.7
730,18067,11.7,11.2,4.4,4.7
731,18069,11.7,11.2,4.4,4.7
732,18071,11.7,11.2,4.4,4.7
733,18073,11.7,11.2,4.4,4.7
734,18075,11.7,11.2,4.4,4.7
735,18077,11.7,11.2,4.4,4.7
736,18079,11.7,11.2,4.4,4.7
737,18081,11.7,11.2,4.4,4.7
738,18083,11.7,11.2,4.4,4.7
739,18085,11.7,11.2,4.4,4.7
740,18087,11.7,11.2,4.4,4.7
741,18089,11.7,11.2,4.4,4.7
742,18091,11.7,11.2,4.4,4.7
743,18093,11.7,11.2,4.4,4.7
744,18095,11.7,11.2,4.4,4.7
745,18097,11.7,11.2,4.4,4.7
746,18099,11.7,11.2,4.4,4.7
747,18101,11.7,11.2,4.4,4.7
748,18103,11.7,11.2,4.4,4.7
749,18105,11.7,11.2,4.4,4.7
750,18107,11.7,11.2,4.4,4.7
751,18109,11.7,11.2,4.4,4.7
752,18111,11.7,11.2,4.4,4.7
753,18113,11.7,11.2,4.4,4.7
754,18115,11.7,11.2,4.4,4.7
755,18117,11.7,11.2,4.4,4.7
756,18119,11.7,11.2,4.4,4.7
757,18121,11.7,11.2,4.4,4.7
758,18123,11.7,11.2,4.4,4.7
759,18125,11.7,11.2,4.4,4.7
760,18127,11.7,11.2,4.4,4.7
761,18129,11.7,11.2,4.4,4.7
762,18131,11.7,11.2,4.4,4.7
763,18133,11.7,11.2,4.4,4.7
764,18135,11.7,11.2,4.4,4.7
765,18137,11.7,11.2,4.4,4.7
766,18139,11.7,11.2,4.4,4.7
767,18141,11.7,11.2,4.4,4.7
768,18143,11.7,11.2,4.4,4.7
769,18145,11.7,11.2,4.4,4.7
770,18147,11.7,11.2,4.4,4.7
771,18149,11.7,11.2,4.4,4.7
772,18151,11.7,11.2,4.4,4.7
773,18153,11.7,11.2,4.4,4.7
774,18155,11.7,11.2,4.4,4.7
775,18157,11.7,11.2,4.4,4.7
776,18159,11.7,11.2,4.4,4.7
777,18161,11.7,11.2,4.4,4.7
778,18163,11.7,11.2,4.4,4.7
779,18165,11.7,11.2,4.4,4.7
780,18167,11.7,11.2,4.4,4.7
781,18169,11.7,11.2,4.4,4.7
782,18171,11.7,11.2,4.4,4.7
783,18173,11.7,11.2,4.4,4.7
784,18175,11.7,11.2,4.4,4.7
785,18177,11.7,11.2,4.4,4.7
786,18179,11.7,11.2,4.4,4.7
787,18181,11.7,11.2,4.4,4.7
788,18183,11.7,11.2,4.4,4.7
789,19001,14.6,13.6,6.4,5.7
790,19003,14.6,13.6,6.4,5.7
791,19005,14.6,13.6,6.4,5.7
792,19007,14.6,13.6,6.4,5.7
793,19009,14.6,13.6,6.4,5.7
794,19011,14.6,13.6,6.4,5.7
795,19013,14.6,13.6,6.4,5.7
796,19015,14.6,13.6,6.4,5.7
797,19017,14.6,13.6,6.4,5.7
798,19019,14.6,13.6,6.4,5.7
799,19021,14.6,13.6,6.4,5.7
800,19023,14.6,13.6,6.4,5.7
801,19025,14.6,13.6,6.4,5.7
802,19027,14.6,13.6,6.4,5.7
803,19029,14.6,13.6,6.4,5.7
804,19031,14.6,13.6,6.4,5.7
805,19033,14.6,13.6,6.4,5.7
806,19035,14.6,13.6,6.4,5.7
807,19037,14.6,13.6,6.4,5.7
808,19039,14.6,13.6,6.4,5.7
809,19041,14.6,13.6,6.4,5.7
810,19043,14.6,13.6,6.4,5.7
811,19045,14.6,13.6,6.4,5.7
812,19047,14.6,13.6,6.4,5.7
813,19049,14.6,13.6,6.4,5.7
814,19051,14.6,13.6,6.4,5.7
815,19053,14.6,13.6,6.4,5.7
816,19055,14.6,13.6,6.4,5.7
817,19057,14.6,13.6,6.4,5.7
818,19059,14.6,13.6,6.4,5.7
819,19061,14.6,13.6,6.4,5.7
820,19063,14.6,13.6,6.4,5.7
821,19065,14.6,13.6,6.4,5.7
822,19067,14.6,13.6,6.4,5.7
823,19069,14.6,13.6,6.4,5.7
824,19071,14.6,13.6,6.4,5.7
825,19073,14.6,13.6,6.4,5.7
826,19075,14.6,13.6,6.4,5.7
827,19077,14.6,13.6,6.4,5.7
828,19079,14.6,13.6,6.4,5.7
829,19081,14.6,13.6,6.4,5.7
830,19083,14.6,13.6,6.4,5.7
831,19085,14.6,13.6,6.4,5.7
832,19087,14.6,13.6,6.4,5.7
833,19089,14.6,13.6,6.4,5.7
834,19091,14.6,13.6,6.4,5.7
835,19093,14.6,13.6,6.4,5.7
836,19095,14.6,13.6,6.4,5.7
837,19097,14.6,13.6,6.4,5.7
838,19099,14.6,13.6,6.4,5.7
839,19101,14.6,13.6,6.4,5.7
840,19103,14.6,13.6,6.4,5.7
841,19105,14.6,13.6,6.4,5.7
842,19107,14.6,13.6,6.4,5.7
843,19109,14.6,13.6,6.4,5.7
844,19111,14.6,13.6,6.4,5.7
845,19113,14.6,13.6,6.4,5.7
846,19115,14.6,13.6,6.4,5.7
847,19117,14.6,13.6,6.4,5.7
848,19119,14.6,13.6,6.4,5.7
849,19121,14.6,13.6,6.4,5.7
850,19123,14.6,13.6,6.4,5.7
851,19125,14.6,13.6,6.4,5.7
852,19127,14.6,13.6,6.4,5.7
853,19129,14.6,13.6,6.4,5.7
854,19131,14.6,13.6,6.4,5.7
855,19133,14.6,13.6,6.4,5.7
856,19135,14.6,13.6,6.4,5.7
857,19137,14.6,13.6,6.4,5.7
858,19139,14.6,13.6,6.4,5.7
859,19141,14.6,13.6,6.4,5.7
860,19143,14.6,13.6,6.4,5.7
861,19145,14.6,13.6,6.4,5.7
862,19147,14.6,13.6,6.4,5.7
863,19149,14.6,13.6,6.4,5.7
864,19151,14.6,13.6,6.4,5.7
865,19153,14.6,13.6,6.4,5.7
866,19155,14.6,13.6,6.4,5.7
867,19157,14.6,13.6,6.4,5.7
868,19159,14.6,13.6,6.4,5.7
869,19161,14.6,13.6,6.4,5.7
870,19163,14.6,13.6,6.4,5.7
871,19165,14.6,13.6,6.4,5.7
872,19167,14.6,13.6,6.4,5.7
873,19169,14.6,13.6,6.4,5.7
874,19171,14.6,13.6,6.4,5.7
875,19173,14.6,13.6,6.4,5.7
876,19175,14.6,13.6,6.4,5.7
877,19177,14.6,13.6,6.4,5.7
878,19179,14.6,13.6,6.4,5.7
879,19181,14.6,13.6,6.4,5.7
880,19183,14.6,13.6,6.4,5.7
881,19185,14.6,13.6,6.4,5.7
882,19187,14.6,13.6,6.4,5.7
883,19189,14.6,13.6,6.4,5.7
884,19191,14.6,13.6,6.4,5.7
885,19193,14.6,13.6,6.4,5.7
886,19195,14.6,13.6,6.4,5.7
887,19197,14.6,13.6,6.4,5.7
888,20001,15.9,13.3,6.4,5.6
889,20003,15.9,13.3,6.4,5.6
890,20005,15.9,13.3,6.4,5.6
891,20007,15.9,13.3,6.4,5.6
892,20009,15.9,13.3,6.4,5.6
893,20011,15.9,13.3,6.4,5.6
894,20013,15.9,13.3,6.4,5.6
895,20015,15.9,13.3,6.4,5.6
896,20017,15.9,13.3,6.4,5.6
897,20019,15.9,13.3,6.4,5.6
898,20021,15.9,13.3,6.4,5.6
899,20023,15.9,13.3,6.4,5.6
900,20025,15.9,13.3,6.4,5.6
901,20027,15.9,13.3,6.4,5.6
902,20029,15.9,13.3,6.4,5.6
903,20031,15.9,13.3,6.4,5.6
904,20033,15.9,13.3,6.4,5.6
905,20035,15.9,13.3,6.4,5.6
906,20037,15.9,13.3,6.4,5.6
907,20039,15.9,13.3,6.4,5.6
908,20041,15.9,13.3,6.4,5.6
909,20043,15.9,13.3,6.4,5.6
910,20045,15.9,13.3,6.4,5.6
911,20047,15.9,13.3,6.4,5.6
912,20049,15.9,13.3,6.4,5.6
913,20051,15.9,13.3,6.4,5.6
914,20053,15.9,13.3,6.4,5.6
915,20055,15.9,13.3,6.4,5.6
916,20057,15.9,13.3,6.4,5.6
917,20059,15.9,13.3,6.4,5.6
918,20061,15.9,13.3,6.4,5.6
919,20063,15.9,13.3,6.4,5.6
920,20065,15.9,13.3,6.4,5.6
921,20067,15.9,13.3,6.4,5.6
922,20069,15.9,13.3,6.4,5.6
923,20071,15.9,13.3,6.4,5.6
924,20073,15.9,13.3,6.4,5.6
925,20075,15.9,13.3,6.4,5.6
926,20077,15.9,13.3,6.4,5.6
927,20079,15.9,13.3,6.4,5.6
928,20081,15.9,13.3,6.4,5.6
929,20083,15.9,13.3,6.4,5.6
930,20085,15.9,13.3,6.4,5.6
931,20087,15.9,13.3,6.4,5.6
932,20089,15.9,13.3,6.4,5.6
933,20091,15.9,13.3,6.4,5.6
934,20093,15.9,13.3,6.4,5.6
935,20095,15.9,13.3,6.4,5.6
936,20097,15.9,13.3,6.4,5.6
937,20099,15.9,13.3,6.4,5.6
938,20101,15.9,13.3,6.4,5.6
939,20103,15.9,13.3,6.4,5.6
940,20105,15.9,13.3,6.4,5.6
941,20107,15.9,13.3,6.4,5.6
942,20109,15.9,13.3,6.4,5.6
943,20111,15.9,13.3,6.4,5.6
944,20113,15.9,13.3,6.4,5.6
945,20115,15.9,13.3,6.4,5.6
946,20117,15.9,13.3,6.4,5.6
947,20119,15.9,13.3,6.4,5.6
948,20121,15.9,13.3,6.4,5.6
949,20123,15.9,13.3,6.4,5.6
950,20125,15.9,13.3,6.4,5.6
951,20127,15.9,13.3,6.4,5.6
952,20129,15.9,13.3,6.4,5.6
953,20131,15.9,13.3,6.4,5.6
954,20133,15.9,13.3,6.4,5.6
955,20135,15.9,13.3,6.4,5.6
956,20137,15.9,13.3,6.4,5.6
957,20139,15.9,13.3,6.4,5.6
958,20141,15.9,13.3,6.4,5.6
959,20143,15.9,13.3,6.4,5.6
960,20145,15.9,13.3,6.4,5.6
961,20147,15.9,13.3,6.4,5.6
962,20149,15.9,13.3,6.4,5.6
963,20151,15.9,13.3,6.4,5.6
964,20153,15.9,13.3,6.4,5.6
965,20155,15.9,13.3,6.4,5.6
966,20157,15.9,13.3,6.4,5.6
967,20159,15.9,13.3,6.4,5.6
968,20161,15.9,13.3,6.4,5.6
969,20163,15.9,13.3,6.4,5.6
970,20165,15.9,13.3,6.4,5.6
971,20167,15.9,13.3,6.4,5.6
972,20169,15.9,13.3,6.4,5.6
973,20171,15.9,13.3,6.4,5.6
974,20173,15.9,13.3,6.4,5.6
975,20175,15.9,13.3,6.4,5.6
976,20177,15.9,13.3,6.4,5.6
977,20179,15.9,13.3,6.4,5.6
978,20181,15.9,13.3,6.4,5.6
979,20183,15.9,13.3,6.4,5.6
980,20185,15.9,13.3,6.4,5.6
981,20187,15.9,13.3,6.4,5.6
982,20189,15.9,13.3,6.4,5.6
983,20191,15.9,13.3,6.4,5.6
984,20193,15.9,13.3,6.4,5.6
985,20195,15.9,13.3,6.4,5.6
986,20197,15.9,13.3,6.4,5.6
987,20199,15.9,13.3,6.4,5.6
988,20201,15.9,13.3,6.4,5.6
989,20203,15.9,13.3,6.4,5.6
990,20205,15.9,13.3,6.4,5.6
991,20207,15.9,13.3,6.4,5.6
992,20209,15.9,13.3,6.4,5.6
993,21001,17.5,14.7,7.0,6.1
994,21003,17.5,14.7,7.0,6.1
995,21005,17.5,14.7,7.0,6.1
996,21007,17.5,14.7,7.0,6.1
997,21009,17.5,14.7,7.0,6.1
998,21011,17.5,14.7,7.0,6.1
999,21013,17.5,14.7,7.0,6.1
1000,21015,17.5,14.7,7.0,6.1
1001,21017,17.5,14.7,7.0,6.1
1002,21019,17.5,14.7,7.0,6.1
1003,21021,17.5,14.7,7.0,6.1
1004,21023,17.5,14.7,7.0,6.1
1005,21025,17.5,14.7,7.0,6.1
1006,21027,17.5,14.7,7.0,6.1
1007,21029,17.5,14.7,7.0,6.1
1008,21031,17.5,14.7,7.0,6.1
1009,21033,17.5,14.7,7.0,6.1
1010,21035,17.5,14.7,7.0,6.1
1011,21037,17.5,14.7,7.0,6.1
1012,21039,17.5,14.7,7.0,6.1
1013,21041,17.5,14.7,7.0,6.1
1014,21043,17.5,14.7,7.0,6.1
1015,21045,17.5,14.7,7.0,6.1
1016,21047,17.5,14.7,7.0,6.1
1017,21049,17.5,14.7,7.0,6.1
1018,21051,17.5,14.7,7.0,6.1
1019,21053,17.5,14.7,7.0,6.1
1020,21055,17.5,14.7,7.0,6.1
1021,21057,17.5,14.7,7.0,6.1
1022,21059,17.5,14.7,7.0,6.1
1023,21061,17.5,14.7,7.0,6.1
1024,21063,17.5,14.7,7.0,6.1
1025,21065,17.5,14.7,7.0,6.1
1026,21067,17.5,14.7,7.0,6.1
1027,21069,17.5,14.7,7.0,6.1
1028,21071,17.5,14.7,7.0,6.1
1029,21073,17.5,14.7,7.0,6.1
1030,21075,17.5,14.7,7.0,6.1
1031,21077,17.5,14.7,7.0,6.1
1032,21079,17.5,14.7,7.0,6.1
1033,21081,17.5,14.7,7.0,6.1
1034,21083,17.5,14.7,7.0,6.1
1035,21085,17.5,14.7,7.0,6.1
1036,21087,17.5,14.7,7.0,6.1
1037,21089,17.5,14.7,7.0,6.1
1038,21091,17.5,14.7,7.0,6.1
1039,21093,17.5,14.7,7.0,6.1
1040,21095,17.5,14.7,7.0,6.1
1041,21097,17.5,14.7,7.0,6.1
1042,21099,17.5,14.7,7.0,6.1
1043,21101,17.5,14.7,7.0,6.1
1044,21103,17.5,14.7,7.0,6.1
1045,21105,17.5,14.7,7.0,6.1
1046,21107,17.5,14.7,7.0,6.1
1047,21109,17.5,14.7,7.0,6.1
1048,21111,17.5,14.7,7.0,6.1
1049,21113,17.5,14.7,7.0,6.1
1050,21115,17.5,14.7,7.0,6.1
1051,21117,17.5,14.7,7.0,6.1
1052,21119,17.5,14.7,7.0,6.1
1053,21121,17.5,14.7,7.0,6.1
1054,21123,17.5,14.7,7.0,6.1
1055,21125,17.5,14.7,7.0,6.1
1056,21127,17.5,14.7,7.0,6.1
1057,21129,17.5,14.7,7.0,6.1
1058,21131,17.5,14.7,7.0,6.1
1059,21133,17.5,14.7,7.0,6.1
1060,21135,17.5,14.7,7.0,6.1
1061,21137,17.5,14.7,7.0,6.1
1062,21139,17.5,14.7,7.0,6.1
1063,21141,17.5,14.7,7.0,6.1
1064,21143,17.5,14.7,7.0,6.1
1065,21145,17.5,14.7,7.0,6.1
1066,21147,17.5,14.7,7.0,6.1
1067,21149,17.5,14.7,7.0,6.1
1068,21151,17.5,14.7,7.0,6.1
1069,21153,17.5,14.7,7.0,6.1
1070,21155,17.5,14.7,7.0,6.1
1071,21157,17.5,14.7,7.0,6.1
1072,21159,17.5,14.7,7.0,6.1
1073,21161,17.5,14.7,7.0,6.1
1074,21163,17.5,14.7,7.0,6.1
1075,21165,17.5,14.7,7.0,6.1
1076,21167,17.5,14.7,7.0,6.1
1077,21169,17.5,14.7,7.0,6.1
1078,21171,17.5,14.7,7.0,6.1
1079,21173,17.5,14.7,7.0,6.1
1080,21175,17.5,14.7,7.0,6.1
1081,21177,17.5,14.7,7.0,6.1
1082,21179,17.5,14.7,7.0,6.1
1083,21181,17.5,14.7,7.0,6.1
1084,21183,17.5,14.7,7.0,6.1
1085,21185,17.5,14.7,7.0,6.1
1086,21187,17.5,14.7,7.0,6.1
1087,21189,17.5,14.7,7.0,6.1
1088,21191,17.5,14.7,7.0,6.1
1089,21193,17.5,14.7,7.0,6.1
1090,21195,17.5,14.7,7.0,6.1
1091,21197,17.5,14.7,7.0,6.1
1092,21199,17.5,14.7,7.0,6.1
1093,21201,17.5,14.7,7.0,6.1
1094,21203,17.5,14.7,7.0,6.1
1095,21205,17.5,14.7,7.0,6.1
1096,21207,17.5,14.7,7.0,6.1
1097,21209,17.5,14.7,7.0,6.1
1098,21211,17.5,14.7,7.0,6.1
1099,21213,17.5,14.7,7.0,6.1
1100,21215,17.5,14.7,7.0,6.1
1101,21217,17.5,14.7,7.0,6.1
1102,21219,17.5,14.7,7.0,6.1
1103,21221,17.5,14.7,7.0,6.1
1104,21223,17.5,14.7,7.0,6.1
1105,21225,17.5,14.7,7.0,6.1
1106,21227,17.5,14.7,7.0,6.1
1107,21229,17.5,14.7,7.0,6.1
1108,21231,17.5,14.7,7.0,6.1
1109,21233,17.5,14.7,7.0,6.1
1110,21235,17.5,14.7,7.0,6.1
1111,21237,17.5,14.7,7.0,6.1
1112,21239,17.5,14.7,7.0,6.1
1113,22001,17.6,17.3,7.1,7.1
1114,22003,17.6,17.3,7.1,7.1
1115,22005,17.6,17.3,7.1,7.1
1116,22007,17.6,17.3,7.1,7.1
1117,22009,17.6,17.3,7.1,7.1
1118,22011,17.6,17.3,7.1,7.1
1119,22013,17.6,17.3,7.1,7.1
1120,22015,17.6,17.3,7.1,7.1
1121,22017,17.6,17.3,7.1,7.1
1122,22019,17.6,17.3,7.1,7.1
1123,22021,17.6,17.3,7.1,7.1
1124,22023,17.6,17.3,7.1,7.1
1125,22025,17.6,17.3,7.1,7.1
1126,22027,17.6,17.3,7.1,7.1
1127,22029,17.6,17.3,7.1,7.1
1128,22031,17.6,17.3,7.1,7.1
1129,22033,17.6,17.3,7.1,7.1
1130,22035,17.6,17.3,7.1,7.1
1131,22037,17.6,17.3,7.1,7.1
1132,22039,17.6,17.3,7.1,7.1
1133,22041,17.6,17.3,7.1,7.1
1134,22043,17.6,17.3,7.1,7.1
1135,22045,17.6,17.3,7.1,7.1
1136,22047,17.6,17.3,7.1,7.1
1137,22049,17.6,17.3,7.1,7.1
1138,22051,17.6,17.3,7.1,7.1
1139,22053,17.6,17.3,7.1,7.1
1140,22055,17.6,17.3,7.1,7.1
1141,22057,17.6,17.3,7.1,7.1
1142,22059,17.6,17.3,7.1,7.1
1143,22061,17.6,17.3,7.1,7.1
1144,22063,17.6,17.3,7.1,7.1
1145,22065,17.6,17.3,7.1,7.1
1146,22067,17.6,17.3,7.1,7.1
1147,22069,17.6,17.3,7.1,7.1
1148,22071,17.6,17.3,7.1,7.1
1149,22073,17.6,17.3,7.1,7.1
1150,22075,17.6,17.3,7.1,7.1
1151,22077,17.6,17.3,7.1,7.1
1152,22079,17.6,17.3,7.1,7.1
1153,22081,17.6,17.3,7.1,7.1
1154,22083,17.6,17.3,7.1,7.1
1155,22085,17.6,17.3,7.1,7.1
1156,22087,17.6,17.3,7.1,7.1
1157,22089,17.6,17.3,7.1,7.1
1158,22091,17.6,17.3,7.1,7.1
1159,22093,17.6,17.3,7.1,7.1
1160,22095,17.6,17.3,7.1,7.1
1161,22097,17.6,17.3,7.1,7.1
1162,22099,17.6,17.3,7.1,7.1
1163,22101,17.6,17.3,7.1,7.1
1164,22103,17.6,17.3,7.1,7.1
1165,22105,17.6,17.3,7.1,7.1
1166,22107,17.6,17.3,7.1,7.1
1167,22109,17.6,17.3,7.1,7.1
1168,22111,17.6,17.3,7.1,7.1
1169,22113,17.6,17.3,7.1,7.1
1170,22115,17.6,17.3,7.1,7.1
1171,22117,17.6,17.3,7.1,7.1
1172,22119,17.6,17.3,7.1,7.1
1173,22121,17.6,17.3,7.1,7.1
1174,22123,17.6,17.3,7.1,7.1
1175,22125,17.6,17.3,7.1,7.1
1176,22127,17.6,17.3,7.1,7.1
1177,23001,9.6,10.2,4.1,3.8
1178,23003,9.6,10.2,4.1,3.8
1179,23005,9.6,10.2,4.1,3.8
1180,23007,9.6,10.2,4.1,3.8
1181,23009,9.6,10.2,4.1,3.8
1182,23011,9.6,10.2,4.1,3.8
1183,23013,9.6,10.2,4.1,3.8
1184,23015,9.6,10.2,4.1,3.8
1185,23017,9.6,10.2,4.1,3.8
1186,23019,9.6,10.2,4.1,3.8
1187,23021,9.6,10.2,4.1,3.8
1188,23023,9.6,10.2,4.1,3.8
1189,23025,9.6,10.2,4.1,3.8
1190,23027,9.6,10.2,4.1,3.8
1191,23029,9.6,10.2,4.1,3.8
1192,23031,9.6,10.2,4.1,3.8
1193,24001,12.5,10.4,4.8,4.3
1194,24003,12.5,10.4,4.8,4.3
1195,24005,12.5,10.4,4.8,4.3
1196,24009,12.5,10.4,4.8,4.3
1197,24011,12.5,10.4,4.8,4.3
1198,24013,12.5,10.4,4.8,4.3
1199,24015,12.5,10.4,4.8,4.3
1200,24017,12.5,10.4,4.8,4.3
1201,24019,12.5,10.4,4.8,4.3
1202,24021,12.5,10.4,4.8,4.3
1203,24023,12.5,10.4,4.8,4.3
1204,24025,12.5,10.4,4.8,4.3
1205,24027,12.5,10.4,4.8,4.3
1206,24029,12.5,10.4,4.8,4.3
1207,24031,12.5,10.4,4.8,4.3
1208,24033,12.5,10.4,4.8,4.3
1209,24035,12.5,10.4,4.8,4.3
1210,24037,12.5,10.4,4.8,4.3
1211,24039,12.5,10.4,4.8,4.3
1212,24041,12.5,10.4,4.8,4.3
1213,24043,12.5,10.4,4.8,4.3
1214,24045,12.5,10.4,4.8,4.3
1215,24047,12.5,10.4,4.8,4.3
1216,24510,12.5,10.4,4.8,4.3
1217,25001,16.2,14.4,7.5,6.4
1218,25003,16.2,14.4,7.5,6.4
1219,25005,16.2,14.4,7.5,6.4
1220,25007,16.2,14.4,7.5,6.4
1221,25009,16.2,14.4,7.5,6.4
1222,25011,16.2,14.4,7.5,6.4
1223,25013,16.2,14.4,7.5,6.4
1224,25015,16.2,14.4,7.5,6.4
1225,25017,16.2,14.4,7.5,6.4
1226,25019,16.2,14.4,7.5,6.4
1227,25021,16.2,14.4,7.5,6.4
1228,25023,16.2,14.4,7.5,6.4
1229,25025,16.2,14.4,7.5,6.4
1230,25027,16.2,14.4,7.5,6.4
1231,26001,14.7,13.6,6.3,6.0
1232,26003,14.7,13.6,6.3,6.0
1233,26005,14.7,13.6,6.3,6.0
1234,26007,14.7,13.6,6.3,6.0
1235,26009,14.7,13.6,6.3,6.0
1236,26011,14.7,13.6,6.3,6.0
1237,26013,14.7,13.6,6.3,6.0
1238,26015,14.7,13.6,6.3,6.0
1239,26017,14.7,13.6,6.3,6.0
1240,26019,14.7,13.6,6.3,6.0
1241,26021,14.7,13.6,6.3,6.0
1242,26023,14.7,13.6,6.3,6.0
1243,26025,14.7,13.6,6.3,6.0
1244,26027,14.7,13.6,6.3,6.0
1245,26029,14.7,13.6,6.3,6.0
1246,26031,14.7,13.6,6.3,6.0
1247,26033,14.7,13.6,6.3,6.0
1248,26035,14.7,13.6,6.3,6.0
1249,26037,14.7,13.6,6.3,6.0
1250,26039,14.7,13.6,6.3,6.0
1251,26041,14.7,13.6,6.3,6.0
1252,26043,14.7,13.6,6.3,6.0
1253,26045,14.7,13.6,6.3,6.0
1254,26047,14.7,13.6,6.3,6.0
1255,26049,14.7,13.6,6.3,6.0
1256,26051,14.7,13.6,6.3,6.0
1257,26053,14.7,13.6,6.3,6.0
1258,26055,14.7,13.6,6.3,6.0
1259,26057,14.7,13.6,6.3,6.0
1260,26059,14.7,13.6,6.3,6.0
1261,26061,14.7,13.6,6.3,6.0
1262,26063,14.7,13.6,6.3,6.0
1263,26065,14.7,13.6,6.3,6.0
1264,26067,14.7,13.6,6.3,6.0
1265,26069,14.7,13.6,6.3,6.0
1266,26071,14.7,13.6,6.3,6.0
1267,26073,14.7,13.6,6.3,6.0
1268,26075,14.7,13.6,6.3,6.0
1269,26077,14.7,13.6,6.3,6.0
1270,26079,14.7,13.6,6.3,6.0
1271,26081,14.7,13.6,6.3,6.0
1272,26083,14.7,13.6,6.3,6.0
1273,26085,14.7,13.6,6.3,6.0
1274,26087,14.7,13.6,6.3,6.0
1275,26089,14.7,13.6,6.3,6.0
1276,26091,14.7,13.6,6.3,6.0
1277,26093,14.7,13.6,6.3,6.0
1278,26095,14.7,13.6,6.3,6.0
1279,26097,14.7,13.6,6.3,6.0
1280,26099,14.7,13.6,6.3,6.0
1281,26101,14.7,13.6,6.3,6.0
1282,26103,14.7,13.6,6.3,6.0
1283,26105,14.7,13.6,6.3,6.0
1284,26107,14.7,13.6,6.3,6.0
1285,26109,14.7,13.6,6.3,6.0
1286,26111,14.7,13.6,6.3,6.0
1287,26113,14.7,13.6,6.3,6.0
1288,26115,14.7,13.6,6.3,6.0
1289,26117,14.7,13.6,6.3,6.0
1290,26119,14.7,13.6,6.3,6.0
1291,26121,14.7,13.6,6.3,6.0
1292,26123,14.7,13.6,6.3,6.0
1293,26125,14.7,13.6,6.3,6.0
1294,26127,14.7,13.6,6.3,6.0
1295,26129,14.7,13.6,6.3,6.0
