,FIPS,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17
1296,26131,14.7,13.6,6.3,6.0
1297,26133,14.7,13.6,6.3,6.0
1298,26135,14.7,13.6,6.3,6.0
1299,26137,14.7,13.6,6.3,6.0
1300,26139,14.7,13.6,6.3,6.0
1301,26141,14.7,13.6,6.3,6.0
1302,26143,14.7,13.6,6.3,6.0
1303,26145,14.7,13.6,6.3,6.0
1304,26147,14.7,13.6,6.3,6.0
1305,26149,14.7,13.6,6.3,6.0
1306,26151,14.7,13.6,6.3,6.0
1307,26153,14.7,13.6,6.3,6.0
1308,26155,14.7,13.6,6.3,6.0
1309,26157,14.7,13.6,6.3,6.0
1310,26159,14.7,13.6,6.3,6.0
1311,26161,14.7,13.6,6.3,6.0
1312,26163,14.7,13.6,6.3,6.0
1313,26165,14.7,13.6,6.3,6.0
1314,27001,10.4,9.5,4.2,3.7
1315,27003,10.4,9.5,4.2,3.7
1316,27005,10.4,9.5,4.2,3.7
1317,27007,10.4,9.5,4.2,3.7
1318,27009,10.4,9.5,4.2,3.7
1319,27011,10.4,9.5,4.2,3.7
1320,27013,10.4,9.5,4.2,3.7
1321,27015,10.4,9.5,4.2,3.7
1322,27017,10.4,9.5,4.2,3.7
1323,27019,10.4,9.5,4.2,3.7
1324,27021,10.4,9.5,4.2,3.7
1325,27023,10.4,9.5,4.2,3.7
1326,27025,10.4,9.5,4.2,3.7
1327,27027,10.4,9.5,4.2,3.7
1328,27029,10.4,9.5,4.2,3.7
1329,27031,10.4,9.5,4.2,3.7
1330,27033,10.4,9.5,4.2,3.7
1331,27035,10.4,9.5,4.2,3.7
1332,27037,10.4,9.5,4.2,3.7
1333,27039,10.4,9.5,4.2,3.7
1334,27041,10.4,9.5,4.2,3.7
1335,27043,10.4,9.5,4.2,3.7
1336,27045,10.4,9.5,4.2,3.7
1337,27047,10.4,9.5,4.2,3.7
1338,27049,10.4,9.5,4.2,3.7
1339,27051,10.4,9.5,4.2,3.7
1340,27053,10.4,9.5,4.2,3.7
1341,27055,10.4,9.5,4.2,3.7
1342,27057,10.4,9.5,4.2,3.7
1343,27059,10.4,9.5,4.2,3.7
1344,27061,10.4,9.5,4.2,3.7
1345,27063,10.4,9.5,4.2,3.7
1346,27065,10.4,9.5,4.2,3.7
1347,27067,10.4,9.5,4.2,3.7
1348,27069,10.4,9.5,4.2,3.7
1349,27071,10.4,9.5,4.2,3.7
1350,27073,10.4,9.5,4.2,3.7
1351,27075,10.4,9.5,4.2,3.7
1352,27077,10.4,9.5,4.2,3.7
1353,27079,10.4,9.5,4.2,3.7
1354,27081,10.4,9.5,4.2,3.7
1355,27083,10.4,9.5,4.2,3.7
1356,27085,10.4,9.5,4.2,3.7
1357,27087,10.4,9.5,4.2,3.7
1358,27089,10.4,9.5,4.2,3.7
1359,27091,10.4,9.5,4.2,3.7
1360,27093,10.4,9.5,4.2,3.7
1361,27095,10.4,9.5,4.2,3.7
1362,27097,10.4,9.5,4.2,3.7
1363,27099,10.4,9.5,4.2,3.7
1364,27101,10.4,9.5,4.2,3.7
1365,27103,10.4,9.5,4.2,3.7
1366,27105,10.4,9.5,4.2,3.7
1367,27107,10.4,9.5,4.2,3.7
1368,27109,10.4,9.5,4.2,3.7
1369,27111,10.4,9.5,4.2,3.7
1370,27113,10.4,9.5,4.2,3.7
1371,27115,10.4,9.5,4.2,3.7
1372,27117,10.4,9.5,4.2,3.7
1373,27119,10.4,9.5,4.2,3.7
1374,27121,10.4,9.5,4.2,3.7
1375,27123,10.4,9.5,4.2,3.7
1376,27125,10.4,9.5,4.2,3.7
1377,27127,10.4,9.5,4.2,3.7
1378,27129,10.4,9.5,4.2,3.7
1379,27131,10.4,9.5,4.2,3.7
1380,27133,10.4,9.5,4.2,3.7
1381,27135,10.4,9.5,4.2,3.7
1382,27137,10.4,9.5,4.2,3.7
1383,27139,10.4,9.5,4.2,3.7
1384,27141,10.4,9.5,4.2,3.7
1385,27143,10.4,9.5,4.2,3.7
1386,27145,10.4,9.5,4.2,3.7
1387,27147,10.4,9.5,4.2,3.7
1388,27149,10.4,9.5,4.2,3.7
1389,27151,10.4,9.5,4.2,3.7
1390,27153,10.4,9.5,4.2,3.7
1391,27155,10.4,9.5,4.2,3.7
1392,27157,10.4,9.5,4.2,3.7
1393,27159,10.4,9.5,4.2,3.7
1394,27161,10.4,9.5,4.2,3.7
1395,27163,10.4,9.5,4.2,3.7
1396,27165,10.4,9.5,4.2,3.7
1397,27167,10.4,9.5,4.2,3.7
1398,27169,10.4,9.5,4.2,3.7
1399,27171,10.4,9.5,4.2,3.7
1400,27173,10.4,9.5,4.2,3.7
1401,28001,16.8,12.8,7.9,4.8
1402,28003,16.8,12.8,7.9,4.8
1403,28005,16.8,12.8,7.9,4.8
1404,28007,16.8,12.8,7.9,4.8
1405,28009,16.8,12.8,7.9,4.8
1406,28011,16.8,12.8,7.9,4.8
1407,28013,16.8,12.8,7.9,4.8
1408,28015,16.8,12.8,7.9,4.8
1409,28017,16.8,12.8,7.9,4.8
1410,28019,16.8,12.8,7.9,4.8
1411,28021,16.8,12.8,7.9,4.8
1412,28023,16.8,12.8,7.9,4.8
1413,28025,16.8,12.8,7.9,4.8
1414,28027,16.8,12.8,7.9,4.8
1415,28029,16.8,12.8,7.9,4.8
1416,28031,16.8,12.8,7.9,4.8
1417,28033,16.8,12.8,7.9,4.8
1418,28035,16.8,12.8,7.9,4.8
1419,28037,16.8,12.8,7.9,4.8
1420,28039,16.8,12.8,7.9,4.8
1421,28041,16.8,12.8,7.9,4.8
1422,28043,16.8,12.8,7.9,4.8
1423,28045,16.8,12.8,7.9,4.8
1424,28047,16.8,12.8,7.9,4.8
1425,28049,16.8,12.8,7.9,4.8
1426,28051,16.8,12.8,7.9,4.8
1427,28053,16.8,12.8,7.9,4.8
1428,28055,16.8,12.8,7.9,4.8
1429,28057,16.8,12.8,7.9,4.8
1430,28059,16.8,12.8,7.9,4.8
1431,28061,16.8,12.8,7.9,4.8
1432,28063,16.8,12.8,7.9,4.8
1433,28065,16.8,12.8,7.9,4.8
1434,28067,16.8,12.8,7.9,4.8
1435,28069,16.8,12.8,7.9,4.8
1436,28071,16.8,12.8,7.9,4.8
1437,28073,16.8,12.8,7.9,4.8
1438,28075,16.8,12.8,7.9,4.8
1439,28077,16.8,12.8,7.9,4.8
1440,28079,16.8,12.8,7.9,4.8
1441,28081,16.8,12.8,7.9,4.8
1442,28083,16.8,12.8,7.9,4.8
1443,28085,16.8,12.8,7.9,4.8
1444,28087,16.8,12.8,7.9,4.8
1445,28089,16.8,12.8,7.9,4.8
1446,28091,16.8,12.8,7.9,4.8
1447,28093,16.8,12.8,7.9,4.8
1448,28095,16.8,12.8,7.9,4.8
1449,28097,16.8,12.8,7.9,4.8
1450,28099,16.8,12.8,7.9,4.8
1451,28101,16.8,12.8,7.9,4.8
1452,28103,16.8,12.8,7.9,4.8
1453,28105,16.8,12.8,7.9,4.8
1454,28107,16.8,12.8,7.9,4.8
1455,28109,16.8,12.8,7.9,4.8
1456,28111,16.8,12.8,7.9,4.8
1457,28113,16.8,12.8,7.9,4.8
1458,28115,16.8,12.8,7.9,4.8
1459,28117,16.8,12.8,7.9,4.8
1460,28119,16.8,12.8,7.9,4.8
1461,28121,16.8,12.8,7.9,4.8
1462,28123,16.8,12.8,7.9,4.8
1463,28125,16.8,12.8,7.9,4.8
1464,28127,16.8,12.8,7.9,4.8
1465,28129,16.8,12.8,7.9,4.8
1466,28131,16.8,12.8,7.9,4.8
1467,28133,16.8,12.8,7.9,4.8
1468,28135,16.8,12.8,7.9,4.8
1469,28137,16.8,12.8,7.9,4.8
1470,28139,16.8,12.8,7.9,4.8
1471,28141,16.8,12.8,7.9,4.8
1472,28143,16.8,12.8,7.9,4.8
1473,28145,16.8,12.8,7.9,4.8
1474,28147,16.8,12.8,7.9,4.8
1475,28149,16.8,12.8,7.9,4.8
1476,28151,16.8,12.8,7.9,4.8
1477,28153,16.8,12.8,7.9,4.8
1478,28155,16.8,12.8,7.9,4.8
1479,28157,16.8,12.8,7.9,4.8
1480,28159,16.8,12.8,7.9,4.8
1481,28161,16.8,12.8,7.9,4.8
1482,28163,16.8,12.8,7.9,4.8
1483,29001,22.0,17.2,7.3,6.6
1484,29003,22.0,17.2,7.3,6.6
1485,29005,22.0,17.2,7.3,6.6
1486,29007,22.0,17.2,7.3,6.6
1487,29009,22.0,17.2,7.3,6.6
1488,29011,22.0,17.2,7.3,6.6
1489,29013,22.0,17.2,7.3,6.6
1490,29015,22.0,17.2,7.3,6.6
1491,29017,22.0,17.2,7.3,6.6
1492,29019,22.0,17.2,7.3,6.6
1493,29021,22.0,17.2,7.3,6.6
1494,29023,22.0,17.2,7.3,6.6
1495,29025,22.0,17.2,7.3,6.6
1496,29027,22.0,17.2,7.3,6.6
1497,29029,22.0,17.2,7.3,6.6
1498,29031,22.0,17.2,7.3,6.6
1499,29033,22.0,17.2,7.3,6.6
1500,29035,22.0,17.2,7.3,6.6
1501,29037,22.0,17.2,7.3,6.6
1502,29039,22.0,17.2,7.3,6.6
1503,29041,22.0,17.2,7.3,6.6
1504,29043,22.0,17.2,7.3,6.6
1505,29045,22.0,17.2,7.3,6.6
1506,29047,22.0,17.2,7.3,6.6
1507,29049,22.0,17.2,7.3,6.6
1508,29051,22.0,17.2,7.3,6.6
1509,29053,22.0,17.2,7.3,6.6
1510,29055,22.0,17.2,7.3,6.6
1511,29057,22.0,17.2,7.3,6.6
1512,29059,22.0,17.2,7.3,6.6
1513,29061,22.0,17.2,7.3,6.6
1514,29063,22.0,17.2,7.3,6.6
1515,29065,22.0,17.2,7.3,6.6
1516,29067,22.0,17.2,7.3,6.6
1517,29069,22.0,17.2,7.3,6.6
1518,29071,22.0,17.2,7.3,6.6
1519,29073,22.0,17.2,7.3,6.6
1520,29075,22.0,17.2,7.3,6.6
1521,29077,22.0,17.2,7.3,6.6
1522,29079,22.0,17.2,7.3,6.6
1523,29081,22.0,17.2,7.3,6.6
1524,29083,22.0,17.2,7.3,6.6
1525,29085,22.0,17.2,7.3,6.6
1526,29087,22.0,17.2,7.3,6.6
1527,29089,22.0,17.2,7.3,6.6
1528,29091,22.0,17.2,7.3,6.6
1529,29093,22.0,17.2,7.3,6.6
1530,29095,22.0,17.2,7.3,6.6
1531,29097,22.0,17.2,7.3,6.6
1532,29099,22.0,17.2,7.3,6.6
1533,29101,22.0,17.2,7.3,6.6
1534,29103,22.0,17.2,7.3,6.6
1535,29105,22.0,17.2,7.3,6.6
1536,29107,22.0,17.2,7.3,6.6
1537,29109,22.0,17.2,7.3,6.6
1538,29111,22.0,17.2,7.3,6.6
1539,29113,22.0,17.2,7.3,6.6
1540,29115,22.0,17.2,7.3,6.6
1541,29117,22.0,17.2,7.3,6.6
1542,29119,22.0,17.2,7.3,6.6
1543,29121,22.0,17.2,7.3,6.6
1544,29123,22.0,17.2,7.3,6.6
1545,29125,22.0,17.2,7.3,6.6
1546,29127,22.0,17.2,7.3,6.6
1547,29129,22.0,17.2,7.3,6.6
1548,29131,22.0,17.2,7.3,6.6
1549,29133,22.0,17.2,7.3,6.6
1550,29135,22.0,17.2,7.3,6.6
1551,29137,22.0,17.2,7.3,6.6
1552,29139,22.0,17.2,7.3,6.6
1553,29141,22.0,17.2,7.3,6.6
1554,29143,22.0,17.2,7.3,6.6
1555,29145,22.0,17.2,7.3,6.6
1556,29147,22.0,17.2,7.3,6.6
1557,29149,22.0,17.2,7.3,6.6
1558,29151,22.0,17.2,7.3,6.6
1559,29153,22.0,17.2,7.3,6.6
1560,29155,22.0,17.2,7.3,6.6
1561,29157,22.0,17.2,7.3,6.6
1562,29159,22.0,17.2,7.3,6.6
1563,29161,22.0,17.2,7.3,6.6
1564,29163,22.0,17.2,7.3,6.6
1565,29165,22.0,17.2,7.3,6.6
1566,29167,22.0,17.2,7.3,6.6
1567,29169,22.0,17.2,7.3,6.6
1568,29171,22.0,17.2,7.3,6.6
1569,29173,22.0,17.2,7.3,6.6
1570,29175,22.0,17.2,7.3,6.6
1571,29177,22.0,17.2,7.3,6.6
1572,29179,22.0,17.2,7.3,6.6
1573,29181,22.0,17.2,7.3,6.6
1574,29183,22.0,17.2,7.3,6.6
1575,29185,22.0,17.2,7.3,6.6
1576,29186,22.0,17.2,7.3,6.6
1577,29187,22.0,17.2,7.3,6.6
1578,29189,22.0,17.2,7.3,6.6
1579,29195,22.0,17.2,7.3,6.6
1580,29197,22.0,17.2,7.3,6.6
1581,29199,22.0,17.2,7.3,6.6
1582,29201,22.0,17.2,7.3,6.6
1583,29203,22.0,17.2,7.3,6.6
1584,29205,22.0,17.2,7.3,6.6
1585,29207,22.0,17.2,7.3,6.6
1586,29209,22.0,17.2,7.3,6.6
1587,29211,22.0,17.2,7.3,6.6
1588,29213,22.0,17.2,7.3,6.6
1589,29215,22.0,17.2,7.3,6.6
1590,29217,22.0,17.2,7.3,6.6
1591,29219,22.0,17.2,7.3,6.6
1592,29221,22.0,17.2,7.3,6.6
1593,29223,22.0,17.2,7.3,6.6
1594,29225,22.0,17.2,7.3,6.6
1595,29227,22.0,17.2,7.3,6.6
1596,29229,22.0,17.2,7.3,6.6
1597,29510,22.0,17.2,7.3,6.6
1598,30001,11.5,11.4,5.4,4.6
1599,30003,11.5,11.4,5.4,4.6
1600,30005,11.5,11.4,5.4,4.6
1601,30007,11.5,11.4,5.4,4.6
1602,30009,11.5,11.4,5.4,4.6
1603,30011,11.5,11.4,5.4,4.6
1604,30013,11.5,11.4,5.4,4.6
1605,30015,11.5,11.4,5.4,4.6
1606,30017,11.5,11.4,5.4,4.6
1607,30019,11.5,11.4,5.4,4.6
1608,30021,11.5,11.4,5.4,4.6
1609,30023,11.5,11.4,5.4,4.6
1610,30025,11.5,11.4,5.4,4.6
1611,30027,11.5,11.4,5.4,4.6
1612,30029,11.5,11.4,5.4,4.6
1613,30031,11.5,11.4,5.4,4.6
1614,30033,11.5,11.4,5.4,4.6
1615,30035,11.5,11.4,5.4,4.6
1616,30037,11.5,11.4,5.4,4.6
1617,30039,11.5,11.4,5.4,4.6
1618,30041,11.5,11.4,5.4,4.6
1619,30043,11.5,11.4,5.4,4.6
1620,30045,11.5,11.4,5.4,4.6
1621,30047,11.5,11.4,5.4,4.6
1622,30049,11.5,11.4,5.4,4.6
1623,30051,11.5,11.4,5.4,4.6
1624,30053,11.5,11.4,5.4,4.6
1625,30055,11.5,11.4,5.4,4.6
1626,30057,11.5,11.4,5.4,4.6
1627,30059,11.5,11.4,5.4,4.6
1628,30061,11.5,11.4,5.4,4.6
1629,30063,11.5,11.4,5.4,4.6
1630,30065,11.5,11.4,5.4,4.6
1631,30067,11.5,11.4,5.4,4.6
1632,30069,11.5,11.4,5.4,4.6
1633,30071,11.5,11.4,5.4,4.6
1634,30073,11.5,11.4,5.4,4.6
1635,30075,11.5,11.4,5.4,4.6
1636,30077,11.5,11.4,5.4,4.6
1637,30079,11.5,11.4,5.4,4.6
1638,30081,11.5,11.4,5.4,4.6
1639,30083,11.5,11.4,5.4,4.6
1640,30085,11.5,11.4,5.4,4.6
1641,30087,11.5,11.4,5.4,4.6
1642,30089,11.5,11.4,5.4,4.6
1643,30091,11.5,11.4,5.4,4.6
1644,30093,11.5,11.4,5.4,4.6
1645,30095,11.5,11.4,5.4,4.6
1646,30097,11.5,11.4,5.4,4.6
1647,30099,11.5,11.4,5.4,4.6
1648,30101,11.5,11.4,5.4,4.6
1649,30103,11.5,11.4,5.4,4.6
1650,30105,11.5,11.4,5.4,4.6
1651,30107,11.5,11.4,5.4,4.6
1652,30109,11.5,11.4,5.4,4.6
1653,30111,11.5,11.4,5.4,4.6
1654,31001,16.7,14.4,6.4,5.6
1655,31003,16.7,14.4,6.4,5.6
1656,31005,16.7,14.4,6.4,5.6
1657,31007,16.7,14.4,6.4,5.6
1658,31009,16.7,14.4,6.4,5.6
1659,31011,16.7,14.4,6.4,5.6
1660,31013,16.7,14.4,6.4,5.6
1661,31015,16.7,14.4,6.4,5.6
1662,31017,16.7,14.4,6.4,5.6
1663,31019,16.7,14.4,6.4,5.6
1664,31021,16.7,14.4,6.4,5.6
1665,31023,16.7,14.4,6.4,5.6
1666,31025,16.7,14.4,6.4,5.6
1667,31027,16.7,14.4,6.4,5.6
1668,31029,16.7,14.4,6.4,5.6
1669,31031,16.7,14.4,6.4,5.6
1670,31033,16.7,14.4,6.4,5.6
1671,31035,16.7,14.4,6.4,5.6
1672,31037,16.7,14.4,6.4,5.6
1673,31039,16.7,14.4,6.4,5.6
1674,31041,16.7,14.4,6.4,5.6
1675,31043,16.7,14.4,6.4,5.6
1676,31045,16.7,14.4,6.4,5.6
1677,31047,16.7,14.4,6.4,5.6
1678,31049,16.7,14.4,6.4,5.6
1679,31051,16.7,14.4,6.4,5.6
1680,31053,16.7,14.4,6.4,5.6
1681,31055,16.7,14.4,6.4,5.6
1682,31057,16.7,14.4,6.4,5.6
1683,31059,16.7,14.4,6.4,5.6
1684,31061,16.7,14.4,6.4,5.6
1685,31063,16.7,14.4,6.4,5.6
1686,31065,16.7,14.4,6.4,5.6
1687,31067,16.7,14.4,6.4,5.6
1688,31069,16.7,14.4,6.4,5.6
1689,31071,16.7,14.4,6.4,5.6
1690,31073,16.7,14.4,6.4,5.6
1691,31075,16.7,14.4,6.4,5.6
1692,31077,16.7,14.4,6.4,5.6
1693,31079,16.7,14.4,6.4,5.6
1694,31081,16.7,14.4,6.4,5.6
1695,31083,16.7,14.4,6.4,5.6
1696,31085,16.7,14.4,6.4,5.6
1697,31087,16.7,14.4,6.4,5.6
1698,31089,16.7,14.4,6.4,5.6
1699,31091,16.7,14.4,6.4,5.6
1700,31093,16.7,14.4,6.4,5.6
1701,31095,16.7,14.4,6.4,5.6
1702,31097,16.7,14.4,6.4,5.6
1703,31099,16.7,14.4,6.4,5.6
1704,31101,16.7,14.4,6.4,5.6
1705,31103,16.7,14.4,6.4,5.6
1706,31105,16.7,14.4,6.4,5.6
1707,31107,16.7,14.4,6.4,5.6
1708,31109,16.7,14.4,6.4,5.6
1709,31111,16.7,14.4,6.4,5.6
1710,31113,16.7,14.4,6.4,5.6
1711,31115,16.7,14.4,6.4,5.6
1712,31117,16.7,14.4,6.4,5.6
1713,31119,16.7,14.4,6.4,5.6
1714,31121,16.7,14.4,6.4,5.6
1715,31123,16.7,14.4,6.4,5.6
1716,31125,16.7,14.4,6.4,5.6
1717,31127,16.7,14.4,6.4,5.6
1718,31129,16.7,14.4,6.4,5.6
1719,31131,16.7,14.4,6.4,5.6
1720,31133,16.7,14.4,6.4,5.6
1721,31135,16.7,14.4,6.4,5.6
1722,31137,16.7,14.4,6.4,5.6
1723,31139,16.7,14.4,6.4,5.6
1724,31141,16.7,14.4,6.4,5.6
1725,31143,16.7,14.4,6.4,5.6
1726,31145,16.7,14.4,6.4,5.6
1727,31147,16.7,14.4,6.4,5.6
1728,31149,16.7,14.4,6.4,5.6
1729,31151,16.7,14.4,6.4,5.6
1730,31153,16.7,14.4,6.4,5.6
1731,31155,16.7,14.4,6.4,5.6
1732,31157,16.7,14.4,6.4,5.6
1733,31159,16.7,14.4,6.4,5.6
1734,31161,16.7,14.4,6.4,5.6
1735,31163,16.7,14.4,6.4,5.6
1736,31165,16.7,14.4,6.4,5.6
1737,31167,16.7,14.4,6.4,5.6
1738,31169,16.7,14.4,6.4,5.6
1739,31171,16.7,14.4,6.4,5.6
1740,31173,16.7,14.4,6.4,5.6
1741,31175,16.7,14.4,6.4,5.6
1742,31177,16.7,14.4,6.4,5.6
1743,31179,16.7,14.4,6.4,5.6
1744,31181,16.7,14.4,6.4,5.6
1745,31183,16.7,14.4,6.4,5.6
1746,31185,16.7,14.4,6.4,5.6
1747,32001,8.4,9.0,2.9,3.5
1748,32003,8.4,9.0,2.9,3.5
1749,32005,8.4,9.0,2.9,3.5
1750,32007,8.4,9.0,2.9,3.5
1751,32009,8.4,9.0,2.9,3.5
1752,32011,8.4,9.0,2.9,3.5
1753,32013,8.4,9.0,2.9,3.5
1754,32015,8.4,9.0,2.9,3.5
1755,32017,8.4,9.0,2.9,3.5
1756,32019,8.4,9.0,2.9,3.5
1757,32021,8.4,9.0,2.9,3.5
1758,32023,8.4,9.0,2.9,3.5
1759,32027,8.4,9.0,2.9,3.5
1760,32029,8.4,9.0,2.9,3.5
1761,32031,8.4,9.0,2.9,3.5
1762,32033,8.4,9.0,2.9,3.5
1763,32510,8.4,9.0,2.9,3.5
1764,33001,13.9,13.5,5.5,5.4
1765,33003,13.9,13.5,5.5,5.4
1766,33005,13.9,13.5,5.5,5.4
1767,33007,13.9,13.5,5.5,5.4
1768,33009,13.9,13.5,5.5,5.4
1769,33011,13.9,13.5,5.5,5.4
1770,33013,13.9,13.5,5.5,5.4
1771,33015,13.9,13.5,5.5,5.4
1772,33017,13.9,13.5,5.5,5.4
1773,33019,13.9,13.5,5.5,5.4
1774,34001,10.0,9.4,4.7,3.4
1775,34003,10.0,9.4,4.7,3.4
1776,34005,10.0,9.4,4.7,3.4
1777,34007,10.0,9.4,4.7,3.4
1778,34009,10.0,9.4,4.7,3.4
1779,34011,10.0,9.4,4.7,3.4
1780,34013,10.0,9.4,4.7,3.4
1781,34015,10.0,9.4,4.7,3.4
1782,34017,10.0,9.4,4.7,3.4
1783,34019,10.0,9.4,4.7,3.4
1784,34021,10.0,9.4,4.7,3.4
1785,34023,10.0,9.4,4.7,3.4
1786,34025,10.0,9.4,4.7,3.4
1787,34027,10.0,9.4,4.7,3.4
1788,34029,10.0,9.4,4.7,3.4
1789,34031,10.0,9.4,4.7,3.4
1790,34033,10.0,9.4,4.7,3.4
1791,34035,10.0,9.4,4.7,3.4
1792,34037,10.0,9.4,4.7,3.4
1793,34039,10.0,9.4,4.7,3.4
1794,34041,10.0,9.4,4.7,3.4
1795,35001,11.7,8.6,4.9,3.0
1796,35003,11.7,8.6,4.9,3.0
1797,35005,11.7,8.6,4.9,3.0
1798,35006,11.7,8.6,4.9,3.0
1799,35007,11.7,8.6,4.9,3.0
1800,35009,11.7,8.6,4.9,3.0
1801,35011,11.7,8.6,4.9,3.0
1802,35013,11.7,8.6,4.9,3.0
1803,35015,11.7,8.6,4.9,3.0
1804,35017,11.7,8.6,4.9,3.0
1805,35019,11.7,8.6,4.9,3.0
1806,35021,11.7,8.6,4.9,3.0
1807,35023,11.7,8.6,4.9,3.0
1808,35025,11.7,8.6,4.9,3.0
1809,35027,11.7,8.6,4.9,3.0
1810,35028,11.7,8.6,4.9,3.0
1811,35029,11.7,8.6,4.9,3.0
1812,35031,11.7,8.6,4.9,3.0
1813,35033,11.7,8.6,4.9,3.0
1814,35035,11.7,8.6,4.9,3.0
1815,35037,11.7,8.6,4.9,3.0
1816,35039,11.7,8.6,4.9,3.0
1817,35041,11.7,8.6,4.9,3.0
1818,35043,11.7,8.6,4.9,3.0
1819,35045,11.7,8.6,4.9,3.0
1820,35047,11.7,8.6,4.9,3.0
1821,35049,11.7,8.6,4.9,3.0
1822,35051,11.7,8.6,4.9,3.0
1823,35053,11.7,8.6,4.9,3.0
1824,35055,11.7,8.6,4.9,3.0
1825,35057,11.7,8.6,4.9,3.0
1826,35059,11.7,8.6,4.9,3.0
1827,35061,11.7,8.6,4.9,3.0
1828,36001,12.3,17.9,4.6,6.6
1829,36003,12.3,17.9,4.6,6.6
1830,36005,12.3,17.9,4.6,6.6
1831,36007,12.3,17.9,4.6,6.6
1832,36009,12.3,17.9,4.6,6.6
1833,36011,12.3,17.9,4.6,6.6
1834,36013,12.3,17.9,4.6,6.6
1835,36015,12.3,17.9,4.6,6.6
1836,36017,12.3,17.9,4.6,6.6
1837,36019,12.3,17.9,4.6,6.6
1838,36021,12.3,17.9,4.6,6.6
1839,36023,12.3,17.9,4.6,6.6
1840,36025,12.3,17.9,4.6,6.6
1841,36027,12.3,17.9,4.6,6.6
1842,36029,12.3,17.9,4.6,6.6
1843,36031,12.3,17.9,4.6,6.6
1844,36033,12.3,17.9,4.6,6.6
1845,36035,12.3,17.9,4.6,6.6
1846,36037,12.3,17.9,4.6,6.6
1847,36039,12.3,17.9,4.6,6.6
1848,36041,12.3,17.9,4.6,6.6
1849,36043,12.3,17.9,4.6,6.6
1850,36045,12.3,17.9,4.6,6.6
1851,36047,12.3,17.9,4.6,6.6
1852,36049,12.3,17.9,4.6,6.6
1853,36051,12.3,17.9,4.6,6.6
1854,36053,12.3,17.9,4.6,6.6
1855,36055,12.3,17.9,4.6,6.6
1856,36057,12.3,17.9,4.6,6.6
1857,36059,12.3,17.9,4.6,6.6
1858,36061,12.3,17.9,4.6,6.6
1859,36063,12.3,17.9,4.6,6.6
1860,36065,12.3,17.9,4.6,6.6
1861,36067,12.3,17.9,4.6,6.6
1862,36069,12.3,17.9,4.6,6.6
1863,36071,12.3,17.9,4.6,6.6
1864,36073,12.3,17.9,4.6,6.6
1865,36075,12.3,17.9,4.6,6.6
1866,36077,12.3,17.9,4.6,6.6
1867,36079,12.3,17.9,4.6,6.6
1868,36081,12.3,17.9,4.6,6.6
1869,36083,12.3,17.9,4.6,6.6
1870,36085,12.3,17.9,4.6,6.6
1871,36087,12.3,17.9,4.6,6.6
1872,36089,12.3,17.9,4.6,6.6
1873,36091,12.3,17.9,4.6,6.6
1874,36093,12.3,17.9,4.6,6.6
1875,36095,12.3,17.9,4.6,6.6
1876,36097,12.3,17.9,4.6,6.6
1877,36099,12.3,17.9,4.6,6.6
1878,36101,12.3,17.9,4.6,6.6
1879,36103,12.3,17.9,4.6,6.6
1880,36105,12.3,17.9,4.6,6.6
1881,36107,12.3,17.9,4.6,6.6
1882,36109,12.3,17.9,4.6,6.6
1883,36111,12.3,17.9,4.6,6.6
1884,36113,12.3,17.9,4.6,6.6
1885,36115,12.3,17.9,4.6,6.6
1886,36117,12.3,17.9,4.6,6.6
1887,36119,12.3,17.9,4.6,6.6
1888,36121,12.3,17.9,4.6,6.6
1889,36123,12.3,17.9,4.6,6.6
1890,37001,15.2,12.4,6.3,5.1
1891,37003,15.2,12.4,6.3,5.1
1892,37005,15.2,12.4,6.3,5.1
1893,37007,15.2,12.4,6.3,5.1
1894,37009,15.2,12.4,6.3,5.1
1895,37011,15.2,12.4,6.3,5.1
1896,37013,15.2,12.4,6.3,5.1
1897,37015,15.2,12.4,6.3,5.1
1898,37017,15.2,12.4,6.3,5.1
1899,37019,15.2,12.4,6.3,5.1
1900,37021,15.2,12.4,6.3,5.1
1901,37023,15.2,12.4,6.3,5.1
1902,37025,15.2,12.4,6.3,5.1
1903,37027,15.2,12.4,6.3,5.1
1904,37029,15.2,12.4,6.3,5.1
1905,37031,15.2,12.4,6.3,5.1
1906,37033,15.2,12.4,6.3,5.1
1907,37035,15.2,12.4,6.3,5.1
1908,37037,15.2,12.4,6.3,5.1
1909,37039,15.2,12.4,6.3,5.1
1910,37041,15.2,12.4,6.3,5.1
1911,37043,15.2,12.4,6.3,5.1
1912,37045,15.2,12.4,6.3,5.1
1913,37047,15.2,12.4,6.3,5.1
1914,37049,15.2,12.4,6.3,5.1
1915,37051,15.2,12.4,6.3,5.1
1916,37053,15.2,12.4,6.3,5.1
1917,37055,15.2,12.4,6.3,5.1
1918,37057,15.2,12.4,6.3,5.1
1919,37059,15.2,12.4,6.3,5.1
1920,37061,15.2,12.4,6.3,5.1
1921,37063,15.2,12.4,6.3,5.1
1922,37065,15.2,12.4,6.3,5.1
1923,37067,15.2,12.4,6.3,5.1
1924,37069,15.2,12.4,6.3,5.1
1925,37071,15.2,12.4,6.3,5.1
1926,37073,15.2,12.4,6.3,5.1
1927,37075,15.2,12.4,6.3,5.1
1928,37077,15.2,12.4,6.3,5.1
