2016.0,5561.0,5722.875
2020.0,291826.0,297012.5
2050.0,17013.0,17889.75
2070.0,4847.0,4969.125
2090.0,97581.0,99700.25
2110.0,31275.0,32346.0
2122.0,55400.0,57665.5
2170.0,1631.0,1623.625
2180.0,88995.0,99823.125
2185.0,9492.0,9883.0
2188.0,9430.0,9751.625
2198.0,3815.0,3262.375
2261.0,7029.0,6960.0
2290.0,5588.0,5486.875
4001.0,71518.0,71796.625
4003.0,131346.0,128267.625
4005.0,134421.0,138527.125
4007.0,53597.0,53308.375
4009.0,37220.0,37625.625
4012.0,20489.0,20647.0
4013.0,3817117.0,4138984.125
4015.0,200186.0,204954.375
4017.0,107449.0,108191.0
4019.0,980263.0,1009708.75
4021.0,375770.0,405730.875
4023.0,47420.0,46873.875
4025.0,211033.0,220081.125
4027.0,195751.0,205900.5
5001.0,19019.0,18400.875
5003.0,21853.0,20894.0
5005.0,41513.0,41188.375
5007.0,221339.0,249811.125
5009.0,36903.0,37267.375
5015.0,27446.0,27788.5
5017.0,11800.0,11087.0
5019.0,22995.0,22524.625
5023.0,25970.0,25432.25
5027.0,24552.0,24106.25
5031.0,96443.0,103565.875
5033.0,61948.0,62221.0
5035.0,50902.0,49424.75
5037.0,17870.0,17253.0
5045.0,113237.0,120757.0
5047.0,18125.0,17844.75
5051.0,96024.0,97871.625
5055.0,42090.0,44032.5
5057.0,22609.0,22168.375
5059.0,32923.0,33468.625
5061.0,13789.0,13500.625
5063.0,36647.0,37129.125
5065.0,13696.0,13538.375
5067.0,17997.0,17428.25
5069.0,77435.0,71999.5
5075.0,17415.0,16840.125
5083.0,22353.0,21872.125
5085.0,68356.0,71414.875
5089.0,16653.0,16491.0
5091.0,43462.0,43709.25
5093.0,46480.0,43803.375
5103.0,26120.0,24577.375
5107.0,21757.0,19720.25
5109.0,11291.0,10956.375
5111.0,24583.0,24149.5
5113.0,20662.0,20267.5
5115.0,61754.0,63262.375
5117.0,8715.0,8333.75
5119.0,382748.0,391887.25
5123.0,28258.0,26870.375
5125.0,107118.0,115544.125
5127.0,11233.0,10671.125
5131.0,125744.0,127392.75
5135.0,17264.0,17070.5
5139.0,41639.0,40191.0
5141.0,17295.0,16837.875
5143.0,203065.0,222305.75
5145.0,77076.0,78658.25
6001.0,1510271.0,1610485.125
6005.0,38091.0,37551.375
6007.0,220000.0,224732.875
6009.0,45578.0,45102.25
6011.0,21419.0,21401.0
6013.0,1049025.0,1112897.125
6015.0,28610.0,27696.25
6017.0,181058.0,184537.0
6019.0,930450.0,965938.5
6021.0,28122.0,27914.625
6023.0,134623.0,135378.0
6025.0,174528.0,178772.125
6027.0,18546.0,18191.375
6029.0,839631.0,872490.875
6031.0,152982.0,150462.625
6033.0,64665.0,64094.875
6035.0,34895.0,31989.0
6037.0,9818605.0,10037941.25
6039.0,150865.0,153728.875
6041.0,252409.0,258920.375
6045.0,87841.0,87353.125
6047.0,255793.0,265984.75
6049.0,9686.0,9088.0
6053.0,415057.0,429831.875
6055.0,136484.0,139841.5
6057.0,98764.0,98781.25
6059.0,3010232.0,3132525.5
6061.0,348432.0,372802.5
6063.0,20007.0,18934.75
6065.0,2189641.0,2337592.375
6067.0,1418788.0,1485835.25
6069.0,55269.0,58368.0
6071.0,2035210.0,2112021.625
6073.0,3095313.0,3254748.375
6075.0,805235.0,854345.375
6077.0,685306.0,719702.25
6079.0,269637.0,278532.25
6081.0,718451.0,755814.75
6083.0,423895.0,438602.125
6085.0,1781642.0,1891104.625
6087.0,262382.0,271133.125
6089.0,177223.0,178658.375
6093.0,44900.0,43739.625
6095.0,413344.0,431550.375
6097.0,483878.0,497290.375
6099.0,514453.0,532304.25
6101.0,94737.0,95325.125
6103.0,63463.0,63290.625
6107.0,442179.0,456499.25
6109.0,55365.0,54087.875
6111.0,823318.0,842894.5
6113.0,200849.0,210979.375
6115.0,72155.0,74482.625
8001.0,441603.0,483571.5
8003.0,15445.0,16330.125
8005.0,572003.0,621718.625
8013.0,294567.0,315232.5
8014.0,55889.0,63399.0
8029.0,30952.0,30365.625
8031.0,600158.0,671548.375
8035.0,285465.0,317564.125
8037.0,52197.0,53634.75
8041.0,622263.0,672385.5
8043.0,46824.0,46969.875
8045.0,56389.0,57814.375
8059.0,534543.0,561488.75
8063.0,8270.0,7833.25
8067.0,51334.0,54119.5
8069.0,299630.0,327894.75
8077.0,146723.0,149003.125
8083.0,25535.0,25754.5
8085.0,41276.0,41065.0
8087.0,28159.0,28279.0
8089.0,18831.0,18454.0
8099.0,12551.0,12198.25
8101.0,159063.0,163203.25
8117.0,27994.0,29654.25
8119.0,23350.0,23840.75
8123.0,252825.0,283572.625
8125.0,10043.0,10089.875
9001.0,916829.0,940590.375
9003.0,894014.0,895730.375
9005.0,189927.0,184831.25
9007.0,165676.0,164201.75
9009.0,862477.0,860999.75
9011.0,274055.0,270560.375
9013.0,152691.0,151639.5
9015.0,118428.0,117052.125
10001.0,162310.0,171940.5
10003.0,538479.0,551347.0
10005.0,197145.0,213414.5
11001.0,601723.0,665905.75
12001.0,247336.0,258694.5
12003.0,27115.0,27502.125
12005.0,168852.0,178538.125
12007.0,28520.0,27147.625
12009.0,543376.0,565703.625
12011.0,1748066.0,1873031.5
12015.0,159978.0,171507.875
12017.0,141236.0,141649.5
12019.0,190865.0,202276.625
12021.0,321520.0,352323.125
12023.0,67531.0,68516.125
12027.0,34862.0,35843.5
12031.0,864263.0,907439.125
12033.0,297619.0,308380.375
12035.0,95696.0,103928.125
12037.0,11549.0,11660.0
12039.0,46389.0,46265.5
12049.0,27731.0,27323.375
12051.0,39140.0,39416.375
