,FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS12,PCT_OBESE_ADULTS17,PCT_HSPA17,RECFACPTH11,RECFACPTH16
786,18179,10.2,11.8,31.4,33.6,,0.0360672,0.0359195
787,18181,10.8,14.5,31.4,33.6,,0.0406702,0.0
788,18183,9.3,10.6,31.4,33.6,,0.089944235,0.05973
789,19001,9.3,11.6,30.4,36.4,29.400000000000006,0.265076209,0.142653352
790,19003,9.0,10.1,30.4,36.4,29.400000000000006,0.0,0.0
791,19005,8.8,9.1,30.4,36.4,29.400000000000006,0.070382883,0.144206504
792,19007,8.7,11.6,30.4,36.4,29.400000000000006,0.155690487,0.080019205
793,19009,9.1,11.7,30.4,36.4,29.400000000000006,0.0,0.0
794,19011,7.4,10.0,30.4,36.4,29.400000000000006,0.115035086,0.039
795,19013,7.9,9.5,30.4,36.4,29.400000000000006,0.091275576,0.127999518
796,19015,8.0,9.1,30.4,36.4,29.400000000000006,0.114129194,0.151406185
797,19017,7.9,9.4,30.4,36.4,29.400000000000006,0.041024,0.080697224
798,19019,8.0,9.5,30.4,36.4,29.400000000000006,0.0,0.0
799,19021,8.4,10.1,30.4,36.4,29.400000000000006,0.098609605,0.197355437
800,19023,8.5,10.0,30.4,36.4,29.400000000000006,0.0,0.0
801,19025,9.4,10.7,30.4,36.4,29.400000000000006,0.0,0.10205123
802,19027,8.5,8.9,30.4,36.4,29.400000000000006,0.0479547,0.147304331
803,19029,9.0,10.7,30.4,36.4,29.400000000000006,0.217959895,0.227617602
804,19031,7.8,10.6,30.4,36.4,29.400000000000006,0.163025758,0.108654316
805,19033,9.0,10.4,30.4,36.4,29.400000000000006,0.159235669,0.162548765
806,19035,9.3,11.3,30.4,36.4,29.400000000000006,0.083139342,0.0
807,19037,8.4,10.4,30.4,36.4,29.400000000000006,0.080645161,0.082898118
808,19039,8.2,10.2,30.4,36.4,29.400000000000006,0.0,0.107688994
809,19041,8.3,9.3,30.4,36.4,29.400000000000006,0.241036457,0.306278714
810,19043,8.5,9.2,30.4,36.4,29.400000000000006,0.0,0.0
811,19045,8.6,12.1,30.4,36.4,29.400000000000006,0.162979261,0.105851469
812,19047,8.3,11.7,30.4,36.4,29.400000000000006,0.0580585,0.11739845
813,19049,6.5,8.4,30.4,36.4,29.400000000000006,0.114934272,0.130664608
814,19051,7.9,10.6,30.4,36.4,29.400000000000006,0.114025086,0.112346927
815,19053,8.1,9.7,30.4,36.4,29.400000000000006,0.0,0.0
816,19055,7.9,10.6,30.4,36.4,29.400000000000006,0.170222424,0.0579072
817,19057,8.4,11.1,30.4,36.4,29.400000000000006,0.099857703,0.075709779
818,19059,8.9,9.6,30.4,36.4,29.400000000000006,0.35593522,0.233863424
819,19061,7.5,9.6,30.4,36.4,29.400000000000006,0.147993108,0.144771674
820,19063,8.6,10.7,30.4,36.4,29.400000000000006,0.198747888,0.104624398
821,19065,8.4,10.4,30.4,36.4,29.400000000000006,0.0954244,0.200140098
822,19067,9.0,12.1,30.4,36.4,29.400000000000006,0.124208173,0.126302494
823,19069,9.0,10.2,30.4,36.4,29.400000000000006,0.09353662,0.196078431
824,19071,8.7,9.5,30.4,36.4,29.400000000000006,0.0,0.0
825,19073,8.9,10.4,30.4,36.4,29.400000000000006,0.214362272,0.0
826,19075,8.6,11.0,30.4,36.4,29.400000000000006,0.080134626,0.081320647
827,19077,8.2,9.4,30.4,36.4,29.400000000000006,0.092106475,0.093896714
828,19079,8.2,10.3,30.4,36.4,29.400000000000006,0.0,0.0
829,19081,8.9,9.9,30.4,36.4,29.400000000000006,0.177085178,0.091802075
830,19083,8.8,10.5,30.4,36.4,29.400000000000006,0.0575639,0.0
831,19085,8.4,11.7,30.4,36.4,29.400000000000006,0.0,0.0
832,19087,8.0,11.5,30.4,36.4,29.400000000000006,0.0494242,0.101005
833,19089,8.6,10.3,30.4,36.4,29.400000000000006,0.10478885,0.107851596
834,19091,8.7,9.7,30.4,36.4,29.400000000000006,0.20451989,0.0
835,19093,8.8,10.1,30.4,36.4,29.400000000000006,0.0,0.143740118
836,19095,8.7,8.7,30.4,36.4,29.400000000000006,0.0612783,0.0
837,19097,8.2,11.7,30.4,36.4,29.400000000000006,0.10139417,0.051573
838,19099,8.6,9.7,30.4,36.4,29.400000000000006,0.081938109,0.0272769
839,19101,8.3,10.6,30.4,36.4,29.400000000000006,0.235100505,0.220118864
840,19103,5.6,5.4,30.4,36.4,29.400000000000006,0.074808863,0.136394945
841,19105,7.9,10.2,30.4,36.4,29.400000000000006,0.0,0.0
842,19107,8.6,11.0,30.4,36.4,29.400000000000006,0.0,0.0
843,19109,8.8,11.0,30.4,36.4,29.400000000000006,0.12993763,0.066080751
844,19111,8.3,11.1,30.4,36.4,29.400000000000006,0.112504922,0.145112607
845,19113,8.0,10.3,30.4,36.4,29.400000000000006,0.130851516,0.121676431
846,19115,8.2,9.8,30.4,36.4,29.400000000000006,0.0,0.0
847,19117,8.1,11.6,30.4,36.4,29.400000000000006,0.0,0.116877045
848,19119,8.0,9.3,30.4,36.4,29.400000000000006,0.085535882,0.0
849,19121,8.0,10.0,30.4,36.4,29.400000000000006,0.127113258,0.063315183
850,19123,8.1,10.1,30.4,36.4,29.400000000000006,0.133392619,0.135098622
851,19125,8.2,9.8,30.4,36.4,29.400000000000006,0.090193013,0.211167758
852,19127,8.6,10.7,30.4,36.4,29.400000000000006,0.0488365,0.0
853,19129,7.6,10.9,30.4,36.4,29.400000000000006,0.133084908,0.132943366
854,19131,8.7,9.7,30.4,36.4,29.400000000000006,0.186880957,0.093835038
855,19133,9.1,11.8,30.4,36.4,29.400000000000006,0.216567407,0.113649278
856,19135,8.4,10.7,30.4,36.4,29.400000000000006,0.0,0.0
857,19137,9.3,10.5,30.4,36.4,29.400000000000006,0.094073377,0.098677719
858,19139,7.3,9.2,30.4,36.4,29.400000000000006,0.070140983,0.06992355
859,19141,9.1,9.6,30.4,36.4,29.400000000000006,0.211000141,0.14366784
860,19143,8.4,11.5,30.4,36.4,29.400000000000006,0.0,0.0
861,19145,9.0,12.0,30.4,36.4,29.400000000000006,0.188881194,0.065210303
862,19147,9.0,10.6,30.4,36.4,29.400000000000006,0.0,0.0
863,19149,8.1,9.8,30.4,36.4,29.400000000000006,0.120928733,0.079349335
864,19151,9.8,11.9,30.4,36.4,29.400000000000006,0.0,0.0
865,19153,8.1,8.6,30.4,36.4,29.400000000000006,0.152920205,0.157971894
866,19155,7.6,11.5,30.4,36.4,29.400000000000006,0.096286549,0.0534714
867,19157,8.5,10.5,30.4,36.4,29.400000000000006,0.105965879,0.109337415
868,19159,9.3,11.4,30.4,36.4,29.400000000000006,0.0,0.0
869,19161,9.5,10.4,30.4,36.4,29.400000000000006,0.097828214,0.101853738
870,19163,7.7,8.7,30.4,36.4,29.400000000000006,0.132115469,0.122061089
871,19165,8.9,11.0,30.4,36.4,29.400000000000006,0.0,0.0
872,19167,7.2,8.9,30.4,36.4,29.400000000000006,0.088276836,0.114642745
873,19169,5.9,6.7,30.4,36.4,29.400000000000006,0.110135797,0.175590811
874,19171,8.8,9.9,30.4,36.4,29.400000000000006,0.170357751,0.0582106
875,19173,8.7,10.2,30.4,36.4,29.400000000000006,0.158654609,0.160333494
876,19175,8.5,11.8,30.4,36.4,29.400000000000006,0.159375249,0.1614205
877,19177,8.4,9.9,30.4,36.4,29.400000000000006,0.0,0.0
878,19179,9.1,12.8,30.4,36.4,29.400000000000006,0.0563968,0.085058123
879,19181,7.3,10.4,30.4,36.4,29.400000000000006,0.107231706,0.162130393
880,19183,7.9,9.4,30.4,36.4,29.400000000000006,0.137494844,0.0452304
881,19185,9.0,11.6,30.4,36.4,29.400000000000006,0.315756236,0.310703744
882,19187,8.7,10.0,30.4,36.4,29.400000000000006,0.159033079,0.217675229
883,19189,8.5,9.7,30.4,36.4,29.400000000000006,0.093606665,0.094330724
884,19191,8.0,7.9,30.4,36.4,29.400000000000006,0.190086965,0.146993973
885,19193,9.0,10.1,30.4,36.4,29.400000000000006,0.097444992,0.097364347
886,19195,8.4,11.9,30.4,36.4,29.400000000000006,0.0,0.0
887,19197,9.1,10.7,30.4,36.4,29.400000000000006,0.076745971,0.156054931
888,20001,9.9,10.9,29.9,32.4,26.5,0.0,0.0
889,20003,9.4,9.8,29.9,32.4,26.5,0.0,0.0
890,20005,8.9,8.7,29.9,32.4,26.5,0.119374478,0.183228486
891,20007,10.0,9.1,29.9,32.4,26.5,0.203004466,0.213583938
892,20009,10.5,9.5,29.9,32.4,26.5,0.108291521,0.148638103
893,20011,8.7,13.0,29.9,32.4,26.5,0.0,0.068157034
894,20013,10.2,11.7,29.9,32.4,26.5,0.0,0.103712923
895,20015,9.3,9.9,29.9,32.4,26.5,0.0303831,0.0300084
896,20017,9.4,11.9,29.9,32.4,26.5,0.0,0.0
897,20019,10.7,12.6,29.9,32.4,26.5,0.55417013,0.295420975
898,20021,9.9,12.2,29.9,32.4,26.5,0.046834,0.049456
899,20023,10.6,13.7,29.9,32.4,26.5,0.0,0.0
900,20025,10.7,11.8,29.9,32.4,26.5,0.0,0.0
901,20027,9.5,14.1,29.9,32.4,26.5,0.0,0.0
902,20029,11.1,12.6,29.9,32.4,26.5,0.106190931,0.10989011
903,20031,9.2,9.9,29.9,32.4,26.5,0.0,0.0
904,20033,10.6,11.1,29.9,32.4,26.5,0.0,0.0
905,20035,8.9,11.2,29.9,32.4,26.5,0.0275976,0.0
906,20037,9.0,11.5,29.9,32.4,26.5,0.0510412,0.076938859
907,20039,11.2,12.5,29.9,32.4,26.5,0.0,0.0
908,20041,9.6,11.0,29.9,32.4,26.5,0.0,0.0
909,20043,9.9,9.7,29.9,32.4,26.5,0.0,0.129382844
910,20045,6.2,6.5,29.9,32.4,26.5,0.088983013,0.108793894
911,20047,9.7,10.6,29.9,32.4,26.5,0.0,0.0
912,20049,10.9,12.4,29.9,32.4,26.5,0.358937545,0.0
913,20051,7.7,8.9,29.9,32.4,26.5,0.069560378,0.104083544
914,20053,9.6,11.7,29.9,32.4,26.5,0.0,0.0
915,20055,7.9,9.5,29.9,32.4,26.5,0.134716422,0.0270285
916,20057,8.0,8.7,29.9,32.4,26.5,0.145209537,0.0579693
917,20059,8.9,8.9,29.9,32.4,26.5,0.0386907,0.0391435
918,20061,8.7,7.9,29.9,32.4,26.5,0.0566974,0.0284026
919,20063,11.7,11.9,29.9,32.4,26.5,0.366300366,0.380228137
920,20065,11.3,11.1,29.9,32.4,26.5,0.0,0.0
921,20067,8.7,7.8,29.9,32.4,26.5,0.0,0.0
922,20069,8.9,9.3,29.9,32.4,26.5,0.0,0.0
923,20071,10.2,10.7,29.9,32.4,26.5,0.0,0.0
924,20073,10.0,12.8,29.9,32.4,26.5,0.0,0.32615786
925,20075,9.2,8.9,29.9,32.4,26.5,0.0,0.0
926,20077,10.4,11.0,29.9,32.4,26.5,0.0,0.0
927,20079,8.8,10.3,29.9,32.4,26.5,0.0288184,0.086271352
928,20081,8.4,9.8,29.9,32.4,26.5,0.0,0.0
929,20083,10.1,13.7,29.9,32.4,26.5,0.0,0.0
930,20085,9.4,10.4,29.9,32.4,26.5,0.0,0.150840938
931,20087,9.8,10.0,29.9,32.4,26.5,0.0,0.0530335
932,20089,11.2,13.0,29.9,32.4,26.5,0.0,0.0
933,20091,6.5,7.5,29.9,32.4,26.5,0.157391997,0.174443662
934,20093,9.2,9.8,29.9,32.4,26.5,0.0,0.0
935,20095,10.5,13.5,29.9,32.4,26.5,0.126758778,0.0
936,20097,11.6,10.3,29.9,32.4,26.5,0.0,0.0
937,20099,9.7,11.3,29.9,32.4,26.5,0.0467727,0.0
938,20101,10.2,11.8,29.9,32.4,26.5,0.0,0.0
939,20103,9.1,10.3,29.9,32.4,26.5,0.0129781,0.0624103
940,20105,10.0,10.4,29.9,32.4,26.5,0.0,0.0
941,20107,9.3,12.0,29.9,32.4,26.5,0.0,0.0
942,20109,10.7,13.5,29.9,32.4,26.5,0.362187613,0.355618777
943,20111,8.5,10.4,29.9,32.4,26.5,0.0594672,0.0598802
944,20113,9.5,9.5,29.9,32.4,26.5,0.068695473,0.140835152
945,20115,10.2,9.4,29.9,32.4,26.5,0.0,0.0
946,20117,9.8,9.5,29.9,32.4,26.5,0.100200401,0.102030405
947,20119,9.4,9.5,29.9,32.4,26.5,0.221287896,0.235238767
948,20121,8.5,11.0,29.9,32.4,26.5,0.091645028,0.091011134
949,20123,10.1,12.4,29.9,32.4,26.5,0.159159637,0.323310702
950,20125,10.2,14.3,29.9,32.4,26.5,0.08626143,0.091276965
951,20127,10.8,12.3,29.9,32.4,26.5,0.170473917,0.179985601
952,20129,9.5,11.1,29.9,32.4,26.5,0.0,0.0
953,20131,10.0,8.9,29.9,32.4,26.5,0.0,0.0
954,20133,10.0,12.2,29.9,32.4,26.5,0.0608088,0.124548512
955,20135,11.1,10.8,29.9,32.4,26.5,0.0,0.0
956,20137,9.0,10.7,29.9,32.4,26.5,0.0,0.0
957,20139,9.0,11.5,29.9,32.4,26.5,0.0,0.0
958,20141,11.0,12.1,29.9,32.4,26.5,0.0,0.0
959,20143,9.4,12.1,29.9,32.4,26.5,0.0,0.0
960,20145,9.7,12.8,29.9,32.4,26.5,0.0,0.0
961,20147,10.8,11.2,29.9,32.4,26.5,0.0,0.185425552
962,20149,8.3,10.5,29.9,32.4,26.5,0.0,0.169541813
963,20151,9.5,11.7,29.9,32.4,26.5,0.0,0.20894275
964,20153,11.0,12.3,29.9,32.4,26.5,0.0,0.0
965,20155,10.1,11.9,29.9,32.4,26.5,0.077609624,0.079314721
966,20157,11.1,10.8,29.9,32.4,26.5,0.204457166,0.215007525
967,20159,9.3,11.3,29.9,32.4,26.5,0.0,0.0
968,20161,6.4,5.6,29.9,32.4,26.5,0.0408998,0.0402425
969,20163,9.9,10.5,29.9,32.4,26.5,0.0,0.0
970,20165,10.7,11.2,29.9,32.4,26.5,0.0,0.0
971,20167,10.6,11.6,29.9,32.4,26.5,0.0,0.0
972,20169,8.7,11.3,29.9,32.4,26.5,0.107482579,0.145269657
973,20171,9.7,9.7,29.9,32.4,26.5,0.203128174,0.0
974,20173,9.3,10.8,29.9,32.4,26.5,0.073864385,0.091682093
975,20175,7.5,8.3,29.9,32.4,26.5,0.0431723,0.0439445
976,20177,9.5,10.7,29.9,32.4,26.5,0.072667513,0.095423061
977,20179,10.6,11.8,29.9,32.4,26.5,0.0,0.0
978,20181,10.2,9.4,29.9,32.4,26.5,0.165180046,0.168208579
979,20183,11.1,10.6,29.9,32.4,26.5,0.0,0.0
980,20185,10.6,11.9,29.9,32.4,26.5,0.0,0.0
981,20187,9.7,11.1,29.9,32.4,26.5,0.0,0.0
982,20189,9.4,10.0,29.9,32.4,26.5,0.0,0.0
983,20191,9.6,11.1,29.9,32.4,26.5,0.0,0.0
984,20193,9.1,8.7,29.9,32.4,26.5,0.125960448,0.0
985,20195,10.4,11.1,29.9,32.4,26.5,0.0,0.0
986,20197,8.9,9.7,29.9,32.4,26.5,0.142227279,0.0
987,20199,10.8,11.7,29.9,32.4,26.5,0.0,0.0
988,20201,10.5,12.7,29.9,32.4,26.5,0.0,0.0
989,20203,10.0,10.8,29.9,32.4,26.5,0.0,0.0
990,20205,10.2,13.6,29.9,32.4,26.5,0.0,0.0
991,20207,10.6,11.7,29.9,32.4,26.5,0.0,0.0
992,20209,10.9,11.9,29.9,32.4,26.5,0.0316412,0.0425744
993,21001,12.9,15.1,31.3,34.3,22.0,0.0526759,0.0
994,21003,11.2,13.7,31.3,34.3,22.0,0.0495516,0.0482416
995,21005,10.4,12.2,31.3,34.3,22.0,0.0,0.0
996,21007,11.9,13.2,31.3,34.3,22.0,0.0,0.0
997,21009,12.3,13.4,31.3,34.3,22.0,0.0472545,0.0456736
998,21011,12.5,14.1,31.3,34.3,22.0,0.0,0.0
999,21013,13.9,14.6,31.3,34.3,22.0,0.069793412,0.110326567
1000,21015,8.6,11.9,31.3,34.3,22.0,0.090527529,0.108397727
1001,21017,12.9,13.8,31.3,34.3,22.0,0.0,0.0
1002,21019,14.3,15.7,31.3,34.3,22.0,0.080943805,0.0622458
1003,21021,11.6,11.2,31.3,34.3,22.0,0.104311544,0.133832976
1004,21023,12.0,14.6,31.3,34.3,22.0,0.0,0.0
1005,21025,15.7,15.7,31.3,34.3,22.0,0.0,0.0
1006,21027,11.1,14.8,31.3,34.3,22.0,0.0,0.0501153
1007,21029,10.0,13.2,31.3,34.3,22.0,0.106370248,0.075748968
1008,21031,11.8,14.1,31.3,34.3,22.0,0.0,0.0
1009,21033,12.4,12.6,31.3,34.3,22.0,0.0,0.0
1010,21035,10.4,10.3,31.3,34.3,22.0,0.079670694,0.0
1011,21037,9.9,10.9,31.3,34.3,22.0,0.120795493,0.108655497
1012,21039,12.3,13.1,31.3,34.3,22.0,0.0,0.0
1013,21041,11.3,12.5,31.3,34.3,22.0,0.0,0.0
1014,21043,10.4,14.3,31.3,34.3,22.0,0.072400811,0.110107906
1015,21045,14.1,14.4,31.3,34.3,22.0,0.06287331,0.063447751
1016,21047,11.5,10.8,31.3,34.3,22.0,0.0408347,0.097581376
1017,21049,11.1,12.4,31.3,34.3,22.0,0.0564366,0.0557274
1018,21051,11.8,14.1,31.3,34.3,22.0,0.0,0.0
1019,21053,12.4,12.7,31.3,34.3,22.0,0.098454268,0.097847358
1020,21055,10.7,13.9,31.3,34.3,22.0,0.0,0.0
1021,21057,13.0,13.6,31.3,34.3,22.0,0.0,0.148456057
1022,21059,11.8,11.3,31.3,34.3,22.0,0.08231723,0.100156244
1023,21061,12.9,16.1,31.3,34.3,22.0,0.0,0.0
1024,21063,12.1,13.2,31.3,34.3,22.0,0.0,0.0
1025,21065,12.4,14.6,31.3,34.3,22.0,0.0,0.069710701
1026,21067,9.7,9.0,31.3,34.3,22.0,0.122773486,0.153579981
1027,21069,10.5,13.5,31.3,34.3,22.0,0.137978613,0.068936992
1028,21071,13.5,13.4,31.3,34.3,22.0,0.0,0.0
1029,21073,10.9,13.4,31.3,34.3,22.0,0.101432223,0.07961625
1030,21075,12.5,14.6,31.3,34.3,22.0,0.0,0.0
1031,21077,11.0,12.6,31.3,34.3,22.0,0.0,0.0
1032,21079,12.1,12.8,31.3,34.3,22.0,0.0,0.0
1033,21081,9.5,12.7,31.3,34.3,22.0,0.080781969,0.0401477
1034,21083,11.7,10.7,31.3,34.3,22.0,0.0532368,0.0538387
1035,21085,12.4,14.7,31.3,34.3,22.0,0.0,0.0
1036,21087,12.0,13.3,31.3,34.3,22.0,0.0,0.0
1037,21089,13.5,14.4,31.3,34.3,22.0,0.0271525,0.0279369
1038,21091,10.8,13.9,31.3,34.3,22.0,0.0,0.0
1039,21093,12.1,11.6,31.3,34.3,22.0,0.093041431,0.093551495
1040,21095,14.5,16.9,31.3,34.3,22.0,0.0,0.0370151
1041,21097,11.8,13.1,31.3,34.3,22.0,0.053516,0.0
1042,21099,10.8,13.1,31.3,34.3,22.0,0.0,0.107950559
1043,21101,12.4,14.0,31.3,34.3,22.0,0.086342737,0.064873281
1044,21103,12.2,11.4,31.3,34.3,22.0,0.0,0.0
1045,21105,12.9,14.1,31.3,34.3,22.0,0.0,0.0
1046,21107,11.0,13.3,31.3,34.3,22.0,0.064042353,0.0
1047,21109,11.1,13.7,31.3,34.3,22.0,0.0,0.0
1048,21111,11.9,11.9,31.3,34.3,22.0,0.095131288,0.115985847
1049,21113,11.8,9.3,31.3,34.3,22.0,0.061356,0.095684623
1050,21115,12.2,15.3,31.3,34.3,22.0,0.08540439,0.0437254
1051,21117,9.9,10.8,31.3,34.3,22.0,0.137150267,0.127585117
1052,21119,14.3,16.1,31.3,34.3,22.0,0.0,0.0
1053,21121,12.2,16.2,31.3,34.3,22.0,0.0,0.0319244
1054,21123,12.6,13.7,31.3,34.3,22.0,0.14095426,0.0712606
1055,21125,13.9,14.2,31.3,34.3,22.0,0.067422927,0.0166694
1056,21127,11.7,17.7,31.3,34.3,22.0,0.0,0.0
1057,21129,12.4,16.0,31.3,34.3,22.0,0.0,0.0
1058,21131,14.0,16.0,31.3,34.3,22.0,0.0,0.0
1059,21133,15.2,17.5,31.3,34.3,22.0,0.0,0.0
1060,21135,11.7,14.6,31.3,34.3,22.0,0.0,0.0
1061,21137,11.5,12.3,31.3,34.3,22.0,0.0404253,0.0410745
1062,21139,12.1,12.3,31.3,34.3,22.0,0.0,0.0
1063,21141,11.6,11.8,31.3,34.3,22.0,0.0,0.0375136
1064,21143,11.8,14.3,31.3,34.3,22.0,0.0,0.123716442
1065,21145,11.6,11.5,31.3,34.3,22.0,0.167099607,0.122432739
1066,21147,12.9,15.6,31.3,34.3,22.0,0.0,0.0
1067,21149,13.4,17.5,31.3,34.3,22.0,0.0,0.0
1068,21151,9.4,10.5,31.3,34.3,22.0,0.15335614,0.122854239
1069,21153,11.6,13.4,31.3,34.3,22.0,0.0,0.0
1070,21155,11.2,11.1,31.3,34.3,22.0,0.0,0.0522384
1071,21157,10.5,11.1,31.3,34.3,22.0,0.127979523,0.095929396
1072,21159,11.8,13.9,31.3,34.3,22.0,0.077839184,0.083703022
1073,21161,12.1,13.0,31.3,34.3,22.0,0.113973102,0.0582819
1074,21163,11.3,11.6,31.3,34.3,22.0,0.067451351,0.071392875
1075,21165,13.6,12.3,31.3,34.3,22.0,0.0,0.0
1076,21167,13.0,12.2,31.3,34.3,22.0,0.0469947,0.093488524
1077,21169,11.5,15.7,31.3,34.3,22.0,0.0,0.0
1078,21171,10.8,13.3,31.3,34.3,22.0,0.183267662,0.0
1079,21173,12.1,13.3,31.3,34.3,22.0,0.149521531,0.072303966
1080,21175,11.6,14.7,31.3,34.3,22.0,0.072880985,0.0
1081,21177,12.2,12.4,31.3,34.3,22.0,0.0317188,0.0321916
1082,21179,10.5,11.3,31.3,34.3,22.0,0.136177939,0.109861136
1083,21181,12.2,12.5,31.3,34.3,22.0,0.0,0.0
1084,21183,13.0,16.0,31.3,34.3,22.0,0.0417136,0.0413291
1085,21185,9.6,10.3,31.3,34.3,22.0,0.0493941,0.0459165
1086,21187,11.2,11.4,31.3,34.3,22.0,0.0,0.093782238
1087,21189,12.2,13.1,31.3,34.3,22.0,0.0,0.0
1088,21191,11.0,15.0,31.3,34.3,22.0,0.068222131,0.0
1089,21193,12.9,14.5,31.3,34.3,22.0,0.0,0.0
1090,21195,15.7,16.1,31.3,34.3,22.0,0.0154069,0.033089
1091,21197,14.4,13.4,31.3,34.3,22.0,0.0,0.081333876
1092,21199,11.2,13.4,31.3,34.3,22.0,0.078741398,0.0624863
1093,21201,11.6,13.7,31.3,34.3,22.0,0.0,0.0
1094,21203,10.3,13.2,31.3,34.3,22.0,0.0,0.0
1095,21205,10.3,11.1,31.3,34.3,22.0,0.0424466,0.0409802
1096,21207,12.3,12.2,31.3,34.3,22.0,0.113096584,0.0562746
1097,21209,9.9,10.6,31.3,34.3,22.0,0.0416971,0.037442
1098,21211,10.4,11.6,31.3,34.3,22.0,0.0466538,0.0429258
1099,21213,12.5,11.6,31.3,34.3,22.0,0.115593573,0.166805671
1100,21215,10.2,12.3,31.3,34.3,22.0,0.0575308,0.0
1101,21217,12.2,14.0,31.3,34.3,22.0,0.080022406,0.117938436
1102,21219,11.1,12.2,31.3,34.3,22.0,0.0,0.0
1103,21221,11.5,13.8,31.3,34.3,22.0,0.070318543,0.0
1104,21223,11.1,12.8,31.3,34.3,22.0,0.0,0.0
1105,21225,12.3,11.6,31.3,34.3,22.0,0.065522212,0.06760411
1106,21227,9.8,9.2,31.3,34.3,22.0,0.094983982,0.10289613
1107,21229,11.7,13.2,31.3,34.3,22.0,0.085164367,0.0
1108,21231,12.2,14.2,31.3,34.3,22.0,0.0478721,0.0
1109,21233,12.0,13.9,31.3,34.3,22.0,0.073959027,0.07590709
1110,21235,13.2,13.5,31.3,34.3,22.0,0.0557709,0.0
1111,21237,12.2,12.6,31.3,34.3,22.0,0.135814206,0.138600139
1112,21239,10.6,12.4,31.3,34.3,22.0,0.0,0.076654785
1113,22001,10.3,12.9,34.7,36.2,20.5,0.113220975,0.159235669
1114,22003,12.5,11.2,34.7,36.2,20.5,0.0388485,0.0389317
1115,22005,9.0,11.0,34.7,36.2,20.5,0.154551075,0.123468985
1116,22007,11.6,14.4,34.7,36.2,20.5,0.0431481,0.0
1117,22009,11.8,14.2,34.7,36.2,20.5,0.0478526,0.0487329
1118,22011,11.5,12.6,34.7,36.2,20.5,0.055417,0.054057
1119,22013,13.5,14.0,34.7,36.2,20.5,0.0,0.0
1120,22015,11.2,12.0,34.7,36.2,20.5,0.074985628,0.095047999
1121,22017,12.7,12.0,34.7,36.2,20.5,0.105059592,0.112384354
1122,22019,12.0,11.6,34.7,36.2,20.5,0.0567557,0.074763747
1123,22021,11.1,12.1,34.7,36.2,20.5,0.098736177,0.099295005
1124,22023,10.9,11.7,34.7,36.2,20.5,0.0,0.0
1125,22025,12.9,11.0,34.7,36.2,20.5,0.0,0.0
1126,22027,12.6,12.0,34.7,36.2,20.5,0.0590458,0.0
1127,22029,12.1,14.5,34.7,36.2,20.5,0.095992321,0.050015
1128,22031,12.9,14.1,34.7,36.2,20.5,0.074699335,0.073499688
1129,22033,10.8,11.6,34.7,36.2,20.5,0.14507274,0.129542069
1130,22035,13.5,16.3,34.7,36.2,20.5,0.0,0.0
1131,22037,12.5,17.2,34.7,36.2,20.5,0.0497859,0.0
1132,22039,11.4,12.3,34.7,36.2,20.5,0.0,0.0296648
1133,22041,12.1,13.5,34.7,36.2,20.5,0.096302003,0.0491063
1134,22043,11.4,12.0,34.7,36.2,20.5,0.0,0.0
1135,22045,12.6,12.9,34.7,36.2,20.5,0.0408141,0.095789373
1136,22047,12.1,12.7,34.7,36.2,20.5,0.0299823,0.0
1137,22049,10.9,13.6,34.7,36.2,20.5,0.0611621,0.063103427
1138,22051,12.2,11.6,34.7,36.2,20.5,0.09907058,0.123151305
1139,22053,12.8,13.2,34.7,36.2,20.5,0.094966762,0.09563277
1140,22055,8.8,10.1,34.7,36.2,20.5,0.129247911,0.136506912
1141,22057,12.3,10.9,34.7,36.2,20.5,0.092772985,0.141963353
1142,22059,11.6,12.6,34.7,36.2,20.5,0.066979236,0.066436354
1143,22061,10.8,10.2,34.7,36.2,20.5,0.08501052,0.062963041
1144,22063,9.6,12.4,34.7,36.2,20.5,0.099877074,0.0499714
1145,22065,12.8,11.1,34.7,36.2,20.5,0.0,0.087070091
1146,22067,12.7,16.0,34.7,36.2,20.5,0.0,0.0385892
1147,22069,11.9,13.0,34.7,36.2,20.5,0.101597623,0.0512886
1148,22071,12.1,11.9,34.7,36.2,20.5,0.097044039,0.083964979
1149,22073,12.2,11.8,34.7,36.2,20.5,0.097028345,0.076463804
1150,22075,12.5,10.6,34.7,36.2,20.5,0.0423944,0.214343893
1151,22077,13.2,11.5,34.7,36.2,20.5,0.0438654,0.0451345
1152,22079,12.7,13.2,34.7,36.2,20.5,0.068179752,0.075701946
1153,22081,12.7,13.0,34.7,36.2,20.5,0.0,0.0
1154,22083,11.8,13.8,34.7,36.2,20.5,0.0478721,0.048895
1155,22085,12.9,14.8,34.7,36.2,20.5,0.0,0.083011663
1156,22087,11.3,13.8,34.7,36.2,20.5,0.126566257,0.0436548
1157,22089,10.3,11.3,34.7,36.2,20.5,0.133649,0.151331719
1158,22091,13.7,15.8,34.7,36.2,20.5,0.0,0.0
1159,22093,12.4,14.6,34.7,36.2,20.5,0.137715755,0.093318402
1160,22095,12.4,14.4,34.7,36.2,20.5,0.088786291,0.0459982
1161,22097,14.0,13.9,34.7,36.2,20.5,0.0599305,0.095576025
1162,22099,11.9,10.7,34.7,36.2,20.5,0.0378946,0.0371685
