,FIPS,FFRPTH11,FFRPTH16,FSRPTH11,FSRPTH16,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12
18,1037,0.0,0.092515496,0.0,0.092515496,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
19,1039,0.604992503,0.722195474,0.499776416,0.50821163,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
20,1041,0.287811196,0.575249874,0.647575191,0.431437406,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
21,1043,0.646677693,0.765287529,0.547188817,0.522339107,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
22,1045,0.638633325,0.710977492,0.598718742,0.548468351,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
23,1047,0.462363603,0.623736933,0.416127242,0.299393728,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
24,1049,0.54657828,0.561671534,0.462489314,0.449337228,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
25,1051,0.399970002,0.480059084,0.449966253,0.492368291,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
26,1053,0.602062719,0.747144839,0.471179519,0.506991141,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
27,1055,0.728290243,0.82744388,0.507886617,0.564608765,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
28,1057,0.879765396,0.786068448,0.410557185,0.544201234,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
29,1059,0.535146536,0.538366533,0.566625744,0.538366533,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
30,1061,0.411061286,0.377130789,0.33632287,0.716548499,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
31,1063,0.0,0.235626767,0.0,0.235626767,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
32,1065,0.26045058,0.673536741,0.325563224,0.269414697,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
33,1067,0.575506446,0.76058975,0.517955801,0.468055231,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
34,1069,0.888082133,1.113532297,0.761213257,0.700757394,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
35,1071,0.563782605,0.61480528,0.544989852,0.49952929,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
36,1073,0.919747822,1.074654375,0.586814313,0.594167158,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
37,1075,0.349968503,0.430138361,0.839924407,0.501828088,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
38,1077,0.734317463,0.769072455,0.745116249,0.747408442,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
39,1079,0.528680941,0.451372171,0.528680941,0.451372171,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
40,1081,0.742452313,0.9120472,0.68694186,0.64157803,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
41,1083,0.467672162,0.55962118,0.43259675,0.473525613,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
42,1085,0.08984726,0.097646714,0.179694519,0.195293428,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
43,1087,0.516820147,0.471895973,0.093967299,0.157298658,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
44,1089,0.88360298,0.934574193,0.700991697,0.625855991,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
45,1091,0.677998935,0.922840297,0.532713449,0.615226865,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
46,1093,0.75040783,0.634984292,0.554649266,0.701824744,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
47,1095,0.745553307,0.841724272,0.702950261,0.652336311,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
48,1097,0.621926666,0.665297504,0.498509312,0.525488608,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
49,1099,0.438596491,0.463563879,0.438596491,0.417207491,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
50,1101,0.763651914,0.961555426,0.58473918,0.639566683,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
51,1103,0.808286183,0.757454616,0.51663653,0.538634393,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
52,1105,0.190985485,0.208986416,0.668449198,0.626959248,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
53,1107,0.310013434,0.344572976,0.516689057,0.246123554,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
54,1109,0.819000819,1.0236339,0.546000546,0.692458227,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
55,1111,0.395778364,0.444483954,0.483729112,0.311138768,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
56,1113,0.784199296,0.825068326,0.401218244,0.39534524,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
57,1115,0.546246927,0.628700761,0.510622128,0.480098763,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
58,1117,0.687267858,0.767506976,0.641786896,0.568523686,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
59,1119,0.518864428,0.618620476,0.370617449,0.463965357,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
60,1121,0.562402191,0.621998856,0.550176056,0.547358993,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
61,1123,0.628110354,0.56686548,0.531477992,0.468280179,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
62,1125,0.79817386,0.828962294,0.564314003,0.591423391,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
63,1127,0.735989906,0.697015226,0.540727278,0.604079862,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
64,1129,0.172860847,0.120148985,0.403341976,0.300372462,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
65,1131,0.437062937,0.275862069,0.437062937,0.183908046,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
66,1133,0.4927322,0.460501528,0.944403383,0.71168418,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
67,2013,0.306560392,0.300842359,0.0,0.300842359,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
68,2016,0.357973868,0.0,0.357973868,0.696015312,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
69,2020,0.678387126,0.6994512,0.749263393,0.8305983,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
70,2050,0.40192926,0.333704116,0.344510795,0.333704116,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
71,2060,0.0,0.0,1.941747573,2.209944751,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
72,2068,0.534759358,1.466992665,4.278074866,2.93398533,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
73,2070,0.202101859,0.20096463,0.606305578,0.40192926,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
74,2090,0.438167441,0.43736705,0.591016548,0.685871056,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
75,2100,0.388500389,0.395100751,2.71950272,1.975503753,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
76,2105,0.0,0.0,0.0,0.0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
77,2110,0.715129656,0.864064188,0.870592625,0.956642493,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
78,2122,0.586104007,0.751584306,1.207729469,1.178620843,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
79,2130,0.513046028,0.801340424,0.879507476,0.947038683,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
80,2150,0.361794501,0.438628555,0.795947902,0.80415235,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
81,2164,0.0,0.0,0.0,0.0,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
82,2170,0.403397259,0.345744936,0.501520917,0.518617404,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
83,2180,0.306905371,0.100857287,0.511508951,1.008572869,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
84,2185,0.314169023,0.309757357,0.628338046,0.413009809,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
85,2188,0.129785853,0.391542678,0.0,0.130514226,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
86,2195,0.0,0.0,0.0,0.0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
87,2198,0.0,0.0,0.0,0.0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
88,2220,0.337533753,0.45620438,0.900090009,0.798357664,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
89,2230,0.0,0.0,0.0,0.0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
90,2240,0.699398517,0.438596491,1.398797035,0.877192982,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
91,2261,0.821186615,0.749464668,1.539724902,1.498929336,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
92,2270,0.0,0.0,0.0,0.0,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
93,2275,0.0,0.0,0.0,0.0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
94,2282,0.0,0.0,0.0,0.0,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
95,2290,0.0,0.0,0.532765051,0.36954915,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
96,4001,0.221671123,0.168130806,0.193962233,0.238185308,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
97,4003,0.518984295,0.462685972,0.684457549,0.678074269,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
98,4005,0.916672256,0.913770087,1.102987755,1.206462068,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
99,4007,0.617723035,0.600409029,0.935943993,0.994427454,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
100,4009,0.53873505,0.397172134,0.457924793,0.423650277,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
101,4011,0.116699732,0.311753092,0.70019839,0.72742388,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
102,4012,0.777378292,0.779613117,1.263239724,1.413048775,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
103,4013,0.685079127,0.721645077,0.583002078,0.589363164,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
104,4015,0.547518164,0.594006378,0.64123749,0.613481997,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
105,4017,0.539444558,0.572367571,0.678956082,0.692380126,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
106,4019,0.618861396,0.657765435,0.618861396,0.627148725,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
107,4021,0.359573377,0.317984173,0.277611798,0.279440637,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
108,4023,0.588049984,0.520889853,0.861073191,0.846446012,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
109,4025,0.630681468,0.619531741,0.981586946,0.953811457,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
110,4027,0.498566006,0.588913819,0.380094876,0.394231565,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
111,5001,0.847951667,0.494098271,0.63596375,0.713697502,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
112,5003,0.738245744,0.73177871,0.415263231,0.341496731,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
113,5005,0.701482789,0.753432981,0.919184345,0.80204156,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
114,5007,0.642406709,0.630063702,0.603075686,0.653256231,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
115,5009,0.64754607,0.645317416,0.593583898,0.779758544,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
116,5011,0.262582057,0.455414883,0.350109409,0.637580836,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
117,5013,0.190730498,0.193723363,0.381460996,0.387446726,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
118,5015,0.546487904,0.540969417,1.821626348,1.803231391,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
119,5017,0.513127512,0.458211144,0.598648764,0.183284457,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
120,5019,0.785408849,1.019955654,0.479972074,0.44345898,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
121,5021,0.56703629,0.398485754,0.441028226,0.730557216,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
122,5023,0.579374276,0.71544974,0.926998841,0.874438571,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
123,5025,0.230627306,0.242130751,0.115313653,0.0,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
124,5027,0.60773033,0.875620231,0.405153553,0.29187341,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
125,5029,0.331517878,0.478583393,0.568316363,0.478583393,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
126,5031,0.813752416,0.794093457,0.76289289,0.727919002,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
127,5033,0.485444748,0.417610305,0.614896681,0.546105784,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
128,5035,0.653413591,0.608272506,0.376207825,0.446066504,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
129,5037,0.505731625,0.645653578,0.618116431,0.469566238,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
130,5039,0.372809743,0.538358008,0.248539829,0.67294751,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
131,5041,0.707158011,0.838926174,0.707158011,0.838926174,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
132,5043,0.694259012,0.751556796,0.587449933,0.536826283,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
133,5045,0.619498722,0.688056486,0.619498722,0.614336148,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
134,5047,0.333463013,0.282949465,0.555771689,0.56589893,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
135,5049,0.326850793,0.332253509,0.571988887,0.332253509,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
136,5051,0.8055022,0.8551272,1.043022079,1.221610286,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
137,5053,0.27883114,0.276334697,0.55766228,0.442135515,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
138,5055,0.631564174,0.58146036,0.608172908,0.58146036,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
139,5057,0.444642063,0.635612458,0.578034682,0.590211568,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
140,5059,0.482960548,0.538180948,0.332035377,0.298989416,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
141,5061,0.578829318,0.744158357,0.434121988,0.446495014,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
142,5063,0.732779678,0.647004906,0.651359713,0.620046369,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
143,5065,0.294833051,0.296515938,0.442249576,0.66716086,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
144,5067,0.335495415,0.462187301,0.559159025,0.462187301,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
145,5069,0.763077571,0.824542947,0.447321335,0.469136505,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
146,5071,0.546000546,0.457578646,0.39000039,0.4957102,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
147,5073,0.265498473,0.433025404,0.39824771,0.288683603,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
148,5075,0.347302616,0.360598594,0.694605233,0.600997656,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
149,5077,0.291516859,0.320512821,0.194344573,0.106837607,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
150,5079,0.069754464,0.362056481,0.558035714,0.506879073,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
151,5081,0.309023486,0.482703138,0.309023486,0.321802092,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
152,5083,0.404876513,0.506608944,0.629807909,0.598719661,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
153,5085,0.561490397,0.487757292,0.518298828,0.543500982,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
154,5087,0.191619826,0.186277554,0.574859479,0.683017696,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
155,5089,0.359863252,0.427637608,0.839680921,0.672001955,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
156,5091,0.571415511,0.50143593,0.617128751,0.569813557,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
157,5093,0.630284063,0.676227119,0.54334833,0.676227119,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
158,5095,0.493949123,0.829302004,0.617436404,0.691085003,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
159,5097,0.212833883,0.558721645,0.744918591,0.335232987,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
160,5099,0.333148251,0.358251732,0.111049417,0.477668975,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
161,5101,0.242072137,0.254161901,0.363108206,0.762485703,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
162,5103,0.427549751,0.707773013,0.427549751,0.541238186,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
163,5105,0.289100896,0.194685097,0.289100896,0.584055291,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
164,5107,0.513898622,0.524934383,0.420462509,0.31496063,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
165,5109,0.267094017,0.46223537,0.534188034,0.647129518,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
166,5111,0.736497545,0.624791736,0.368248773,0.624791736,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
167,5113,0.486523304,0.347549774,0.875741948,0.744749516,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
168,5115,0.813994318,0.830044478,0.446898841,0.579465013,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
169,5117,0.465116279,0.362713094,0.697674419,0.725426188,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
170,5119,0.879282299,0.927156019,0.840490433,0.904294637,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
171,5121,0.556483027,0.574448529,0.500834725,0.459558824,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
172,5123,0.42887777,0.494221411,0.536097212,0.532238443,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
173,5125,0.520505164,0.595354534,0.39266179,0.382727914,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
174,5127,0.178015131,0.482625483,0.712060525,0.482625483,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
175,5129,0.495662949,0.502197112,0.371747212,0.502197112,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
176,5131,0.701195972,0.807418847,0.77210343,0.760384739,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
177,5133,0.349344978,0.412857564,0.407569141,0.530816868,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
178,5135,0.521165094,0.525148792,0.810701257,1.050297584,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
179,5137,0.720172841,0.8,0.800192046,0.56,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
180,5139,0.579892237,0.702335265,0.579892237,0.677251862,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
181,5141,0.29073148,0.360967393,0.523316665,0.541451089,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
182,5143,0.770215757,0.755711775,0.876120423,0.86115993,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
183,5145,0.640984552,0.723001598,0.705083007,0.520053781,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
184,5147,0.418060201,0.754944889,0.2787068,0.301977956,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
185,5149,0.50173326,0.418877409,0.50173326,0.279251606,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
186,6001,0.711388415,0.782102495,0.914362541,0.943603938,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
187,6003,1.829826167,0.0,2.74473925,0.946073794,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
188,6005,0.319667546,0.560403491,1.038919524,1.174178742,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
189,6007,0.668172707,0.697494758,0.56817407,0.582717139,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
190,6009,0.575692492,0.66203244,0.863538737,0.904777667,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
191,6011,0.748853318,0.36960037,0.468033324,0.508200508,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
192,6013,0.561817776,0.615644033,0.643417353,0.664825297,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
193,6015,0.527296376,0.364298725,0.562449467,0.87431694,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
194,6017,0.535985633,0.590534272,0.911728139,1.084435664,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
195,6019,0.605087413,0.647246548,0.521077034,0.529843783,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
196,6021,0.426136364,0.536346408,0.568181818,0.64361569,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
197,6023,0.702460089,0.710888317,0.961261175,1.040681866,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
198,6025,0.459817095,0.56912366,0.442786832,0.38678307,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
199,6027,0.706483343,0.831762227,1.576001304,1.497172008,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
200,6029,0.622078851,0.681289728,0.471271857,0.500516334,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
201,6031,0.591988423,0.594137399,0.302571861,0.30040655,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
202,6033,0.466758981,0.516028147,0.715697105,0.719311962,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
203,6035,0.379628548,0.484746639,0.525639528,0.355480869,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
204,6037,0.729415482,0.814142434,0.72071631,0.799266405,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
205,6039,0.493823909,0.503336216,0.316047302,0.335557477,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
206,6041,0.669262832,0.722664913,1.181972956,1.196794274,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
207,6043,0.495212942,0.456516777,0.660283922,0.741839763,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
208,6045,0.595190404,0.61637503,1.213272746,1.266993117,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
209,6047,0.489200985,0.531839719,0.288898219,0.338443458,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
210,6049,0.735680504,0.335532938,0.945874934,0.894754502,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
211,6051,1.256193733,1.489256081,2.651964547,2.411176512,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
212,6053,0.58409828,0.605000882,0.793044007,0.870834603,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
213,6055,0.551104021,0.578895721,0.971683405,1.058955587,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
214,6057,0.536904593,0.65621435,0.992766983,0.969178117,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
215,6059,0.843304246,0.951945478,0.80302214,0.878307381,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
216,6061,0.768702044,0.879544533,0.833228128,0.863744332,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
217,6063,0.659362954,0.479054665,1.978088862,2.129131846,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
218,6065,0.595288677,0.64570953,0.487054372,0.507432992,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
219,6067,0.653186533,0.710386847,0.621816848,0.648269299,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
220,6069,0.464003998,0.471896857,0.499696613,0.60672453,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
221,6071,0.652643716,0.714041395,0.462087267,0.515176655,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
222,6073,0.747826192,0.824791993,0.750055657,0.781683347,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
223,6075,0.92246176,1.093478735,2.160986115,2.188098888,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
224,6077,0.57691948,0.634623189,0.506423085,0.532484264,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
225,6079,0.807671031,0.828958276,1.150654619,1.20446929,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
226,6081,0.687222059,0.770569195,1.017801932,1.0759381,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
227,6083,0.671270109,0.770788893,0.910674134,0.914191478,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
