,FIPS,County,State,2010_Census_Population,Population_Estimate_2011,Population_Estimate_2012,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
2623,48201,Harris County, Texas,4092459,4179796,4264193,4355158,4458709,4561939,4629189,4664159,4698619
2624,48203,Harrison County, Texas,65631,66345,66271,66288,66610,66710,66640,66540,66726
2625,48205,Hartley County, Texas,6062,6030,6088,6001,6056,5700,5737,5721,5619
2626,48207,Haskell County, Texas,5899,5958,5883,5898,5809,5843,5796,5783,5813
2627,48209,Hays County, Texas,157107,163259,168518,176053,184895,194591,204358,214277,222631
2628,48211,Hemphill County, Texas,3807,3956,4092,4152,4164,4273,4098,3945,3825
2629,48213,Henderson County, Texas,78532,78792,78951,78639,79302,79507,80129,81061,82299
2630,48215,Hidalgo County, Texas,774769,795741,808835,819374,830824,841061,850798,858323,865939
2631,48217,Hill County, Texas,35089,35200,35157,34855,34776,34871,35173,35819,36354
2632,48219,Hockley County, Texas,22935,22929,23075,23414,23469,23317,23048,22995,22980
2633,48221,Hood County, Texas,51182,51558,52129,52866,53820,55290,56703,58154,60537
2634,48223,Hopkins County, Texas,35161,35253,35310,35303,35696,35990,36212,36493,36810
2635,48225,Houston County, Texas,23732,23428,23209,22809,22815,22758,22915,23116,23169
2636,48227,Howard County, Texas,35012,35016,35531,36218,36602,37282,36792,36198,36459
2637,48229,Hudspeth County, Texas,3476,3412,3358,3341,3308,3539,4246,4600,4795
2638,48231,Hunt County, Texas,86129,86701,87001,87465,88679,89719,91943,93927,96493
2639,48233,Hutchinson County, Texas,22150,22021,22021,21924,21921,21810,21562,21362,21198
2640,48235,Irion County, Texas,1599,1592,1573,1610,1574,1543,1562,1511,1522
2641,48237,Jack County, Texas,9044,9032,8995,8954,8885,8883,8779,8821,8843
2642,48239,Jackson County, Texas,14075,14048,14273,14612,14726,14810,14874,14818,14874
2643,48241,Jasper County, Texas,35710,36199,35851,35615,35421,35260,35416,35550,35872
2644,48243,Jeff Davis County, Texas,2342,2282,2296,2231,2217,2199,2232,2271,2252
2645,48245,Jefferson County, Texas,252273,253456,251604,253111,252915,255232,256311,256591,255001
2646,48247,Jim Hogg County, Texas,5300,5291,5280,5268,5334,5307,5275,5245,5248
2647,48249,Jim Wells County, Texas,40838,41211,41644,41679,41503,41526,41181,40930,40822
2648,48251,Johnson County, Texas,150934,152071,153405,154539,156754,159368,162793,167101,171361
2649,48253,Jones County, Texas,20202,20266,19870,20034,19846,19972,19969,19852,19817
2650,48255,Karnes County, Texas,14824,14955,14860,14728,14913,15400,15456,15516,15650
2651,48257,Kaufman County, Texas,103350,105213,106578,108284,110913,114140,118030,122845,128622
2652,48259,Kendall County, Texas,33410,34447,35586,37173,38402,39965,41919,43984,45641
2653,48261,Kenedy County, Texas,416,438,447,438,437,440,434,422,442
2654,48263,Kent County, Texas,808,812,825,781,748,747,748,760,726
2655,48265,Kerr County, Texas,49625,49617,49701,49775,50334,50854,51384,51850,52405
2656,48267,Kimble County, Texas,4607,4594,4526,4464,4466,4393,4415,4406,4362
2657,48269,King County, Texas,286,258,270,273,263,281,291,289,277
2658,48271,Kinney County, Texas,3598,3607,3639,3632,3555,3608,3670,3775,3767
2659,48273,Kleberg County, Texas,32061,32033,32105,32031,31910,31487,31447,31152,31129
2660,48275,Knox County, Texas,3719,3721,3729,3723,3802,3794,3733,3683,3653
2661,48277,Lamar County, Texas,49793,49854,49657,49095,49417,49380,49536,49597,49728
2662,48279,Lamb County, Texas,13977,14056,13861,13660,13484,13265,13205,13198,13158
2663,48281,Lampasas County, Texas,19677,19925,20060,20149,20113,20379,20560,20919,21229
2664,48283,La Salle County, Texas,6886,7001,7158,7449,7486,7650,7611,7567,7531
2665,48285,Lavaca County, Texas,19263,19310,19529,19634,19783,19916,19875,20019,20110
2666,48287,Lee County, Texas,16612,16555,16504,16551,16626,16873,16976,17139,17144
2667,48289,Leon County, Texas,16801,16830,16747,16629,16737,17034,17200,17249,17270
2668,48291,Liberty County, Texas,75643,75981,76371,76854,78056,79611,81513,83809,86323
2669,48293,Limestone County, Texas,23384,23592,23690,23448,23538,23475,23527,23517,23519
2670,48295,Lipscomb County, Texas,3302,3332,3447,3490,3553,3563,3499,3376,3355
2671,48297,Live Oak County, Texas,11531,11507,11655,11818,12057,12177,12029,12185,12166
2672,48299,Llano County, Texas,19301,19069,19262,19506,19662,20083,20606,21205,21646
2673,48301,Loving County, Texas,82,95,86,106,89,119,117,136,152
2674,48303,Lubbock County, Texas,278831,283395,285972,289545,294488,298365,302129,304875,307412
2675,48305,Lynn County, Texas,5915,5886,5796,5728,5799,5747,5775,5841,5877
2676,48307,McCulloch County, Texas,8283,8254,8242,8245,8157,8259,8127,7960,7987
2677,48309,McLennan County, Texas,234906,237850,239390,241477,243220,245523,247649,251147,254607
2678,48311,McMullen County, Texas,707,697,731,761,800,835,820,785,749
2679,48313,Madison County, Texas,13664,13749,13742,13819,13869,13970,14122,14255,14422
2680,48315,Marion County, Texas,10546,10477,10377,10281,10153,10135,10124,10073,9928
2681,48317,Martin County, Texas,4799,4885,4981,5272,5462,5653,5638,5562,5753
2682,48319,Mason County, Texas,4012,4033,4057,4121,4096,4058,4167,4203,4280
2683,48321,Matagorda County, Texas,36702,36684,36553,36518,36501,36775,37076,36811,36552
2684,48323,Maverick County, Texas,54258,55292,55808,56593,57197,57806,58134,58227,58485
2685,48325,Medina County, Texas,46006,46511,46804,47247,47839,48419,49280,50210,50921
2686,48327,Menard County, Texas,2242,2213,2204,2137,2128,2134,2093,2121,2139
2687,48329,Midland County, Texas,136872,140227,147356,152395,156787,162359,163862,165386,172578
2688,48331,Milam County, Texas,24757,24603,24111,24089,24145,24370,24691,24985,25131
2689,48333,Mills County, Texas,4936,4882,4830,4871,4871,4889,4890,4937,4921
2690,48335,Mitchell County, Texas,9403,9395,9331,9002,9074,8864,8477,8232,8145
2691,48337,Montague County, Texas,19719,19755,19476,19389,19368,19257,19396,19429,19596
2692,48339,Montgomery County, Texas,455746,471396,484622,498518,517328,536124,555703,572146,590925
2693,48341,Moore County, Texas,21904,22076,22438,22158,22006,21825,21810,21878,21485
2694,48343,Morris County, Texas,12934,12770,12703,12681,12606,12369,12426,12381,12339
2695,48345,Motley County, Texas,1210,1200,1197,1192,1149,1146,1169,1229,1234
2696,48347,Nacogdoches County, Texas,64524,65653,65869,65198,65248,65538,65693,65599,65711
2697,48349,Navarro County, Texas,47735,48077,48177,48060,47947,48209,48417,48779,49565
2698,48351,Newton County, Texas,14445,14561,14433,14341,14292,14159,14159,13930,13746
2699,48353,Nolan County, Texas,15216,15145,14937,15072,15128,15100,15015,14837,14751
2700,48355,Nueces County, Texas,340223,343252,347959,352996,356747,360616,361786,361014,362265
2701,48357,Ochiltree County, Texas,10223,10443,10616,10711,10727,10717,10290,10060,9947
2702,48359,Oldham County, Texas,2052,2071,2046,2088,2069,2064,2074,2113,2131
2703,48361,Orange County, Texas,81837,82331,82881,82811,83249,83946,84533,84936,83572
2704,48363,Palo Pinto County, Texas,28111,28051,27859,27876,28034,27966,28136,28575,28875
2705,48365,Panola County, Texas,23796,24008,23998,23793,23749,23665,23420,23219,23148
2706,48367,Parker County, Texas,116927,118318,119483,119796,122165,125696,129074,133704,138371
2707,48369,Parmer County, Texas,10269,10278,10189,9994,9962,9823,9815,9796,9864
2708,48371,Pecos County, Texas,15507,15641,15571,15665,15836,16012,15848,15618,15673
2709,48373,Polk County, Texas,45413,45578,45520,45539,45830,46632,47678,49016,50031
2710,48375,Potter County, Texas,121073,122311,122759,122168,122119,121385,120824,120518,119648
2711,48377,Presidio County, Texas,7818,7762,7633,7404,7216,7089,7208,7155,6948
2712,48379,Rains County, Texas,10914,11002,10939,11032,11012,11136,11306,11751,12159
2713,48381,Randall County, Texas,120725,123416,124973,126755,128736,130443,132491,134433,136271
2714,48383,Reagan County, Texas,3367,3394,3480,3634,3788,3811,3722,3700,3741
2715,48385,Real County, Texas,3309,3431,3353,3319,3348,3297,3397,3427,3478
2716,48387,Red River County, Texas,12860,12685,12729,12496,12452,12355,12190,12203,12175
2717,48389,Reeves County, Texas,13783,13812,13987,14218,14557,14955,15122,15295,15695
2718,48391,Refugio County, Texas,7383,7320,7255,7277,7357,7324,7269,7199,7032
2719,48393,Roberts County, Texas,929,926,942,919,914,910,910,937,903
2720,48395,Robertson County, Texas,16622,16656,16454,16430,16468,16701,16814,17185,17284
2721,48397,Rockwall County, Texas,78337,81028,82705,84671,87073,90169,93432,96877,100657
2722,48399,Runnels County, Texas,10501,10503,10338,10200,10297,10394,10291,10333,10234
2723,48401,Rusk County, Texas,53330,53697,53802,53352,53238,53006,52962,54320,54450
2724,48403,Sabine County, Texas,10834,10728,10525,10426,10431,10445,10382,10441,10589
2725,48405,San Augustine County, Texas,8865,8799,8788,8662,8480,8347,8283,8292,8232
2726,48407,San Jacinto County, Texas,26384,26778,26944,26734,27051,27358,27724,28242,28719
2727,48409,San Patricio County, Texas,64804,64454,65266,66140,66665,67126,67322,67223,66893
2728,48411,San Saba County, Texas,6131,6046,5992,5962,5862,5930,5934,6032,6054
2729,48413,Schleicher County, Texas,3461,3309,3260,3192,3165,3195,3057,2995,2895
2730,48415,Scurry County, Texas,16921,16861,17124,17276,17380,17566,17381,17004,16866
2731,48417,Shackelford County, Texas,3378,3338,3365,3379,3320,3337,3341,3305,3253
2732,48419,Shelby County, Texas,25448,25735,26075,25992,25624,25414,25624,25311,25418
2733,48421,Sherman County, Texas,3034,3014,3037,3069,3064,3051,3056,3041,3079
2734,48423,Smith County, Texas,209714,212764,214836,216521,219605,222447,225344,227460,230221
2735,48425,Somervell County, Texas,8490,8427,8556,8569,8562,8620,8672,8847,9016
2736,48427,Starr County, Texas,60968,61670,62019,62459,63059,63595,64025,64267,64525
2737,48429,Stephens County, Texas,9630,9531,9610,9368,9345,9390,9385,9307,9433
2738,48431,Sterling County, Texas,1143,1170,1191,1230,1341,1336,1344,1301,1311
2739,48433,Stonewall County, Texas,1490,1463,1452,1418,1388,1399,1404,1387,1362
2740,48435,Sutton County, Texas,4128,3988,3917,3983,3970,3916,3885,3798,3758
2741,48437,Swisher County, Texas,7854,7803,7848,7723,7555,7484,7438,7481,7462
2742,48439,Tarrant County, Texas,1809034,1847736,1882350,1913161,1946639,1985924,2024925,2057468,2084931
2743,48441,Taylor County, Texas,131506,132839,134089,133937,135003,136141,136260,136696,137640
2744,48443,Terrell County, Texas,984,950,921,891,910,870,824,820,823
2745,48445,Terry County, Texas,12651,12660,12632,12714,12795,12757,12779,12458,12287
2746,48447,Throckmorton County, Texas,1641,1637,1610,1606,1613,1559,1537,1519,1515
2747,48449,Titus County, Texas,32334,32454,32627,32607,32530,32697,32583,32806,33033
2748,48451,Tom Green County, Texas,110224,111740,113300,114676,116327,117501,117625,117689,118189
2749,48453,Travis County, Texas,1024266,1061719,1097072,1122585,1152758,1180173,1206383,1227771,1248743
2750,48455,Trinity County, Texas,14585,14684,14372,14446,14300,14544,14552,14710,14740
2751,48457,Tyler County, Texas,21766,21666,21494,21500,21457,21372,21432,21523,21696
2752,48459,Upshur County, Texas,39309,39730,39919,39762,40286,40339,40809,41151,41260
2753,48461,Upton County, Texas,3355,3285,3263,3387,3483,3656,3699,3661,3671
2754,48463,Uvalde County, Texas,26405,26589,26752,26920,27046,26968,27088,27098,26846
2755,48465,Val Verde County, Texas,48879,48980,48991,49069,48877,48951,49003,49096,49208
2756,48467,Van Zandt County, Texas,52579,52495,52217,52341,52799,53444,54378,55202,56019
2757,48469,Victoria County, Texas,86793,87550,89115,90076,91059,92178,92475,92103,92035
2758,48471,Walker County, Texas,67861,68407,68605,69414,70086,70861,71887,72383,72480
2759,48473,Waller County, Texas,43205,44109,44353,45431,46794,48663,50069,51285,53126
2760,48475,Ward County, Texas,10658,10671,10823,11208,11574,11633,11580,11423,11720
2761,48477,Washington County, Texas,33718,33955,33928,34201,34404,34833,34736,34897,35108
2762,48479,Webb County, Texas,250304,255981,260722,264632,267732,270120,272520,273982,275910
2763,48481,Wharton County, Texas,41280,41289,41149,41142,41124,41426,41668,41916,41619
2764,48483,Wheeler County, Texas,5410,5447,5592,5719,5699,5664,5529,5326,5191
2765,48485,Wichita County, Texas,131500,130785,131691,132198,132649,131034,131443,131899,132064
2766,48487,Wilbarger County, Texas,13535,13454,13293,13207,12991,13067,12904,12747,12820
2767,48489,Willacy County, Texas,22134,22171,22219,22043,21966,21902,21813,21574,21515
2768,48491,Williamson County, Texas,422679,442014,455788,470104,488041,507104,527474,545948,566719
2769,48493,Wilson County, Texas,42918,43670,44361,45230,46161,47185,48205,49215,50224
2770,48495,Winkler County, Texas,7110,7166,7373,7638,7826,8013,7876,7574,7720
2771,48497,Wise County, Texas,59127,59949,60414,61012,61705,62857,64466,65863,68305
2772,48499,Wood County, Texas,41964,42093,42387,42351,42774,43119,43760,44291,45129
2773,48501,Yoakum County, Texas,7879,7972,8058,8226,8404,8648,8651,8562,8591
2774,48503,Young County, Texas,18550,18353,18278,18358,18278,18165,18105,17978,18045
2775,48505,Zapata County, Texas,14018,14229,14285,14403,14404,14511,14456,14283,14190
2776,48507,Zavala County, Texas,11677,11878,12022,12207,12259,12322,12127,11965,11983
2777,49001,Beaver County, Utah,6629,6557,6499,6455,6429,6351,6458,6396,6580
2778,49003,Box Elder County, Utah,49975,50233,50201,50729,51303,51832,52953,53967,54950
2779,49005,Cache County, Utah,112656,114774,115897,117031,117906,119774,122367,124564,127068
2780,49007,Carbon County, Utah,21403,21303,21221,20901,20634,20385,20323,20168,20269
2781,49009,Daggett County, Utah,1059,1162,1095,1140,1124,1105,1075,1022,980
2782,49011,Davis County, Utah,306479,311838,315933,322251,328756,334676,341080,346881,351713
2783,49013,Duchesne County, Utah,18607,18701,19004,19965,20206,20756,20255,19915,19964
2784,49015,Emery County, Utah,10976,10984,10938,10759,10638,10359,10207,10020,10014
2785,49017,Garfield County, Utah,5172,5148,5063,5029,5005,4969,4971,5061,5080
2786,49019,Grand County, Utah,9225,9295,9355,9373,9477,9555,9642,9640,9764
2787,49021,Iron County, Utah,46163,46615,46644,46527,47045,48120,49692,50822,52775
2788,49023,Juab County, Utah,10246,10311,10294,10261,10409,10541,10985,11248,11555
2789,49025,Kane County, Utah,7125,7293,7173,7122,7166,7040,7300,7537,7709
2790,49027,Millard County, Utah,12503,12569,12468,12558,12544,12627,12657,12829,13006
2791,49029,Morgan County, Utah,9469,9652,9807,10208,10602,11046,11386,11875,12045
2792,49031,Piute County, Utah,1556,1498,1496,1487,1467,1491,1459,1413,1445
2793,49033,Rich County, Utah,2264,2295,2258,2264,2274,2300,2312,2402,2464
2794,49035,Salt Lake County, Utah,1029655,1047557,1064021,1079543,1090257,1102629,1120684,1137820,1152633
2795,49037,San Juan County, Utah,14746,14836,15034,14983,15052,15240,15343,15320,15449
2796,49039,Sanpete County, Utah,27822,27999,27954,28124,28295,28663,29256,29991,30623
2797,49041,Sevier County, Utah,20802,20870,20658,20749,20735,20860,21137,21317,21539
2798,49043,Summit County, Utah,36324,37418,37862,38421,39118,39647,40506,41349,41933
2799,49045,Tooele County, Utah,58218,59182,59788,60633,61446,62617,64535,67418,69907
2800,49047,Uintah County, Utah,32588,33241,34641,35683,36921,37783,36254,35219,35438
2801,49049,Utah County, Utah,516564,530658,539704,551333,560751,572650,590082,606503,622213
2802,49051,Wasatch County, Utah,23530,24408,25345,26589,27822,29147,30430,31975,33240
2803,49053,Washington County, Utah,138115,141245,144146,147004,151109,154680,159337,165859,171700
2804,49055,Wayne County, Utah,2778,2742,2704,2712,2696,2691,2674,2721,2690
2805,49057,Weber County, Utah,231236,233832,236264,238093,240212,242963,247253,251866,256359
2806,50001,Addison County, Vermont,36821,36967,36901,36936,36933,36926,36925,36940,36973
2807,50003,Bennington County, Vermont,37125,36814,36614,36543,36173,36161,35921,35713,35631
2808,50005,Caledonia County, Vermont,31227,31102,31019,31039,30868,30643,30156,30154,30302
2809,50007,Chittenden County, Vermont,156545,158023,158677,159444,159961,161294,161542,162891,164572
2810,50009,Essex County, Vermont,6306,6323,6223,6193,6154,6196,6227,6213,6250
2811,50011,Franklin County, Vermont,47746,48214,48307,48394,48749,48973,48976,49007,49421
2812,50013,Grand Isle County, Vermont,6970,6973,6971,6988,6967,6870,6917,6983,7090
2813,50015,Lamoille County, Vermont,24475,24706,24945,25112,25130,25238,25325,25345,25300
2814,50017,Orange County, Vermont,28936,29018,28917,28851,28878,28890,28921,28999,28999
2815,50019,Orleans County, Vermont,27231,27191,27161,27134,27021,27030,26762,26834,26907
2816,50021,Rutland County, Vermont,61642,61220,60791,60480,60031,59547,59113,59000,58672
2817,50023,Washington County, Vermont,59534,59584,59405,59217,58960,58645,58356,58283,58140
2818,50025,Windham County, Vermont,44513,44239,43998,43889,43663,43252,43172,42906,42756
2819,50027,Windsor County, Vermont,56670,56605,56134,55992,55730,55532,55331,55257,55286
2820,51001,Accomack County, Virginia,33164,33221,33264,32966,32970,32910,32850,32566,32412
2821,51003,Albemarle County, Virginia,98970,100202,101463,102273,103743,105119,106408,107788,108718
2822,51005,Alleghany County, Virginia,16250,16159,16031,15921,15602,15420,15379,15119,14910
2823,51007,Amelia County, Virginia,12690,12752,12747,12659,12716,12782,12793,12965,13013
2824,51009,Amherst County, Virginia,32353,32149,32628,32316,32158,31832,31889,31863,31666
2825,51011,Appomattox County, Virginia,14973,15108,15245,15320,15348,15485,15512,15701,15841
2826,51013,Arlington County, Virginia,207627,215972,221463,224938,226043,228746,231582,235121,237521
2827,51015,Augusta County, Virginia,73750,73638,73579,73842,73880,74293,74793,75082,75457
2828,51017,Bath County, Virginia,4731,4655,4642,4592,4535,4456,4399,4285,4292
2829,51019,Bedford County, Virginia,68676,75557,75759,76187,77046,77598,77911,78239,78747
2830,51021,Bland County, Virginia,6824,6774,6694,6674,6585,6534,6472,6351,6293
2831,51023,Botetourt County, Virginia,33148,32999,33120,32991,33077,33344,33177,33236,33277
2832,51025,Brunswick County, Virginia,17434,17126,17032,16984,16826,16856,16642,16616,16384
2833,51027,Buchanan County, Virginia,24098,23817,23816,23618,23144,22705,22118,21500,21221
2834,51029,Buckingham County, Virginia,17146,17209,17067,17156,16935,17016,17042,17027,16999
2835,51031,Campbell County, Virginia,54842,54780,54823,55073,55267,55289,55233,55086,54973
2836,51033,Caroline County, Virginia,28545,28676,28954,29256,29749,29891,30073,30433,30772
2837,51035,Carroll County, Virginia,30042,30092,29918,29911,29707,29850,29748,29747,29636
2838,51036,Charles City County, Virginia,7256,7204,7126,7071,6975,7040,7019,7000,6941
2839,51037,Charlotte County, Virginia,12586,12492,12395,12277,12176,12172,12108,12082,11938
2840,51041,Chesterfield County, Virginia,316236,320279,323878,327639,332148,334955,338414,343163,348556
2841,51043,Clarke County, Virginia,14034,14187,14243,14250,14314,14242,14296,14449,14523
2842,51045,Craig County, Virginia,5190,5169,5138,5138,5176,5138,5122,5065,5064
2843,51047,Culpeper County, Virginia,46689,47343,47845,48611,49248,49553,50324,51267,51859
2844,51049,Cumberland County, Virginia,10052,9982,9839,9846,9838,9746,9723,9813,9809
2845,51051,Dickenson County, Virginia,15903,15776,15706,15525,15344,15202,15008,14721,14523
2846,51053,Dinwiddie County, Virginia,28001,28113,28224,28087,28098,28111,28341,28459,28529
2847,51057,Essex County, Virginia,11151,11167,11132,11157,11067,11097,11086,11011,10919
2848,51059,Fairfax County, Virginia,1081726,1103372,1120475,1131988,1136573,1140164,1143229,1146883,1150795
2849,51061,Fauquier County, Virginia,65203,66035,66565,67146,68132,68431,68810,69528,70675
2850,51063,Floyd County, Virginia,15279,15399,15432,15483,15527,15548,15675,15785,15795
2851,51065,Fluvanna County, Virginia,25691,25958,25885,25825,25970,26111,26129,26417,26783
2852,51067,Franklin County, Virginia,56159,56341,56294,56275,56268,56227,56148,56326,56195
2853,51069,Frederick County, Virginia,78305,79518,80241,81486,82730,83513,84668,86499,88355
2854,51071,Giles County, Virginia,17286,17149,17021,16987,16849,16767,16838,16771,16844
2855,51073,Gloucester County, Virginia,36858,36885,36835,36768,37024,37007,37114,37309,37349
2856,51075,Goochland County, Virginia,21717,21374,21278,21570,21854,22159,22462,22691,23244
2857,51077,Grayson County, Virginia,15533,15366,15144,15131,15922,15956,15868,15677,15631
2858,51079,Greene County, Virginia,18403,18665,18803,18847,19104,19186,19335,19648,19779
2859,51081,Greensville County, Virginia,12243,11998,11744,11683,11563,11813,11577,11716,11627
2860,51083,Halifax County, Virginia,36241,35979,35719,35372,35190,35082,34970,34532,34120
2861,51085,Hanover County, Virginia,99863,99898,100337,101069,101730,103078,104348,105850,107239
2862,51087,Henrico County, Virginia,306935,310460,315636,318702,321924,324289,325589,327148,329261
2863,51089,Henry County, Virginia,54151,53540,53104,52743,52230,51912,51593,51250,50953
2864,51091,Highland County, Virginia,2321,2260,2234,2205,2238,2196,2209,2217,2210
2865,51093,Isle of Wight County, Virginia,35270,35288,35337,35521,35860,36155,36319,36571,36953
2866,51095,James City County, Virginia,67009,68299,69412,70613,72077,72836,73994,75459,76397
2867,51097,King and Queen County, Virginia,6945,6988,7010,7031,7085,7086,7049,7000,7042
2868,51099,King George County, Virginia,23584,24273,24606,24900,25262,25399,25910,26302,26575
2869,51101,King William County, Virginia,15935,16015,15977,16092,16150,16285,16408,16705,16939
2870,51103,Lancaster County, Virginia,11391,11274,11124,10959,10862,10825,10769,10779,10783
2871,51105,Lee County, Virginia,25587,25532,25420,25070,24716,24550,24066,23795,23541
2872,51107,Loudoun County, Virginia,312311,326319,337881,349978,362290,374054,385524,396995,406850
2873,51109,Louisa County, Virginia,33153,33461,33493,33988,34314,34615,35306,35885,36778
2874,51111,Lunenburg County, Virginia,12914,12910,12639,12531,12481,12329,12263,12231,12086
2875,51113,Madison County, Virginia,13308,13142,13135,13092,13034,13046,13076,13245,13295
2876,51115,Mathews County, Virginia,8978,8944,8911,8899,8814,8844,8789,8731,8802
2877,51117,Mecklenburg County, Virginia,32727,32562,31695,31247,31112,30933,30827,30712,30650
2878,51119,Middlesex County, Virginia,10959,10851,10848,10777,10653,10683,10751,10643,10769
2879,51121,Montgomery County, Virginia,94392,94727,95649,96594,97117,97348,98254,98283,98985
2880,51125,Nelson County, Virginia,15020,15018,14801,14799,14865,14757,14800,14804,14836
2881,51127,New Kent County, Virginia,18429,18762,19147,19514,20017,20382,21025,21698,22391
2882,51131,Northampton County, Virginia,12389,12409,12217,12036,12045,12095,12021,11887,11735
2883,51133,Northumberland County, Virginia,12330,12450,12421,12296,12254,12246,12193,12277,12147
2884,51135,Nottoway County, Virginia,15853,15878,15752,15635,15505,15606,15501,15467,15420
2885,51137,Orange County, Virginia,33481,33992,34276,34621,34922,35183,35381,35931,36644
2886,51139,Page County, Virginia,24042,23955,23842,23724,23785,23660,23610,23755,23933
2887,51141,Patrick County, Virginia,18490,18333,18333,18249,18176,17953,17783,17708,17673
2888,51143,Pittsylvania County, Virginia,63506,63260,62896,62561,62378,62000,61710,61341,60949
2889,51145,Powhatan County, Virginia,28046,28122,28171,28294,28488,28056,28444,28691,29189
2890,51147,Prince Edward County, Virginia,23368,22310,23166,22713,22976,23120,23026,22708,22950
2891,51149,Prince George County, Virginia,35725,36713,37125,37333,37411,38212,37872,37895,38082
2892,51153,Prince William County, Virginia,402002,419076,429665,437833,443926,451232,457023,463551,468011
2893,51155,Pulaski County, Virginia,34872,34737,34733,34547,34342,34341,34225,34194,34066
2894,51157,Rappahannock County, Virginia,7373,7472,7406,7424,7333,7390,7352,7333,7252
2895,51159,Richmond County, Virginia,9254,9208,9081,8952,8884,8783,8759,8925,9038
2896,51161,Roanoke County, Virginia,92376,92800,92723,93301,93371,93337,93371,93763,94073
2897,51163,Rockbridge County, Virginia,22307,22446,22380,22330,22433,22375,22376,22609,22752
2898,51165,Rockingham County, Virginia,76314,76850,77136,77422,77885,78453,79323,80313,81244
2899,51167,Russell County, Virginia,28897,28660,28403,28312,28054,27824,27385,27027,26748
2900,51169,Scott County, Virginia,23177,23055,22955,22768,22518,22244,21980,21767,21534
2901,51171,Shenandoah County, Virginia,41993,42263,42530,42507,42731,42841,42885,43271,43497
2902,51173,Smyth County, Virginia,32208,32044,31895,31773,31571,31411,31121,30722,30472
2903,51175,Southampton County, Virginia,18570,18634,18504,18328,18221,18121,18022,17743,17586
2904,51177,Spotsylvania County, Virginia,122397,124516,125808,127385,128804,129944,131271,132802,134238
2905,51179,Stafford County, Virginia,128961,132197,133375,135939,138813,140917,143578,146790,149960
2906,51181,Surry County, Virginia,7058,6921,6838,6787,6780,6670,6553,6522,6474
2907,51183,Sussex County, Virginia,12087,12084,11919,11762,11721,11686,11408,11380,11237
2908,51185,Tazewell County, Virginia,45078,44735,44273,44023,43386,42904,42108,41146,40855
2909,51187,Warren County, Virginia,37575,37627,37866,38480,40103,38675,39105,39357,40003
2910,51191,Washington County, Virginia,54876,54802,55093,54778,54604,54337,54271,54415,54402
2911,51193,Westmoreland County, Virginia,17454,17635,17513,17552,17440,17549,17637,17736,17830
2912,51195,Wise County, Virginia,41452,41462,40919,40675,39908,39567,39026,38611,38012
2913,51197,Wythe County, Virginia,29235,29187,29317,29271,29044,29098,28934,28872,28754
2914,51199,York County, Virginia,65464,65814,65871,66030,66573,67828,67812,67878,67846
2915,51510,Alexandria city, Virginia,139966,144220,147314,149674,151431,153863,157045,159654,160530
2916,51520,Bristol city, Virginia,17835,17716,17695,17390,17199,17041,16843,16650,16482
2917,51530,Buena Vista city, Virginia,6650,6710,6746,6652,6550,6533,6362,6313,6237
2918,51540,Charlottesville city, Virginia,43475,43758,44580,45013,45522,46433,47236,47902,48117
2919,51550,Chesapeake city, Virginia,222209,225332,228075,230330,233380,235168,237591,240327,242634
2920,51570,Colonial Heights city, Virginia,17411,17280,17380,17483,17440,17482,17535,17676,17833
2921,51580,Covington city, Virginia,5961,5916,5845,5830,5775,5661,5539,5474,5460
2922,51590,Danville city, Virginia,43055,42642,42709,42630,42267,41937,41641,41022,40693
2923,51595,Emporia city, Virginia,5927,5840,5812,5693,5597,5525,5370,5292,5121
2924,51600,Fairfax city, Virginia,22565,22463,22898,23236,23315,23439,23835,24162,24574
2925,51610,Falls Church city, Virginia,12332,12695,13123,13398,13454,13837,13782,14489,14772
2926,51620,Franklin city, Virginia,8582,8447,8485,8542,8399,8334,8183,8125,8013
2927,51630,Fredericksburg city, Virginia,24286,25750,27176,27819,28254,28054,28379,28516,29144
2928,51640,Galax city, Virginia,7042,6846,6855,6935,6904,6798,6576,6487,6423
2929,51650,Hampton city, Virginia,137436,136528,137083,137243,137597,136187,135238,134581,134313
2930,51660,Harrisonburg city, Virginia,48914,49932,51315,51550,52558,52755,53701,53907,54033
2931,51670,Hopewell city, Virginia,22591,22498,22308,22161,22109,22228,22553,22554,22596
2932,51678,Lexington city, Virginia,7042,6963,7011,7143,7121,7123,7089,7082,7136
2933,51680,Lynchburg city, Virginia,75568,76582,77276,77950,78155,79271,80038,81065,82126
2934,51683,Manassas city, Virginia,37821,39120,40307,41110,41180,41530,41435,41501,41641
2935,51685,Manassas Park city, Virginia,14273,15067,15401,15901,15924,16054,16143,16686,17307
2936,51690,Martinsville city, Virginia,13821,13595,13490,13416,13317,13277,13038,12969,12902
2937,51700,Newport News city, Virginia,180719,180098,180094,181320,181576,180948,180179,179398,178626
2938,51710,Norfolk city, Virginia,242803,243632,246141,245449,246587,246534,245843,244922,244076
2939,51720,Norton city, Virginia,3958,4087,4124,4100,4136,4005,3947,3892,3968
2940,51730,Petersburg city, Virginia,32420,32083,31990,32307,32236,32000,31698,31635,31567
2941,51735,Poquoson city, Virginia,12150,12038,12110,12090,12003,12014,11943,12043,12190
