,FIPS,County,State,2010_Census_Population,Population_Estimate_2011,Population_Estimate_2012,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
676,17163,St. Clair County, Illinois,270056,270006,268646,266805,265922,264805,263102,262426,261059
677,17165,Saline County, Illinois,24913,24903,24910,24799,24492,24491,24230,24035,23906
678,17167,Sangamon County, Illinois,197465,199016,199390,199131,199180,198884,198004,196889,195348
679,17169,Schuyler County, Illinois,7544,7462,7455,7391,7260,7149,7029,6976,6907
680,17171,Scott County, Illinois,5355,5228,5286,5211,5170,5111,5048,4978,4926
681,17173,Shelby County, Illinois,22363,22281,22207,22141,22106,21823,21738,21752,21741
682,17175,Stark County, Illinois,5994,5842,5741,5707,5602,5505,5509,5457,5427
683,17177,Stephenson County, Illinois,47711,47319,46886,46672,46267,45668,45497,44981,44753
684,17179,Tazewell County, Illinois,135394,135839,136125,136268,135363,134290,133887,133391,132328
685,17181,Union County, Illinois,17808,17695,17613,17545,17407,17290,17112,16985,16841
686,17183,Vermilion County, Illinois,81625,81407,80864,80588,79786,79173,78494,77776,76806
687,17185,Wabash County, Illinois,11947,11793,11685,11673,11600,11626,11542,11550,11549
688,17187,Warren County, Illinois,17707,17839,17754,17670,17719,17466,17303,17170,17032
689,17189,Washington County, Illinois,14716,14574,14598,14413,14391,14262,14178,13951,13995
690,17191,Wayne County, Illinois,16760,16658,16655,16664,16593,16520,16549,16442,16332
691,17193,White County, Illinois,14665,14590,14523,14435,14267,14199,14070,13925,13665
692,17195,Whiteside County, Illinois,58498,58272,57760,57462,57019,56914,56472,55947,55626
693,17197,Will County, Illinois,677560,680799,682535,683873,685369,686142,688648,691017,692310
694,17199,Williamson County, Illinois,66357,66726,66774,67447,67410,67440,67480,67107,67056
695,17201,Winnebago County, Illinois,295266,293634,292112,290994,288775,287222,286054,284740,284081
696,17203,Woodford County, Illinois,38664,38849,38845,39035,39061,38939,38925,38699,38463
697,18001,Adams County, Indiana,34387,34374,34408,34654,34768,34958,35192,35422,35636
698,18003,Allen County, Indiana,355329,358919,360883,363384,365199,367543,369778,372210,375351
699,18005,Bartholomew County, Indiana,76794,77614,78999,79655,80499,81473,82313,82429,82753
700,18007,Benton County, Indiana,8854,8855,8820,8746,8718,8690,8656,8617,8653
701,18009,Blackford County, Indiana,12766,12654,12528,12458,12346,12237,12105,12027,11930
702,18011,Boone County, Indiana,56640,57905,59026,60342,61625,63028,64168,65786,66999
703,18013,Brown County, Indiana,15242,15075,15048,15055,14944,14995,15000,14999,15234
704,18015,Carroll County, Indiana,20155,20036,20106,20110,19949,19882,19960,20050,20127
705,18017,Cass County, Indiana,38966,38909,38769,38590,38495,38114,37953,37905,37955
706,18019,Clark County, Indiana,110232,111487,111857,112697,114047,114831,115598,116672,117360
707,18021,Clay County, Indiana,26890,26831,26784,26658,26424,26390,26200,26155,26170
708,18023,Clinton County, Indiana,33224,33032,32890,32773,32471,32381,32198,32207,32250
709,18025,Crawford County, Indiana,10713,10622,10670,10621,10670,10557,10582,10536,10558
710,18027,Daviess County, Indiana,31648,31948,32117,32282,32681,32811,32972,33074,33147
711,18029,Dearborn County, Indiana,50047,49985,49727,49740,49420,49453,49434,49629,49568
712,18031,Decatur County, Indiana,25740,25898,26041,26234,26414,26336,26562,26652,26794
713,18033,DeKalb County, Indiana,42223,42462,42297,42339,42398,42460,42612,42822,43226
714,18035,Delaware County, Indiana,117671,117878,117007,116817,116476,115765,115676,115389,114772
715,18037,Dubois County, Indiana,41889,42156,42080,42277,42297,42315,42421,42491,42565
716,18039,Elkhart County, Indiana,197559,198267,198980,200231,201476,203024,203652,204310,205560
717,18041,Fayette County, Indiana,24277,24150,23949,23829,23444,23393,23257,23153,23047
718,18043,Floyd County, Indiana,74578,74969,75254,76017,76097,76499,76697,76970,77781
719,18045,Fountain County, Indiana,17240,17153,17114,16880,16690,16531,16449,16410,16351
720,18047,Franklin County, Indiana,23087,23037,23030,22968,22981,22952,22804,22739,22736
721,18049,Fulton County, Indiana,20836,20730,20635,20447,20514,20332,20110,20010,20092
722,18051,Gibson County, Indiana,33503,33521,33527,33484,33723,33620,33562,33622,33452
723,18053,Grant County, Indiana,70061,69614,69083,68850,68336,67486,66680,66282,65936
724,18055,Greene County, Indiana,33165,33027,32940,32740,32644,32414,32229,32180,32006
725,18057,Hamilton County, Indiana,274569,283366,289772,296904,302839,308479,315990,323082,330086
726,18059,Hancock County, Indiana,70002,70340,70564,70964,71738,72392,73728,74940,76351
727,18061,Harrison County, Indiana,39364,39180,39004,38992,39167,39524,39666,39851,40350
728,18063,Hendricks County, Indiana,145448,148610,150691,153519,155812,157754,160369,163758,167009
729,18065,Henry County, Indiana,49462,49212,49111,48847,48889,48661,48348,48247,48271
730,18067,Howard County, Indiana,82752,82791,82833,82735,82602,82340,82317,82311,82366
731,18069,Huntington County, Indiana,37124,37164,36979,36779,36610,36514,36288,36239,36240
732,18071,Jackson County, Indiana,42376,42912,42984,43436,43703,43886,44004,43987,44111
733,18073,Jasper County, Indiana,33478,33423,33494,33426,33514,33487,33416,33459,33370
734,18075,Jay County, Indiana,21253,21330,21344,21266,21134,21136,21023,20907,20764
735,18077,Jefferson County, Indiana,32428,32275,32442,32396,32403,32298,32230,32047,32208
736,18079,Jennings County, Indiana,28525,28152,28142,28225,27915,27829,27642,27638,27611
737,18081,Johnson County, Indiana,139654,141726,143479,145416,147103,148994,151575,153922,156225
738,18083,Knox County, Indiana,38440,38470,37975,38055,37961,37763,37331,37094,36895
739,18085,Kosciusko County, Indiana,77358,77347,77605,77870,78382,78553,78742,79010,79344
740,18087,LaGrange County, Indiana,37128,37463,37658,38088,38435,38614,39109,39222,39330
741,18089,Lake County, Indiana,496005,494888,493387,491768,490973,487895,486199,484766,484411
742,18091,LaPorte County, Indiana,111467,111299,111296,111421,111737,110853,110254,109911,110007
743,18093,Lawrence County, Indiana,46134,46135,46112,45893,45648,45567,45588,45625,45668
744,18095,Madison County, Indiana,131636,130994,130190,130300,129744,129383,129297,129460,129641
745,18097,Marion County, Indiana,903393,911188,919700,929345,935449,939406,944139,948952,954670
746,18099,Marshall County, Indiana,47051,46935,46944,46919,46929,46740,46600,46460,46248
747,18101,Martin County, Indiana,10334,10335,10316,10233,10238,10217,10191,10186,10217
748,18103,Miami County, Indiana,36903,36645,36534,36165,36071,36001,36041,35827,35567
749,18105,Monroe County, Indiana,137974,140209,141473,142066,143410,144220,145748,146720,146917
750,18107,Montgomery County, Indiana,38124,38332,38173,38135,38144,38242,38249,38397,38346
751,18109,Morgan County, Indiana,68894,69244,69192,69361,69515,69565,69628,69810,70116
752,18111,Newton County, Indiana,14244,14084,14042,14025,14086,13968,13985,14041,14011
753,18113,Noble County, Indiana,47536,47298,47197,47253,47380,47531,47426,47384,47532
754,18115,Ohio County, Indiana,6128,6061,6063,5995,5966,5887,5892,5845,5844
755,18117,Orange County, Indiana,19840,19933,19736,19825,19761,19621,19460,19404,19489
756,18119,Owen County, Indiana,21575,21490,21369,21157,21023,20830,20901,20793,20845
757,18121,Parke County, Indiana,17339,17087,17124,17242,17241,16969,16939,16903,16927
758,18123,Perry County, Indiana,19338,19421,19370,19417,19332,19307,18977,18988,19102
759,18125,Pike County, Indiana,12845,12604,12626,12503,12500,12413,12398,12332,12410
760,18127,Porter County, Indiana,164343,165507,165713,166489,167182,167365,167522,168544,169594
761,18129,Posey County, Indiana,25910,25690,25612,25557,25596,25608,25634,25566,25540
762,18131,Pulaski County, Indiana,13402,13230,13011,12941,12918,12796,12598,12518,12469
763,18133,Putnam County, Indiana,37963,37908,37720,37592,37673,37484,37251,37610,37779
764,18135,Randolph County, Indiana,26171,26029,25856,25617,25329,25134,25110,24954,24851
765,18137,Ripley County, Indiana,28818,28642,28446,28296,28341,28377,28398,28485,28523
766,18139,Rush County, Indiana,17392,17283,17107,16996,16845,16710,16642,16659,16663
767,18141,St. Joseph County, Indiana,266931,266696,266496,266984,267749,268203,269484,269994,270771
768,18143,Scott County, Indiana,24181,23897,23715,23747,23629,23657,23699,23853,23878
769,18145,Shelby County, Indiana,44436,44290,44271,44351,44374,44364,44259,44404,44593
770,18147,Spencer County, Indiana,20952,20964,20780,20759,20758,20639,20491,20417,20327
771,18149,Starke County, Indiana,23363,23167,23156,23138,22953,22857,23015,22944,22935
772,18151,Steuben County, Indiana,34185,34091,34182,34397,34517,34491,34354,34421,34586
773,18153,Sullivan County, Indiana,21475,21216,21202,21137,20993,20870,20709,20699,20690
774,18155,Switzerland County, Indiana,10613,10610,10441,10576,10543,10589,10615,10674,10717
775,18157,Tippecanoe County, Indiana,172780,175858,179134,181977,184466,186783,190504,191670,193048
776,18159,Tipton County, Indiana,15936,15815,15659,15545,15406,15252,15167,15139,15128
777,18161,Union County, Indiana,7516,7495,7352,7307,7241,7185,7140,7162,7037
778,18163,Vanderburgh County, Indiana,179703,180450,181031,181581,181935,181449,181306,180900,180974
779,18165,Vermillion County, Indiana,16212,16069,15923,15853,15658,15592,15586,15487,15479
780,18167,Vigo County, Indiana,107848,108343,108568,108242,107960,107586,107851,107681,107386
781,18169,Wabash County, Indiana,32888,32563,32385,32270,32101,31859,31504,31410,31280
782,18171,Warren County, Indiana,8508,8469,8391,8369,8339,8270,8164,8198,8263
783,18173,Warrick County, Indiana,59689,60196,60347,60853,60959,61545,62066,62505,62567
784,18175,Washington County, Indiana,28262,28201,27919,27785,27892,27779,27734,27788,27943
785,18177,Wayne County, Indiana,68917,68628,68221,67783,67377,66965,66609,66178,65936
786,18179,Wells County, Indiana,27636,27735,27706,27716,27816,27847,27854,28014,28206
787,18181,White County, Indiana,24643,24595,24469,24404,24436,24278,24075,24165,24133
788,18183,Whitley County, Indiana,33292,33357,33337,33286,33447,33453,33493,33777,34074
789,19001,Adair County, Iowa,7682,7546,7468,7387,7367,7141,6998,7053,7063
790,19003,Adams County, Iowa,4029,3994,3909,3892,3877,3753,3692,3663,3645
791,19005,Allamakee County, Iowa,14330,14219,14147,14064,14058,13858,13850,13804,13832
792,19007,Appanoose County, Iowa,12887,12847,12707,12653,12671,12572,12505,12363,12437
793,19009,Audubon County, Iowa,6119,6003,5865,5863,5771,5713,5629,5566,5506
794,19011,Benton County, Iowa,26076,26075,25825,25696,25622,25601,25633,25633,25642
795,19013,Black Hawk County, Iowa,131090,131572,131872,132934,133403,133711,133116,132409,132408
796,19015,Boone County, Iowa,26306,26289,26141,26291,26296,26453,26426,26476,26346
797,19017,Bremer County, Iowa,24276,24378,24494,24575,24665,24740,24737,24822,24947
798,19019,Buchanan County, Iowa,20958,20914,21000,21034,21139,21115,21018,21156,21199
799,19021,Buena Vista County, Iowa,20260,20311,20564,20663,20622,20381,20322,20102,19874
800,19023,Butler County, Iowa,14867,14970,14976,14980,14963,14886,14705,14582,14539
801,19025,Calhoun County, Iowa,9670,10063,9913,9899,9845,9800,9808,9749,9699
802,19027,Carroll County, Iowa,20816,20857,20655,20542,20498,20419,20377,20273,20154
803,19029,Cass County, Iowa,13956,13765,13699,13569,13392,13345,13161,13126,12930
804,19031,Cedar County, Iowa,18499,18408,18346,18277,18328,18308,18410,18551,18627
805,19033,Cerro Gordo County, Iowa,44151,43966,43697,43527,43206,42983,43088,42997,42647
806,19035,Cherokee County, Iowa,12072,12023,11951,11874,11802,11487,11402,11330,11321
807,19037,Chickasaw County, Iowa,12439,12404,12285,12272,12250,12149,12096,12036,11964
808,19039,Clarke County, Iowa,9286,9318,9341,9246,9195,9210,9250,9331,9423
809,19041,Clay County, Iowa,16667,16595,16539,16440,16485,16497,16296,16153,16134
810,19043,Clayton County, Iowa,18129,18017,17946,17795,17771,17727,17657,17650,17556
811,19045,Clinton County, Iowa,49116,49093,48698,48279,47894,47550,47228,46902,46518
812,19047,Crawford County, Iowa,17096,17218,17301,17364,17172,17095,17118,17119,17158
813,19049,Dallas County, Iowa,66135,69687,72232,74952,77742,80618,84257,87215,90180
814,19051,Davis County, Iowa,8753,8769,8706,8767,8755,8776,8884,8991,9017
815,19053,Decatur County, Iowa,8457,8247,8239,8216,8208,8132,8045,7943,7890
816,19055,Delaware County, Iowa,17764,17629,17565,17471,17392,17389,17280,17158,17069
817,19057,Des Moines County, Iowa,40325,40061,40225,40390,40092,39860,39588,39320,39138
818,19059,Dickinson County, Iowa,16667,16858,16925,16878,16840,17005,17110,17173,17153
819,19061,Dubuque County, Iowa,93653,94580,95155,95942,96483,96884,96782,97009,96854
820,19063,Emmet County, Iowa,10302,10088,9943,9880,9819,9698,9572,9414,9253
821,19065,Fayette County, Iowa,20880,20974,20774,20521,20289,20139,19851,19708,19660
822,19067,Floyd County, Iowa,16303,16094,16089,16026,16001,15910,15857,15761,15761
823,19069,Franklin County, Iowa,10680,10693,10509,10509,10434,10326,10183,10159,10124
824,19071,Fremont County, Iowa,7441,7370,7140,7069,7030,6913,6951,6952,6993
825,19073,Greene County, Iowa,9336,9330,9180,9158,9123,8942,9000,8969,8981
826,19075,Grundy County, Iowa,12453,12479,12440,12343,12391,12404,12286,12322,12304
827,19077,Guthrie County, Iowa,10954,10858,10761,10671,10685,10652,10646,10667,10720
828,19079,Hamilton County, Iowa,15673,15463,15317,15342,15215,15223,15093,15069,14952
829,19081,Hancock County, Iowa,11341,11291,11175,11131,11041,11028,10887,10773,10712
830,19083,Hardin County, Iowa,17534,17374,17357,17388,17331,17256,17173,17007,16868
831,19085,Harrison County, Iowa,14928,14764,14474,14357,14266,14140,14048,14129,14134
832,19087,Henry County, Iowa,20145,20238,19995,20022,19832,19844,19829,20060,20067
833,19089,Howard County, Iowa,9566,9545,9548,9439,9351,9312,9253,9219,9187
834,19091,Humboldt County, Iowa,9815,9781,9722,9676,9635,9550,9519,9578,9547
835,19093,Ida County, Iowa,7089,7044,7043,7073,6970,6961,6954,6856,6841
836,19095,Iowa County, Iowa,16355,16320,16177,16279,16314,16278,16185,16118,16141
837,19097,Jackson County, Iowa,19848,19730,19682,19514,19427,19362,19387,19368,19432
838,19099,Jasper County, Iowa,36842,36617,36574,36729,36882,36740,36703,36985,37147
839,19101,Jefferson County, Iowa,16843,17092,17274,17629,17792,17916,18064,18233,18381
840,19103,Johnson County, Iowa,130882,134066,137096,140160,142745,144931,146858,149213,151260
841,19105,Jones County, Iowa,20638,20739,20597,20517,20542,20444,20424,20684,20744
842,19107,Keokuk County, Iowa,10511,10398,10428,10339,10285,10172,10168,10149,10225
843,19109,Kossuth County, Iowa,15543,15398,15412,15333,15227,15159,15110,14970,14908
844,19111,Lee County, Iowa,35862,35567,35538,35236,35056,34893,34459,34243,34055
845,19113,Linn County, Iowa,211226,214177,215462,216480,218125,220211,222081,224277,225909
846,19115,Louisa County, Iowa,11387,11380,11361,11349,11254,11279,11212,11203,11169
847,19117,Lucas County, Iowa,8898,8878,8777,8695,8633,8607,8552,8550,8645
848,19119,Lyon County, Iowa,11581,11691,11757,11696,11703,11751,11781,11797,11811
849,19121,Madison County, Iowa,15679,15737,15639,15482,15615,15731,15824,16030,16249
850,19123,Mahaska County, Iowa,22381,22498,22399,22422,22365,22308,22172,22197,22000
851,19125,Marion County, Iowa,33309,33267,33272,33012,33270,33111,33143,33105,33407
852,19127,Marshall County, Iowa,40648,41013,41037,41007,40735,40364,40129,40148,39981
853,19129,Mills County, Iowa,15059,15029,14873,14907,14761,14875,15035,15053,15063
854,19131,Mitchell County, Iowa,10776,10707,10715,10667,10698,10675,10642,10570,10569
855,19133,Monona County, Iowa,9243,9238,9091,9032,8899,8868,8790,8746,8679
856,19135,Monroe County, Iowa,7970,8060,8074,7979,7958,7922,7831,7815,7790
857,19137,Montgomery County, Iowa,10740,10631,10539,10404,10382,10151,10128,10111,10003
858,19139,Muscatine County, Iowa,42745,42786,42863,42960,42982,43020,42925,42892,42929
859,19141,O'Brien County, Iowa,14398,14218,14155,14046,14043,13926,13933,13812,13840
860,19143,Osceola County, Iowa,6462,6316,6204,6236,6231,6163,6100,6039,6040
861,19145,Page County, Iowa,15932,15896,15701,15516,15483,15471,15349,15263,15249
862,19147,Palo Alto County, Iowa,9421,9355,9279,9166,9121,9137,9028,9059,8929
863,19149,Plymouth County, Iowa,24986,24816,24830,24932,24912,24903,25192,25091,25095
864,19151,Pocahontas County, Iowa,7310,7203,7142,7112,7097,6964,6849,6840,6740
865,19153,Polk County, Iowa,430640,438721,444676,452687,460977,467526,474579,481086,487204
866,19155,Pottawattamie County, Iowa,93158,93494,92919,92864,93274,93608,93592,93510,93533
867,19157,Poweshiek County, Iowa,18914,18894,18726,18605,18606,18614,18543,18563,18699
868,19159,Ringgold County, Iowa,5131,5048,5027,4971,4961,4976,4985,5029,4968
869,19161,Sac County, Iowa,10350,10221,10160,10030,10046,9965,9812,9796,9719
870,19163,Scott County, Iowa,165224,166614,168341,170206,171317,171927,172223,172692,173283
871,19165,Shelby County, Iowa,12167,11990,12023,11898,11878,11786,11653,11577,11578
872,19167,Sioux County, Iowa,33704,34014,34281,34509,34641,34769,34965,34841,34909
873,19169,Story County, Iowa,89542,91125,91999,93871,95797,96605,96845,97260,98105
874,19171,Tama County, Iowa,17767,17612,17500,17431,17311,17217,17191,17055,16904
875,19173,Taylor County, Iowa,6317,6303,6259,6230,6172,6256,6239,6148,6191
876,19175,Union County, Iowa,12534,12553,12584,12614,12624,12434,12368,12481,12359
877,19177,Van Buren County, Iowa,7570,7513,7448,7435,7391,7297,7241,7164,7020
878,19179,Wapello County, Iowa,35625,35481,35429,35509,35430,35505,35330,35107,35205
879,19181,Warren County, Iowa,46225,46639,46892,47355,47828,48465,49353,50102,51056
880,19183,Washington County, Iowa,21704,21822,21905,21945,22032,22147,22137,22257,22141
881,19185,Wayne County, Iowa,6403,6337,6329,6385,6376,6358,6444,6486,6401
882,19187,Webster County, Iowa,38013,37746,37325,37333,37070,37048,36746,36643,36277
883,19189,Winnebago County, Iowa,10866,10694,10601,10429,10554,10597,10597,10588,10518
884,19191,Winneshiek County, Iowa,21056,21048,21039,20839,20694,20736,20413,20131,20029
885,19193,Woodbury County, Iowa,102172,102707,102318,102288,102309,102491,102600,102052,102539
886,19195,Worth County, Iowa,7598,7560,7496,7489,7557,7502,7470,7461,7453
887,19197,Wright County, Iowa,13229,13033,13019,12982,12905,12843,12835,12749,12690
888,20001,Allen County, Kansas,13371,13348,13305,13067,12890,12662,12634,12518,12444
889,20003,Anderson County, Kansas,8102,8059,7918,7853,7881,7817,7815,7860,7878
890,20005,Atchison County, Kansas,16924,16754,16775,16690,16524,16419,16376,16301,16193
891,20007,Barber County, Kansas,4861,4922,4868,4910,4882,4824,4673,4583,4472
892,20009,Barton County, Kansas,27674,27694,27526,27453,27345,27173,26896,26432,26111
893,20011,Bourbon County, Kansas,15173,14944,14878,14836,14798,14742,14642,14676,14653
894,20013,Brown County, Kansas,9984,9971,9864,9910,9781,9698,9633,9612,9598
895,20015,Butler County, Kansas,65880,65836,65673,65676,65867,66245,66628,66836,66765
896,20017,Chase County, Kansas,2790,2768,2742,2689,2653,2655,2631,2658,2629
897,20019,Chautauqua County, Kansas,3669,3608,3558,3528,3455,3386,3359,3328,3309
898,20021,Cherokee County, Kansas,21603,21357,21191,20898,20766,20527,20232,20114,20015
899,20023,Cheyenne County, Kansas,2726,2693,2667,2671,2686,2677,2674,2690,2660
900,20025,Clark County, Kansas,2215,2120,2165,2178,2114,2081,2064,1999,2005
901,20027,Clay County, Kansas,8535,8530,8506,8389,8302,8294,8101,8016,7997
902,20029,Cloud County, Kansas,9533,9420,9417,9356,9332,9200,9095,8944,8729
903,20031,Coffey County, Kansas,8601,8486,8468,8378,8395,8290,8333,8228,8233
904,20033,Comanche County, Kansas,1891,1882,1912,1926,1950,1827,1840,1767,1748
905,20035,Cowley County, Kansas,36311,36242,36263,36164,35889,35773,35717,35356,35218
906,20037,Crawford County, Kansas,39134,39197,39321,39246,39263,39151,39078,39031,39019
907,20039,Decatur County, Kansas,2961,2926,2883,2908,2897,2926,2832,2878,2871
908,20041,Dickinson County, Kansas,19754,19681,19703,19430,19303,19204,18955,18842,18717
909,20043,Doniphan County, Kansas,7945,7959,7890,7876,7839,7784,7712,7665,7682
910,20045,Douglas County, Kansas,110826,112462,113309,114711,116448,118222,119858,120629,121436
911,20047,Edwards County, Kansas,3037,3019,2965,2967,3025,2956,2901,2893,2849
912,20049,Elk County, Kansas,2882,2786,2661,2633,2695,2573,2510,2522,2508
913,20051,Ellis County, Kansas,28452,28762,29086,29030,28963,29002,28948,28769,28710
914,20053,Ellsworth County, Kansas,6497,6463,6464,6368,6349,6307,6304,6307,6196
915,20055,Finney County, Kansas,36776,37119,37126,37097,37148,37208,36963,36853,36611
916,20057,Ford County, Kansas,33848,34381,34679,34900,34958,34693,34594,34288,33888
917,20059,Franklin County, Kansas,25992,25850,25821,25730,25528,25469,25530,25657,25631
918,20061,Geary County, Kansas,34362,35290,37902,36802,36451,36660,35136,33633,32594
919,20063,Gove County, Kansas,2695,2725,2760,2794,2748,2698,2623,2630,2612
920,20065,Graham County, Kansas,2597,2635,2581,2588,2557,2597,2573,2505,2492
921,20067,Grant County, Kansas,7829,7898,7839,7853,7799,7737,7689,7518,7336
922,20069,Gray County, Kansas,6006,6086,5963,5980,6061,6077,6020,5996,6033
923,20071,Greeley County, Kansas,1247,1254,1267,1282,1301,1301,1277,1233,1227
924,20073,Greenwood County, Kansas,6689,6610,6426,6358,6288,6233,6109,6094,6055
925,20075,Hamilton County, Kansas,2690,2636,2651,2620,2659,2565,2629,2620,2607
926,20077,Harper County, Kansas,6034,5935,5859,5839,5827,5781,5669,5583,5506
927,20079,Harvey County, Kansas,34684,34686,34756,34720,34603,34811,34736,34413,34210
928,20081,Haskell County, Kansas,4256,4233,4214,4124,4099,4088,4022,4031,3997
929,20083,Hodgeman County, Kansas,1916,1957,1927,1924,1883,1860,1834,1849,1818
930,20085,Jackson County, Kansas,13462,13424,13401,13310,13437,13284,13269,13321,13280
931,20087,Jefferson County, Kansas,19126,18958,18878,18790,18822,18813,18842,18990,18975
932,20089,Jewell County, Kansas,3077,3090,3054,3060,3043,2962,2880,2855,2841
933,20091,Johnson County, Kansas,544179,552872,559451,566411,573043,579708,585921,591284,597555
934,20093,Kearny County, Kansas,3977,3958,3972,3912,3939,3936,3902,3940,3943
935,20095,Kingman County, Kansas,7858,7890,7825,7801,7683,7634,7412,7313,7310
936,20097,Kiowa County, Kansas,2553,2558,2512,2534,2532,2572,2510,2501,2516
937,20099,Labette County, Kansas,21607,21374,21163,20872,20774,20630,20313,20152,19964
938,20101,Lane County, Kansas,1750,1743,1683,1698,1666,1630,1593,1546,1560
939,20103,Leavenworth County, Kansas,76227,77052,77635,78069,78537,79099,80190,81032,81352
940,20105,Lincoln County, Kansas,3241,3233,3179,3160,3183,3144,3082,3051,3023
941,20107,Linn County, Kansas,9656,9612,9485,9544,9537,9582,9608,9696,9750
942,20109,Logan County, Kansas,2756,2766,2793,2775,2768,2786,2818,2834,2844
943,20111,Lyon County, Kansas,33690,33650,33557,33489,33154,33165,33425,33344,33406
944,20113,McPherson County, Kansas,29180,29149,29217,29412,28893,28634,28411,28673,28537
945,20115,Marion County, Kansas,12660,12544,12374,12203,12185,12047,12008,11972,11950
946,20117,Marshall County, Kansas,10117,9981,10024,9972,9943,9842,9783,9698,9722
947,20119,Meade County, Kansas,4575,4519,4378,4287,4358,4303,4238,4260,4146
948,20121,Miami County, Kansas,32787,32735,32667,32834,32868,32756,32916,33413,33680
949,20123,Mitchell County, Kansas,6373,6284,6301,6308,6246,6300,6224,6191,6150
950,20125,Montgomery County, Kansas,35471,34781,34475,34449,34095,33426,32820,32388,32120
951,20127,Morris County, Kansas,5923,5864,5848,5719,5664,5628,5552,5466,5521
952,20129,Morton County, Kansas,3233,3175,3127,3116,3040,2952,2787,2744,2667
953,20131,Nemaha County, Kansas,10178,10089,10069,10094,10087,10093,10088,10098,10155
954,20133,Neosho County, Kansas,16512,16445,16418,16382,16323,16261,16062,16028,15951
955,20135,Ness County, Kansas,3107,3117,3077,3087,3089,3015,2953,2878,2840
956,20137,Norton County, Kansas,5671,5655,5586,5614,5534,5538,5494,5436,5430
957,20139,Osage County, Kansas,16295,16341,16175,16079,15969,15863,15807,15830,15941
958,20141,Osborne County, Kansas,3858,3832,3809,3800,3752,3642,3592,3556,3475
959,20143,Ottawa County, Kansas,6091,6063,6028,6043,6029,5937,5908,5834,5802
960,20145,Pawnee County, Kansas,6973,6977,6862,6863,6822,6768,6717,6670,6562
961,20147,Phillips County, Kansas,5642,5542,5523,5562,5496,5421,5404,5400,5317
962,20149,Pottawatomie County, Kansas,21604,22024,22328,22573,22738,23126,23612,23972,24277
963,20151,Pratt County, Kansas,9656,9642,9758,9776,9767,9696,9554,9513,9378
964,20153,Rawlins County, Kansas,2519,2508,2509,2562,2543,2508,2500,2485,2508
965,20155,Reno County, Kansas,64511,64420,64199,64072,63699,63591,63184,62688,62342
966,20157,Republic County, Kansas,4980,4891,4825,4767,4741,4688,4660,4675,4664
967,20159,Rice County, Kansas,10083,10095,9987,9976,9968,9925,9788,9598,9531
968,20161,Riley County, Kansas,71115,73419,77499,76936,76485,77149,75163,73982,73703
969,20163,Rooks County, Kansas,5181,5199,5220,5194,5204,5182,5123,5067,5013
970,20165,Rush County, Kansas,3307,3211,3209,3178,3162,3100,3055,3065,3093
971,20167,Russell County, Kansas,6970,6984,6987,6974,7004,7040,7004,6929,6907
972,20169,Saline County, Kansas,55606,55778,55836,55762,55524,55453,54977,54529,54401
973,20171,Scott County, Kansas,4936,4892,4856,4909,4969,4952,4983,4943,4897
974,20173,Sedgwick County, Kansas,498365,500984,504135,506518,509072,511164,513188,513289,513607
975,20175,Seward County, Kansas,22952,23140,23368,23335,23335,23270,22878,22199,21780
976,20177,Shawnee County, Kansas,177934,178928,178965,178657,178586,178736,178426,178173,177499
977,20179,Sheridan County, Kansas,2556,2501,2491,2500,2502,2476,2487,2531,2533
978,20181,Sherman County, Kansas,6010,6053,6120,6090,6067,5963,5954,5948,5899
979,20183,Smith County, Kansas,3853,3791,3753,3699,3729,3689,3656,3636,3603
980,20185,Stafford County, Kansas,4437,4380,4349,4340,4282,4216,4186,4207,4178
981,20187,Stanton County, Kansas,2235,2211,2153,2176,2139,2069,2089,2029,1987
982,20189,Stevens County, Kansas,5724,5630,5739,5810,5842,5795,5661,5573,5559
983,20191,Sumner County, Kansas,24132,23783,23630,23533,23379,23403,23165,23098,22996
984,20193,Thomas County, Kansas,7900,7939,7931,7933,7836,7896,7847,7830,7711
985,20195,Trego County, Kansas,3001,2953,2941,2945,2895,2906,2849,2848,2793
986,20197,Wabaunsee County, Kansas,7053,7037,6994,7025,6938,6884,6881,6839,6899
987,20199,Wallace County, Kansas,1485,1525,1523,1560,1501,1505,1502,1526,1503
988,20201,Washington County, Kansas,5799,5818,5726,5625,5610,5568,5563,5466,5420
989,20203,Wichita County, Kansas,2234,2258,2226,2190,2185,2164,2130,2130,2105
990,20205,Wilson County, Kansas,9409,9241,9123,9094,8973,8848,8700,8712,8665
991,20207,Woodson County, Kansas,3309,3323,3275,3216,3188,3144,3190,3145,3183
992,20209,Wyandotte County, Kansas,157505,158020,159411,160984,162320,163832,164934,165313,165324
993,21001,Adair County, Kentucky,18656,18991,18937,19126,19265,19168,19264,19294,19215
994,21003,Allen County, Kentucky,19956,20190,20250,20333,20510,20678,20738,20921,21122
995,21005,Anderson County, Kentucky,21421,21551,21686,21737,21853,21891,22146,22518,22663
996,21007,Ballard County, Kentucky,8249,8269,8287,8254,8189,8216,8045,8021,7979
997,21009,Barren County, Kentucky,42173,42329,42620,42952,43048,43566,43794,43815,44176
998,21011,Bath County, Kentucky,11591,11714,11781,11974,12131,12201,12245,12378,12383
