"fips","redemp_snaps","pct_snap","pc_snapben","snap_part_rate","pc_wic_redemp","redemp_wics","pct_wic","pct_wicinfantchild","food_banks","foodinsec__","vlfoodsec__","fmrktpth","pct_diabetes_adults","pct_obese_adults","pct_hspa","recfacpth","medhhinc","povrate","perpov","childpovrate","perchldpov","metro","census_population","population_estimate","pct_laccess_pop","pct_laccess_lowi","pct_laccess_hhnv","pct_laccess_snap","grocpth","supercpth","convspth","snapspth","wicspth","ffrpth","fsrpth","pc_ffrsales","pc_fsrsales"
"5019.0","274413.6832836933","14.976356781485874","14.650758743286133","72.0735","20.91537475585937","161687.82421875","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.04480007663369175","10.85","34.75","21.40000000000001","0.08797972300000001","37856.0","22.5","0.0","28.2","1.0","0.0","22995.0","22524.625","25.061333083428874","12.683847066682569","3.676710245235284","5.995812974736582","0.131613548","0.04398985","0.4398986145","0.668316183186756","0.13148118183016777","0.9026822515","0.461715527","599.4428659080645","458.5246749169709"
"5023.0","159510.07736590548","14.976356781485874","12.276364803314209","72.0735","13.922521591186523","66564.4765625","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.03952805884182445","12.7","34.75","21.40000000000001","0.0193125","43913.0","15.6","0.0","24.7","0.0","0.0","25970.0","25432.25","11.336322127541166","4.0446830559716656","2.812428723589755","0.6045863671853313","0.293615034","0.0391861","0.5486051165","0.87692758236486","0.13738447427749628","0.647412008","0.9007187059999999","599.4428659080645","458.5246749169709"
"5027.0","338718.733128991","14.976356781485874","21.81130313873291","72.0735","22.689151763916016","92209.63671875","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.041834533214569","12.45","34.75","21.40000000000001","0.12272691200000001","38057.0","23.8","1.0","32.8","1.0","0.0","24552.0","24106.25","17.601174529619318","7.3105810268635745","3.5013129384659907","2.975146066826294","0.1638326905","0.0411058","0.699388656","0.8228576837683661","0.24618805199861526","0.7416752805","0.3485134815","599.4428659080645","458.5246749169709"
"5031.0","255201.84469701926","14.976356781485874","16.495465755462646","72.0735","20.88733196258545","141381.84375","2.872103299278622","31.378898623066267","1.0","14.25","5.95","0.01904992479830975","11.6","34.75","21.40000000000001","0.0741340735","42460.0","17.3","0.0","24.3","0.0","1.0","96443.0","103565.875","20.781792078430215","9.43278557822991","2.634056204711369","3.114054151630796","0.185722876","0.0388916","0.366000594","0.885036320903805","0.1474512442946434","0.8039229365","0.745405946","599.4428659080645","458.5246749169709"
"5033.0","285412.8002502498","14.976356781485874","16.876933574676514","72.0735","17.91138744354248","138888.73828125","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.015992175787687253","9.8","34.75","21.40000000000001","0.0805487875","46545.0","14.4","0.0","22.5","0.0","1.0","61948.0","62221.0","19.012388608752584","8.724530477813804","2.8405448338251142","2.633405989381234","0.128973706","0.03224345","0.42713573250000003","0.6552746486418037","0.12891377508640284","0.4515275265","0.5805012325","599.4428659080645","458.5246749169709"
"5035.0","333634.27062084","14.976356781485874","33.542805671691895","72.0735","33.54707145690918","139521.640625","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.0","14.8","34.75","21.40000000000001","0.04007615","37371.0","25.9","1.0","37.3","1.0","1.0","50902.0","49424.75","12.374734407456103","4.673264404662911","2.7067765251745057","2.308222136013308","0.190242935","0.0200381","0.6011424305","1.3041162028187476","0.2401449605822563","0.6308430485000001","0.4111371645","599.4428659080645","458.5246749169709"
"5037.0","231140.7821523809","14.976356781485874","18.864209175109863","72.0735","24.792017936706543","107940.85546875","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.058517135679721805","12.95","34.75","21.40000000000001","0.114888183","39132.0","21.5","0.0","31.8","1.0","0.0","17870.0","17253.0","14.913895295704869","7.165228293523223","4.399110650019972","2.076479215917124","0.200428475","0.0574441","0.46205610750000004","1.0507764370695953","0.22979027777910224","0.5756926015","0.5438413345","599.4428659080645","458.5246749169709"
"5045.0","295367.77338845027","14.976356781485874","12.436270713806152","72.0735","14.317666053771973","151480.27734375","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.0326166711747646","10.25","34.75","21.40000000000001","0.08029389349999999","51157.0","14.8","0.0","17.0","0.0","1.0","113237.0","120757.0","21.016824831504145","7.319929739595999","2.6971797089026057","1.572063429675196","0.11347150850000001","0.0167953","0.39365699249999997","0.5376442699293854","0.09623840823769564","0.6537776040000001","0.616917435","599.4428659080645","458.5246749169709"
"5047.0","206900.9177642796","14.976356781485874","17.141691207885742","72.0735","15.64729118347168","118808.14453125","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.02807411551475525","12.350000000000001","34.75","21.40000000000001","0.0","41933.0","18.2","0.0","26.9","0.0","0.0","18125.0","17844.75","8.479175722924193","4.599846191236091","3.4990838283567287","0.9962016281866592","0.11216706200000001","0.0","0.421892387","0.7818282689029243","0.16874506324529645","0.308206239","0.5608353095","599.4428659080645","458.5246749169709"
"5051.0","322240.75155476504","14.976356781485874","17.40879774093628","72.0735","17.4371280670166","136744.6171875","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.02536832354962825","12.35","34.75","21.40000000000001","0.0565044795","37723.0","19.3","0.0","28.2","0.0","1.0","96024.0","97871.625","29.878240228632215","11.121543832607315","3.2014538000622528","3.430769681114553","0.1537293445","0.041014049999999996","0.4818419365","0.7632329738029466","0.12806690484285355","0.8303147","1.1323161824999999","599.4428659080645","458.5246749169709"
"5055.0","312176.4784726971","14.976356781485874","18.344670295715332","72.0735","23.375","231701.2265625","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.02261624019592995","11.25","34.75","21.40000000000001","0.0803283215","43996.0","17.1","0.0","24.9","0.0","0.0","42090.0","44032.5","22.459817385430625","8.865671025083689","2.6330154971663893","3.617233946620566","0.1367516745","0.022877599999999998","0.4001004985","0.7698867524771902","0.10266686603426925","0.606512267","0.5948166340000001","599.4428659080645","458.5246749169709"
"5057.0","374482.100127551","14.976356781485874","20.232669830322266","72.0735","35.36202430725098","196909.71875","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.06829059869050975","13.25","34.75","21.40000000000001","0.0666963095","34560.0","24.1","0.0","34.1","1.0","0.0","22609.0","22168.375","26.795841018903538","12.546503637578862","3.811344420053654","4.2099888848363385","0.179261851","0.04493255","0.651756118","0.791963225003462","0.1797048076987266","0.5401272605","0.584123125","599.4428659080645","458.5246749169709"
"5059.0","201805.08429908613","14.976356781485874","16.776567459106445","72.0735","16.36467742919922","120006.10546875","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.0","11.45","34.75","21.40000000000001","0.04499145","39851.0","20.8","0.0","28.1","0.0","0.0","32923.0","33468.625","16.98892358745778","7.674796277052274","2.3806864764185725","2.6125292545617183","0.1802519275","0.030041949999999998","0.4959073705","0.8523932888797539","0.13529283925890917","0.510570748","0.3155123965","599.4428659080645","458.5246749169709"
"5061.0","271375.7234545718","14.976356781485874","19.9891939163208","72.0735","41.12149810791016","168114.92578125","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.07435976713895795","12.600000000000001","34.75","21.40000000000001","0.0733847505","33199.0","18.7","0.0","30.7","0.0","0.0","13789.0","13500.625","27.937278146306625","14.012028525079337","3.0674210072408292","4.776509298816589","0.256331083","0.0733847505","0.7338475019999999","1.0433443479708577","0.2557139471173286","0.6614938375","0.440308501","599.4428659080645","458.5246749169709"
"5063.0","260359.33838832492","14.976356781485874","15.745157241821289","72.0735","24.51551628112793","164368.578125","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.0","11.6","34.75","21.40000000000001","0.0810570755","38241.0","18.0","0.0","26.8","0.0","0.0","36647.0","37129.125","16.93179466497827","7.539698230320871","3.025215017465878","1.9761963369588356","0.162204852","0.02704925","0.5410759835000001","0.816687618441864","0.14869546145200724","0.689892292","0.635703041","599.4428659080645","458.5246749169709"
"5065.0","92153.9924003935","14.976356781485874","14.808819770812988","72.0735","13.623175144195557","46081.806640625","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.07408037036657325","12.65","34.75","21.40000000000001","0.0","35355.0","19.8","0.0","31.4","1.0","0.0","13696.0","13538.375","3.508587391586263","1.598471659521182","3.1673214888861194","0.163068871379339","0.2956744945","0.0","0.5542844965","1.124528342022642","0.2956967353820801","0.2956744945","0.5547052179999999","599.4428659080645","458.5246749169709"
"5067.0","241824.41865391308","14.976356781485874","22.56243324279785","72.0735","20.275230407714844","93732.19140625","2.872103299278622","31.378898623066267","0.0","14.25","5.95","0.0579384490847587","12.15","34.75","21.40000000000001","0.0559159025","32571.0","27.5","0.0","39.7","1.0","0.0","17997.0","17428.25","15.531486563272825","9.479856411487386","4.925157614114299","4.711233912582748","0.1705339725","0.0","0.5414173795","1.1511401769371568","0.2265216559171676","0.398841358","0.510673163","599.4428659080645","458.5246749169709"
