FIPS,GROCPTH11,GROCPTH16,PCH_GROCPTH_11_16
5097,0.106416942,0.111744329,5.006145938
5099,0.111049417,0.119417244,7.535228087
5101,0.484144275,0.254161901,-47.50285932
5103,0.194340796,0.208168533,7.115200466
5105,0.096366965,0.194685097,102.024725
5107,0.373744452,0.31496063,-15.72834646
5109,0.445156695,0.369788296,-16.93075714
5111,0.245499182,0.208263912,-15.1671665
5113,0.291913983,0.148949903,-48.97472817
5115,0.095764037,0.125289733,30.83171501
5117,0.348837209,0.362713094,3.977753597
5119,0.157753589,0.144788748,-8.218412556
5121,0.278241514,0.172334559,-38.06295956
5123,0.250178699,0.22810219,-8.824296142
5125,0.082185026,0.102060777,24.18415166
5127,0.178015131,0.28957529,62.66891892
5129,0.371747212,0.251098556,-32.45448839
5131,0.173329342,0.141102323,-18.59293904
5133,0.116448326,0.29489826,153.2438809
5135,0.173721698,0.175049597,0.764383242
5137,0.160038409,0.16,-0.024
5139,0.193297412,0.150500414,-22.14049214
5141,0.116292592,0.120322464,3.465286969
5143,0.149229303,0.171353251,14.82547197
5145,0.153836293,0.139526624,-9.30188065
5147,0.2787068,0.452966933,62.52453571
5149,0.182448458,0.139625803,-23.47109746
6001,0.25257552,0.225013247,-10.91248789
6003,0.914913083,0.0,-100.0
6005,0.293028584,0.346916447,18.38996805
6007,0.209088058,0.19865357,-4.990475185
6009,0.287846246,0.242745228,-15.66844057
6011,0.468033324,0.462000462,-1.288981289
6013,0.196964496,0.17564737,-10.82282638
6015,0.246071642,0.218579235,-11.17252147
6017,0.176820003,0.171791788,-2.843690947
6019,0.247777447,0.262369657,5.88924079
6021,0.213068182,0.286051418,34.25346539
6023,0.325349936,0.351779786,8.12351468
6025,0.22707017,0.193391535,-14.83181843
6027,0.21737949,0.277254076,27.54380614
6029,0.213250515,0.211278904,-0.924551665
6031,0.210484773,0.186919631,-11.19565145
6033,0.34228992,0.375293198,9.64190774
6035,0.204415372,0.226215098,10.66442606
6037,0.203419017,0.195063168,-4.107703218
6039,0.230451158,0.245215079,6.406529727
6041,0.250484335,0.267653671,6.854455191
6043,0.495212942,0.285322986,-42.38377844
6045,0.537960557,0.525060211,-2.398009726
6047,0.21571067,0.252902804,17.24167519
6049,0.525486075,0.447377251,-14.86410916
6051,0.348942704,0.425501737,21.94028792
6053,0.265930924,0.256667041,-3.48356758
6055,0.27555201,0.282388157,2.480891425
6057,0.253256884,0.252390135,-0.342241022
6059,0.181760721,0.156087589,-14.12468647
6061,0.179550842,0.168535479,-6.134954785
6063,0.507202272,0.479054665,-5.549582158
6065,0.157878965,0.146237914,-7.373402132
6067,0.179852855,0.181726868,1.041969865
6069,0.214155691,0.151681133,-29.17249516
6071,0.162433614,0.144586364,-10.98741215
6073,0.195874407,0.174544797,-10.88943202
6075,0.390790573,0.408627753,4.564383304
6077,0.238824523,0.217896374,-8.762981611
6079,0.25815969,0.244436415,-5.315808811
6081,0.23044572,0.236498471,2.626540759
6083,0.279304696,0.268879847,-3.732428853
6085,0.179731968,0.180163856,0.240295655
6087,0.260276195,0.257997936,-0.875323432
6089,0.213969988,0.19577791,-8.502163567
6091,0.0,0.337381916,
6093,0.403460797,0.436671187,8.231379549
6095,0.168005914,0.163518185,-2.671173366
6097,0.274690358,0.27786985,1.157481967
6099,0.25867028,0.241986283,-6.449909046
6101,0.285532995,0.218617918,-23.43514682
6103,0.205218874,0.157619318,-23.19453134
6105,0.658039044,0.700989174,6.526988083
6107,0.239182042,0.258226914,7.96250082
6109,0.218850306,0.297469649,35.92379819
6111,0.204575266,0.196217583,-4.085382778
6113,0.192990964,0.203742377,5.570941113
6115,0.124119099,0.133005254,7.15937724
8001,0.126261787,0.126659898,0.315305902
8003,0.248185146,0.243072436,-2.060038892
8005,0.131634057,0.149148519,13.30541806
8007,0.332944898,0.233717669,-29.8028981
8009,0.529380625,0.281848929,-46.75873732
8011,0.316055626,0.352050695,11.38883999
8013,0.163051797,0.189928792,16.48371591
8014,0.139263643,0.090213355,-35.22117307
8015,0.332981852,0.366837858,10.16752262
8017,1.079330815,1.090512541,1.035986914
8019,0.22217285,0.106826194,-51.91753018
8021,0.483150139,0.371655104,-23.07668484
8023,0.550055006,0.539811066,-1.862348178
8025,0.17067759,0.190331176,11.51503616
8027,0.236518448,0.434688111,83.78613345
8029,0.230475438,0.230672906,0.085678508
8031,0.163072611,0.168399357,3.26648723
8033,0.489236791,0.484966052,-0.872938894
8035,0.075247118,0.076284168,1.378191383
8037,0.308332691,0.312706938,1.418677801
8039,0.043163,0.0399345,-7.479733237
8041,0.087967879,0.088829863,0.979884925
8043,0.12680968,0.106596171,-15.9400361
8045,0.125080409,0.169761994,35.72228878
8047,0.553709856,0.0,-100.0
8049,0.412541254,0.33049111,-19.88895499
8051,0.388500389,0.303195682,-21.95743133
8053,1.212121212,2.541296061,109.656925
8055,0.460193281,0.607718019,32.05712549
8057,0.736377025,1.470588235,99.70588235
8059,0.096219855,0.106860253,11.05842251
8061,1.397624039,1.483679525,6.15727003
8063,0.367827366,0.393287887,6.921866807
8065,0.136332652,0.262950302,92.87404681
8067,0.212478269,0.181106926,-14.76449514
8069,0.101630347,0.106341812,4.635883634
8071,0.266081288,0.283949741,6.715411372
8073,0.369208049,0.359582884,-2.606975908
8075,0.135844956,0.091220068,-32.84986697
8077,0.115429534,0.140192531,21.45291298
8079,2.812939522,1.324503311,-52.91390729
8081,0.149120191,0.151964136,1.907149913
8083,0.196363351,0.192492782,-1.971126083
8085,0.171044594,0.19436346,13.63320839
8087,0.176081138,0.249438763,41.66126216
8089,0.212089077,0.164482702,-22.44640605
8091,0.906412871,0.627090301,-30.81626254
8093,0.249329926,0.23054755,-7.53314121
8095,0.457247371,0.934361131,104.3447793
8097,0.233290563,0.391192579,67.68469878
8099,0.239693193,0.166819585,-30.4028693
8101,0.118623221,0.103134062,-13.0574428
8103,0.147688672,0.154249576,4.442387783
8105,0.4199916,0.264596931,-36.99947081
8107,0.344145229,0.364682524,5.967624296
8109,0.323781771,0.780396441,141.0254409
8111,0.0,1.45137881,
8113,0.803320391,0.753390256,-6.215469613
8115,0.422654269,0.415800416,-1.621621622
8117,0.357295984,0.329684821,-7.727812212
8119,0.171210889,0.166389351,-2.816139767
8121,0.209951711,0.206355757,-1.712752786
8123,0.123777695,0.108753649,-12.13792682
8125,0.693206576,0.395335046,-42.97009573
9001,0.218420956,0.219133978,0.326443925
9003,0.238366278,0.288108168,20.86783866
9005,0.21684402,0.240309781,10.82149313
9007,0.216521818,0.189680175,-12.39673818
9009,0.211627974,0.240705231,13.7397985
9011,0.18299869,0.144816139,-20.8649311
9013,0.137198408,0.105858613,-22.84268182
9015,0.135139701,0.206821668,53.04286379
10001,0.115047624,0.160225231,39.26861399
10003,0.158589074,0.173881556,9.642834944
10005,0.234468928,0.213546092,-8.92350052
11001,0.280493152,0.271796311,-3.100553953
12001,0.180121041,0.162668674,-9.689243986
12003,0.258856593,0.214938205,-16.96630076
12005,0.159272303,0.158476873,-0.499414668
12007,0.105514913,0.112241844,6.375336726
12009,0.134082973,0.138432494,3.243902386
12011,0.203614607,0.193519244,-4.958073974
12013,0.135924969,0.139266068,2.458046097
12015,0.118838386,0.117873561,-0.811880001
12017,0.128787608,0.125882929,-2.255402476
12019,0.13521244,0.101331789,-25.05734711
12021,0.180060854,0.166623417,-7.462719804
12023,0.089141125,0.101048012,13.35734427
12027,0.143702937,0.139178845,-3.14822547
12029,0.243857831,0.182071979,-25.33683316
12031,0.215496243,0.187827889,-12.83936719
12033,0.150317671,0.147572591,-1.826185865
12035,0.153869826,0.120588099,-21.62979454
12037,0.523149359,0.423764726,-18.99737266
12039,0.168936754,0.151662875,-10.22505687
12041,0.176543283,0.174317257,-1.260894829
12043,0.077924102,0.074294205,-4.658246657
12045,0.253807107,0.248447205,-2.111801242
12047,0.205606196,0.139625803,-32.09066369
12049,0.433886539,0.328815169,-24.21632385
12051,0.256798747,0.252270434,-1.763370333
12053,0.144645791,0.120725892,-16.53687902
12055,0.203146743,0.108312491,-46.68263455
12057,0.219470926,0.202659618,-7.659924698
12059,0.201623066,0.206111197,2.226000928
12061,0.186934702,0.17835674,-4.588747976
12063,0.162654522,0.144951545,-10.88379028
12065,0.206625801,0.215316156,4.205842245
12067,0.113636364,0.115553501,1.687081119
12069,0.156400265,0.110305845,-29.47208536
12071,0.182228159,0.149479728,-17.97111479
12073,0.15088971,0.128886629,-14.58222818
12075,0.199232953,0.250934732,25.9504153
12077,0.242101441,0.360620267,48.95420123
12079,0.156854544,0.218507593,39.30587421
12081,0.174022953,0.143784132,-17.37634039
12083,0.165509604,0.160855291,-2.812110837
12085,0.196110255,0.214532697,9.393921196
12086,0.235268315,0.235333412,0.0276692
12087,0.36495857,0.349270413,-4.298613267
12089,0.175329755,0.125121994,-28.63618952
12091,0.14201442,0.120051022,-15.46561135
12093,0.250915843,0.221146522,-11.86426518
12095,0.193036177,0.166213609,-13.89509932
12097,0.200909114,0.162726708,-19.00481523
12099,0.175758097,0.181597064,3.322160801
12101,0.156483788,0.123393679,-21.14603026
12103,0.202489753,0.206837916,2.147349624
12105,0.177071242,0.130431263,-26.33966899
12107,0.162965981,0.1657367,1.70018231
12109,0.158099542,0.114871132,-27.34252705
12111,0.13547865,0.143753737,6.108037811
12113,0.09632241,0.082322433,-14.53449604
12115,0.209279998,0.215559522,3.000537082
12117,0.168849595,0.140254299,-16.93536566
12119,0.132685556,0.098263198,-25.94280704
12121,0.138395534,0.159689746,15.38648721
12123,0.132438637,0.135636133,2.414323176
12125,0.0,0.065500753,
12127,0.151674793,0.12853519,-15.25606352
12129,0.064576539,0.094088129,45.7001725
12131,0.161905447,0.137530562,-15.05501223
12133,0.122414004,0.0408998,-66.58895706
13001,0.108289566,0.108195834,-0.086556668
13003,0.477726024,0.240384615,-49.68149039
13005,0.268769038,0.175978883,-34.52412377
13007,0.301568154,0.311720698,3.366583541
13009,0.243648526,0.154901527,-36.42418878
13011,0.0547435,0.0546179,-0.229395379
13013,0.171688557,0.181603559,5.77499319
13015,0.099787453,0.1546925,55.02199534
13017,0.284689404,0.116346713,-59.13205352
13019,0.206387699,0.315556958,52.89523509
13021,0.236851539,0.254560882,7.476980587
13023,0.305810398,0.1550628,-49.29446426
13025,0.21574973,0.108962136,-49.49605012
13027,0.312617231,0.191168037,-38.84916842
13029,0.223849573,0.195301601,-12.75319458
13031,0.110060946,0.133831185,21.59734211
13033,0.127648711,0.176928521,38.60580326
13035,0.127253446,0.084352594,-33.71292001
13037,0.150943396,0.156421086,3.628969185
13039,0.119265326,0.09539072,-20.01806064
13043,0.178443969,0.366468163,105.3687586
13045,0.189602557,0.223577061,17.91880058
13047,0.123533045,0.105633271,-14.48986675
13049,0.29713267,0.156850443,-47.21198337
13051,0.176554971,0.17968831,1.774710022
13053,0.088786291,0.099009901,11.51485149
13055,0.272617518,0.241613981,-11.37254
13057,0.160683133,0.140728477,-12.41863765
13059,0.160428259,0.183973508,14.67649711
13061,0.633111744,0.665335995,5.089820359
13063,0.182954719,0.182138954,-0.445883303
13065,0.297044408,0.294594196,-0.82486375
13067,0.162022732,0.143908474,-11.18007178
13069,0.209146682,0.185981634,-11.07598125
13071,0.261711594,0.306540255,17.12903155
13073,0.139627969,0.149202108,6.856891819
13075,0.352009387,0.232734043,-33.88413724
13077,0.154567867,0.149495985,-3.281330087
13079,0.079270709,0.0,-100.0
13081,0.462943479,0.610420754,31.85643221
13083,0.301404545,0.184706317,-38.71813816
13085,0.17942852,0.169398213,-5.590141024
13087,0.289257692,0.224592925,-22.3554183
13089,0.192944243,0.203565067,5.504607743
13091,0.370181852,0.239957767,-35.1784086
13093,0.068493151,0.0,-100.0
13095,0.241947361,0.17700094,-26.84320266
13097,0.112593171,0.105618183,-6.194858507
13099,0.278189911,0.388424937,39.62581731
13101,0.0,0.0,0.0
13103,0.075904209,0.068314177,-9.999487644
13105,0.302678707,0.261192081,-13.70648975
13107,0.222311147,0.13390466,-39.76700589
13109,0.091024941,0.281214848,208.9426322
13111,0.423065533,0.280100836,-33.79256532
13113,0.149237026,0.161800662,8.418578312
13115,0.207854834,0.175947009,-15.35101428
13117,0.175791336,0.163586544,-6.942771974
13119,0.273087251,0.179323949,-34.33455871
13121,0.202358957,0.191359905,-5.435416602
13123,0.14120305,0.266373656,88.64582293
13125,0.0,0.0,0.0
13127,0.236960914,0.224777588,-5.141491577
13129,0.234246896,0.19302648,-17.59699581
13131,0.119421998,0.200859679,68.19320023
13133,0.186567164,0.354212173,89.85772478
13135,0.177148778,0.159849895,-9.765171971
13137,0.116100868,0.158453494,36.47916337
13139,0.186335063,0.178355764,-4.282231959
13141,0.106428267,0.231026915,117.072889
13143,0.175648142,0.138729928,-21.01827767
13145,0.216631077,0.118987417,-45.07370846
13147,0.157288349,0.156568029,-0.457961484
13149,0.170575693,0.086400553,-49.34767583
13151,0.130384393,0.121976011,-6.448916898
13153,0.152808552,0.098773887,-35.36102155
13155,0.103124678,0.106849022,3.611496955
13157,0.114799265,0.169288067,47.46441653
13159,0.144529556,0.144707329,0.12300123
13161,0.32985882,0.267201069,-18.99532398
13163,0.417188152,0.316696225,-24.08791487
13165,0.123046635,0.114025086,-7.331812999
13167,0.099910081,0.102774923,2.867420349
13169,0.10440593,0.105067769,0.633908871
13171,0.220276447,0.216567407,-1.683811586
13173,0.09544717,0.191314329,100.440023
13175,0.229913887,0.148330225,-35.48444266
13177,0.174941395,0.136845706,-21.77625727
13179,0.107545054,0.114025086,6.025411305
13181,0.12704866,0.12716175,0.089013225
13183,0.131509732,0.0537808,-59.10508766
13185,0.152466368,0.12247826,-19.66867058
13187,0.0327815,0.095153514,190.2657955
13189,0.185073798,0.093214019,-49.63413497
13191,0.28123462,0.142126208,-49.46347357
13193,0.414880376,0.295857988,-28.68836292
13195,0.284444444,0.138758803,-51.21760849
13197,0.114784206,0.352485019,207.0849489
13199,0.277687786,0.427107062,53.8083713
13201,0.658327847,0.340078218,-48.34211869
13205,0.384598949,0.312346616,-18.78640945
13207,0.189810948,0.111611295,-41.19870531
13209,0.110692938,0.111321385,0.567739063
13211,0.223426241,0.0551846,-75.30075603
13213,0.202994164,0.126980902,-37.44603312
13215,0.209899044,0.208856536,-0.496671031
13217,0.179147259,0.140739351,-21.43929443
13219,0.150384986,0.108501058,-27.85113655
13221,0.068017957,0.067980965,-0.054385
13223,0.083568951,0.077232999,-7.581706077
13225,0.180577124,0.185880516,2.936912153
13227,0.16999864,0.162892979,-4.179833849
13229,0.213003887,0.156103653,-26.71323759
13231,0.168728909,0.0557942,-66.93261917
13233,0.145260864,0.239635754,64.96924675
13235,0.16889039,0.176881578,4.731582206
13237,0.094002632,0.139224058,48.10655281
13239,0.0,0.428632662,
13241,0.24585126,0.242013553,-1.560987415
13243,0.132205182,0.138408304,4.692041522
13245,0.169679306,0.178210764,5.027989573
13247,0.245605417,0.19020979,-22.55472528
13249,0.198333994,0.193873594,-2.248933695
13251,0.208275479,0.213797035,2.651083238
13253,0.456360525,0.473653049,3.789224393
13255,0.218678246,0.185893762,-14.99211058
13257,0.155195158,0.233245218,50.29155652
13259,0.0,0.170212766,
13261,0.249361012,0.197661011,-20.73299292
13263,0.146563095,0.15740595,7.398079647
13265,0.0,0.0,0.0
13267,0.314366551,0.158221589,-49.66971243
13269,0.355660937,0.121966093,-65.70720007
13271,0.184433788,0.249469877,35.26256705
13273,0.42593973,0.675067507,58.4889739
13275,0.179360133,0.155245065,-13.44505434
13277,0.169907037,0.196801968,15.82920401
13279,0.14697777,0.110314396,-24.9448428
13281,0.189071658,0.264340471,39.80967486
13283,0.146563095,0.29730935,102.8541698
13285,0.221772107,0.186310479,-15.99012077
13287,0.111894372,0.125439037,12.10486704
13289,0.0,0.0,0.0
13291,0.235271974,0.176522507,-24.97087379
13293,0.297088532,0.22889406,-22.95425934
13295,0.116255413,0.087814302,-24.46433276
13297,0.094579417,0.100098987,5.835909955
13299,0.192858717,0.167710197,-13.03986711
13301,0.176149375,0.185804534,5.481233742
13303,0.143041053,0.098313916,-31.26874109
13305,0.132013201,0.100050025,-24.21210605
13307,0.361663653,0.382848392,5.857580398
13309,0.24789291,0.124734938,-49.68192591
13311,0.145948115,0.104076323,-28.68950564
13313,0.213476168,0.22923074,7.380014205
13315,0.108589423,0.0,-100.0
13317,0.391006843,0.305436775,-21.8845449
13319,0.212539851,0.331564987,56.00132626
13321,0.18583043,0.096529755,-48.05492543
15001,0.219193901,0.216427338,-1.262153168
15003,0.20485994,0.18634898,-9.035909942
15005,0.0,0.0,0.0
15007,0.280103786,0.27867185,-0.511216175
15009,0.261416238,0.284187104,8.710578072
16001,0.089776681,0.105791761,17.83879812
16003,0.251193168,0.0,-100.0
16005,0.10765679,0.13036419,21.09239924
16007,0.503947589,0.336587008,-33.2099181
16009,0.327153762,0.332520505,1.640434493
16011,0.108953825,0.132582035,21.68644349
16013,0.189861401,0.229980222,21.13058277
16015,0.286327845,0.282167043,-1.453160271
16017,0.294348509,0.283399854,-3.719623078
16019,0.075624374,0.089265789,18.03838429
16021,0.277315585,0.429184549,54.7639485
16023,0.352982704,0.38865138,10.10493587
16025,0.896860987,0.922509225,2.859778598
16027,0.109766615,0.118421115,7.884455278
16029,0.438468284,0.434404865,-0.926730379
16031,0.216459587,0.213110562,-1.547182678
16033,0.0,0.0,0.0
16035,0.464792006,0.584453536,25.74517826
16037,0.924855491,0.973472864,5.256753468
16039,0.152700897,0.153315447,0.402453047
16041,0.156140214,0.149846407,-4.03086836
16043,0.152566939,0.155183116,1.714773433
16045,0.0599556,0.0588963,-1.766888509
16047,0.260841213,0.331257453,26.99582616
16049,0.30422878,0.30810944,1.275573084
16051,0.076025392,0.071924336,-5.39432517
16053,0.0443695,0.085995614,93.81691534
16055,0.127767407,0.13059604,2.213893097
16057,0.185155795,0.180449577,-2.541761188
16059,0.501064763,0.646663218,29.05781169
16061,0.788643533,1.0408535,31.98022378
16063,0.389787566,0.379722802,-2.582115056
16065,0.105627294,0.0515716,-51.17583353
16067,0.09896091,0.0485838,-50.90608755
16069,0.279046169,0.27434158,-1.685953711
16071,0.236518448,0.23142791,-2.152279565
16073,0.263736264,0.264014785,0.105605914
16075,0.133055395,0.218150087,63.95433392
16077,0.128584287,0.130531262,1.514162642
16079,0.473783955,0.483364215,2.022073632
16081,0.098386462,0.180407721,83.36640808
16083,0.217834215,0.203505076,-6.578002298
16085,0.622729632,0.47998464,-22.92246648
16087,0.197335964,0.19872814,0.705484897
17001,0.178568771,0.164984326,-7.607402297
17003,0.250281567,0.308118934,23.10892004
17005,0.225746374,0.0593789,-73.69663322
17007,0.166266396,0.112019715,-32.62636446
17009,0.145391102,0.148279953,1.986951364
17011,0.086665126,0.149552837,72.56403354
17013,0.59429477,0.61741099,3.889689236
17015,0.197109067,0.205324755,4.168092533
17017,0.367080244,0.394290671,7.412664616
17019,0.162693815,0.181586203,11.61223497
17021,0.201711668,0.240449641,19.20462694
17023,0.12345679,0.189298334,53.33165068
17025,0.29154519,0.150251672,-48.46367666
17027,0.2893138,0.212964195,-26.38989388
17029,0.093276621,0.171716401,84.093719
17031,0.287135505,0.280042115,-2.470398034
17033,0.252908447,0.261205726,3.280743914
17035,0.180538003,0.183621006,1.707675358
17037,0.11493152,0.105316572,-8.365805943
17039,0.181279836,0.247540071,36.55135425
17041,0.553626252,0.556426729,0.505842481
17043,0.183898895,0.175051791,-4.81085215
17045,0.163167628,0.171703297,5.231227106
17047,0.449977501,0.305576776,-32.09065444
17049,0.262712359,0.204786145,-22.0492917
17051,0.357605829,0.137513751,-61.54599835
17053,0.216185054,0.149902563,-30.66007095
17055,0.14993253,0.127903407,-14.69269075
17057,0.162575191,0.140777656,-13.40766394
17059,0.0,0.0,0.0
17061,0.360906597,0.38112661,5.602561171
17063,0.099824309,0.119357855,19.56792457
17065,0.237445091,0.121966093,-48.63397975
17067,0.263213308,0.219551018,-16.58817718
17069,0.233100233,0.243961942,4.659673091
17071,0.277200277,0.290951411,4.960721559
17073,0.21877051,0.16153784,-26.16105323
17075,0.339040515,0.283547175,-16.36776069
17077,0.182330515,0.220219542,20.78040878
17079,0.102574623,0.104242677,1.62618576
17081,0.129058902,0.208833664,61.8126762
17083,0.131337011,0.182273866,38.78332194
17085,0.176772141,0.182974246,3.508531174
17087,0.155581486,0.154309081,-0.81783813
17089,0.157959928,0.138953306,-12.03255941
17091,0.176247169,0.181730621,3.111228226
17093,0.119867119,0.072246795,-39.72759518
17095,0.170855798,0.176661105,3.397781922
17097,0.165355464,0.165972749,0.373307835
17099,0.237874983,0.199082411,-16.30796641
17101,0.118357202,0.0,-100.0
17103,0.196662359,0.145353063,-26.09004415
17105,0.309286322,0.274160384,-11.3570939
17107,0.132222663,0.136341946,3.115413457
17109,0.184598345,0.254882595,38.0741496
17111,0.149163227,0.149364228,0.13475251
17113,0.175668712,0.162142129,-7.700052503
17115,0.13556381,0.19690392,45.24814582
