FIPS,FFRPTH11,FFRPTH16,PCH_FFRPTH_11_16
13099,0.649109792,0.67974364,4.719362983
13101,0.0,0.0,0.0
13103,0.493377358,0.461120694,-6.537929476
13105,0.504464511,0.626860994,24.26265476
13107,0.578008981,0.714158186,23.55485971
13109,0.455124704,0.562429696,23.57705287
13111,0.719211406,0.840302509,16.83664943
13113,0.68089393,0.916870416,34.65686439
13115,0.706706436,0.734837508,3.980587992
13117,0.659217509,0.654346176,-0.738956772
13119,0.455145419,0.851788756,87.14650767
13121,1.037089657,1.097390476,5.814426819
13123,0.776616775,0.76582426,-1.389683469
13125,0.0,0.0,0.0
13127,0.985258537,1.052905546,6.865914553
13129,0.684721697,0.68436661,-0.051859
13131,0.63691732,0.723094846,13.53041016
13133,0.559701493,0.354212173,-36.71409174
13135,0.78746272,0.817990499,3.876726954
13137,0.696605211,0.701722616,0.734620579
13139,0.624770506,0.601313718,-3.754464817
13141,0.638569604,0.577567287,-9.55296292
13143,0.456685168,0.763014601,67.07672032
13145,0.247578374,0.20822798,-15.89411607
13147,0.393220872,0.508846094,29.40465007
13149,0.255863539,0.432002765,68.84108058
13151,0.70504153,0.731856068,3.803256592
13153,0.764042759,0.888964981,16.35016121
13155,0.0,0.320547067,
13157,0.442797166,0.538643849,21.64573081
13159,0.289059113,0.217060994,-24.90774908
13161,0.395830585,0.534402138,35.00779337
13163,0.655581381,0.696731695,6.276919179
13165,0.615233173,0.798175599,29.7354618
13167,0.499550405,0.513874615,2.867420349
13169,0.243613837,0.175112948,-28.11863652
13171,0.440552894,0.541418517,22.89523552
13173,0.38178868,0.478285824,25.27501435
13175,0.961458072,0.953551449,-0.822357511
13177,0.349882789,0.376325693,7.557646254
13179,0.722088218,0.814464897,12.79299075
13181,0.381145979,0.381485249,0.089013225
13183,0.197264598,0.161342369,-18.21017533
13185,0.816143498,0.927335398,13.6240625
13187,0.557285691,0.634356762,13.82972372
13189,0.647758294,0.885533184,36.70734793
13191,0.56246924,0.71063104,26.34131609
13193,0.484027106,0.591715976,22.24852071
13195,0.426666667,0.346897006,-18.69601415
13197,0.344352617,0.469980026,36.48219951
13199,0.41653168,0.474563402,13.93212689
13201,0.493745885,0.170039109,-65.56141246
13205,0.683731464,0.624693231,-8.634710633
13207,0.417584086,0.632464005,51.45788027
13209,0.664157627,0.445285539,-32.95484063
13211,0.670278724,1.158876442,72.8947078
13213,0.634356762,0.63490451,0.086347013
13215,0.865193619,1.054470803,21.87685856
13217,0.507583901,0.58172265,14.60620578
13219,0.721847931,0.976509521,35.27911897
13221,0.136035913,0.203942896,49.91842284
13223,0.445701074,0.411909328,-7.581706077
13225,0.577846798,0.855050374,47.97181122
13227,0.373997008,0.618993321,65.50755972
13229,0.639011662,0.832552815,30.28757762
13231,0.224971879,0.278971154,24.00267812
13233,0.750514466,0.647016535,-13.7902646
13235,1.013342341,0.884407889,-12.7236815
13237,0.329009212,0.324856135,-1.262298125
13239,0.0,0.428632662,
13241,0.98340504,1.210067764,23.04876573
13243,0.396615547,0.692041522,74.48673587
13245,0.713651199,0.851451428,19.30918474
13247,0.783598236,0.872727273,11.37432836
13249,0.595001983,0.387747189,-34.83262246
13251,0.485976118,0.498859749,2.651083238
13253,0.684540787,0.473653049,-30.80718374
13255,0.702894363,0.805539634,14.6032287
13257,0.504384263,0.583113046,15.60888963
13259,0.164690382,0.0,-100.0
13261,0.467551898,0.724757042,55.01103607
13263,0.146563095,0.15740595,7.398079647
13265,0.0,0.0,0.0
13267,0.235774914,0.276887781,17.43733766
13269,0.474214582,0.609830467,28.59799976
13271,0.491823435,0.436572284,-11.23394038
13273,0.532424662,0.562556256,5.659315932
13275,0.650180481,0.864936793,33.03026132
13277,0.89808005,1.057810578,17.7857784
13279,0.955355502,1.02960103,7.771507772
13281,0.567214974,0.704907921,24.27526654
13283,0.146563095,0.29730935,102.8541698
13285,0.754025164,0.802568218,6.437856041
13287,0.895154974,1.003512293,12.10486704
13289,0.0,0.242865817,
13291,0.564652739,0.882612533,56.31067961
13293,0.594177065,0.648533171,9.148132606
13295,0.334234313,0.321985774,-3.664656271
13297,0.49654194,0.578349701,16.47549879
13299,0.743883624,0.810599284,8.968561585
13301,0.352298749,0.0,-100.0
13303,0.476803509,0.737354373,54.64533255
13305,0.660066007,0.733700183,11.15557779
13307,0.0,0.0,0.0
13309,0.123946455,0.124734938,0.636148185
13311,0.65676652,0.693842151,5.645176833
13313,0.776276976,0.764102466,-1.568320312
13315,0.217178847,0.112777715,-48.07150107
13317,0.488758553,0.509061291,4.153940134
13319,0.212539851,0.221043324,4.000884173
13321,0.325203252,0.337854144,3.890149138
15001,0.807275099,0.729813118,-9.595487538
15003,0.941528007,0.945846986,0.458720236
15005,0.0,0.0,0.0
15007,1.031961316,1.045019437,1.26536925
15009,0.790624721,0.767909834,-2.873030195
16001,0.790533548,0.720284332,-8.886304162
16003,0.251193168,0.0,-100.0
16005,0.753597531,0.841441591,11.65662787
16007,0.671930119,0.504880512,-24.86115786
16009,0.872410033,0.665041011,-23.76967413
16011,0.348652241,0.3756491,7.743205171
16013,0.901841656,1.287889242,42.80658179
16015,0.0,0.282167043,
16017,0.564167975,0.543183053,-3.719623078
16019,0.614448037,0.705199732,14.76962903
16021,0.55463117,0.515021459,-7.141630901
16023,1.058948112,0.38865138,-63.29835471
16025,1.793721973,1.84501845,2.859778598
16027,0.517471186,0.516316061,-0.223224998
16029,0.438468284,0.289603244,-33.95115359
16031,0.909130265,0.937686472,3.141046718
16033,0.0,0.0,0.0
16035,0.232396003,0.467562829,101.1922852
16037,1.156069364,0.973472864,-15.79459723
16039,0.496277916,0.45994634,-7.320812572
16041,0.468420642,0.449539222,-4.03086836
16043,0.381417347,0.38795779,1.714773433
16045,0.719467594,0.588962836,-18.13907376
16047,0.326051516,0.463760435,42.2353253
16049,0.243383024,0.30810944,26.59446635
16051,0.342114266,0.431546014,26.14089977
16053,0.310586565,0.429978071,38.44065381
16055,0.766604439,0.705218618,-8.007496213
16057,0.687721526,0.773355331,12.45181401
16059,0.626330953,0.387997931,-38.05225039
16061,0.525762355,0.52042675,-1.014832162
16063,0.194893783,0.0,-100.0
16065,0.580950118,0.747788866,28.71825707
16067,0.346363187,0.242918914,-29.86583935
16069,0.684931507,0.723264166,5.596568236
16071,0.946073794,0.925711641,-2.152279565
16073,0.703296703,0.52802957,-24.92079557
16075,0.310462589,0.392670157,26.47905759
16077,0.128584287,0.522125049,306.0566506
16079,0.552747947,0.402803512,-27.12709026
16081,0.590318772,0.360815443,-38.87786397
16083,0.717571533,0.790078529,10.10449729
16085,1.245459263,0.575981569,-53.75347989
16087,0.394671929,0.69554849,76.23459857
17001,0.461302659,0.509951555,10.545982
17003,0.0,0.154059467,
17005,0.395056154,0.534410071,35.27445774
17007,0.480325143,0.50408872,4.947393818
17009,0.290782204,0.59311981,103.9739027
17011,0.259995378,0.358926809,38.05122683
17013,0.198098257,0.205803663,3.889689236
17015,0.722733246,0.752857436,4.168092533
17017,0.513912341,0.55200694,7.412664616
17019,0.778958267,0.879259511,12.8763309
17021,0.489871193,0.480899282,-1.831483698
17023,0.679012346,0.820292781,20.80675508
17025,0.583090379,0.676132522,15.95672752
17027,0.552326346,0.452548915,-18.0649414
17029,0.783523618,0.839502404,7.144492537
17031,0.787034969,0.887341638,12.74488074
17033,0.455235205,0.731376032,60.65893498
17035,0.270807005,0.275431509,1.707675358
17037,0.708744373,0.77551294,9.420683812
17039,0.543839507,0.680735194,25.17207473
17041,0.754944889,0.910516465,20.60701098
17043,0.906513374,0.939695195,3.660378514
17045,0.543892092,0.686813187,26.27747253
17047,1.049947503,0.611153552,-41.79198952
17049,1.021659174,1.199461705,17.40331169
17051,0.402306558,0.504217088,25.33156093
17053,0.720616848,0.599610253,-16.79208515
17055,0.574741366,0.588355674,2.368771104
17057,0.514821438,0.563110623,9.379792923
17059,0.0,0.0,0.0
17061,0.360906597,0.457351932,26.72307341
17063,0.658840441,0.815612007,23.79507341
17065,0.712335272,0.36589828,-48.63397975
17067,0.421141293,0.548877545,30.33097316
17069,0.0,0.0,0.0
17071,0.138600139,0.436427117,214.8821647
17073,0.497205704,0.464421291,-6.593732332
17075,0.779793185,0.602537747,-22.73108324
17077,0.596718051,0.74535845,24.90965352
17079,0.512873115,0.625456062,21.95142291
17081,0.593670951,0.809230448,36.30959137
17083,0.481569039,0.637958533,32.47498913
17085,0.530316422,0.503179178,-5.117179757
17087,0.466744457,0.308618162,-33.87855875
17089,0.618355329,0.625289877,1.121450402
17091,0.660926884,0.708749421,7.235677355
17093,0.513716223,0.610084047,18.75896061
17095,0.683423191,0.745902444,9.14210314
17097,0.755503415,0.804329477,6.462718963
17099,0.590282366,0.660591637,11.91112497
17101,0.355071606,0.305941382,-13.83670889
17103,0.505703208,0.406988575,-19.52027029
17105,0.541251063,0.603152844,11.43679624
17107,0.528890652,0.47719681,-9.774013225
17109,0.861458942,0.73278746,-14.93646141
17111,0.642050411,0.750068188,16.82387793
17113,0.649974235,0.810710646,24.72965878
17115,0.551292827,0.637593647,15.65426131
17117,0.460897073,0.481896042,4.556108032
17119,0.677600104,0.677715947,0.017096
17121,0.66431601,0.683024221,2.816161404
17123,0.400673131,0.504286435,25.85980837
17125,0.691228313,0.583685977,-15.55814972
17127,0.458205145,0.41467966,-9.499126211
17129,0.157529931,0.241954996,53.5930317
17131,0.36775973,0.255918106,-30.41160162
