FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS12,PCT_OBESE_ADULTS17
18051,9.9,13.4,31.4,33.6
18053,10.8,14.8,31.4,33.6
18055,10.6,13.3,31.4,33.6
18057,7.9,8.6,31.4,33.6
18059,9.6,12.4,31.4,33.6
18061,10.3,12.8,31.4,33.6
18063,8.7,10.0,31.4,33.6
18065,10.5,13.4,31.4,33.6
18067,11.3,13.1,31.4,33.6
18069,10.9,12.7,31.4,33.6
18071,9.9,12.4,31.4,33.6
18073,9.5,11.3,31.4,33.6
18075,10.4,15.0,31.4,33.6
18077,9.8,12.5,31.4,33.6
18079,9.3,12.3,31.4,33.6
18081,8.9,10.7,31.4,33.6
18083,9.9,11.0,31.4,33.6
18085,10.0,10.4,31.4,33.6
18087,9.5,11.2,31.4,33.6
18089,11.3,12.2,31.4,33.6
18091,10.9,10.8,31.4,33.6
18093,11.1,15.1,31.4,33.6
18095,11.2,12.2,31.4,33.6
18097,10.0,10.5,31.4,33.6
18099,9.5,11.1,31.4,33.6
18101,10.6,15.6,31.4,33.6
18103,10.0,11.6,31.4,33.6
18105,7.8,7.7,31.4,33.6
18107,10.2,11.8,31.4,33.6
18109,9.7,14.0,31.4,33.6
18111,10.2,11.6,31.4,33.6
18113,9.1,11.8,31.4,33.6
18115,10.0,12.4,31.4,33.6
18117,11.0,11.6,31.4,33.6
18119,10.2,14.1,31.4,33.6
18121,10.2,12.5,31.4,33.6
18123,9.5,12.6,31.4,33.6
18125,10.7,12.6,31.4,33.6
18127,9.8,9.4,31.4,33.6
18129,10.4,12.7,31.4,33.6
18131,10.3,12.2,31.4,33.6
18133,9.3,10.0,31.4,33.6
18135,11.1,14.2,31.4,33.6
18137,10.0,13.7,31.4,33.6
18139,10.3,14.0,31.4,33.6
18141,9.6,9.9,31.4,33.6
18143,10.0,12.7,31.4,33.6
18145,10.2,11.4,31.4,33.6
18147,10.4,10.8,31.4,33.6
18149,11.1,13.6,31.4,33.6
18151,10.5,10.4,31.4,33.6
18153,9.5,13.0,31.4,33.6
18155,10.2,13.4,31.4,33.6
18157,7.9,6.9,31.4,33.6
18159,10.6,10.8,31.4,33.6
18161,10.4,12.8,31.4,33.6
18163,9.7,11.9,31.4,33.6
18165,10.9,14.3,31.4,33.6
18167,9.7,11.5,31.4,33.6
18169,10.8,13.9,31.4,33.6
18171,10.7,12.2,31.4,33.6
18173,9.6,10.9,31.4,33.6
18175,9.9,10.9,31.4,33.6
18177,9.9,11.5,31.4,33.6
18179,10.2,11.8,31.4,33.6
18181,10.8,14.5,31.4,33.6
18183,9.3,10.6,31.4,33.6
19001,9.3,11.6,30.4,36.4
19003,9.0,10.1,30.4,36.4
19005,8.8,9.1,30.4,36.4
19007,8.7,11.6,30.4,36.4
19009,9.1,11.7,30.4,36.4
19011,7.4,10.0,30.4,36.4
19013,7.9,9.5,30.4,36.4
19015,8.0,9.1,30.4,36.4
19017,7.9,9.4,30.4,36.4
19019,8.0,9.5,30.4,36.4
19021,8.4,10.1,30.4,36.4
19023,8.5,10.0,30.4,36.4
19025,9.4,10.7,30.4,36.4
19027,8.5,8.9,30.4,36.4
19029,9.0,10.7,30.4,36.4
19031,7.8,10.6,30.4,36.4
19033,9.0,10.4,30.4,36.4
19035,9.3,11.3,30.4,36.4
19037,8.4,10.4,30.4,36.4
19039,8.2,10.2,30.4,36.4
19041,8.3,9.3,30.4,36.4
19043,8.5,9.2,30.4,36.4
19045,8.6,12.1,30.4,36.4
19047,8.3,11.7,30.4,36.4
19049,6.5,8.4,30.4,36.4
19051,7.9,10.6,30.4,36.4
19053,8.1,9.7,30.4,36.4
19055,7.9,10.6,30.4,36.4
19057,8.4,11.1,30.4,36.4
19059,8.9,9.6,30.4,36.4
19061,7.5,9.6,30.4,36.4
19063,8.6,10.7,30.4,36.4
19065,8.4,10.4,30.4,36.4
19067,9.0,12.1,30.4,36.4
19069,9.0,10.2,30.4,36.4
19071,8.7,9.5,30.4,36.4
19073,8.9,10.4,30.4,36.4
19075,8.6,11.0,30.4,36.4
19077,8.2,9.4,30.4,36.4
19079,8.2,10.3,30.4,36.4
19081,8.9,9.9,30.4,36.4
19083,8.8,10.5,30.4,36.4
19085,8.4,11.7,30.4,36.4
19087,8.0,11.5,30.4,36.4
19089,8.6,10.3,30.4,36.4
19091,8.7,9.7,30.4,36.4
19093,8.8,10.1,30.4,36.4
19095,8.7,8.7,30.4,36.4
19097,8.2,11.7,30.4,36.4
19099,8.6,9.7,30.4,36.4
19101,8.3,10.6,30.4,36.4
19103,5.6,5.4,30.4,36.4
19105,7.9,10.2,30.4,36.4
19107,8.6,11.0,30.4,36.4
19109,8.8,11.0,30.4,36.4
19111,8.3,11.1,30.4,36.4
19113,8.0,10.3,30.4,36.4
19115,8.2,9.8,30.4,36.4
19117,8.1,11.6,30.4,36.4
19119,8.0,9.3,30.4,36.4
19121,8.0,10.0,30.4,36.4
19123,8.1,10.1,30.4,36.4
19125,8.2,9.8,30.4,36.4
19127,8.6,10.7,30.4,36.4
19129,7.6,10.9,30.4,36.4
19131,8.7,9.7,30.4,36.4
19133,9.1,11.8,30.4,36.4
19135,8.4,10.7,30.4,36.4
19137,9.3,10.5,30.4,36.4
19139,7.3,9.2,30.4,36.4
19141,9.1,9.6,30.4,36.4
19143,8.4,11.5,30.4,36.4
19145,9.0,12.0,30.4,36.4
19147,9.0,10.6,30.4,36.4
19149,8.1,9.8,30.4,36.4
19151,9.8,11.9,30.4,36.4
19153,8.1,8.6,30.4,36.4
19155,7.6,11.5,30.4,36.4
19157,8.5,10.5,30.4,36.4
19159,9.3,11.4,30.4,36.4
19161,9.5,10.4,30.4,36.4
19163,7.7,8.7,30.4,36.4
19165,8.9,11.0,30.4,36.4
19167,7.2,8.9,30.4,36.4
19169,5.9,6.7,30.4,36.4
19171,8.8,9.9,30.4,36.4
19173,8.7,10.2,30.4,36.4
19175,8.5,11.8,30.4,36.4
19177,8.4,9.9,30.4,36.4
19179,9.1,12.8,30.4,36.4
19181,7.3,10.4,30.4,36.4
19183,7.9,9.4,30.4,36.4
19185,9.0,11.6,30.4,36.4
19187,8.7,10.0,30.4,36.4
19189,8.5,9.7,30.4,36.4
19191,8.0,7.9,30.4,36.4
19193,9.0,10.1,30.4,36.4
19195,8.4,11.9,30.4,36.4
19197,9.1,10.7,30.4,36.4
20001,9.9,10.9,29.9,32.4
20003,9.4,9.8,29.9,32.4
20005,8.9,8.7,29.9,32.4
20007,10.0,9.1,29.9,32.4
20009,10.5,9.5,29.9,32.4
20011,8.7,13.0,29.9,32.4
20013,10.2,11.7,29.9,32.4
20015,9.3,9.9,29.9,32.4
20017,9.4,11.9,29.9,32.4
20019,10.7,12.6,29.9,32.4
20021,9.9,12.2,29.9,32.4
20023,10.6,13.7,29.9,32.4
20025,10.7,11.8,29.9,32.4
20027,9.5,14.1,29.9,32.4
20029,11.1,12.6,29.9,32.4
20031,9.2,9.9,29.9,32.4
20033,10.6,11.1,29.9,32.4
20035,8.9,11.2,29.9,32.4
20037,9.0,11.5,29.9,32.4
20039,11.2,12.5,29.9,32.4
20041,9.6,11.0,29.9,32.4
20043,9.9,9.7,29.9,32.4
20045,6.2,6.5,29.9,32.4
20047,9.7,10.6,29.9,32.4
20049,10.9,12.4,29.9,32.4
20051,7.7,8.9,29.9,32.4
20053,9.6,11.7,29.9,32.4
20055,7.9,9.5,29.9,32.4
20057,8.0,8.7,29.9,32.4
20059,8.9,8.9,29.9,32.4
20061,8.7,7.9,29.9,32.4
20063,11.7,11.9,29.9,32.4
20065,11.3,11.1,29.9,32.4
20067,8.7,7.8,29.9,32.4
20069,8.9,9.3,29.9,32.4
20071,10.2,10.7,29.9,32.4
20073,10.0,12.8,29.9,32.4
20075,9.2,8.9,29.9,32.4
20077,10.4,11.0,29.9,32.4
20079,8.8,10.3,29.9,32.4
20081,8.4,9.8,29.9,32.4
20083,10.1,13.7,29.9,32.4
20085,9.4,10.4,29.9,32.4
20087,9.8,10.0,29.9,32.4
20089,11.2,13.0,29.9,32.4
20091,6.5,7.5,29.9,32.4
20093,9.2,9.8,29.9,32.4
20095,10.5,13.5,29.9,32.4
20097,11.6,10.3,29.9,32.4
20099,9.7,11.3,29.9,32.4
20101,10.2,11.8,29.9,32.4
20103,9.1,10.3,29.9,32.4
20105,10.0,10.4,29.9,32.4
20107,9.3,12.0,29.9,32.4
20109,10.7,13.5,29.9,32.4
20111,8.5,10.4,29.9,32.4
20113,9.5,9.5,29.9,32.4
20115,10.2,9.4,29.9,32.4
20117,9.8,9.5,29.9,32.4
20119,9.4,9.5,29.9,32.4
20121,8.5,11.0,29.9,32.4
20123,10.1,12.4,29.9,32.4
20125,10.2,14.3,29.9,32.4
20127,10.8,12.3,29.9,32.4
20129,9.5,11.1,29.9,32.4
20131,10.0,8.9,29.9,32.4
20133,10.0,12.2,29.9,32.4
20135,11.1,10.8,29.9,32.4
20137,9.0,10.7,29.9,32.4
20139,9.0,11.5,29.9,32.4
20141,11.0,12.1,29.9,32.4
20143,9.4,12.1,29.9,32.4
20145,9.7,12.8,29.9,32.4
20147,10.8,11.2,29.9,32.4
20149,8.3,10.5,29.9,32.4
20151,9.5,11.7,29.9,32.4
20153,11.0,12.3,29.9,32.4
20155,10.1,11.9,29.9,32.4
20157,11.1,10.8,29.9,32.4
20159,9.3,11.3,29.9,32.4
20161,6.4,5.6,29.9,32.4
20163,9.9,10.5,29.9,32.4
20165,10.7,11.2,29.9,32.4
20167,10.6,11.6,29.9,32.4
20169,8.7,11.3,29.9,32.4
20171,9.7,9.7,29.9,32.4
20173,9.3,10.8,29.9,32.4
20175,7.5,8.3,29.9,32.4
20177,9.5,10.7,29.9,32.4
20179,10.6,11.8,29.9,32.4
20181,10.2,9.4,29.9,32.4
20183,11.1,10.6,29.9,32.4
20185,10.6,11.9,29.9,32.4
20187,9.7,11.1,29.9,32.4
20189,9.4,10.0,29.9,32.4
20191,9.6,11.1,29.9,32.4
20193,9.1,8.7,29.9,32.4
20195,10.4,11.1,29.9,32.4
20197,8.9,9.7,29.9,32.4
20199,10.8,11.7,29.9,32.4
20201,10.5,12.7,29.9,32.4
20203,10.0,10.8,29.9,32.4
20205,10.2,13.6,29.9,32.4
20207,10.6,11.7,29.9,32.4
20209,10.9,11.9,29.9,32.4
21001,12.9,15.1,31.3,34.3
21003,11.2,13.7,31.3,34.3
21005,10.4,12.2,31.3,34.3
21007,11.9,13.2,31.3,34.3
21009,12.3,13.4,31.3,34.3
21011,12.5,14.1,31.3,34.3
21013,13.9,14.6,31.3,34.3
21015,8.6,11.9,31.3,34.3
21017,12.9,13.8,31.3,34.3
21019,14.3,15.7,31.3,34.3
21021,11.6,11.2,31.3,34.3
21023,12.0,14.6,31.3,34.3
21025,15.7,15.7,31.3,34.3
21027,11.1,14.8,31.3,34.3
21029,10.0,13.2,31.3,34.3
21031,11.8,14.1,31.3,34.3
21033,12.4,12.6,31.3,34.3
21035,10.4,10.3,31.3,34.3
21037,9.9,10.9,31.3,34.3
21039,12.3,13.1,31.3,34.3
21041,11.3,12.5,31.3,34.3
21043,10.4,14.3,31.3,34.3
21045,14.1,14.4,31.3,34.3
21047,11.5,10.8,31.3,34.3
21049,11.1,12.4,31.3,34.3
21051,11.8,14.1,31.3,34.3
21053,12.4,12.7,31.3,34.3
21055,10.7,13.9,31.3,34.3
21057,13.0,13.6,31.3,34.3
21059,11.8,11.3,31.3,34.3
21061,12.9,16.1,31.3,34.3
21063,12.1,13.2,31.3,34.3
21065,12.4,14.6,31.3,34.3
21067,9.7,9.0,31.3,34.3
21069,10.5,13.5,31.3,34.3
21071,13.5,13.4,31.3,34.3
21073,10.9,13.4,31.3,34.3
21075,12.5,14.6,31.3,34.3
21077,11.0,12.6,31.3,34.3
21079,12.1,12.8,31.3,34.3
21081,9.5,12.7,31.3,34.3
21083,11.7,10.7,31.3,34.3
21085,12.4,14.7,31.3,34.3
21087,12.0,13.3,31.3,34.3
21089,13.5,14.4,31.3,34.3
21091,10.8,13.9,31.3,34.3
21093,12.1,11.6,31.3,34.3
21095,14.5,16.9,31.3,34.3
21097,11.8,13.1,31.3,34.3
21099,10.8,13.1,31.3,34.3
21101,12.4,14.0,31.3,34.3
21103,12.2,11.4,31.3,34.3
21105,12.9,14.1,31.3,34.3
21107,11.0,13.3,31.3,34.3
21109,11.1,13.7,31.3,34.3
21111,11.9,11.9,31.3,34.3
21113,11.8,9.3,31.3,34.3
21115,12.2,15.3,31.3,34.3
21117,9.9,10.8,31.3,34.3
21119,14.3,16.1,31.3,34.3
21121,12.2,16.2,31.3,34.3
21123,12.6,13.7,31.3,34.3
21125,13.9,14.2,31.3,34.3
21127,11.7,17.7,31.3,34.3
21129,12.4,16.0,31.3,34.3
21131,14.0,16.0,31.3,34.3
21133,15.2,17.5,31.3,34.3
21135,11.7,14.6,31.3,34.3
21137,11.5,12.3,31.3,34.3
21139,12.1,12.3,31.3,34.3
21141,11.6,11.8,31.3,34.3
21143,11.8,14.3,31.3,34.3
21145,11.6,11.5,31.3,34.3
21147,12.9,15.6,31.3,34.3
21149,13.4,17.5,31.3,34.3
21151,9.4,10.5,31.3,34.3
21153,11.6,13.4,31.3,34.3
21155,11.2,11.1,31.3,34.3
21157,10.5,11.1,31.3,34.3
21159,11.8,13.9,31.3,34.3
21161,12.1,13.0,31.3,34.3
21163,11.3,11.6,31.3,34.3
21165,13.6,12.3,31.3,34.3
21167,13.0,12.2,31.3,34.3
21169,11.5,15.7,31.3,34.3
21171,10.8,13.3,31.3,34.3
21173,12.1,13.3,31.3,34.3
21175,11.6,14.7,31.3,34.3
21177,12.2,12.4,31.3,34.3
21179,10.5,11.3,31.3,34.3
21181,12.2,12.5,31.3,34.3
21183,13.0,16.0,31.3,34.3
21185,9.6,10.3,31.3,34.3
21187,11.2,11.4,31.3,34.3
21189,12.2,13.1,31.3,34.3
21191,11.0,15.0,31.3,34.3
21193,12.9,14.5,31.3,34.3
21195,15.7,16.1,31.3,34.3
21197,14.4,13.4,31.3,34.3
21199,11.2,13.4,31.3,34.3
21201,11.6,13.7,31.3,34.3
21203,10.3,13.2,31.3,34.3
21205,10.3,11.1,31.3,34.3
21207,12.3,12.2,31.3,34.3
21209,9.9,10.6,31.3,34.3
21211,10.4,11.6,31.3,34.3
21213,12.5,11.6,31.3,34.3
21215,10.2,12.3,31.3,34.3
21217,12.2,14.0,31.3,34.3
21219,11.1,12.2,31.3,34.3
21221,11.5,13.8,31.3,34.3
21223,11.1,12.8,31.3,34.3
21225,12.3,11.6,31.3,34.3
21227,9.8,9.2,31.3,34.3
21229,11.7,13.2,31.3,34.3
21231,12.2,14.2,31.3,34.3
21233,12.0,13.9,31.3,34.3
21235,13.2,13.5,31.3,34.3
21237,12.2,12.6,31.3,34.3
21239,10.6,12.4,31.3,34.3
22001,10.3,12.9,34.7,36.2
22003,12.5,11.2,34.7,36.2
22005,9.0,11.0,34.7,36.2
22007,11.6,14.4,34.7,36.2
22009,11.8,14.2,34.7,36.2
22011,11.5,12.6,34.7,36.2
22013,13.5,14.0,34.7,36.2
22015,11.2,12.0,34.7,36.2
22017,12.7,12.0,34.7,36.2
22019,12.0,11.6,34.7,36.2
22021,11.1,12.1,34.7,36.2
22023,10.9,11.7,34.7,36.2
22025,12.9,11.0,34.7,36.2
22027,12.6,12.0,34.7,36.2
22029,12.1,14.5,34.7,36.2
22031,12.9,14.1,34.7,36.2
22033,10.8,11.6,34.7,36.2
22035,13.5,16.3,34.7,36.2
22037,12.5,17.2,34.7,36.2
22039,11.4,12.3,34.7,36.2
22041,12.1,13.5,34.7,36.2
22043,11.4,12.0,34.7,36.2
22045,12.6,12.9,34.7,36.2
22047,12.1,12.7,34.7,36.2
22049,10.9,13.6,34.7,36.2
22051,12.2,11.6,34.7,36.2
22053,12.8,13.2,34.7,36.2
22055,8.8,10.1,34.7,36.2
22057,12.3,10.9,34.7,36.2
22059,11.6,12.6,34.7,36.2
22061,10.8,10.2,34.7,36.2
22063,9.6,12.4,34.7,36.2
22065,12.8,11.1,34.7,36.2
22067,12.7,16.0,34.7,36.2
22069,11.9,13.0,34.7,36.2
22071,12.1,11.9,34.7,36.2
22073,12.2,11.8,34.7,36.2
22075,12.5,10.6,34.7,36.2
22077,13.2,11.5,34.7,36.2
22079,12.7,13.2,34.7,36.2
22081,12.7,13.0,34.7,36.2
22083,11.8,13.8,34.7,36.2
22085,12.9,14.8,34.7,36.2
22087,11.3,13.8,34.7,36.2
22089,10.3,11.3,34.7,36.2
22091,13.7,15.8,34.7,36.2
22093,12.4,14.6,34.7,36.2
22095,12.4,14.4,34.7,36.2
22097,14.0,13.9,34.7,36.2
22099,11.9,10.7,34.7,36.2
22101,12.6,15.0,34.7,36.2
22103,9.1,9.6,34.7,36.2
22105,11.2,11.9,34.7,36.2
22107,14.5,16.3,34.7,36.2
22109,12.4,11.7,34.7,36.2
22111,13.2,15.6,34.7,36.2
22113,11.7,10.9,34.7,36.2
22115,10.2,12.3,34.7,36.2
22117,13.8,15.0,34.7,36.2
22119,14.0,12.9,34.7,36.2
22121,11.5,14.2,34.7,36.2
22123,13.0,15.5,34.7,36.2
22125,11.5,12.2,34.7,36.2
22127,11.2,12.5,34.7,36.2
23001,9.1,11.2,28.4,29.1
23003,12.1,13.3,28.4,29.1
23005,7.4,7.9,28.4,29.1
23007,7.9,9.4,28.4,29.1
23009,8.0,8.5,28.4,29.1
23011,9.2,10.8,28.4,29.1
23013,8.7,7.5,28.4,29.1
23015,7.7,9.0,28.4,29.1
23017,8.7,10.9,28.4,29.1
23019,9.4,10.5,28.4,29.1
23021,9.5,12.3,28.4,29.1
23023,8.4,9.4,28.4,29.1
23025,11.0,11.5,28.4,29.1
23027,9.5,9.8,28.4,29.1
23029,10.7,11.4,28.4,29.1
23031,8.0,9.7,28.4,29.1
24001,13.6,12.8,27.6,31.3
24003,8.5,9.3,27.6,31.3
24005,9.1,10.4,27.6,31.3
24009,8.9,9.1,27.6,31.3
24011,12.0,11.9,27.6,31.3
24013,8.6,9.5,27.6,31.3
24015,9.2,11.2,27.6,31.3
24017,9.9,11.4,27.6,31.3
24019,12.1,15.5,27.6,31.3
24021,8.5,9.0,27.6,31.3
24023,11.7,12.2,27.6,31.3
24025,8.7,9.4,27.6,31.3
24027,7.5,7.5,27.6,31.3
24029,10.7,9.9,27.6,31.3
24031,7.3,7.6,27.6,31.3
24033,10.9,11.8,27.6,31.3
24035,8.4,9.9,27.6,31.3
24037,9.7,11.0,27.6,31.3
24039,11.9,13.7,27.6,31.3
24041,9.6,11.4,27.6,31.3
24043,10.4,12.8,27.6,31.3
24045,10.2,12.3,27.6,31.3
24047,9.7,13.6,27.6,31.3
24510,12.2,12.3,27.6,31.3
25001,8.1,8.6,22.9,25.9
25003,8.9,9.7,22.9,25.9
25005,10.4,11.1,22.9,25.9
25007,8.9,8.0,22.9,25.9
25009,8.7,10.3,22.9,25.9
25011,7.5,8.3,22.9,25.9
25013,9.8,11.1,22.9,25.9
25015,7.2,6.8,22.9,25.9
25017,8.0,8.3,22.9,25.9
25019,7.4,8.1,22.9,25.9
25021,7.4,8.6,22.9,25.9
25023,7.9,10.7,22.9,25.9
25025,7.9,7.5,22.9,25.9
25027,8.2,9.7,22.9,25.9
26001,11.6,14.0,31.1,32.3
26003,10.0,11.0,31.1,32.3
26005,8.7,10.3,31.1,32.3
26007,10.2,11.4,31.1,32.3
26009,10.3,12.9,31.1,32.3
26011,10.3,14.6,31.1,32.3
26013,10.9,11.0,31.1,32.3
26015,9.0,9.6,31.1,32.3
26017,10.1,11.3,31.1,32.3
26019,10.4,12.6,31.1,32.3
26021,10.4,12.5,31.1,32.3
26023,9.3,10.0,31.1,32.3
26025,10.2,12.5,31.1,32.3
26027,9.7,12.2,31.1,32.3
26029,10.1,10.0,31.1,32.3
26031,10.7,12.1,31.1,32.3
26033,10.0,12.1,31.1,32.3
26035,9.9,11.9,31.1,32.3
26037,9.2,10.6,31.1,32.3
26039,9.9,11.1,31.1,32.3
26041,10.7,12.3,31.1,32.3
26043,10.1,12.7,31.1,32.3
26045,9.0,11.4,31.1,32.3
26047,9.3,9.2,31.1,32.3
26049,11.3,12.2,31.1,32.3
26051,10.9,13.8,31.1,32.3
26053,10.3,11.4,31.1,32.3
26055,8.5,9.0,31.1,32.3
26057,9.5,9.9,31.1,32.3
26059,9.4,11.0,31.1,32.3
26061,9.3,9.7,31.1,32.3
26063,10.1,10.8,31.1,32.3
26065,8.4,9.2,31.1,32.3
26067,8.6,10.3,31.1,32.3
26069,10.7,12.9,31.1,32.3
26071,10.9,13.0,31.1,32.3
26073,7.6,8.5,31.1,32.3
26075,9.7,11.3,31.1,32.3
26077,9.6,7.8,31.1,32.3
26079,9.9,13.0,31.1,32.3
26081,8.6,9.2,31.1,32.3
26083,11.1,12.6,31.1,32.3
26085,11.7,13.0,31.1,32.3
26087,9.1,10.7,31.1,32.3
26089,10.7,12.7,31.1,32.3
26091,9.4,11.2,31.1,32.3
26093,8.1,9.0,31.1,32.3
26095,10.2,12.0,31.1,32.3
26097,12.2,13.1,31.1,32.3
26099,9.4,9.9,31.1,32.3
26101,10.1,11.1,31.1,32.3
26103,9.0,10.1,31.1,32.3
26105,10.0,11.3,31.1,32.3
26107,8.9,10.2,31.1,32.3
26109,10.2,10.7,31.1,32.3
26111,9.5,9.5,31.1,32.3
26113,10.1,11.7,31.1,32.3
26115,10.1,11.1,31.1,32.3
26117,9.5,11.2,31.1,32.3
26119,11.6,12.5,31.1,32.3
26121,10.5,12.4,31.1,32.3
26123,10.4,10.6,31.1,32.3
26125,9.5,9.3,31.1,32.3
26127,9.6,13.0,31.1,32.3
26129,10.4,13.6,31.1,32.3
26131,11.7,13.3,31.1,32.3
26133,9.6,11.4,31.1,32.3
26135,10.9,13.0,31.1,32.3
26137,9.1,11.0,31.1,32.3
26139,8.3,7.8,31.1,32.3
26141,11.6,14.0,31.1,32.3
26143,11.2,14.4,31.1,32.3
26145,11.1,12.8,31.1,32.3
26147,8.7,11.2,31.1,32.3
26149,9.8,10.8,31.1,32.3
26151,10.0,10.2,31.1,32.3
26153,11.2,12.6,31.1,32.3
26155,9.4,11.3,31.1,32.3
26157,9.2,12.6,31.1,32.3
26159,9.7,11.8,31.1,32.3
26161,8.2,7.6,31.1,32.3
26163,11.7,12.0,31.1,32.3
26165,9.3,11.2,31.1,32.3
27001,9.1,11.5,25.7,28.4
27003,7.3,8.0,25.7,28.4
27005,8.0,8.9,25.7,28.4
27007,7.3,9.3,25.7,28.4
27009,6.2,7.9,25.7,28.4
27011,8.9,9.4,25.7,28.4
27013,6.4,6.8,25.7,28.4
27015,8.0,8.9,25.7,28.4
27017,7.5,9.5,25.7,28.4
27019,6.0,6.8,25.7,28.4
27021,7.9,10.2,25.7,28.4
27023,7.9,9.3,25.7,28.4
27025,6.4,8.4,25.7,28.4
27027,6.8,6.4,25.7,28.4
27029,8.1,10.0,25.7,28.4
27031,8.1,9.2,25.7,28.4
27033,8.2,10.2,25.7,28.4
27035,7.2,10.4,25.7,28.4
27037,6.5,6.9,25.7,28.4
27039,6.8,8.3,25.7,28.4
27041,7.7,7.6,25.7,28.4
27043,8.5,8.8,25.7,28.4
27045,7.8,8.5,25.7,28.4
27047,7.9,8.0,25.7,28.4
27049,7.7,9.8,25.7,28.4
27051,8.3,9.2,25.7,28.4
27053,6.1,6.8,25.7,28.4
27055,7.6,9.3,25.7,28.4
27057,8.3,8.2,25.7,28.4
27059,6.2,7.8,25.7,28.4
27061,7.9,8.9,25.7,28.4
27063,8.1,9.5,25.7,28.4
27065,7.4,10.2,25.7,28.4
27067,7.0,8.1,25.7,28.4
27069,8.7,9.7,25.7,28.4
27071,8.7,11.1,25.7,28.4
27073,8.5,10.1,25.7,28.4
27075,8.2,9.5,25.7,28.4
27077,8.5,9.4,25.7,28.4
27079,7.1,8.4,25.7,28.4
27081,8.7,9.3,25.7,28.4
27083,7.0,8.3,25.7,28.4
27085,7.0,9.2,25.7,28.4
27087,9.5,11.2,25.7,28.4
27089,8.0,9.7,25.7,28.4
27091,8.3,9.7,25.7,28.4
27093,7.9,10.6,25.7,28.4
27095,7.6,11.6,25.7,28.4
27097,7.2,8.2,25.7,28.4
27099,7.7,8.4,25.7,28.4
27101,8.3,11.3,25.7,28.4
27103,6.7,7.7,25.7,28.4
27105,7.9,7.8,25.7,28.4
27107,8.5,9.1,25.7,28.4
27109,6.4,7.0,25.7,28.4
27111,8.0,10.3,25.7,28.4
27113,7.5,8.3,25.7,28.4
27115,7.6,10.6,25.7,28.4
27117,8.3,9.3,25.7,28.4
27119,8.0,9.6,25.7,28.4
27121,8.0,9.5,25.7,28.4
27123,7.7,8.2,25.7,28.4
27125,7.7,8.7,25.7,28.4
27127,8.2,9.1,25.7,28.4
27129,7.8,8.2,25.7,28.4
27131,6.5,7.3,25.7,28.4
27133,7.9,9.5,25.7,28.4
27135,6.9,9.3,25.7,28.4
27137,7.3,9.8,25.7,28.4
27139,5.5,5.7,25.7,28.4
27141,6.1,7.1,25.7,28.4
27143,7.3,8.9,25.7,28.4
27145,6.4,7.6,25.7,28.4
27147,6.7,8.0,25.7,28.4
27149,7.4,7.9,25.7,28.4
27151,7.8,8.6,25.7,28.4
27153,7.6,8.1,25.7,28.4
27155,9.4,11.3,25.7,28.4
27157,7.2,7.7,25.7,28.4
27159,8.1,10.0,25.7,28.4
27161,6.9,6.8,25.7,28.4
27163,6.2,8.2,25.7,28.4
27165,8.2,7.9,25.7,28.4
27167,7.6,9.3,25.7,28.4
27169,6.8,8.1,25.7,28.4
27171,5.7,8.3,25.7,28.4
27173,8.2,9.2,25.7,28.4
28001,14.7,13.9,34.6,37.3
28003,12.1,14.3,34.6,37.3
28005,12.9,17.6,34.6,37.3
28007,13.5,15.4,34.6,37.3
28009,12.7,15.9,34.6,37.3
28011,13.4,16.5,34.6,37.3
28013,13.1,14.7,34.6,37.3
28015,12.9,16.8,34.6,37.3
28017,12.9,15.2,34.6,37.3
28019,13.3,15.8,34.6,37.3
28021,14.8,17.0,34.6,37.3
28023,12.1,14.9,34.6,37.3
28025,14.1,14.6,34.6,37.3
28027,15.9,16.8,34.6,37.3
28029,13.4,15.0,34.6,37.3
28031,13.6,16.3,34.6,37.3
28033,10.9,12.8,34.6,37.3
28035,11.5,11.1,34.6,37.3
28037,12.6,16.1,34.6,37.3
28039,10.4,13.1,34.6,37.3
28041,10.8,13.0,34.6,37.3
28043,13.4,14.5,34.6,37.3
28045,12.4,13.6,34.6,37.3
28047,12.6,13.4,34.6,37.3
28049,11.7,12.4,34.6,37.3
28051,15.6,17.5,34.6,37.3
28053,15.7,17.3,34.6,37.3
28055,13.4,15.5,34.6,37.3
28057,13.1,12.8,34.6,37.3
28059,12.6,14.3,34.6,37.3
28061,15.8,16.8,34.6,37.3
28063,15.3,16.9,34.6,37.3
28065,13.6,15.6,34.6,37.3
28067,13.2,14.6,34.6,37.3
28069,15.2,15.9,34.6,37.3
28071,10.1,10.4,34.6,37.3
28073,9.4,10.8,34.6,37.3
28075,13.2,13.3,34.6,37.3
28077,14.5,15.9,34.6,37.3
28079,12.6,13.5,34.6,37.3
28081,12.2,13.7,34.6,37.3
28083,14.0,16.1,34.6,37.3
28085,12.3,12.9,34.6,37.3
28087,14.4,13.6,34.6,37.3
28089,10.6,10.2,34.6,37.3
28091,12.6,13.6,34.6,37.3
28093,13.9,15.5,34.6,37.3
28095,12.8,14.2,34.6,37.3
28097,14.4,14.4,34.6,37.3
28099,13.4,13.4,34.6,37.3
28101,11.9,15.6,34.6,37.3
28103,14.1,17.7,34.6,37.3
28105,9.0,10.2,34.6,37.3
28107,13.7,14.5,34.6,37.3
