FIPS,MEDHHINC15,POVRATE15
17095,43796.0,17.2
17097,82160.0,9.0
17099,52316.0,12.9
17101,43268.0,17.7
17103,52581.0,12.7
17105,55474.0,12.8
17107,58191.0,13.7
17109,42453.0,22.8
17111,80513.0,8.1
17113,65766.0,11.7
17115,48302.0,18.2
17117,50460.0,13.7
17119,52969.0,12.9
17121,43018.0,18.0
17123,53610.0,10.6
17125,43743.0,13.9
17127,41548.0,16.8
17129,64706.0,10.3
17131,57934.0,10.1
17133,79686.0,5.0
17135,46006.0,16.6
17137,45259.0,14.8
17139,58975.0,8.6
17141,57268.0,10.4
17143,53781.0,15.6
17145,46598.0,16.8
17147,65122.0,6.5
17149,45106.0,15.0
17151,41150.0,18.1
17153,35135.0,24.7
17155,60590.0,8.8
17157,50129.0,14.3
17159,43332.0,14.9
17161,50419.0,13.2
17163,50416.0,16.4
17165,40873.0,23.2
17167,57591.0,15.3
17169,50720.0,12.9
17171,50474.0,11.3
17173,49633.0,11.6
17175,50083.0,12.7
17177,46430.0,13.0
17179,57747.0,8.4
17181,44221.0,15.3
17183,44705.0,18.4
17185,51224.0,12.2
17187,46189.0,14.3
17189,57019.0,8.8
17191,47995.0,12.8
17193,46588.0,14.9
17195,45463.0,12.8
17197,76293.0,8.0
17199,47678.0,16.2
17201,50024.0,14.7
17203,68233.0,7.0
18001,49251.0,12.8
18003,50017.0,14.6
18005,55580.0,11.9
18007,50754.0,11.1
18009,39611.0,14.5
18011,75163.0,6.0
18013,53801.0,11.4
18015,52550.0,9.4
18017,45575.0,13.1
18019,51614.0,10.4
18021,48947.0,12.9
18023,50342.0,11.9
18025,41331.0,18.7
18027,47019.0,14.6
18029,64093.0,8.9
18031,51625.0,13.0
18033,52382.0,10.5
18035,40633.0,23.0
18037,57336.0,7.6
18039,50117.0,14.0
18041,42538.0,16.2
18043,57367.0,11.3
18045,51108.0,12.1
18047,53263.0,9.9
18049,51660.0,11.7
18051,53483.0,11.0
18053,39984.0,18.0
18055,47952.0,14.7
18057,91844.0,4.7
18059,70277.0,6.0
18061,53719.0,11.2
18063,73478.0,5.5
18065,47954.0,14.7
18067,47390.0,16.9
18069,49103.0,10.9
18071,45504.0,12.1
18073,60195.0,9.3
18075,42646.0,15.2
18077,47841.0,13.4
18079,46047.0,13.1
18081,68256.0,8.0
18083,42818.0,19.1
18085,54147.0,10.0
18087,56662.0,8.6
18089,50613.0,16.6
18091,47401.0,15.7
18093,46890.0,13.9
18095,45065.0,16.7
18097,41407.0,20.6
18099,49714.0,10.6
18101,47717.0,13.8
18103,46968.0,14.8
18105,45341.0,23.5
18107,49425.0,12.3
18109,58376.0,11.4
18111,48316.0,12.2
18113,51876.0,9.8
18115,53177.0,10.2
18117,40918.0,15.7
18119,43731.0,15.8
18121,43637.0,17.2
18123,47192.0,13.2
18125,47324.0,11.1
18127,66070.0,11.6
18129,58298.0,9.7
18131,47455.0,14.2
18133,53910.0,13.6
18135,41315.0,18.0
18137,51553.0,10.6
18139,48970.0,13.9
18141,46881.0,16.7
18143,43104.0,15.6
18145,54639.0,11.9
18147,56451.0,9.4
18149,48106.0,14.8
18151,53191.0,10.1
18153,44939.0,16.4
18155,46344.0,15.9
18157,50170.0,18.9
18159,56292.0,8.7
18161,45050.0,12.4
18163,43823.0,17.2
18165,44376.0,12.9
18167,39635.0,20.4
18169,48223.0,12.0
18171,57768.0,10.2
18173,66461.0,7.5
18175,43498.0,14.4
18177,41849.0,18.0
18179,55987.0,9.5
18181,50370.0,10.9
18183,56142.0,7.9
19001,51531.0,11.9
19003,48162.0,12.5
19005,47756.0,10.8
19007,41018.0,16.5
19009,50948.0,10.3
19011,65127.0,8.3
19013,50335.0,14.2
19015,58010.0,8.8
19017,65295.0,7.8
19019,55848.0,10.3
19021,51991.0,13.7
19023,54947.0,9.2
19025,49206.0,12.5
19027,58575.0,8.7
19029,45915.0,13.9
19031,60120.0,7.3
19033,50208.0,12.3
19035,52879.0,10.3
19037,57559.0,8.5
19039,49424.0,11.8
19041,52584.0,11.6
19043,48598.0,11.2
19045,52945.0,13.4
19047,51834.0,15.1
19049,81381.0,5.3
19051,49851.0,12.7
19053,39424.0,21.7
19055,59260.0,10.2
19057,50125.0,14.7
19059,56869.0,8.6
19061,57862.0,12.0
19063,46092.0,13.8
19065,47615.0,12.9
19067,49111.0,14.5
19069,52975.0,11.9
19071,55421.0,12.1
19073,51002.0,11.1
19075,62423.0,6.3
19077,54719.0,10.4
19079,54042.0,11.0
19081,56746.0,9.2
19083,50947.0,9.6
19085,57244.0,9.9
19087,50241.0,12.0
19089,50602.0,11.0
19091,52702.0,10.8
19093,53804.0,10.6
19095,63185.0,6.9
19097,49956.0,12.9
19099,53765.0,9.3
19101,43495.0,15.3
19103,57706.0,18.3
19105,55789.0,11.1
19107,50054.0,12.1
19109,52433.0,11.6
19111,45428.0,15.9
19113,58142.0,11.0
19115,53197.0,10.8
19117,46933.0,14.7
19119,64057.0,7.4
19121,65294.0,8.2
19123,50335.0,14.4
19125,57411.0,9.2
19127,53980.0,11.3
19129,62507.0,10.3
19131,61352.0,9.3
19133,43991.0,13.2
19135,48181.0,12.1
19137,43210.0,13.4
19139,53401.0,11.5
19141,53907.0,9.2
19143,54415.0,9.6
19145,46870.0,15.7
19147,48992.0,11.6
19149,61929.0,8.3
19151,47872.0,13.1
19153,60436.0,11.9
19155,52927.0,13.5
19157,52861.0,10.9
19159,45870.0,14.1
19161,52506.0,10.9
19163,58160.0,12.4
19165,54614.0,9.2
19167,62875.0,7.6
19169,51706.0,18.6
19171,59226.0,11.2
19173,46466.0,14.7
19175,45010.0,14.3
19177,43653.0,15.8
19179,44738.0,16.0
19181,67728.0,7.8
19183,55283.0,10.9
19185,44381.0,16.4
19187,44922.0,14.6
19189,48408.0,10.8
19191,59096.0,9.5
19193,50774.0,14.0
19195,50761.0,10.9
19197,49882.0,12.6
20001,41604.0,18.9
20003,47267.0,14.0
20005,46110.0,16.6
20007,54176.0,11.1
20009,50558.0,14.4
20011,39609.0,18.2
20013,46884.0,14.9
20015,61473.0,10.6
20017,48911.0,12.7
20019,42324.0,16.8
20021,39842.0,18.0
20023,44111.0,12.3
20025,50392.0,12.0
20027,51351.0,11.1
20029,42730.0,12.8
20031,57160.0,9.9
20033,43809.0,11.4
20035,47851.0,15.3
20037,38139.0,19.1
20039,43919.0,12.3
20041,47570.0,12.2
20043,47000.0,13.2
20045,52447.0,19.4
20047,46380.0,10.6
20049,39147.0,17.6
20051,49192.0,12.0
20053,49986.0,10.6
20055,53245.0,14.6
20057,47915.0,13.2
20059,51484.0,11.7
20061,45590.0,11.9
20063,46580.0,9.9
20065,45018.0,12.2
20067,59218.0,10.2
20069,64284.0,8.3
20071,44667.0,11.4
20073,41168.0,15.8
20075,50056.0,13.1
20077,46869.0,13.7
20079,55470.0,9.4
20081,59356.0,11.2
20083,54513.0,9.6
20085,51662.0,11.3
20087,59080.0,9.1
20089,43201.0,13.5
20091,83007.0,5.5
20093,59134.0,11.5
20095,52907.0,11.5
20097,46381.0,12.6
20099,42323.0,18.2
20101,57388.0,9.6
20103,61465.0,10.7
20105,42277.0,12.5
20107,46065.0,14.0
20109,48399.0,9.4
20111,39562.0,17.5
20113,61356.0,7.6
20115,51196.0,10.9
20117,49270.0,10.7
20119,56325.0,9.5
20121,62375.0,8.8
20123,48310.0,10.5
20125,43289.0,19.9
20127,49720.0,10.8
20129,53443.0,10.3
20131,54486.0,8.8
20133,40744.0,18.9
20135,53456.0,9.4
20137,45096.0,12.7
20139,48364.0,12.7
20141,43518.0,13.1
20143,50302.0,10.0
20145,47359.0,14.5
20147,46984.0,11.1
20149,60601.0,8.1
20151,52634.0,10.8
20153,47448.0,11.7
20155,47178.0,13.1
20157,44593.0,11.2
20159,52400.0,13.8
20161,46690.0,23.4
20163,45309.0,11.7
20165,43895.0,11.5
20167,42625.0,13.2
20169,47052.0,14.3
20171,56267.0,7.7
20173,50995.0,15.2
20175,45807.0,15.0
20177,51316.0,14.2
20179,51221.0,10.9
20181,42491.0,16.5
20183,43872.0,12.2
20185,47129.0,12.8
20187,55341.0,10.9
20189,59735.0,11.3
20191,51451.0,11.7
20193,50574.0,10.9
20195,48576.0,10.4
20197,57339.0,8.3
20199,48426.0,12.4
20201,46153.0,10.7
20203,52917.0,10.9
20205,41461.0,15.6
20207,37394.0,19.5
20209,41746.0,21.9
21001,32007.0,27.2
21003,42287.0,19.8
21005,55523.0,10.7
21007,44352.0,15.1
21009,40017.0,19.3
21011,35143.0,24.9
21013,23968.0,44.7
21015,68804.0,8.2
21017,46370.0,14.8
21019,43406.0,20.5
21021,40459.0,17.2
21023,44846.0,15.7
21025,28196.0,32.9
21027,42347.0,19.0
21029,54755.0,9.6
21031,39545.0,21.6
21033,39355.0,18.8
21035,40585.0,21.1
21037,51694.0,14.4
21039,43144.0,14.8
21041,46499.0,17.6
21043,37204.0,19.7
21045,33576.0,25.1
21047,39840.0,20.3
21049,54812.0,15.4
21051,24001.0,46.8
21053,29178.0,26.4
21055,40202.0,19.2
21057,30989.0,24.8
21059,48724.0,14.9
21061,38673.0,20.0
21063,30299.0,34.4
21065,32541.0,28.2
21067,51963.0,19.1
21069,47030.0,20.0
21071,30888.0,29.5
21073,50471.0,13.7
21075,30798.0,30.4
21077,47679.0,15.0
21079,45018.0,17.0
21081,45307.0,16.4
21083,39515.0,16.3
21085,37057.0,22.9
21087,36226.0,20.5
21089,45690.0,16.8
21091,52929.0,13.8
21093,49637.0,15.0
21095,27425.0,35.5
21097,47040.0,16.2
21099,34764.0,22.0
21101,45718.0,17.0
21103,47802.0,17.7
21105,40890.0,17.6
21107,44750.0,18.4
21109,30565.0,31.2
21111,51230.0,15.4
21113,49839.0,18.3
21115,36051.0,25.9
21117,52631.0,12.8
21119,30138.0,33.8
21121,28578.0,32.0
21123,40202.0,18.1
21125,37737.0,23.0
21127,36276.0,25.0
21129,26201.0,34.7
21131,28722.0,33.7
21133,31079.0,33.2
21135,33867.0,24.7
21137,37220.0,21.2
21139,44551.0,15.3
21141,43795.0,15.5
21143,48189.0,16.9
21145,47184.0,15.2
21147,25655.0,41.5
21149,44007.0,17.3
21151,46342.0,18.2
21153,29921.0,32.6
21155,41189.0,20.5
21157,49771.0,12.1
21159,29198.0,40.0
21161,37071.0,19.5
21163,51111.0,13.5
21165,34299.0,26.8
21167,46346.0,15.1
21169,32654.0,22.9
21171,31603.0,25.3
21173,42468.0,21.5
21175,31489.0,31.3
21177,40272.0,19.4
21179,51843.0,12.5
21181,37267.0,21.5
21183,40661.0,19.9
21185,84415.0,6.2
21187,43686.0,16.9
21189,23341.0,42.4
21191,49345.0,16.4
21193,31740.0,28.5
21195,34315.0,25.0
21197,34510.0,26.0
21199,40702.0,23.0
21201,40027.0,22.5
21203,33293.0,22.9
21205,36597.0,27.2
21207,31968.0,24.6
21209,63775.0,13.1
21211,60189.0,11.5
21213,45496.0,16.0
21215,68147.0,9.0
21217,35700.0,23.0
21219,40963.0,19.3
21221,45106.0,15.1
21223,48392.0,15.7
21225,45239.0,20.7
21227,45964.0,18.0
21229,45143.0,17.1
21231,29826.0,28.0
21233,44245.0,18.1
21235,31903.0,29.2
21237,27196.0,30.7
21239,57862.0,11.6
22001,42033.0,23.7
22003,42120.0,20.4
22005,74852.0,10.7
22007,48516.0,16.8
22009,34803.0,25.3
22011,48206.0,19.5
22013,34565.0,25.4
22015,55403.0,14.5
22017,41081.0,22.2
22019,46523.0,17.5
22021,38564.0,22.9
22023,56259.0,12.7
22025,33958.0,27.2
22027,33740.0,30.9
22029,33068.0,29.5
22031,41691.0,24.9
22033,50389.0,18.5
22035,26325.0,43.5
22037,43105.0,21.8
22039,33407.0,25.7
22041,33845.0,25.4
22043,43437.0,21.3
22045,45039.0,20.8
22047,42000.0,22.3
22049,41029.0,21.1
22051,49503.0,16.3
22053,43677.0,20.3
22055,52411.0,17.0
22057,53482.0,14.1
22059,46258.0,18.5
22061,38118.0,25.5
22063,58774.0,13.5
22065,27225.0,37.6
22067,31777.0,31.1
22069,33786.0,29.6
22071,38640.0,24.0
22073,38453.0,23.0
22075,49122.0,17.3
22077,42919.0,19.3
22079,42758.0,21.6
22081,41742.0,25.7
22083,34588.0,24.7
22085,42196.0,18.1
22087,41540.0,20.4
22089,61601.0,11.8
22091,36602.0,19.9
22093,52258.0,18.3
