FIPS,MEDHHINC15,POVRATE15
22095,50596.0,20.5
22097,33503.0,27.0
22099,45435.0,18.3
22101,40945.0,19.7
22103,63499.0,12.5
22105,41768.0,24.0
22107,27077.0,35.1
22109,44450.0,20.1
22111,38741.0,21.9
22113,46807.0,18.1
22115,44733.0,17.5
22117,33453.0,26.2
22119,34566.0,25.9
22121,55074.0,15.1
22123,35484.0,22.7
22125,56680.0,23.9
22127,36173.0,24.0
23001,48930.0,15.0
23003,37104.0,18.4
23005,63191.0,10.7
23007,42859.0,14.6
23009,48601.0,11.5
23011,50408.0,13.1
23013,47489.0,11.4
23015,50152.0,14.1
23017,42674.0,17.0
23019,44647.0,17.1
23021,36463.0,19.1
23023,55645.0,11.2
23025,40165.0,18.7
23027,43198.0,14.4
23029,35576.0,18.8
23031,61340.0,8.3
24001,39859.0,20.0
24003,90825.0,6.0
24005,68317.0,9.1
24009,98937.0,5.9
24011,51294.0,14.4
24013,84506.0,6.2
24015,68972.0,10.0
24017,87941.0,7.1
24019,44664.0,18.1
24021,83746.0,7.4
24023,46469.0,13.6
24025,77992.0,7.8
24027,110224.0,5.2
24029,52274.0,14.8
24031,98314.0,7.5
24033,76366.0,9.5
24035,83914.0,7.2
24037,83148.0,8.7
24039,38692.0,25.8
24041,62018.0,10.4
24043,55270.0,12.0
24045,52153.0,14.7
24047,53366.0,11.3
24510,43192.0,22.7
25001,65735.0,7.6
25003,50646.0,14.3
25005,59839.0,12.6
25007,64456.0,8.5
25009,68237.0,11.5
25011,57325.0,11.8
25013,51415.0,17.1
25015,60853.0,15.3
25017,90025.0,7.6
25019,86014.0,7.3
25021,93187.0,7.1
25023,74736.0,9.7
25025,56530.0,19.8
25027,65621.0,12.1
26001,37618.0,15.8
26003,43341.0,14.6
26005,55611.0,11.2
26007,40665.0,16.2
26009,49118.0,14.2
26011,37120.0,20.1
26013,42389.0,17.3
26015,57665.0,9.3
26017,46256.0,14.5
26019,48127.0,10.5
26021,46588.0,17.1
26023,47146.0,14.9
26025,43864.0,16.1
26027,49889.0,14.8
26029,48267.0,11.6
26031,41036.0,17.6
26033,42473.0,19.7
26035,33250.0,24.7
26037,65051.0,10.0
26039,40907.0,17.2
26041,43020.0,14.8
26043,47616.0,12.3
26045,56760.0,10.9
26047,49774.0,11.0
26049,44181.0,20.5
26051,40746.0,19.8
26053,38416.0,18.6
26055,54874.0,8.5
26057,42800.0,16.5
26059,46786.0,16.6
26061,41775.0,17.4
26063,45917.0,11.7
26065,47470.0,21.0
26067,51013.0,14.2
26069,39874.0,16.1
26071,36570.0,14.6
26073,41957.0,26.1
26075,50683.0,16.2
26077,52252.0,16.0
26079,42829.0,16.5
26081,54550.0,14.5
26083,40862.0,13.4
26085,32971.0,24.8
26087,57774.0,10.0
26089,61397.0,7.9
26091,49013.0,14.3
26093,76934.0,6.5
26095,41870.0,19.6
26097,40091.0,16.1
26099,54939.0,11.7
26101,41811.0,15.0
26103,48108.0,15.0
26105,43620.0,16.8
26107,41755.0,21.3
26109,42591.0,16.9
26111,59248.0,11.5
26113,42836.0,17.5
26115,56161.0,10.6
26117,41728.0,17.9
26119,37153.0,18.2
26121,46709.0,16.1
26123,45086.0,16.3
26125,70150.0,9.3
26127,43211.0,17.2
26129,37057.0,19.4
26131,37508.0,14.6
26133,41782.0,18.7
26135,36724.0,20.5
26137,50420.0,12.1
26139,61429.0,8.6
26141,41658.0,13.6
26143,38516.0,19.2
26145,43344.0,18.6
26147,51183.0,12.8
26149,46667.0,14.7
26151,41861.0,16.7
26153,36741.0,15.9
26155,50807.0,12.4
26157,45800.0,15.5
26159,47806.0,15.7
26161,62401.0,14.2
26163,41585.0,24.8
26165,42922.0,14.8
27001,43817.0,14.2
27003,73276.0,7.1
27005,54304.0,11.3
27007,46031.0,16.2
27009,52513.0,11.4
27011,47583.0,11.5
27013,49664.0,17.2
27015,56330.0,8.3
27017,54945.0,10.8
27019,93857.0,4.5
27021,47645.0,15.0
27023,50896.0,11.1
27025,70036.0,6.3
27027,60417.0,12.1
27029,42689.0,14.6
27031,50350.0,11.1
27033,49448.0,13.7
27035,50755.0,10.4
27037,77576.0,7.1
27039,65494.0,6.9
27041,56819.0,8.8
27043,52169.0,11.3
27045,52170.0,10.8
27047,47418.0,13.4
27049,60285.0,8.9
27051,50570.0,10.6
27053,68902.0,10.9
27055,56276.0,8.2
27057,52841.0,10.6
27059,63134.0,7.7
27061,52064.0,12.7
27063,54001.0,9.2
27065,48907.0,11.7
27067,52597.0,10.9
27069,55545.0,10.2
27071,46807.0,14.3
27073,50764.0,8.4
27075,53093.0,9.8
27077,46128.0,11.7
27079,62672.0,8.5
27081,52164.0,9.3
27083,55051.0,12.2
27085,60549.0,8.6
27087,40849.0,21.5
27089,55889.0,8.3
27091,48478.0,13.6
27093,58607.0,7.9
27095,50633.0,12.4
27097,54245.0,10.9
27099,50878.0,10.8
27101,50378.0,9.0
27103,58839.0,10.7
27105,50100.0,12.9
27107,50775.0,11.7
27109,70063.0,8.9
27111,55357.0,9.7
27113,51341.0,10.4
27115,46332.0,13.9
27117,51939.0,11.0
27119,54270.0,11.8
27121,53267.0,8.4
27123,57299.0,15.1
27125,52244.0,9.7
27127,48520.0,11.0
27129,56835.0,9.5
27131,59863.0,9.2
27133,55462.0,9.7
27135,54416.0,9.4
27137,50141.0,13.4
27139,92898.0,5.1
27141,79495.0,7.5
27143,57052.0,8.9
27145,55244.0,13.5
27147,60970.0,9.4
27149,54323.0,10.9
27151,47130.0,11.9
27153,48840.0,12.8
27155,46764.0,14.4
27157,57873.0,6.9
27159,45597.0,15.0
27161,54495.0,9.9
27163,88329.0,5.1
27165,48044.0,11.3
27167,56583.0,9.8
27169,54367.0,12.7
27171,76407.0,5.1
27173,51569.0,12.5
28001,32673.0,29.6
28003,41383.0,19.6
28005,37085.0,22.2
28007,32988.0,22.9
28009,32467.0,25.3
28011,30311.0,36.1
28013,33906.0,23.0
28015,39439.0,19.0
28017,31937.0,26.6
28019,35370.0,24.5
28021,26959.0,46.3
28023,38362.0,21.8
28025,32360.0,27.6
28027,25948.0,35.0
28029,34723.0,26.1
28031,36206.0,22.4
28033,60610.0,10.0
28035,35198.0,26.6
28037,36391.0,20.6
28039,48212.0,17.1
28041,42699.0,22.6
28043,35163.0,21.3
28045,45911.0,20.8
28047,42370.0,22.0
28049,39158.0,27.1
28051,24065.0,43.3
28053,25625.0,41.5
28055,28859.0,40.4
28057,39296.0,18.1
28059,46339.0,16.1
28061,35092.0,22.8
28063,26405.0,39.3
28065,28845.0,30.5
28067,36413.0,23.2
28069,30381.0,31.9
28071,43435.0,21.0
28073,53205.0,16.4
28075,38334.0,22.0
28077,39460.0,20.9
28079,35804.0,24.3
28081,43098.0,17.4
28083,26520.0,42.3
28085,40627.0,20.0
28087,41880.0,23.5
28089,67482.0,12.7
28091,34742.0,24.2
28093,38006.0,23.3
28095,38893.0,20.7
28097,34264.0,25.8
28099,38068.0,25.5
28101,36991.0,22.7
28103,28041.0,34.3
28105,38011.0,27.1
28107,35517.0,24.8
28109,43420.0,21.0
28111,37777.0,21.0
28113,31976.0,30.1
28115,39977.0,15.6
28117,38550.0,19.5
28119,26467.0,38.2
28121,58426.0,9.7
28123,34469.0,21.7
28125,27589.0,34.3
28127,37742.0,24.5
28129,40637.0,19.5
28131,42295.0,20.5
28133,28184.0,39.3
28135,29474.0,32.9
28137,43376.0,19.2
28139,38297.0,18.2
28141,37740.0,17.1
28143,30970.0,28.9
28145,42120.0,17.0
28147,31202.0,27.6
28149,40465.0,21.6
28151,27539.0,36.2
28153,35989.0,24.5
28155,40214.0,20.5
28157,28535.0,34.5
28159,35216.0,26.6
28161,36062.0,22.4
28163,34218.0,34.2
29001,40222.0,21.9
29003,58675.0,9.5
29005,46339.0,13.0
29007,42480.0,18.7
29009,37467.0,20.7
29011,39633.0,18.0
29013,45887.0,14.1
29015,34156.0,18.7
29017,41623.0,18.3
29019,50865.0,17.7
29021,48294.0,17.3
29023,35509.0,23.4
29025,44470.0,12.7
29027,50514.0,13.9
29029,49393.0,14.9
29031,49615.0,16.4
29033,43638.0,15.7
29035,32269.0,21.4
29037,62996.0,9.2
29039,37654.0,19.9
29041,46230.0,13.3
29043,54044.0,10.4
29045,43225.0,14.7
29047,65106.0,7.8
29049,59655.0,10.4
29051,56393.0,11.9
29053,46632.0,14.4
29055,38491.0,19.4
29057,38516.0,17.5
29059,37780.0,18.1
29061,43135.0,15.3
29063,44429.0,20.0
29065,36808.0,21.5
29067,32979.0,23.1
29069,31920.0,27.6
29071,50438.0,11.4
29073,47717.0,12.1
29075,43811.0,14.9
29077,43885.0,17.7
29079,38763.0,19.1
29081,38005.0,18.0
29083,42455.0,18.8
29085,31320.0,23.8
29087,42845.0,13.7
29089,44634.0,15.9
29091,36604.0,19.9
29093,33415.0,22.9
29095,48364.0,17.6
29097,43724.0,16.0
29099,58747.0,10.5
29101,44109.0,16.3
29103,40356.0,18.7
29105,40741.0,17.4
29107,50325.0,12.2
29109,41619.0,18.3
29111,45592.0,16.3
29113,54584.0,11.3
29115,39618.0,17.4
29117,40808.0,18.8
29119,37939.0,20.1
29121,41080.0,14.6
29123,35745.0,19.3
29125,43970.0,15.4
29127,41297.0,17.7
29129,43244.0,14.2
29131,40077.0,18.7
29133,33283.0,26.6
29135,50525.0,14.7
29137,44048.0,14.0
29139,41470.0,17.0
29141,39219.0,23.1
29143,36386.0,23.9
29145,46125.0,14.5
29147,44119.0,22.9
29149,33573.0,24.7
29151,55962.0,9.6
29153,31838.0,27.7
29155,29621.0,28.0
29157,47226.0,11.1
29159,42137.0,15.1
29161,40676.0,19.1
29163,43007.0,18.2
29165,72548.0,7.6
29167,41326.0,17.5
29169,46756.0,16.2
29171,37286.0,18.0
29173,51015.0,11.5
29175,39976.0,20.0
29177,54361.0,11.1
29179,34076.0,21.5
29181,34069.0,25.4
29183,74009.0,6.3
29185,35128.0,22.6
29186,52806.0,10.9
29187,41222.0,18.2
29189,61569.0,10.3
29195,41958.0,16.5
29197,37851.0,18.3
29199,41324.0,15.8
29201,40285.0,18.1
29203,28171.0,23.9
29205,41696.0,16.8
29207,38773.0,19.0
29209,42186.0,14.8
29211,41405.0,17.4
29213,39320.0,16.0
29215,34935.0,23.3
29217,40186.0,18.5
29219,51933.0,12.3
29221,37986.0,20.7
29223,32566.0,24.3
29225,43418.0,19.2
29227,43443.0,15.9
29229,32634.0,24.1
29510,37948.0,25.5
30001,41083.0,17.0
30003,41008.0,31.0
30005,34667.0,29.6
30007,51360.0,10.8
30009,49389.0,11.7
30011,46398.0,13.9
30013,45597.0,14.4
30015,40280.0,17.6
30017,47510.0,12.2
30019,43918.0,10.2
30021,56648.0,11.0
30023,37979.0,18.1
30025,59928.0,7.7
30027,43823.0,13.6
30029,48063.0,14.0
30031,57358.0,10.9
30033,45987.0,14.2
30035,31666.0,28.1
30037,37883.0,20.2
30039,43470.0,14.1
30041,44178.0,21.2
30043,62508.0,9.8
30045,45472.0,13.8
30047,39383.0,20.8
30049,56755.0,12.2
30051,40052.0,17.0
30053,37281.0,20.3
30055,44387.0,13.9
30057,49872.0,11.4
30059,41391.0,17.3
30061,39584.0,16.4
30063,44998.0,15.8
30065,41791.0,17.7
30067,45642.0,12.7
30069,42919.0,15.4
30071,38105.0,16.4
30073,41168.0,20.1
30075,50491.0,10.7
30077,42755.0,18.1
30079,42187.0,12.5
30081,48468.0,14.9
30083,68196.0,7.0
30085,39147.0,24.3
30087,51732.0,18.8
30089,36564.0,18.7
30091,50857.0,9.4
30093,42658.0,16.7
30095,60052.0,9.1
30097,48361.0,10.7
30099,47598.0,12.4
30101,43879.0,17.0
30103,49679.0,11.8
30105,46698.0,12.1
30107,35665.0,20.1
30109,49533.0,10.1
30111,57326.0,10.4
31001,48579.0,12.7
31003,48546.0,12.2
31005,50753.0,13.2
31007,54115.0,11.9
31009,44824.0,16.6
31011,54070.0,9.2
31013,54652.0,11.6
31015,42539.0,12.2
31017,46856.0,12.6
31019,55813.0,13.0
31021,49792.0,11.6
31023,55542.0,8.1
31025,66519.0,7.1
31027,56092.0,9.4
31029,55319.0,8.2
31031,54564.0,11.7
31033,57255.0,9.0
31035,51431.0,10.2
31037,50744.0,10.9
31039,56995.0,9.9
31041,51014.0,11.6
31043,49093.0,14.6
31045,44135.0,17.8
31047,47991.0,12.6
31049,47641.0,11.1
31051,52152.0,9.3
31053,48969.0,11.6
31055,58405.0,14.5
31057,45745.0,13.2
31059,54086.0,9.8
31061,44911.0,13.3
31063,50700.0,12.6
31065,40032.0,13.4
31067,50746.0,10.2
31069,42186.0,14.8
31071,44643.0,11.9
31073,56882.0,9.1
31075,56646.0,9.2
31077,44920.0,12.2
31079,50093.0,13.5
31081,65103.0,7.3
31083,47844.0,12.0
31085,50516.0,14.7
31087,43054.0,14.1
31089,50434.0,11.9
31091,42989.0,8.1
31093,52464.0,10.4
31095,46812.0,12.3
31097,47382.0,13.2
31099,50645.0,8.6
31101,46888.0,10.9
31103,45886.0,15.1
31105,45769.0,12.7
31107,45566.0,13.7
31109,54422.0,13.5
31111,53856.0,12.3
31113,51098.0,8.9
31115,52862.0,15.3
31117,57175.0,12.1
31119,51330.0,13.8
31121,51219.0,10.4
31123,49082.0,13.5
31125,46958.0,13.2
31127,52034.0,13.1
31129,41956.0,12.5
31131,53015.0,10.6
31133,43646.0,13.2
31135,58066.0,10.1
31137,55566.0,10.4
31139,56744.0,9.4
31141,58554.0,8.3
31143,61965.0,7.9
31145,49308.0,11.8
31147,44648.0,13.0
31149,51447.0,14.2
31151,55850.0,10.0
31153,73856.0,5.8
31155,61025.0,8.8
31157,43428.0,15.1
31159,62455.0,7.5
31161,47005.0,14.3
31163,42643.0,12.5
31165,55606.0,14.0
31167,56423.0,8.5
31169,48947.0,10.2
31171,48754.0,12.6
31173,42290.0,25.6
31175,49929.0,12.2
31177,68435.0,6.7
31179,54503.0,12.0
31181,40444.0,12.9
31183,55106.0,11.4
31185,59500.0,10.1
32001,54134.0,13.1
32003,51624.0,15.4
32005,63620.0,9.4
32007,76518.0,9.9
32009,49057.0,14.7
32011,65459.0,9.5
32013,68060.0,9.4
32015,76713.0,10.8
32017,51788.0,14.3
32019,51934.0,13.8
32021,42164.0,18.0
32023,43819.0,17.5
32027,54416.0,18.3
32029,61594.0,7.8
32031,56457.0,13.8
32033,54975.0,14.1
32510,47015.0,16.4
33001,63377.0,8.8
33003,54351.0,9.6
33005,60339.0,9.9
33007,40286.0,16.1
33009,57827.0,11.2
33011,73474.0,8.0
33013,68148.0,8.3
33015,87103.0,5.2
33017,60931.0,11.4
33019,53804.0,11.2
34001,53296.0,14.1
34003,88512.0,7.1
34005,74844.0,7.7
34007,63589.0,13.1
34009,55632.0,10.5
34011,50259.0,17.2
34013,52206.0,16.8
34015,76780.0,7.7
34017,60053.0,17.7
34019,102797.0,5.0
34021,72172.0,11.2
34023,78249.0,8.5
34025,86722.0,7.5
34027,101754.0,5.3
34029,63478.0,10.9
34031,55723.0,17.3
34033,63988.0,11.9
34035,99059.0,5.5
34037,84431.0,5.6
34039,70581.0,10.6
34041,71672.0,7.7
35001,47870.0,19.0
35003,36570.0,23.4
35005,39265.0,21.1
35006,35580.0,29.2
35007,37269.0,19.7
35009,41879.0,21.7
35011,33427.0,20.2
35013,39421.0,25.7
35015,60407.0,12.3
35017,39792.0,20.5
35019,31710.0,23.9
35021,39561.0,14.3
35023,34336.0,25.2
35025,54686.0,14.3
35027,40297.0,17.8
35028,107126.0,4.0
35029,27151.0,30.9
35031,29040.0,34.1
35033,31816.0,23.9
35035,38381.0,23.0
35037,29047.0,23.0
35039,37319.0,24.2
35041,38053.0,20.4
35043,62833.0,11.2
35045,49173.0,18.8
35047,32303.0,28.7
35049,55247.0,13.1
35051,29432.0,28.7
35053,33673.0,23.5
35055,37092.0,19.9
35057,35950.0,26.2
35059,36715.0,17.1
35061,42395.0,19.8
36001,57312.0,12.6
36003,44331.0,16.8
36005,35102.0,30.3
36007,46067.0,17.7
36009,40933.0,18.0
36011,51925.0,12.7
36013,43973.0,17.2
36015,51285.0,14.9
36017,49082.0,14.3
36019,46747.0,17.5
36021,58335.0,13.6
36023,49894.0,16.2
36025,42907.0,16.9
36027,71348.0,10.4
36029,52176.0,15.6
36031,52282.0,12.2
36033,45682.0,18.3
36035,46543.0,17.9
36037,53771.0,13.4
36039,48144.0,16.4
36041,47997.0,11.1
36043,49504.0,12.7
36045,50179.0,14.1
36047,51026.0,22.3
36049,50846.0,14.0
36051,53945.0,13.2
36053,58094.0,12.9
36055,54204.0,14.8
36057,44414.0,18.4
36059,101568.0,6.1
36061,75136.0,17.6
36063,48517.0,15.5
36065,47390.0,18.0
36067,57114.0,14.6
36069,58085.0,9.6
36071,71162.0,12.1
36073,48126.0,14.2
36075,49391.0,17.4
36077,47942.0,16.8
36079,90497.0,6.0
36081,60241.0,13.9
36083,60117.0,12.0
36085,71058.0,14.2
36087,84249.0,14.0
36089,42811.0,18.5
36091,75029.0,6.4
36093,59432.0,12.0
36095,50588.0,13.7
36097,49664.0,12.5
36099,49813.0,14.1
36101,47352.0,15.4
36103,87634.0,7.8
36105,49161.0,18.1
36107,57541.0,11.7
36109,55839.0,20.1
36111,58328.0,14.0
36113,54492.0,11.3
36115,51188.0,13.3
36117,51273.0,12.2
36119,85688.0,10.1
36121,52796.0,13.3
36123,46392.0,13.6
37001,41566.0,18.9
37003,41092.0,15.5
37005,36113.0,22.9
37007,35307.0,25.2
37009,35238.0,20.2
37011,37120.0,19.7
37013,41725.0,19.2
37015,31967.0,24.8
37017,33882.0,25.4
37019,48831.0,14.3
37021,45094.0,15.2
37023,42711.0,16.7
37025,57881.0,10.8
37027,39636.0,16.2
37029,62000.0,9.7
37031,50837.0,13.8
37033,40504.0,20.1
37035,41745.0,15.1
37037,58860.0,11.6
37039,38284.0,18.3
37041,40794.0,19.4
37043,38980.0,17.4
37045,40237.0,19.8
37047,34478.0,24.0
37049,47805.0,15.0
37051,42380.0,18.8
37053,66426.0,10.4
37055,53585.0,10.3
37057,46400.0,14.1
37059,52525.0,12.3
37061,38397.0,24.9
37063,53875.0,17.1
37065,32529.0,27.8
37067,47346.0,18.1
37069,48009.0,16.0
37071,45031.0,17.3
37073,46387.0,16.7
37075,33827.0,21.0
37077,50314.0,16.0
37079,35060.0,25.4
37081,48283.0,15.7
37083,31952.0,27.9
37085,48301.0,17.7
37087,43573.0,17.6
37089,47280.0,13.1
37091,34453.0,26.9
37093,42819.0,19.9
37095,37074.0,23.0
37097,55848.0,14.2
37099,41537.0,20.9
37101,52681.0,13.0
37103,39688.0,21.4
37105,44294.0,17.1
37107,37085.0,22.7
37109,49343.0,13.4
37111,37430.0,18.8
37113,41395.0,16.9
37115,37899.0,20.9
37117,36543.0,22.5
37119,57029.0,14.3
37121,39955.0,16.7
37123,39096.0,19.9
37125,52139.0,13.2
37127,43450.0,18.1
37129,52456.0,17.3
37131,33301.0,26.8
37133,46144.0,15.3
37135,61570.0,14.3
37137,41004.0,14.6
37139,42171.0,19.1
37141,49390.0,14.8
37143,42337.0,17.6
37145,43917.0,16.3
37147,41909.0,25.9
37149,45672.0,13.5
37151,43216.0,16.4
37153,33017.0,28.7
37155,32128.0,30.6
37157,40148.0,18.4
37159,44862.0,17.3
37161,36998.0,19.2
37163,40660.0,21.4
37165,35447.0,29.0
37167,44878.0,17.1
37169,42889.0,15.3
37171,38408.0,18.2
37173,36103.0,16.2
37175,45792.0,15.4
37177,33759.0,25.0
37179,71690.0,9.7
37181,32698.0,24.6
37183,70629.0,11.1
37185,34149.0,27.3
37187,35146.0,23.4
37189,41762.0,25.3
37191,41161.0,18.4
37193,40647.0,18.7
37195,41276.0,19.9
37197,41208.0,16.3
37199,36418.0,19.3
38001,48106.0,10.1
38003,51053.0,12.4
38005,39969.0,27.9
38007,76913.0,7.1
38009,56645.0,10.6
38011,62892.0,7.6
38013,68477.0,8.4
38015,66057.0,9.0
38017,55946.0,10.7
38019,57200.0,9.4
38021,56325.0,10.3
38023,62922.0,8.6
38025,73135.0,9.9
38027,47804.0,11.3
38029,46952.0,13.9
38031,53408.0,8.4
38033,56948.0,10.2
38035,52022.0,14.3
38037,40879.0,15.6
38039,47222.0,10.0
38041,53403.0,10.6
38043,46800.0,13.9
38045,58638.0,10.9
38047,50047.0,11.8
38049,56351.0,11.1
38051,48494.0,12.5
38053,82906.0,8.4
38055,62480.0,10.0
38057,75698.0,7.2
38059,64260.0,7.8
38061,65606.0,11.2
38063,48196.0,11.6
38065,65798.0,10.2
38067,58683.0,8.8
38069,43419.0,16.1
38071,51607.0,12.0
38073,60122.0,9.1
38075,65651.0,7.6
38077,56942.0,10.2
38079,37634.0,25.5
38081,58626.0,7.8
38083,38234.0,17.6
38085,32895.0,40.4
38087,56833.0,9.0
38089,76844.0,7.5
38091,61352.0,7.8
38093,54925.0,11.4
38095,51561.0,10.4
38097,54814.0,9.5
38099,51749.0,10.8
38101,61170.0,8.4
38103,51857.0,10.4
38105,89860.0,7.8
39001,36609.0,21.3
39003,49297.0,15.5
39005,48338.0,14.1
39007,44258.0,18.6
39009,38400.0,31.5
39011,58840.0,8.7
39013,45675.0,14.6
39015,47202.0,14.9
39017,58954.0,14.4
39019,52166.0,13.0
39021,58837.0,10.8
39023,47651.0,15.1
39025,62214.0,9.5
39027,47055.0,13.6
39029,42301.0,14.7
39031,41643.0,15.1
39033,41471.0,16.5
39035,45506.0,18.2
39037,51131.0,9.6
39039,53936.0,10.2
39041,97679.0,4.4
39043,48129.0,12.7
39045,61450.0,9.1
39047,45068.0,16.3
39049,53939.0,17.1
39051,58782.0,8.5
39053,38738.0,21.7
39055,76315.0,6.7
39057,61250.0,12.7
39059,41630.0,18.6
39061,51070.0,16.6
39063,55265.0,10.6
39065,44101.0,16.5
39067,44221.0,15.5
39069,56986.0,9.4
39071,41494.0,17.9
39073,43598.0,15.7
39075,53540.0,10.8
39077,48838.0,13.1
39079,42828.0,20.4
39081,43306.0,17.8
39083,50914.0,14.8
39085,60782.0,8.3
39087,39698.0,21.0
39089,59119.0,12.6
39091,49690.0,10.9
39093,52779.0,13.5
39095,43136.0,19.5
39097,63736.0,9.3
39099,42443.0,16.8
39101,43529.0,18.2
39103,70576.0,7.0
39105,38479.0,22.8
39107,56124.0,7.8
39109,51685.0,10.7
39111,41754.0,18.3
39113,46696.0,17.7
39115,39969.0,19.0
39117,52312.0,11.3
39119,43324.0,16.5
39121,47714.0,15.0
39123,58793.0,9.7
39125,49796.0,10.9
39127,44738.0,18.8
39129,58472.0,12.4
39131,39851.0,21.4
39133,53609.0,13.6
39135,51042.0,12.7
39137,60036.0,7.2
39139,45273.0,15.1
39141,45615.0,17.8
39143,49994.0,12.2
39145,37277.0,23.0
39147,48617.0,13.6
39149,59149.0,8.9
39151,48976.0,13.4
39153,51434.0,14.4
39155,42831.0,17.6
39157,47588.0,13.0
39159,76116.0,7.6
39161,51264.0,11.2
39163,41675.0,18.9
39165,81383.0,5.2
39167,44697.0,15.0
39169,52717.0,11.3
39171,49031.0,12.0
39173,57390.0,11.7
39175,51109.0,8.8
40001,31572.0,28.4
40003,52551.0,14.6
40005,34850.0,23.0
40007,59544.0,11.1
40009,51394.0,13.9
40011,43540.0,16.3
40013,40875.0,18.1
40015,43548.0,21.3
40017,63291.0,9.8
40019,45287.0,16.3
40021,40600.0,21.5
40023,30572.0,29.9
40025,44023.0,17.0
40027,59417.0,11.5
40029,38954.0,19.4
40031,46821.0,15.1
40033,42901.0,16.8
40035,41119.0,18.2
40037,47395.0,15.7
40039,47745.0,17.9
40041,38840.0,20.5
40043,53004.0,13.1
40045,57524.0,11.9
40047,49070.0,14.5
40049,46139.0,14.2
40051,53208.0,13.1
40053,50729.0,11.4
40055,36495.0,23.7
40057,33144.0,23.6
40059,52635.0,9.8
40061,36888.0,18.1
40063,37676.0,20.1
40065,44723.0,17.2
40067,36227.0,19.9
40069,38980.0,21.4
40071,43373.0,18.7
40073,59462.0,10.6
40075,37721.0,21.1
40077,38313.0,19.4
40079,38261.0,19.3
40081,46976.0,14.7
40083,57892.0,13.1
40085,45223.0,12.4
40087,56700.0,10.7
40089,31723.0,25.3
40091,35775.0,21.3
40093,55020.0,10.8
40095,41312.0,17.1
40097,46373.0,18.5
40099,45560.0,14.4
40101,40340.0,21.1
40103,51977.0,11.8
40105,43341.0,16.4
40107,37289.0,23.9
40109,49750.0,16.2
40111,39825.0,22.5
40113,46093.0,16.3
40115,36166.0,23.0
40117,45184.0,16.0
40119,41747.0,22.7
40121,43257.0,17.0
40123,44798.0,15.4
40125,43587.0,17.0
40127,34910.0,21.1
40129,57063.0,10.8
40131,63263.0,10.0
40133,39102.0,20.7
40135,36718.0,24.4
40137,47949.0,15.6
40139,51092.0,11.4
40141,38247.0,23.1
40143,51366.0,15.9
40145,57948.0,10.2
40147,52056.0,13.5
40149,49606.0,15.8
40151,52920.0,13.8
40153,60290.0,11.8
41001,40855.0,15.3
41003,54773.0,18.3
41005,69523.0,9.4
41007,47340.0,13.9
41009,52060.0,13.4
41011,38934.0,18.7
41013,45046.0,15.9
41015,38126.0,17.2
41017,56911.0,13.4
41019,41696.0,19.5
41021,50694.0,12.9
41023,43105.0,16.4
41025,40468.0,16.3
41027,53726.0,11.5
41029,44855.0,19.3
41031,42325.0,21.9
41033,40569.0,21.9
41035,42384.0,19.9
41037,39878.0,18.6
41039,47254.0,19.0
41041,41118.0,17.0
41043,47757.0,15.8
41045,37604.0,24.9
41047,51623.0,16.8
41049,53774.0,15.0
41051,58764.0,15.7
41053,55342.0,13.7
41055,51448.0,16.3
41057,44972.0,15.5
41059,49016.0,19.2
41061,46378.0,16.5
41063,44045.0,16.1
41065,45110.0,16.0
41067,70417.0,10.5
41069,34157.0,21.4
41071,52806.0,13.3
42001,60558.0,8.5
42003,54412.0,12.2
42005,44893.0,12.6
42007,50131.0,13.1
42009,45988.0,13.9
42011,56167.0,12.6
42013,44880.0,15.3
42015,49367.0,13.0
42017,80512.0,6.3
42019,67892.0,9.5
42021,43786.0,14.9
42023,42452.0,13.3
42025,52121.0,11.5
42027,55084.0,16.1
42029,90555.0,6.0
42031,39988.0,17.4
42033,44336.0,16.6
42035,45897.0,16.0
42037,44763.0,15.0
42039,45989.0,15.3
42041,63926.0,7.3
42043,54198.0,13.6
42045,67184.0,10.4
42047,47826.0,9.3
42049,47118.0,17.1
42051,40293.0,20.1
42053,37388.0,24.3
42055,56975.0,9.4
42057,49378.0,11.6
42059,50714.0,15.1
42061,44875.0,14.3
42063,45448.0,18.2
42065,45499.0,14.6
42067,50008.0,12.8
42069,48000.0,15.3
42071,59231.0,10.6
42073,43944.0,17.5
42075,52829.0,11.6
42077,56352.0,12.1
42079,49589.0,15.1
42081,49941.0,14.8
42083,46039.0,16.9
42085,46319.0,14.2
42087,42296.0,15.4
42089,57152.0,12.7
42091,83258.0,6.6
42093,57056.0,9.0
42095,62129.0,8.8
42097,44221.0,13.1
42099,54818.0,9.6
42101,41210.0,25.4
42103,60436.0,10.9
42105,41754.0,14.3
42107,45733.0,13.0
42109,49803.0,11.7
42111,43608.0,14.4
42113,43844.0,13.5
42115,50141.0,12.6
42117,48186.0,13.1
42119,57862.0,12.4
42121,44916.0,13.5
42123,45362.0,12.2
42125,57622.0,10.1
42127,49927.0,13.3
42129,53422.0,11.3
42131,51797.0,11.1
42133,58527.0,10.4
44001,75324.0,9.3
44003,65332.0,8.7
44005,66096.0,11.1
44007,50364.0,17.2
44009,71951.0,9.9
45001,35932.0,19.1
45003,48012.0,18.1
45005,27089.0,41.0
45007,44745.0,17.2
45009,29642.0,32.7
45011,33280.0,27.3
45013,60071.0,12.9
45015,55876.0,13.0
