,FIPS,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13
2631,48217,44965.0,17.8,0,29.2,0,0
2632,48219,48768.0,15.9,0,22.6,1,0
2633,48221,61371.0,9.8,0,18.0,0,1
2634,48223,43284.0,15.9,0,24.4,0,0
2635,48225,37536.0,27.0,1,35.7,1,0
2636,48227,47148.0,19.1,0,23.1,1,0
2637,48229,33048.0,25.0,1,38.4,1,1
2638,48231,46632.0,16.5,0,23.1,0,1
2639,48233,53085.0,14.2,0,19.8,0,0
2640,48235,64777.0,7.9,0,11.2,0,1
2641,48237,51711.0,17.1,0,21.0,0,0
2642,48239,53667.0,13.6,0,19.0,0,0
2643,48241,46541.0,15.7,0,24.8,0,0
2644,48243,47654.0,13.3,0,35.9,0,0
2645,48245,47620.0,16.9,0,23.6,0,1
2646,48247,36048.0,23.2,0,33.9,0,0
2647,48249,43028.0,22.1,1,30.9,1,0
2648,48251,58685.0,11.4,0,17.2,0,1
2649,48253,41871.0,21.4,0,25.1,0,1
2650,48255,47129.0,20.0,1,25.7,1,0
2651,48257,60438.0,13.1,0,15.8,0,1
2652,48259,79108.0,8.0,0,11.7,0,1
2653,48261,40082.0,16.5,0,26.5,0,0
2654,48263,45338.0,11.3,0,18.1,0,0
2655,48265,47389.0,14.3,0,26.7,0,0
2656,48267,37448.0,20.0,0,37.0,0,0
2657,48269,69588.0,11.0,0,16.2,0,0
2658,48271,40840.0,20.6,1,26.5,1,0
2659,48273,40066.0,24.3,1,33.0,1,0
2660,48275,43238.0,19.2,0,31.7,1,0
2661,48277,39433.0,18.8,0,28.9,1,0
2662,48279,41807.0,21.8,1,31.6,1,0
2663,48281,50985.0,13.9,0,22.7,0,1
2664,48283,42500.0,27.9,1,33.3,1,0
2665,48285,49752.0,12.2,0,17.4,0,0
2666,48287,54747.0,12.4,0,18.2,0,0
2667,48289,47740.0,13.8,0,21.4,1,0
2668,48291,53552.0,15.8,0,22.4,0,1
2669,48293,40655.0,19.1,0,28.9,1,0
2670,48295,60955.0,9.7,0,11.2,0,0
2671,48297,53184.0,15.8,0,21.7,1,0
2672,48299,46366.0,14.8,0,27.3,0,0
2673,48301,59499.0,14.3,0,28.6,0,0
2674,48303,47139.0,20.1,0,24.3,0,1
2675,48305,38922.0,20.5,0,31.1,1,1
2676,48307,39900.0,18.6,1,29.2,1,0
2677,48309,46264.0,19.9,0,26.9,1,1
2678,48311,60709.0,10.0,0,15.8,0,0
2679,48313,40857.0,19.2,0,26.1,0,0
2680,48315,35152.0,23.4,1,36.4,1,0
2681,48317,60815.0,11.4,0,16.2,0,1
2682,48319,45340.0,13.8,0,23.3,1,0
2683,48321,45073.0,20.5,0,30.9,0,0
2684,48323,34687.0,23.9,1,32.2,1,0
2685,48325,52831.0,14.8,0,21.4,0,1
2686,48327,34308.0,20.8,0,38.2,1,0
2687,48329,79829.0,8.9,0,13.1,0,1
2688,48331,46433.0,16.9,0,27.5,1,0
2689,48333,40958.0,16.6,0,26.1,1,0
2690,48335,41977.0,19.7,0,24.9,0,0
2691,48337,49653.0,15.2,0,22.1,0,0
2692,48339,72428.0,10.1,0,13.9,0,1
2693,48341,49345.0,14.4,0,20.3,0,0
2694,48343,37236.0,19.5,0,31.6,0,0
2695,48345,40575.0,17.0,0,28.6,1,0
2696,48347,39556.0,24.5,0,30.9,1,0
2697,48349,41047.0,19.6,0,27.9,1,0
2698,48351,40345.0,21.2,0,28.1,0,1
2699,48353,40052.0,20.0,0,30.6,0,0
2700,48355,50188.0,19.9,0,30.6,1,1
2701,48357,67136.0,8.8,0,13.3,0,0
2702,48359,53797.0,13.4,0,29.2,0,1
2703,48361,51156.0,16.1,0,22.6,0,1
2704,48363,42932.0,18.6,0,27.8,0,0
2705,48365,50057.0,15.1,0,20.9,0,0
2706,48367,67545.0,9.4,0,13.7,0,1
2707,48369,46827.0,14.5,0,21.1,1,0
2708,48371,45839.0,18.1,0,23.6,1,0
2709,48373,42746.0,17.2,0,28.8,1,0
2710,48375,40353.0,22.4,0,31.8,0,1
2711,48377,33218.0,22.4,1,32.3,1,0
2712,48379,46698.0,14.4,0,26.8,0,0
2713,48381,62080.0,8.5,0,12.0,0,1
2714,48383,65948.0,8.8,0,11.9,0,0
2715,48385,34031.0,19.4,1,34.6,1,0
2716,48387,36347.0,20.2,0,31.0,1,0
2717,48389,44470.0,19.3,1,24.2,1,0
2718,48391,45562.0,15.4,0,22.9,1,0
2719,48393,71859.0,6.7,0,8.7,0,0
2720,48395,53635.0,16.6,1,28.8,1,1
2721,48397,92150.0,6.0,0,8.2,0,1
2722,48399,39404.0,18.5,0,25.4,0,0
2723,48401,49347.0,16.6,0,22.3,0,1
2724,48403,36813.0,19.7,0,33.7,1,0
2725,48405,33156.0,24.3,1,37.3,1,0
2726,48407,42371.0,18.1,0,30.1,1,0
2727,48409,52952.0,15.5,0,23.3,1,1
2728,48411,42559.0,18.9,0,29.2,1,0
2729,48413,53886.0,13.4,0,21.9,0,0
2730,48415,57385.0,12.7,0,18.1,0,0
2731,48417,51685.0,13.1,0,19.4,0,0
2732,48419,41519.0,19.8,0,29.0,1,0
2733,48421,54010.0,12.8,0,18.7,0,0
2734,48423,49364.0,16.0,0,23.2,0,1
2735,48425,58040.0,12.1,0,17.7,0,1
2736,48427,28292.0,30.9,1,42.5,1,0
2737,48429,45410.0,18.2,0,27.7,0,0
2738,48431,62759.0,11.6,0,17.5,0,0
2739,48433,45928.0,14.5,0,21.2,0,0
2740,48435,60310.0,12.5,0,18.4,0,0
2741,48437,40584.0,21.6,0,34.0,0,0
2742,48439,60735.0,13.1,0,18.4,0,1
2743,48441,47388.0,14.8,0,21.7,0,1
2744,48443,43815.0,16.7,0,21.8,0,0
2745,48445,43357.0,22.5,0,32.2,1,0
2746,48447,43225.0,13.6,0,26.9,0,0
2747,48449,41538.0,20.1,0,28.8,0,0
2748,48451,47756.0,15.6,0,21.7,0,1
2749,48453,65244.0,13.2,0,17.8,0,1
2750,48455,37213.0,19.5,0,32.8,1,0
2751,48457,40820.0,19.9,0,25.1,0,0
2752,48459,45494.0,15.5,0,23.6,0,1
2753,48461,57085.0,13.5,0,18.2,0,0
2754,48463,37700.0,20.7,1,33.4,1,0
2755,48465,42465.0,22.1,1,31.8,1,0
2756,48467,47252.0,15.9,0,22.3,0,0
2757,48469,55406.0,13.6,0,20.7,0,1
2758,48471,41429.0,22.7,0,24.9,0,0
2759,48473,50746.0,16.0,0,21.9,0,1
2760,48475,57570.0,12.8,0,17.8,0,0
2761,48477,51879.0,14.5,0,20.0,0,0
2762,48479,39237.0,30.5,1,41.9,1,1
2763,48481,45198.0,17.2,0,24.9,0,0
2764,48483,51114.0,12.9,0,19.0,0,0
2765,48485,45430.0,18.9,0,26.3,0,1
2766,48487,43073.0,16.5,0,25.0,0,0
2767,48489,30287.0,35.4,1,43.0,1,0
2768,48491,78531.0,6.6,0,8.7,0,1
2769,48493,68805.0,9.4,0,13.2,0,1
2770,48495,55331.0,13.3,0,18.5,0,0
2771,48497,58367.0,12.1,0,17.4,0,1
2772,48499,45753.0,16.6,0,27.7,0,0
2773,48501,59752.0,11.1,0,14.8,1,0
2774,48503,49079.0,15.0,0,22.0,0,0
2775,48505,35754.0,30.9,1,45.2,1,0
2776,48507,27711.0,32.0,1,42.2,1,0
2777,49001,50492.0,11.2,0,14.8,0,0
2778,49003,58380.0,8.4,0,11.7,0,1
2779,49005,51951.0,16.0,0,16.0,0,1
2780,49007,47894.0,16.3,0,20.6,0,0
2781,49009,57368.0,8.0,0,12.2,0,0
2782,49011,72268.0,6.9,0,8.3,0,1
2783,49013,63149.0,11.0,0,12.0,0,0
2784,49015,54086.0,10.4,0,14.4,0,0
2785,49017,45509.0,11.2,0,18.0,0,0
2786,49019,44858.0,13.0,0,21.5,0,0
2787,49021,45118.0,18.3,0,22.4,0,0
2788,49023,55201.0,10.5,0,14.2,0,1
2789,49025,47530.0,11.3,0,17.0,0,0
2790,49027,52206.0,13.1,0,19.2,0,0
2791,49029,81358.0,4.8,0,5.3,0,1
2792,49031,39507.0,17.3,0,31.1,0,0
2793,49033,58645.0,9.1,0,11.1,0,0
2794,49035,65549.0,10.8,0,12.8,0,1
2795,49037,39305.0,28.5,1,31.9,1,0
2796,49039,46929.0,17.2,0,19.1,0,0
2797,49041,48711.0,14.0,0,18.8,0,0
2798,49043,93235.0,6.2,0,8.1,0,0
2799,49045,67938.0,7.2,0,9.3,0,1
2800,49047,67561.0,9.9,0,11.4,0,0
2801,49049,65425.0,12.5,0,11.6,0,1
2802,49051,75112.0,6.9,0,9.2,0,0
2803,49053,54398.0,13.2,0,18.5,0,1
2804,49055,41596.0,15.0,0,25.6,0,0
2805,49057,58786.0,12.4,0,15.6,0,1
2806,50001,58408.0,8.9,0,10.9,0,0
2807,50003,50506.0,11.8,0,17.8,0,0
2808,50005,46403.0,11.5,0,17.8,0,0
2809,50007,67112.0,10.4,0,10.2,0,1
2810,50009,41764.0,14.3,0,22.8,0,0
2811,50011,59280.0,8.1,0,13.0,0,1
2812,50013,68342.0,8.3,0,13.2,0,1
2813,50015,54076.0,10.2,0,13.7,0,0
2814,50017,54552.0,9.8,0,14.8,0,0
2815,50019,42884.0,13.3,0,20.0,0,0
2816,50021,51164.0,11.4,0,17.0,0,0
2817,50023,56333.0,9.3,0,11.1,0,0
2818,50025,49298.0,13.2,0,18.1,0,0
2819,50027,53984.0,9.1,0,12.6,0,0
2820,51001,38690.0,20.4,0,31.0,1,0
2821,51003,71293.0,9.5,0,9.6,0,1
2822,51005,45210.0,18.2,0,24.0,0,0
2823,51007,53078.0,11.1,0,17.0,0,1
2824,51009,48646.0,15.0,0,20.6,0,1
2825,51011,49461.0,14.2,0,20.9,0,1
2826,51013,104354.0,7.1,0,8.8,0,1
2827,51015,56867.0,9.3,0,12.9,0,1
2828,51017,44401.0,10.3,0,14.6,0,0
2829,51019,54153.0,9.1,0,12.8,0,1
2830,51021,44727.0,13.6,0,17.8,0,0
2831,51023,62591.0,7.4,0,9.3,0,1
2832,51025,39748.0,22.1,0,29.2,1,0
2833,51027,32433.0,28.8,0,33.6,1,0
2834,51029,43774.0,20.2,0,27.5,1,1
2835,51031,46938.0,11.7,0,16.3,0,1
2836,51033,54696.0,12.0,0,17.2,0,1
2837,51035,42790.0,15.0,0,24.3,0,0
2838,51036,51645.0,11.6,0,19.5,0,1
2839,51037,37819.0,19.2,0,28.4,1,0
2840,51041,75107.0,6.9,0,9.5,0,1
2841,51043,71789.0,8.4,0,10.4,0,1
2842,51045,47832.0,11.9,0,21.7,0,1
2843,51047,63728.0,10.2,0,14.9,0,1
2844,51049,40958.0,19.6,0,30.8,0,0
2845,51051,32620.0,25.0,0,33.0,1,0
2846,51053,52694.0,12.4,0,17.5,1,1
2847,51057,47427.0,15.5,0,26.7,0,0
2848,51059,112844.0,6.2,0,7.5,0,1
2849,51061,89610.0,6.8,0,8.3,0,1
2850,51063,48448.0,11.9,0,18.2,0,1
2851,51065,65899.0,7.8,0,10.4,0,1
2852,51067,49117.0,13.1,0,19.1,0,1
2853,51069,69991.0,7.7,0,10.7,0,1
2854,51071,46727.0,10.6,0,17.6,0,1
2855,51073,63742.0,9.3,0,14.7,0,1
2856,51075,86257.0,7.4,0,9.8,0,1
2857,51077,37684.0,20.1,0,29.4,0,0
2858,51079,60406.0,9.3,0,13.9,0,1
2859,51081,40252.0,27.9,0,28.7,0,0
2860,51083,40432.0,16.9,0,25.6,0,0
2861,51085,81900.0,6.2,0,7.1,0,1
2862,51087,65524.0,9.3,0,13.0,0,1
2863,51089,36695.0,19.6,0,30.5,0,0
2864,51091,42363.0,13.8,0,24.2,0,0
2865,51093,67480.0,9.9,0,13.1,0,1
2866,51095,77668.0,7.1,0,10.2,0,1
2867,51097,47513.0,14.0,0,20.5,0,0
2868,51099,81128.0,7.1,0,9.6,0,0
2869,51101,64651.0,7.9,0,12.2,0,1
2870,51103,47098.0,13.1,0,26.2,0,0
2871,51105,32135.0,25.9,1,36.3,1,0
2872,51107,125900.0,3.7,0,4.0,0,1
2873,51109,57015.0,10.6,0,16.7,0,0
2874,51111,38941.0,21.1,0,29.0,1,0
2875,51113,53655.0,10.4,0,18.2,0,0
2876,51115,56119.0,10.2,0,17.9,0,1
2877,51117,33650.0,20.4,0,27.5,1,0
2878,51119,52407.0,12.8,0,25.1,0,0
2879,51121,51157.0,20.8,0,15.2,0,1
2880,51125,49621.0,13.9,0,23.2,0,1
2881,51127,79322.0,6.7,0,10.2,0,1
2882,51131,37515.0,20.5,1,33.7,1,0
2883,51133,52075.0,13.7,0,29.0,0,0
2884,51135,39544.0,23.7,0,28.7,0,0
2885,51137,59482.0,10.4,0,15.2,0,0
2886,51139,43313.0,15.0,0,23.2,0,0
2887,51141,37360.0,17.0,0,25.5,0,0
2888,51143,42390.0,17.1,0,25.6,0,0
2889,51145,77761.0,6.4,0,8.5,0,1
2890,51147,41088.0,22.3,0,29.1,1,0
2891,51149,63320.0,9.9,0,12.3,0,1
2892,51153,99206.0,6.7,0,9.0,0,1
2893,51155,48218.0,15.0,0,22.1,0,1
2894,51157,62729.0,9.8,0,15.6,0,1
2895,51159,43888.0,17.7,0,23.0,0,0
2896,51161,63372.0,7.3,0,9.4,0,1
2897,51163,47561.0,12.8,0,18.6,0,0
2898,51165,52953.0,11.0,0,14.0,0,1
2899,51167,38386.0,21.2,0,28.2,0,0
2900,51169,37567.0,19.2,0,24.5,0,1
2901,51171,54281.0,11.5,0,17.7,0,0
2902,51173,38933.0,18.1,0,27.6,0,0
2903,51175,48119.0,15.2,0,20.9,1,0
2904,51177,76181.0,7.7,0,10.9,0,1
2905,51179,95666.0,5.4,0,7.1,0,1
2906,51181,51331.0,13.0,0,20.0,0,0
2907,51183,39900.0,22.1,0,29.0,0,1
2908,51185,40476.0,17.2,0,24.1,0,0
2909,51187,58047.0,10.8,0,15.1,0,1
2910,51191,45864.0,16.3,0,22.7,0,1
2911,51193,47581.0,14.1,0,28.9,0,0
2912,51195,36076.0,22.7,0,30.9,0,0
2913,51197,42883.0,14.4,0,21.3,0,0
2914,51199,83007.0,5.3,0,6.8,0,1
2915,51510,89177.0,9.1,0,14.5,0,1
2916,51515,,,0,,0,1
2917,51520,38745.0,19.3,0,33.4,0,1
2918,51530,38962.0,17.3,0,24.6,0,0
2919,51540,54876.0,20.7,0,22.6,0,1
2920,51550,67296.0,9.7,0,13.9,0,1
2921,51570,45283.0,10.6,0,16.7,0,1
2922,51580,35374.0,18.3,0,28.6,0,0
2923,51590,32369.0,23.5,0,39.4,0,0
2924,51595,33904.0,22.5,0,38.3,0,0
2925,51600,99671.0,7.3,0,7.8,0,1
2926,51610,122092.0,3.4,0,3.3,0,1
2927,51620,36004.0,19.4,0,35.2,1,0
2928,51630,50710.0,15.9,0,22.8,0,1
2929,51640,32829.0,24.2,0,36.5,0,0
2930,51650,50191.0,15.2,0,23.5,0,1
2931,51660,39967.0,30.9,0,23.7,0,1
2932,51670,37193.0,20.6,0,33.7,0,1
2933,51678,44392.0,22.9,0,13.4,0,0
2934,51680,39939.0,23.1,0,28.4,0,1
2935,51683,72562.0,9.6,0,15.4,0,1
2936,51685,75429.0,7.7,0,12.7,0,1
2937,51690,32541.0,23.7,0,37.1,0,0
2938,51700,48127.0,16.8,0,25.7,0,1
2939,51710,45094.0,21.5,0,29.6,0,1
2940,51720,31287.0,23.7,0,37.5,0,0
2941,51730,31645.0,28.4,0,43.0,1,1
2942,51735,86135.0,5.4,0,6.6,0,1
2943,51740,46308.0,18.6,0,30.5,0,1
2944,51750,35259.0,32.8,0,21.5,0,1
2945,51760,40161.0,24.4,0,36.3,0,1
2946,51770,39587.0,21.3,0,32.9,0,1
2947,51775,47600.0,10.2,0,13.8,0,1
2948,51790,43401.0,15.2,0,23.0,0,1
2949,51800,61171.0,13.1,0,18.0,0,1
2950,51810,67032.0,8.2,0,12.4,0,1
2951,51820,43500.0,16.0,0,26.2,0,1
2952,51830,47971.0,22.0,0,25.1,0,1
2953,51840,47679.0,17.8,0,25.6,0,1
2954,53001,48127.0,16.5,0,21.5,0,0
2955,53003,46573.0,15.7,0,24.4,1,1
2956,53005,62698.0,14.2,0,19.7,0,1
2957,53007,53604.0,12.7,0,18.3,0,1
2958,53009,46708.0,15.6,0,24.2,0,0
2959,53011,64282.0,10.6,0,14.5,0,1
2960,53013,40209.0,15.2,0,25.2,0,1
2961,53015,50502.0,15.7,0,22.8,0,1
2962,53017,51400.0,13.5,0,21.0,0,1
2963,53019,40747.0,20.4,0,30.5,0,0
2964,53021,58246.0,15.6,0,21.3,0,1
2965,53023,47087.0,15.2,0,22.4,0,0
2966,53025,50573.0,16.1,0,20.6,0,0
2967,53027,44345.0,16.0,0,24.9,0,0
2968,53029,60567.0,8.4,0,12.7,0,0
2969,53031,53421.0,11.9,0,23.3,0,0
2970,53033,81816.0,9.8,0,10.6,0,1
2971,53035,65814.0,9.9,0,11.8,0,1
2972,53037,47378.0,20.0,0,16.3,0,0
2973,53039,50043.0,17.2,0,23.6,0,0
2974,53041,47619.0,15.3,0,22.0,0,0
2975,53043,49774.0,14.0,0,18.6,0,0
2976,53045,54175.0,16.9,0,27.0,0,0
2977,53047,41844.0,20.5,0,28.2,0,0
2978,53049,41088.0,18.8,0,25.8,0,0
2979,53051,41526.0,19.6,0,31.0,0,1
2980,53053,60168.0,12.4,0,16.7,0,1
2981,53055,59859.0,11.5,0,18.5,0,0
2982,53057,56891.0,14.9,0,20.4,0,1
2983,53059,53733.0,14.5,0,20.5,0,1
2984,53061,76053.0,9.3,0,11.5,0,1
2985,53063,48676.0,15.5,0,19.6,0,1
2986,53065,42845.0,19.7,0,27.2,0,1
2987,53067,62299.0,12.2,0,15.0,0,1
2988,53069,50402.0,12.6,0,25.0,0,0
2989,53071,50120.0,16.5,0,20.9,0,1
2990,53073,55073.0,14.4,0,14.5,0,1
2991,53075,43817.0,20.8,0,14.4,0,0
2992,53077,46891.0,19.1,0,27.4,0,1
2993,54001,37330.0,20.1,0,28.2,1,0
2994,54003,54217.0,12.5,0,18.5,0,1
2995,54005,37971.0,23.4,0,30.6,0,1
2996,54007,35892.0,23.7,1,33.3,1,0
2997,54009,45272.0,14.9,0,20.3,0,1
2998,54011,39044.0,20.2,0,26.5,0,1
2999,54013,36403.0,20.0,1,30.0,1,0
3000,54015,30369.0,27.7,1,37.4,1,1
3001,54017,41115.0,18.1,0,25.8,1,0
3002,54019,36235.0,19.9,0,28.9,1,1
3003,54021,36392.0,25.8,1,26.3,1,0
3004,54023,38370.0,15.9,0,24.4,0,0
3005,54025,38209.0,19.0,0,27.1,0,0
3006,54027,40293.0,18.6,0,27.9,1,1
3007,54029,42009.0,13.7,0,21.5,0,1
3008,54031,41344.0,14.4,0,23.9,0,0
3009,54033,46979.0,16.0,0,21.9,0,0
3010,54035,44675.0,15.4,0,22.8,0,0
3011,54037,67821.0,10.6,0,13.8,0,1
3012,54039,44849.0,16.5,0,24.8,0,1
3013,54041,39601.0,20.6,0,27.5,0,0
3014,54043,35249.0,28.3,1,36.6,1,1
3015,54045,35615.0,22.4,0,29.9,1,0
3016,54047,26413.0,34.5,1,46.8,1,0
3017,54049,43654.0,16.0,0,22.1,0,0
3018,54051,48109.0,12.6,0,20.6,0,1
3019,54053,35717.0,22.3,0,30.2,0,0
3020,54055,35342.0,21.1,0,29.9,0,0
3021,54057,43159.0,15.4,0,21.5,0,1
3022,54059,31742.0,29.0,1,38.7,1,0
3023,54061,46718.0,19.6,0,15.5,0,1
3024,54063,34974.0,18.5,0,24.7,1,0
3025,54065,45628.0,14.1,0,22.0,0,0
3026,54067,38912.0,18.5,0,27.0,1,0
3027,54069,46315.0,14.0,0,19.5,0,1
3028,54071,40257.0,16.4,0,25.7,0,0
3029,54073,48308.0,15.4,0,19.8,0,0
3030,54075,36822.0,18.9,0,30.1,0,0
3031,54077,43804.0,17.0,0,23.2,0,1
3032,54079,58933.0,10.4,0,13.0,0,1
3033,54081,38564.0,19.9,0,27.9,0,1
3034,54083,37185.0,19.8,0,28.4,1,0
3035,54085,39501.0,18.5,0,25.6,1,0
3036,54087,36176.0,21.1,0,30.1,0,0
3037,54089,35676.0,26.4,0,35.9,1,0
3038,54091,43652.0,16.2,0,22.8,0,0
3039,54093,38000.0,17.1,0,24.1,1,0
3040,54095,42696.0,16.3,0,23.3,0,0
3041,54097,40766.0,17.3,0,26.1,0,0
3042,54099,35537.0,22.5,0,31.1,1,1
3043,54101,30673.0,29.6,1,41.0,1,0
3044,54103,41833.0,20.0,0,29.1,0,0
3045,54105,42309.0,17.9,0,27.0,0,1
3046,54107,41133.0,17.3,0,25.3,0,1
3047,54109,35020.0,22.5,0,31.6,1,0
3048,55001,42844.0,17.4,0,29.3,0,0
3049,55003,40163.0,17.2,0,25.1,0,0
3050,55005,51056.0,10.5,0,17.0,0,0
3051,55007,50080.0,11.1,0,20.7,0,0
3052,55009,56003.0,11.1,0,14.4,0,1
3053,55011,53892.0,10.2,0,13.5,0,0
3054,55013,44858.0,13.1,0,22.3,0,0
3055,55015,71298.0,6.2,0,7.6,0,1
3056,55017,53209.0,10.8,0,15.3,0,1
3057,55019,50187.0,13.9,0,21.0,0,0
3058,55021,60837.0,8.9,0,12.6,0,1
3059,55023,44895.0,14.5,0,20.6,0,0
3060,55025,65416.0,11.2,0,10.4,0,1
3061,55027,56514.0,8.7,0,11.7,0,0
3062,55029,55047.0,8.5,0,14.5,0,0
3063,55031,48715.0,14.8,0,20.1,0,1
3064,55033,53082.0,13.5,0,16.2,0,0
3065,55035,51937.0,13.6,0,15.7,0,1
3066,55037,46193.0,12.2,0,20.2,0,0
3067,55039,58049.0,9.4,0,12.3,0,1
3068,55041,44098.0,14.5,0,22.3,0,0
3069,55043,51008.0,14.0,0,16.7,0,0
3070,55045,59155.0,7.5,0,10.7,0,1
3071,55047,49493.0,12.2,0,19.9,0,0
3072,55049,58092.0,9.5,0,12.3,0,1
3073,55051,42328.0,13.0,0,20.5,0,0
3074,55053,50653.0,12.4,0,19.6,0,0
3075,55055,61622.0,9.2,0,12.4,0,0
3076,55057,46051.0,14.5,0,21.2,0,0
3077,55059,56414.0,12.7,0,18.9,0,1
3078,55061,60572.0,8.2,0,10.3,0,1
3079,55063,51428.0,14.4,0,12.4,0,1
3080,55065,56428.0,10.5,0,16.9,0,0
3081,55067,44635.0,14.4,0,22.8,0,0
3082,55069,51406.0,9.8,0,14.7,0,0
3083,55071,51951.0,10.7,0,15.1,0,0
3084,55073,56347.0,9.5,0,13.5,0,1
3085,55075,48545.0,12.7,0,18.6,0,0
3086,55077,48508.0,12.0,0,19.6,0,0
3087,55078,33410.0,35.2,0,50.9,1,0
3088,55079,45905.0,20.3,0,29.5,0,1
3089,55081,52975.0,12.8,0,19.6,0,0
3090,55083,53243.0,9.7,0,13.9,0,1
3091,55085,50297.0,9.5,0,16.2,0,0
3092,55087,60649.0,9.0,0,12.0,0,1
3093,55089,80135.0,5.2,0,5.2,0,1
3094,55091,50094.0,10.1,0,16.9,0,0
3095,55093,63735.0,9.8,0,9.2,0,1
3096,55095,54946.0,10.1,0,14.2,0,0
3097,55097,57010.0,12.2,0,12.1,0,0
3098,55099,44932.0,13.0,0,18.2,0,0
3099,55101,57367.0,12.4,0,18.4,0,1
3100,55103,46998.0,14.2,0,21.8,0,0
3101,55105,54107.0,13.9,0,20.1,0,1
3102,55107,42289.0,14.0,0,23.2,0,0
3103,55109,74624.0,5.7,0,6.9,0,1
3104,55111,52025.0,11.7,0,16.8,0,0
3105,55113,44556.0,15.5,0,27.8,0,0
3106,55115,50948.0,11.6,0,18.8,0,0
3107,55117,58190.0,9.0,0,11.8,0,1
3108,55119,48951.0,12.4,0,19.5,0,0
3109,55121,53695.0,9.4,0,13.5,0,0
3110,55123,49217.0,14.8,0,26.4,0,0
3111,55125,42993.0,13.4,0,22.8,0,0
3112,55127,58554.0,12.4,0,14.7,0,0
3113,55129,45043.0,13.5,0,22.7,0,0
3114,55131,70778.0,5.3,0,6.4,0,1
3115,55133,78689.0,4.7,0,5.1,0,1
3116,55135,54849.0,10.7,0,14.4,0,0
3117,55137,49912.0,11.8,0,20.2,0,0
3118,55139,52725.0,11.3,0,13.3,0,1
3119,55141,51025.0,11.3,0,16.1,0,0
3120,56001,44455.0,20.1,0,15.9,0,0
3121,56003,50056.0,12.1,0,13.9,0,0
3122,56005,83042.0,7.5,0,8.9,0,0
3123,56007,60209.0,11.4,0,13.7,0,0
3124,56009,70307.0,8.5,0,11.3,0,0
3125,56011,64851.0,7.7,0,10.7,0,0
3126,56013,52408.0,12.9,0,18.2,0,0
3127,56015,48146.0,15.1,0,19.3,0,0
3128,56017,46021.0,11.9,0,16.3,0,0
3129,56019,56845.0,8.2,0,10.6,0,0
3130,56021,59147.0,10.6,0,13.6,0,1
3131,56023,62364.0,8.8,0,10.6,0,0
3132,56025,56703.0,11.0,0,14.2,0,1
3133,56027,46693.0,13.3,0,19.0,0,0
3134,56029,55527.0,9.6,0,13.8,0,0
3135,56031,51863.0,11.7,0,17.4,0,0
3136,56033,57122.0,9.5,0,13.2,0,0
3137,56035,77581.0,6.1,0,7.1,0,0
3138,56037,71867.0,8.5,0,10.2,0,0
3139,56039,83290.0,6.6,0,7.6,0,0
3140,56041,62968.0,9.8,0,11.9,0,0
3141,56043,56088.0,11.2,0,15.7,0,0
3142,56045,60986.0,9.8,0,13.1,0,0
