,FIPS,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13
2073,39061,51070.0,16.6,0,23.1,0,1
2074,39063,55265.0,10.6,0,14.6,0,0
2075,39065,44101.0,16.5,0,21.2,0,0
2076,39067,44221.0,15.5,0,24.3,0,0
2077,39069,56986.0,9.4,0,13.9,0,0
2078,39071,41494.0,17.9,0,27.6,0,0
2079,39073,43598.0,15.7,0,23.8,0,1
2080,39075,53540.0,10.8,0,15.7,0,0
2081,39077,48838.0,13.1,0,20.7,0,0
2082,39079,42828.0,20.4,0,29.2,1,0
2083,39081,43306.0,17.8,0,28.5,0,1
2084,39083,50914.0,14.8,0,19.9,0,0
2085,39085,60782.0,8.3,0,12.6,0,1
2086,39087,39698.0,21.0,0,30.1,0,1
2087,39089,59119.0,12.6,0,17.4,0,1
2088,39091,49690.0,10.9,0,17.3,0,0
2089,39093,52779.0,13.5,0,20.9,0,1
2090,39095,43136.0,19.5,0,28.9,0,1
2091,39097,63736.0,9.3,0,14.0,0,1
2092,39099,42443.0,16.8,0,26.8,0,1
2093,39101,43529.0,18.2,0,27.7,0,0
2094,39103,70576.0,7.0,0,8.8,0,1
2095,39105,38479.0,22.8,0,31.3,0,0
2096,39107,56124.0,7.8,0,10.6,0,0
2097,39109,51685.0,10.7,0,14.0,0,1
2098,39111,41754.0,18.3,0,24.4,0,0
2099,39113,46696.0,17.7,0,27.0,0,1
2100,39115,39969.0,19.0,0,29.1,0,0
2101,39117,52312.0,11.3,0,19.4,0,1
2102,39119,43324.0,16.5,0,26.7,0,0
2103,39121,47714.0,15.0,0,17.8,0,0
2104,39123,58793.0,9.7,0,15.3,0,0
2105,39125,49796.0,10.9,0,17.3,0,0
2106,39127,44738.0,18.8,0,25.9,0,1
2107,39129,58472.0,12.4,0,17.6,0,1
2108,39131,39851.0,21.4,0,33.3,1,0
2109,39133,53609.0,13.6,0,16.1,0,1
2110,39135,51042.0,12.7,0,18.9,0,0
2111,39137,60036.0,7.2,0,8.7,0,0
2112,39139,45273.0,15.1,0,23.4,0,1
2113,39141,45615.0,17.8,0,25.9,0,0
2114,39143,49994.0,12.2,0,18.3,0,0
2115,39145,37277.0,23.0,0,32.1,1,0
2116,39147,48617.0,13.6,0,19.8,0,0
2117,39149,59149.0,8.9,0,13.6,0,0
2118,39151,48976.0,13.4,0,20.2,0,1
2119,39153,51434.0,14.4,0,21.5,0,1
2120,39155,42831.0,17.6,0,26.9,0,1
2121,39157,47588.0,13.0,0,18.0,0,0
2122,39159,76116.0,7.6,0,8.8,0,1
2123,39161,51264.0,11.2,0,15.3,0,0
2124,39163,41675.0,18.9,0,32.9,1,0
2125,39165,81383.0,5.2,0,6.6,0,1
2126,39167,44697.0,15.0,0,21.5,0,0
2127,39169,52717.0,11.3,0,16.9,0,0
2128,39171,49031.0,12.0,0,17.5,0,0
2129,39173,57390.0,11.7,0,10.9,0,1
2130,39175,51109.0,8.8,0,11.7,0,0
2131,40001,31572.0,28.4,1,42.7,1,0
2132,40003,52551.0,14.6,0,16.3,0,0
2133,40005,34850.0,23.0,0,30.6,1,0
2134,40007,59544.0,11.1,0,14.1,0,0
2135,40009,51394.0,13.9,0,18.2,0,0
2136,40011,43540.0,16.3,0,25.3,0,0
2137,40013,40875.0,18.1,0,25.9,1,0
2138,40015,43548.0,21.3,1,27.7,1,0
2139,40017,63291.0,9.8,0,11.2,0,1
2140,40019,45287.0,16.3,0,23.2,0,0
2141,40021,40600.0,21.5,1,28.6,1,0
2142,40023,30572.0,29.9,1,40.2,1,0
2143,40025,44023.0,17.0,0,29.6,0,0
2144,40027,59417.0,11.5,0,12.8,0,1
2145,40029,38954.0,19.4,1,28.5,1,0
2146,40031,46821.0,15.1,0,20.7,0,1
2147,40033,42901.0,16.8,0,23.5,0,1
2148,40035,41119.0,18.2,0,27.4,0,0
2149,40037,47395.0,15.7,0,21.9,0,1
2150,40039,47745.0,17.9,0,20.4,0,0
2151,40041,38840.0,20.5,0,32.8,1,0
2152,40043,53004.0,13.1,0,17.8,0,0
2153,40045,57524.0,11.9,0,17.0,0,0
2154,40047,49070.0,14.5,0,20.2,0,0
2155,40049,46139.0,14.2,0,20.3,0,0
2156,40051,53208.0,13.1,0,17.7,0,1
2157,40053,50729.0,11.4,0,15.4,0,0
2158,40055,36495.0,23.7,0,26.6,0,0
2159,40057,33144.0,23.6,1,31.8,1,0
2160,40059,52635.0,9.8,0,13.4,0,0
2161,40061,36888.0,18.1,0,27.7,0,0
2162,40063,37676.0,20.1,1,28.9,1,0
2163,40065,44723.0,17.2,0,24.8,1,0
2164,40067,36227.0,19.9,0,30.0,1,0
2165,40069,38980.0,21.4,1,29.1,1,0
2166,40071,43373.0,18.7,0,27.0,0,0
2167,40073,59462.0,10.6,0,13.4,0,0
2168,40075,37721.0,21.1,0,29.3,1,0
2169,40077,38313.0,19.4,0,26.9,0,0
2170,40079,38261.0,19.3,0,27.4,1,1
2171,40081,46976.0,14.7,0,20.5,0,1
2172,40083,57892.0,13.1,0,16.4,0,1
2173,40085,45223.0,12.4,0,21.2,0,0
2174,40087,56700.0,10.7,0,14.2,0,1
2175,40089,31723.0,25.3,1,32.3,1,0
2176,40091,35775.0,21.3,0,31.9,1,0
2177,40093,55020.0,10.8,0,13.6,0,0
2178,40095,41312.0,17.1,0,25.5,1,0
2179,40097,46373.0,18.5,0,25.9,0,0
2180,40099,45560.0,14.4,0,19.4,0,0
2181,40101,40340.0,21.1,0,27.6,1,0
2182,40103,51977.0,11.8,0,17.3,0,0
2183,40105,43341.0,16.4,0,25.3,0,0
2184,40107,37289.0,23.9,1,31.4,1,0
2185,40109,49750.0,16.2,0,23.5,0,1
2186,40111,39825.0,22.5,0,32.2,1,1
2187,40113,46093.0,16.3,0,23.9,0,1
2188,40115,36166.0,23.0,0,33.0,1,0
2189,40117,45184.0,16.0,0,23.6,0,1
2190,40119,41747.0,22.7,0,18.0,0,0
2191,40121,43257.0,17.0,0,23.3,0,0
2192,40123,44798.0,15.4,0,20.6,0,0
2193,40125,43587.0,17.0,0,22.6,0,0
2194,40127,34910.0,21.1,1,30.6,1,0
2195,40129,57063.0,10.8,0,15.5,0,0
2196,40131,63263.0,10.0,0,13.8,0,1
2197,40133,39102.0,20.7,0,30.5,1,0
2198,40135,36718.0,24.4,0,32.7,1,1
2199,40137,47949.0,15.6,0,21.9,0,0
2200,40139,51092.0,11.4,0,15.8,0,0
2201,40141,38247.0,23.1,1,30.2,1,0
2202,40143,51366.0,15.9,0,22.6,0,1
2203,40145,57948.0,10.2,0,14.7,0,1
2204,40147,52056.0,13.5,0,19.7,0,0
2205,40149,49606.0,15.8,0,21.4,0,0
2206,40151,52920.0,13.8,0,15.6,0,0
2207,40153,60290.0,11.8,0,16.1,0,0
2208,41001,40855.0,15.3,0,27.0,0,0
2209,41003,54773.0,18.3,0,15.0,0,1
2210,41005,69523.0,9.4,0,12.3,0,1
2211,41007,47340.0,13.9,0,21.5,0,0
2212,41009,52060.0,13.4,0,16.6,0,1
2213,41011,38934.0,18.7,0,29.8,0,0
2214,41013,45046.0,15.9,0,25.6,0,0
2215,41015,38126.0,17.2,0,27.0,0,0
2216,41017,56911.0,13.4,0,18.2,0,1
2217,41019,41696.0,19.5,0,30.7,0,0
2218,41021,50694.0,12.9,0,17.9,0,0
2219,41023,43105.0,16.4,0,26.4,0,0
2220,41025,40468.0,16.3,0,25.5,0,0
2221,41027,53726.0,11.5,0,17.9,0,0
2222,41029,44855.0,19.3,0,25.2,0,1
2223,41031,42325.0,21.9,0,31.7,0,0
2224,41033,40569.0,21.9,0,34.4,1,1
2225,41035,42384.0,19.9,0,29.4,0,0
2226,41037,39878.0,18.6,0,26.1,0,0
2227,41039,47254.0,19.0,0,23.1,0,1
2228,41041,41118.0,17.0,0,27.9,0,0
2229,41043,47757.0,15.8,0,22.4,0,1
2230,41045,37604.0,24.9,0,33.9,1,0
2231,41047,51623.0,16.8,0,24.1,0,1
2232,41049,53774.0,15.0,0,22.9,0,0
2233,41051,58764.0,15.7,0,18.5,0,1
2234,41053,55342.0,13.7,0,18.1,0,1
2235,41055,51448.0,16.3,0,20.7,0,0
2236,41057,44972.0,15.5,0,25.2,0,0
2237,41059,49016.0,19.2,0,26.3,0,0
2238,41061,46378.0,16.5,0,21.2,0,0
2239,41063,44045.0,16.1,0,26.2,0,0
2240,41065,45110.0,16.0,0,24.1,0,0
2241,41067,70417.0,10.5,0,12.3,0,1
2242,41069,34157.0,21.4,0,43.6,0,0
2243,41071,52806.0,13.3,0,18.1,0,1
2244,42001,60558.0,8.5,0,13.5,0,1
2245,42003,54412.0,12.2,0,16.5,0,1
2246,42005,44893.0,12.6,0,19.2,0,1
2247,42007,50131.0,13.1,0,20.3,0,1
2248,42009,45988.0,13.9,0,19.0,0,0
2249,42011,56167.0,12.6,0,19.9,0,1
2250,42013,44880.0,15.3,0,22.5,0,1
2251,42015,49367.0,13.0,0,19.8,0,0
2252,42017,80512.0,6.3,0,7.8,0,1
2253,42019,67892.0,9.5,0,11.3,0,1
2254,42021,43786.0,14.9,0,21.5,0,1
2255,42023,42452.0,13.3,0,22.4,0,0
2256,42025,52121.0,11.5,0,18.8,0,1
2257,42027,55084.0,16.1,0,12.2,0,1
2258,42029,90555.0,6.0,0,7.4,0,1
2259,42031,39988.0,17.4,0,21.3,0,0
2260,42033,44336.0,16.6,0,26.2,0,0
2261,42035,45897.0,16.0,0,22.3,0,0
2262,42037,44763.0,15.0,0,18.5,0,1
2263,42039,45989.0,15.3,0,23.5,0,0
2264,42041,63926.0,7.3,0,10.4,0,1
2265,42043,54198.0,13.6,0,23.4,0,1
2266,42045,67184.0,10.4,0,14.4,0,1
2267,42047,47826.0,9.3,0,14.2,0,0
2268,42049,47118.0,17.1,0,26.3,0,1
2269,42051,40293.0,20.1,0,31.2,1,1
2270,42053,37388.0,24.3,0,46.4,0,0
2271,42055,56975.0,9.4,0,14.9,0,1
2272,42057,49378.0,11.6,0,19.4,0,0
2273,42059,50714.0,15.1,0,21.5,0,0
2274,42061,44875.0,14.3,0,20.7,0,0
2275,42063,45448.0,18.2,0,22.3,0,0
2276,42065,45499.0,14.6,0,21.9,0,0
2277,42067,50008.0,12.8,0,19.0,0,0
2278,42069,48000.0,15.3,0,22.4,0,1
2279,42071,59231.0,10.6,0,15.5,0,1
2280,42073,43944.0,17.5,0,26.6,0,0
2281,42075,52829.0,11.6,0,17.4,0,1
2282,42077,56352.0,12.1,0,19.1,0,1
2283,42079,49589.0,15.1,0,23.9,0,1
2284,42081,49941.0,14.8,0,23.1,0,1
2285,42083,46039.0,16.9,0,25.6,0,0
2286,42085,46319.0,14.2,0,24.0,0,1
2287,42087,42296.0,15.4,0,26.4,0,0
2288,42089,57152.0,12.7,0,17.6,0,1
2289,42091,83258.0,6.6,0,7.5,0,1
2290,42093,57056.0,9.0,0,15.2,0,1
2291,42095,62129.0,8.8,0,13.4,0,1
2292,42097,44221.0,13.1,0,20.2,0,0
2293,42099,54818.0,9.6,0,14.3,0,1
2294,42101,41210.0,25.4,1,38.4,1,1
2295,42103,60436.0,10.9,0,17.1,0,1
2296,42105,41754.0,14.3,0,23.6,0,0
2297,42107,45733.0,13.0,0,19.0,0,0
2298,42109,49803.0,11.7,0,18.0,0,0
2299,42111,43608.0,14.4,0,21.8,0,0
2300,42113,43844.0,13.5,0,20.7,0,0
2301,42115,50141.0,12.6,0,19.6,0,0
2302,42117,48186.0,13.1,0,18.9,0,0
2303,42119,57862.0,12.4,0,13.6,0,0
2304,42121,44916.0,13.5,0,23.2,0,0
2305,42123,45362.0,12.2,0,22.7,0,0
2306,42125,57622.0,10.1,0,13.8,0,1
2307,42127,49927.0,13.3,0,20.7,0,0
2308,42129,53422.0,11.3,0,15.5,0,1
2309,42131,51797.0,11.1,0,17.7,0,1
2310,42133,58527.0,10.4,0,15.2,0,1
2311,44001,75324.0,9.3,0,9.7,0,1
2312,44003,65332.0,8.7,0,12.5,0,1
2313,44005,66096.0,11.1,0,13.8,0,1
2314,44007,50364.0,17.2,0,25.7,0,1
2315,44009,71951.0,9.9,0,11.3,0,1
2316,45001,35932.0,19.1,0,26.2,0,0
2317,45003,48012.0,18.1,0,27.1,0,1
2318,45005,27089.0,41.0,1,50.6,1,0
2319,45007,44745.0,17.2,0,25.1,0,1
2320,45009,29642.0,32.7,1,43.9,1,0
2321,45011,33280.0,27.3,0,38.2,1,0
2322,45013,60071.0,12.9,0,21.3,0,1
2323,45015,55876.0,13.0,0,18.7,0,1
2324,45017,41277.0,21.3,0,29.4,1,1
2325,45019,56244.0,14.9,0,22.9,1,1
2326,45021,37098.0,20.3,0,29.7,0,0
2327,45023,35006.0,25.7,0,38.0,1,1
2328,45025,36520.0,23.5,0,33.7,1,0
2329,45027,34654.0,25.4,1,38.1,1,0
2330,45029,33745.0,23.1,1,36.7,1,0
2331,45031,36719.0,21.5,0,33.4,1,1
2332,45033,31094.0,31.2,1,42.8,1,0
2333,45035,55595.0,13.6,0,18.8,0,1
2334,45037,46430.0,18.9,0,27.1,0,1
2335,45039,36622.0,23.0,0,33.4,1,1
2336,45041,41197.0,20.3,0,28.7,1,1
2337,45043,44395.0,19.3,0,32.0,1,0
2338,45045,52017.0,13.8,0,17.7,0,1
2339,45047,42240.0,19.1,0,26.2,0,0
2340,45049,30772.0,23.6,1,35.1,1,0
2341,45051,47083.0,16.7,0,29.6,0,1
2342,45053,37231.0,23.2,1,40.1,1,1
2343,45055,48233.0,15.5,0,23.3,0,1
2344,45057,47279.0,14.4,0,21.0,0,1
2345,45059,39731.0,18.9,0,30.7,0,1
2346,45061,31525.0,28.3,1,38.6,1,0
2347,45063,55413.0,13.2,0,19.1,0,1
2348,45065,41589.0,19.2,0,35.2,1,0
2349,45067,30528.0,24.4,1,41.1,1,0
2350,45069,32485.0,28.2,1,37.9,1,0
2351,45071,41120.0,19.1,0,28.5,0,0
2352,45073,44819.0,18.0,0,25.1,0,0
2353,45075,37651.0,24.0,1,36.8,1,0
2354,45077,44091.0,18.1,0,19.4,0,1
2355,45079,51065.0,15.8,0,22.3,0,1
2356,45081,41409.0,18.3,0,29.6,1,1
2357,45083,45768.0,15.0,0,21.5,0,1
2358,45085,41058.0,19.6,0,29.8,1,1
2359,45087,35467.0,23.2,0,33.8,0,1
2360,45089,28943.0,33.6,1,43.3,1,0
2361,45091,57302.0,12.5,0,17.1,0,1
2362,46003,50392.0,9.6,0,12.0,0,0
2363,46005,47592.0,15.5,0,21.4,0,0
2364,46007,40529.0,35.1,1,47.0,1,0
2365,46009,48900.0,14.6,0,17.1,0,0
2366,46011,55749.0,14.5,0,11.2,0,0
2367,46013,52065.0,10.2,0,12.6,0,0
2368,46015,50604.0,12.7,0,17.6,0,0
2369,46017,22894.0,36.8,1,43.5,1,0
2370,46019,43572.0,13.9,0,20.1,0,0
2371,46021,49569.0,9.5,0,8.6,0,0
2372,46023,41005.0,23.3,1,34.6,1,0
2373,46025,60544.0,12.6,0,21.1,1,0
2374,46027,43902.0,19.0,0,17.7,0,0
2375,46029,53073.0,10.8,0,12.4,0,0
2376,46031,31621.0,47.4,1,59.8,1,0
2377,46033,54309.0,10.7,0,17.7,0,1
2378,46035,47591.0,13.4,0,15.1,0,0
2379,46037,45131.0,14.2,0,18.1,0,0
2380,46039,54087.0,10.0,0,12.4,0,0
2381,46041,38337.0,24.7,1,32.9,1,0
2382,46043,51915.0,10.4,0,12.2,0,0
2383,46045,56304.0,10.7,0,14.9,0,0
2384,46047,44065.0,14.6,0,22.6,0,0
2385,46049,47802.0,12.9,0,14.4,0,0
2386,46051,51251.0,9.2,0,11.0,0,0
2387,46053,36150.0,18.1,0,24.9,1,0
2388,46055,50221.0,10.8,0,14.8,0,0
2389,46057,57278.0,9.0,0,11.4,0,0
2390,46059,52718.0,8.5,0,10.9,0,0
2391,46061,59508.0,8.7,0,15.3,0,0
2392,46063,57053.0,10.2,0,13.3,0,0
2393,46065,60582.0,10.8,0,13.3,0,0
2394,46067,49558.0,12.3,0,18.2,0,0
2395,46069,49820.0,11.1,0,14.9,0,0
2396,46071,36308.0,32.5,1,45.2,1,0
2397,46073,49054.0,13.7,0,19.9,0,0
2398,46075,47362.0,13.5,0,22.6,0,0
2399,46077,54543.0,9.5,0,12.2,0,0
2400,46079,55300.0,10.1,0,11.7,0,0
2401,46081,51553.0,12.9,0,16.0,0,0
2402,46083,77540.0,4.3,0,4.8,0,1
2403,46085,39527.0,22.7,0,35.2,1,0
2404,46087,56382.0,9.5,0,13.7,0,1
2405,46089,43859.0,15.7,0,22.5,1,0
2406,46091,50216.0,12.3,0,21.3,0,0
2407,46093,55515.0,9.9,0,13.2,0,1
2408,46095,34241.0,35.6,1,44.2,1,0
2409,46097,47970.0,10.8,0,14.3,0,0
2410,46099,55605.0,12.2,0,14.5,0,1
2411,46101,54729.0,10.7,0,14.6,0,0
2412,46103,52217.0,12.2,0,18.4,0,1
2413,46105,44132.0,13.1,0,15.0,0,0
2414,46107,54655.0,10.0,0,13.0,0,0
2415,46109,42744.0,20.0,1,29.0,1,0
2416,46111,49638.0,11.9,0,18.1,0,0
2417,46113,,,1,,1,0
2418,46115,46504.0,12.1,0,15.2,0,0
2419,46117,62015.0,8.3,0,11.0,0,0
2420,46119,58230.0,6.9,0,8.6,0,0
2421,46121,29193.0,44.0,1,52.3,1,0
2422,46123,48289.0,17.7,0,25.9,1,0
2423,46125,54134.0,10.0,0,9.6,0,1
2424,46127,74439.0,6.3,0,7.0,0,1
2425,46129,44480.0,14.8,0,20.3,0,0
2426,46135,48991.0,13.6,0,14.5,0,0
2427,46137,33239.0,47.1,1,54.0,1,0
2428,47001,44488.0,19.7,0,30.0,0,1
2429,47003,44734.0,17.0,0,24.7,0,0
2430,47005,36201.0,20.5,0,32.2,0,0
2431,47007,39730.0,26.1,0,34.5,1,0
2432,47009,49532.0,13.1,0,19.3,0,1
2433,47011,43772.0,18.1,0,23.8,0,1
2434,47013,33092.0,26.2,1,39.4,1,1
2435,47015,43864.0,16.4,0,23.4,0,1
2436,47017,38412.0,21.1,0,31.1,0,0
2437,47019,35053.0,23.6,0,33.1,1,1
2438,47021,56447.0,10.6,0,16.3,0,1
2439,47023,43452.0,19.0,0,26.5,0,1
2440,47025,35193.0,21.6,1,33.1,1,0
2441,47027,32750.0,23.7,0,34.8,0,0
2442,47029,31355.0,26.4,1,40.1,1,0
2443,47031,44452.0,15.9,0,24.2,0,0
2444,47033,38474.0,19.1,0,25.8,0,1
2445,47035,39472.0,16.7,0,27.5,1,0
2446,47037,51999.0,17.1,0,26.5,0,1
2447,47039,38771.0,19.4,0,28.7,0,0
2448,47041,43804.0,20.2,0,30.9,0,0
2449,47043,47621.0,16.4,0,23.3,0,1
2450,47045,43391.0,22.5,0,31.3,0,0
2451,47047,56710.0,13.8,0,21.5,0,1
2452,47049,31824.0,25.7,1,36.3,1,0
2453,47051,47286.0,15.0,0,21.7,0,0
2454,47053,40789.0,15.7,0,23.4,0,0
2455,47055,42207.0,16.1,0,24.3,0,0
2456,47057,38103.0,18.7,0,27.9,1,1
2457,47059,36309.0,18.0,0,25.2,0,0
2458,47061,33595.0,26.1,1,36.6,1,0
2459,47063,39566.0,19.0,0,26.3,0,1
2460,47065,48943.0,15.2,0,21.7,0,1
2461,47067,27987.0,30.1,1,44.3,1,0
2462,47069,37729.0,24.2,0,31.1,1,0
2463,47071,36765.0,22.7,0,31.9,1,0
2464,47073,38708.0,21.2,0,30.6,0,1
2465,47075,35216.0,22.5,0,33.1,1,0
2466,47077,41328.0,17.5,0,25.0,0,0
2467,47079,38328.0,19.1,0,30.8,0,0
2468,47081,39682.0,20.4,0,29.3,0,1
2469,47083,39999.0,19.5,0,29.9,0,0
2470,47085,43657.0,15.9,0,25.2,0,0
2471,47087,34651.0,23.6,0,34.2,0,0
2472,47089,42669.0,16.8,0,25.6,0,1
2473,47091,33402.0,27.2,1,34.9,1,0
2474,47093,52136.0,15.6,0,19.8,0,1
2475,47095,29908.0,43.1,1,47.9,1,0
2476,47097,34715.0,26.2,0,35.1,1,0
2477,47099,40076.0,18.9,0,28.7,0,0
2478,47101,38198.0,17.9,0,29.7,0,0
2479,47103,43694.0,16.0,0,25.3,0,0
2480,47105,52787.0,13.5,0,22.0,0,1
2481,47107,39207.0,23.0,0,31.6,0,0
2482,47109,37337.0,18.9,0,27.6,0,0
2483,47111,37865.0,18.5,0,30.0,0,1
2484,47113,46694.0,18.1,0,28.8,0,1
2485,47115,41090.0,19.0,0,28.5,0,1
2486,47117,46788.0,13.8,0,20.5,0,0
2487,47119,50868.0,13.2,0,19.4,0,1
2488,47121,41061.0,20.2,0,30.2,0,0
2489,47123,37867.0,18.6,0,28.9,0,0
2490,47125,49603.0,13.4,0,18.4,0,1
2491,47127,52911.0,11.8,0,18.8,0,0
2492,47129,46067.0,21.2,0,29.4,0,1
2493,47131,39946.0,19.5,0,27.3,0,0
2494,47133,36316.0,17.5,0,26.2,1,0
2495,47135,34445.0,22.3,0,33.6,0,0
2496,47137,34714.0,18.9,0,29.3,0,0
2497,47139,38923.0,18.4,0,28.3,0,1
2498,47141,40629.0,19.7,0,23.8,0,0
2499,47143,39863.0,23.3,0,32.8,0,0
2500,47145,43939.0,17.6,0,25.2,0,1
2501,47147,53413.0,12.3,0,18.4,0,1
2502,47149,60022.0,11.1,0,13.5,0,1
2503,47151,33254.0,25.5,1,34.2,1,0
2504,47153,43207.0,18.7,0,28.6,1,1
2505,47155,41987.0,14.6,0,23.5,0,0
2506,47157,46998.0,20.2,0,31.4,1,1
2507,47159,44556.0,18.1,0,25.2,0,1
2508,47161,44266.0,15.5,0,25.2,0,0
2509,47163,42277.0,16.4,0,24.6,0,1
2510,47165,59816.0,10.1,0,13.9,0,1
2511,47167,54077.0,14.4,0,21.0,0,1
2512,47169,47531.0,16.2,0,24.7,0,1
2513,47171,36641.0,19.2,0,27.5,0,1
2514,47173,36878.0,23.9,0,33.9,1,1
2515,47175,39348.0,18.9,0,30.9,0,0
2516,47177,39357.0,21.2,0,30.1,0,0
2517,47179,45261.0,17.2,0,22.1,0,1
2518,47181,34895.0,25.4,0,32.5,0,0
2519,47183,38025.0,18.2,0,24.6,0,0
2520,47185,38649.0,18.2,0,28.4,0,0
2521,47187,104367.0,5.0,0,5.3,0,1
2522,47189,65372.0,8.4,0,11.7,0,1
2523,48001,43062.0,21.0,0,26.9,1,0
2524,48003,72184.0,10.4,0,13.4,0,0
2525,48005,45428.0,17.9,0,27.6,0,0
2526,48007,41560.0,18.2,0,32.9,1,1
2527,48009,60414.0,9.5,0,12.8,0,1
2528,48011,55198.0,10.4,0,14.3,0,1
2529,48013,49047.0,20.4,0,29.9,1,1
2530,48015,57960.0,12.7,0,18.9,0,1
2531,48017,38299.0,15.8,0,26.0,0,0
2532,48019,53662.0,13.3,0,23.8,0,1
2533,48021,56866.0,12.7,0,21.7,0,1
2534,48023,38231.0,17.4,0,28.4,0,0
2535,48025,42540.0,23.4,1,29.0,1,0
2536,48027,48894.0,15.9,0,23.0,0,1
2537,48029,52230.0,15.6,0,22.2,1,1
2538,48031,53449.0,10.9,0,18.2,0,0
2539,48033,63358.0,10.2,0,14.5,0,0
2540,48035,47135.0,15.0,0,24.6,0,0
2541,48037,42515.0,18.6,0,26.2,1,1
2542,48039,71230.0,10.6,0,13.5,0,1
2543,48041,44767.0,24.0,1,19.7,0,1
2544,48043,41785.0,14.8,0,21.9,0,0
2545,48045,42261.0,16.6,0,30.4,1,0
2546,48047,30124.0,31.7,1,46.5,1,0
2547,48049,41981.0,18.2,0,25.7,0,0
2548,48051,50113.0,15.5,0,24.7,0,1
2549,48053,53086.0,13.2,0,22.3,0,0
2550,48055,46093.0,17.8,0,25.2,0,1
2551,48057,50873.0,16.8,0,26.2,0,0
2552,48059,44450.0,13.0,0,21.0,0,1
2553,48061,34044.0,32.0,1,45.9,1,1
2554,48063,40768.0,18.8,0,30.6,0,0
2555,48065,61083.0,8.5,0,11.2,0,1
2556,48067,39274.0,20.0,0,29.4,0,0
2557,48069,43372.0,18.8,0,28.8,1,0
2558,48071,77282.0,9.6,0,12.0,0,1
2559,48073,41355.0,19.0,0,27.6,1,0
2560,48075,37732.0,22.3,0,27.5,0,0
2561,48077,51234.0,12.3,0,18.9,0,1
2562,48079,39398.0,22.5,0,34.7,0,0
2563,48081,42498.0,13.5,0,21.3,0,0
2564,48083,35922.0,20.0,0,33.6,1,0
2565,48085,86823.0,6.6,0,8.2,0,1
2566,48087,38775.0,19.0,0,32.1,1,0
2567,48089,47783.0,14.5,0,23.6,1,0
2568,48091,68362.0,8.3,0,12.7,0,1
2569,48093,41155.0,16.8,0,27.2,0,0
2570,48095,39945.0,26.4,0,25.5,0,0
2571,48097,54534.0,13.2,0,20.5,0,0
2572,48099,45989.0,16.0,0,24.0,0,1
2573,48101,35602.0,21.4,0,36.1,1,0
2574,48103,65883.0,9.6,0,12.8,0,0
2575,48105,53903.0,12.9,0,18.6,0,0
2576,48107,34562.0,22.8,1,34.8,1,1
2577,48109,35192.0,23.9,0,37.2,0,0
2578,48111,47559.0,12.0,0,17.7,0,0
2579,48113,51824.0,17.9,0,26.5,0,1
2580,48115,42589.0,21.9,0,29.5,1,0
2581,48117,45713.0,19.4,0,28.1,1,0
2582,48119,42846.0,18.5,0,28.4,1,0
2583,48121,75898.0,8.0,0,9.0,0,1
2584,48123,47365.0,19.2,0,27.2,1,0
2585,48125,39169.0,22.2,0,29.2,1,0
2586,48127,40040.0,24.4,1,34.5,1,0
2587,48129,36862.0,20.2,0,32.8,0,0
2588,48131,36986.0,25.4,1,37.4,1,0
2589,48133,41944.0,18.1,0,27.9,0,0
2590,48135,62519.0,12.6,0,17.4,0,1
2591,48137,37567.0,22.2,1,39.6,1,0
2592,48139,66811.0,10.9,0,15.6,0,1
2593,48141,43101.0,20.3,1,29.4,1,1
2594,48143,45663.0,17.7,0,21.1,0,0
2595,48145,37912.0,23.9,1,32.7,1,1
2596,48147,43733.0,16.4,0,23.0,0,0
2597,48149,53173.0,12.0,0,17.9,0,0
2598,48151,43082.0,15.2,0,22.6,0,0
2599,48153,36859.0,21.8,1,36.4,1,0
2600,48155,36466.0,17.8,0,28.2,0,0
2601,48157,95117.0,7.0,0,9.7,0,1
2602,48159,43569.0,16.4,0,27.0,0,0
2603,48161,48057.0,15.8,0,21.9,0,0
2604,48163,38809.0,29.3,1,35.8,1,0
2605,48165,53297.0,13.3,0,20.1,1,0
2606,48167,66173.0,14.0,0,19.1,0,1
2607,48169,54606.0,26.8,0,27.3,1,0
2608,48171,54180.0,10.4,0,18.0,0,0
2609,48173,74854.0,7.8,0,10.5,0,0
2610,48175,52612.0,14.1,0,21.2,0,1
2611,48177,43519.0,16.4,0,25.6,1,0
2612,48179,49415.0,13.0,0,17.8,0,0
2613,48181,48164.0,15.2,0,22.6,0,1
2614,48183,48561.0,17.0,0,23.4,0,1
2615,48185,44226.0,17.8,0,25.3,1,0
2616,48187,64252.0,10.3,0,14.5,0,1
2617,48189,41999.0,20.3,0,29.4,1,0
2618,48191,32158.0,25.5,1,39.8,1,0
2619,48193,46181.0,15.4,0,25.8,0,0
2620,48195,55215.0,11.7,0,16.9,0,0
2621,48197,38154.0,18.0,0,29.7,1,0
2622,48199,56201.0,11.8,0,16.3,0,1
2623,48201,56670.0,16.6,0,25.3,0,1
2624,48203,46593.0,18.5,0,26.9,1,0
2625,48205,66231.0,9.9,0,10.1,0,0
2626,48207,36085.0,22.3,0,30.6,1,0
2627,48209,61121.0,13.6,0,14.1,0,1
2628,48211,71177.0,8.6,0,13.1,0,0
2629,48213,44944.0,16.2,0,26.8,0,0
2630,48215,35441.0,31.1,1,42.9,1,1
