,FFRPTH11,FFRPTH16,FSRPTH11,FSRPTH16,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12
106,0.618861396,0.657765435,0.618861396,0.627148725,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
107,0.359573377,0.317984173,0.277611798,0.279440637,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
108,0.588049984,0.520889853,0.861073191,0.846446012,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
109,0.630681468,0.619531741,0.981586946,0.953811457,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
110,0.498566006,0.588913819,0.380094876,0.394231565,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
111,0.847951667,0.494098271,0.63596375,0.713697502,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
112,0.738245744,0.73177871,0.415263231,0.341496731,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
113,0.701482789,0.753432981,0.919184345,0.80204156,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
114,0.642406709,0.630063702,0.603075686,0.653256231,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
115,0.64754607,0.645317416,0.593583898,0.779758544,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
116,0.262582057,0.455414883,0.350109409,0.637580836,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
117,0.190730498,0.193723363,0.381460996,0.387446726,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
118,0.546487904,0.540969417,1.821626348,1.803231391,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
119,0.513127512,0.458211144,0.598648764,0.183284457,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
120,0.785408849,1.019955654,0.479972074,0.44345898,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
121,0.56703629,0.398485754,0.441028226,0.730557216,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
122,0.579374276,0.71544974,0.926998841,0.874438571,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
123,0.230627306,0.242130751,0.115313653,0.0,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
124,0.60773033,0.875620231,0.405153553,0.29187341,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
125,0.331517878,0.478583393,0.568316363,0.478583393,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
126,0.813752416,0.794093457,0.76289289,0.727919002,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
127,0.485444748,0.417610305,0.614896681,0.546105784,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
128,0.653413591,0.608272506,0.376207825,0.446066504,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
129,0.505731625,0.645653578,0.618116431,0.469566238,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
130,0.372809743,0.538358008,0.248539829,0.67294751,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
131,0.707158011,0.838926174,0.707158011,0.838926174,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
132,0.694259012,0.751556796,0.587449933,0.536826283,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
133,0.619498722,0.688056486,0.619498722,0.614336148,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
134,0.333463013,0.282949465,0.555771689,0.56589893,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
135,0.326850793,0.332253509,0.571988887,0.332253509,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
136,0.8055022,0.8551272,1.043022079,1.221610286,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
137,0.27883114,0.276334697,0.55766228,0.442135515,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
138,0.631564174,0.58146036,0.608172908,0.58146036,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
139,0.444642063,0.635612458,0.578034682,0.590211568,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
140,0.482960548,0.538180948,0.332035377,0.298989416,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
141,0.578829318,0.744158357,0.434121988,0.446495014,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
142,0.732779678,0.647004906,0.651359713,0.620046369,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
143,0.294833051,0.296515938,0.442249576,0.66716086,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
144,0.335495415,0.462187301,0.559159025,0.462187301,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
145,0.763077571,0.824542947,0.447321335,0.469136505,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
146,0.546000546,0.457578646,0.39000039,0.4957102,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
147,0.265498473,0.433025404,0.39824771,0.288683603,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
148,0.347302616,0.360598594,0.694605233,0.600997656,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
149,0.291516859,0.320512821,0.194344573,0.106837607,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
150,0.069754464,0.362056481,0.558035714,0.506879073,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
151,0.309023486,0.482703138,0.309023486,0.321802092,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
152,0.404876513,0.506608944,0.629807909,0.598719661,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
153,0.561490397,0.487757292,0.518298828,0.543500982,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
154,0.191619826,0.186277554,0.574859479,0.683017696,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
155,0.359863252,0.427637608,0.839680921,0.672001955,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
156,0.571415511,0.50143593,0.617128751,0.569813557,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
157,0.630284063,0.676227119,0.54334833,0.676227119,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
158,0.493949123,0.829302004,0.617436404,0.691085003,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
159,0.212833883,0.558721645,0.744918591,0.335232987,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
160,0.333148251,0.358251732,0.111049417,0.477668975,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
161,0.242072137,0.254161901,0.363108206,0.762485703,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
162,0.427549751,0.707773013,0.427549751,0.541238186,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
163,0.289100896,0.194685097,0.289100896,0.584055291,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
164,0.513898622,0.524934383,0.420462509,0.31496063,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
165,0.267094017,0.46223537,0.534188034,0.647129518,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
166,0.736497545,0.624791736,0.368248773,0.624791736,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
167,0.486523304,0.347549774,0.875741948,0.744749516,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
168,0.813994318,0.830044478,0.446898841,0.579465013,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
169,0.465116279,0.362713094,0.697674419,0.725426188,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
170,0.879282299,0.927156019,0.840490433,0.904294637,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
171,0.556483027,0.574448529,0.500834725,0.459558824,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
172,0.42887777,0.494221411,0.536097212,0.532238443,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
173,0.520505164,0.595354534,0.39266179,0.382727914,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
174,0.178015131,0.482625483,0.712060525,0.482625483,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
175,0.495662949,0.502197112,0.371747212,0.502197112,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
176,0.701195972,0.807418847,0.77210343,0.760384739,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
177,0.349344978,0.412857564,0.407569141,0.530816868,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
178,0.521165094,0.525148792,0.810701257,1.050297584,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
179,0.720172841,0.8,0.800192046,0.56,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
180,0.579892237,0.702335265,0.579892237,0.677251862,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
181,0.29073148,0.360967393,0.523316665,0.541451089,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
182,0.770215757,0.755711775,0.876120423,0.86115993,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
183,0.640984552,0.723001598,0.705083007,0.520053781,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
184,0.418060201,0.754944889,0.2787068,0.301977956,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
185,0.50173326,0.418877409,0.50173326,0.279251606,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
186,0.711388415,0.782102495,0.914362541,0.943603938,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
187,1.829826167,0.0,2.74473925,0.946073794,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
188,0.319667546,0.560403491,1.038919524,1.174178742,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
189,0.668172707,0.697494758,0.56817407,0.582717139,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
190,0.575692492,0.66203244,0.863538737,0.904777667,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
191,0.748853318,0.36960037,0.468033324,0.508200508,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
192,0.561817776,0.615644033,0.643417353,0.664825297,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
193,0.527296376,0.364298725,0.562449467,0.87431694,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
194,0.535985633,0.590534272,0.911728139,1.084435664,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
195,0.605087413,0.647246548,0.521077034,0.529843783,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
196,0.426136364,0.536346408,0.568181818,0.64361569,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
197,0.702460089,0.710888317,0.961261175,1.040681866,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
198,0.459817095,0.56912366,0.442786832,0.38678307,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
199,0.706483343,0.831762227,1.576001304,1.497172008,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
200,0.622078851,0.681289728,0.471271857,0.500516334,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
201,0.591988423,0.594137399,0.302571861,0.30040655,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
202,0.466758981,0.516028147,0.715697105,0.719311962,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
203,0.379628548,0.484746639,0.525639528,0.355480869,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
204,0.729415482,0.814142434,0.72071631,0.799266405,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
205,0.493823909,0.503336216,0.316047302,0.335557477,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
206,0.669262832,0.722664913,1.181972956,1.196794274,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
207,0.495212942,0.456516777,0.660283922,0.741839763,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
208,0.595190404,0.61637503,1.213272746,1.266993117,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
209,0.489200985,0.531839719,0.288898219,0.338443458,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
210,0.735680504,0.335532938,0.945874934,0.894754502,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
211,1.256193733,1.489256081,2.651964547,2.411176512,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
212,0.58409828,0.605000882,0.793044007,0.870834603,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
213,0.551104021,0.578895721,0.971683405,1.058955587,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
214,0.536904593,0.65621435,0.992766983,0.969178117,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
215,0.843304246,0.951945478,0.80302214,0.878307381,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
216,0.768702044,0.879544533,0.833228128,0.863744332,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
217,0.659362954,0.479054665,1.978088862,2.129131846,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
218,0.595288677,0.64570953,0.487054372,0.507432992,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
219,0.653186533,0.710386847,0.621816848,0.648269299,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
220,0.464003998,0.471896857,0.499696613,0.60672453,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
221,0.652643716,0.714041395,0.462087267,0.515176655,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
222,0.747826192,0.824791993,0.750055657,0.781683347,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
223,0.92246176,1.093478735,2.160986115,2.188098888,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
224,0.57691948,0.634623189,0.506423085,0.532484264,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
225,0.807671031,0.828958276,1.150654619,1.20446929,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
226,0.687222059,0.770569195,1.017801932,1.0759381,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
227,0.671270109,0.770788893,0.910674134,0.914191478,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
228,0.71010667,0.799347683,0.85731046,0.886323337,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
229,0.645032308,0.635910406,0.91285274,1.010189102,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
230,0.748894958,0.682425856,0.630648385,0.660051238,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
231,0.322580645,0.337381916,0.64516129,1.349527665,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
232,0.650020173,0.643515433,1.120724436,1.034221231,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
233,0.64802281,0.65861491,0.583220529,0.601837763,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
234,0.559630357,0.577572331,1.000364887,1.038042367,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
235,0.631232699,0.676083812,0.492245683,0.541236494,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
236,0.539340102,0.614212247,0.539340102,0.562160361,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
237,0.536726285,0.520143749,0.489368084,0.630477271,761.4471253362104,642.4874574597319,755.5875049244726,750.3186457598626
