,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17
763,11.7,11.2,4.4,4.7
764,11.7,11.2,4.4,4.7
765,11.7,11.2,4.4,4.7
766,11.7,11.2,4.4,4.7
767,11.7,11.2,4.4,4.7
768,11.7,11.2,4.4,4.7
769,11.7,11.2,4.4,4.7
770,11.7,11.2,4.4,4.7
771,11.7,11.2,4.4,4.7
772,11.7,11.2,4.4,4.7
773,11.7,11.2,4.4,4.7
774,11.7,11.2,4.4,4.7
775,11.7,11.2,4.4,4.7
776,11.7,11.2,4.4,4.7
777,11.7,11.2,4.4,4.7
778,11.7,11.2,4.4,4.7
779,11.7,11.2,4.4,4.7
780,11.7,11.2,4.4,4.7
781,11.7,11.2,4.4,4.7
782,11.7,11.2,4.4,4.7
783,11.7,11.2,4.4,4.7
784,11.7,11.2,4.4,4.7
785,11.7,11.2,4.4,4.7
786,11.7,11.2,4.4,4.7
787,11.7,11.2,4.4,4.7
788,11.7,11.2,4.4,4.7
789,14.6,13.6,6.4,5.7
790,14.6,13.6,6.4,5.7
791,14.6,13.6,6.4,5.7
792,14.6,13.6,6.4,5.7
793,14.6,13.6,6.4,5.7
794,14.6,13.6,6.4,5.7
795,14.6,13.6,6.4,5.7
796,14.6,13.6,6.4,5.7
797,14.6,13.6,6.4,5.7
798,14.6,13.6,6.4,5.7
799,14.6,13.6,6.4,5.7
800,14.6,13.6,6.4,5.7
801,14.6,13.6,6.4,5.7
802,14.6,13.6,6.4,5.7
803,14.6,13.6,6.4,5.7
804,14.6,13.6,6.4,5.7
805,14.6,13.6,6.4,5.7
806,14.6,13.6,6.4,5.7
807,14.6,13.6,6.4,5.7
808,14.6,13.6,6.4,5.7
809,14.6,13.6,6.4,5.7
810,14.6,13.6,6.4,5.7
811,14.6,13.6,6.4,5.7
812,14.6,13.6,6.4,5.7
813,14.6,13.6,6.4,5.7
814,14.6,13.6,6.4,5.7
815,14.6,13.6,6.4,5.7
816,14.6,13.6,6.4,5.7
817,14.6,13.6,6.4,5.7
818,14.6,13.6,6.4,5.7
819,14.6,13.6,6.4,5.7
820,14.6,13.6,6.4,5.7
821,14.6,13.6,6.4,5.7
822,14.6,13.6,6.4,5.7
823,14.6,13.6,6.4,5.7
824,14.6,13.6,6.4,5.7
825,14.6,13.6,6.4,5.7
826,14.6,13.6,6.4,5.7
827,14.6,13.6,6.4,5.7
828,14.6,13.6,6.4,5.7
829,14.6,13.6,6.4,5.7
830,14.6,13.6,6.4,5.7
831,14.6,13.6,6.4,5.7
832,14.6,13.6,6.4,5.7
833,14.6,13.6,6.4,5.7
834,14.6,13.6,6.4,5.7
835,14.6,13.6,6.4,5.7
836,14.6,13.6,6.4,5.7
837,14.6,13.6,6.4,5.7
838,14.6,13.6,6.4,5.7
839,14.6,13.6,6.4,5.7
840,14.6,13.6,6.4,5.7
841,14.6,13.6,6.4,5.7
842,14.6,13.6,6.4,5.7
843,14.6,13.6,6.4,5.7
844,14.6,13.6,6.4,5.7
845,14.6,13.6,6.4,5.7
846,14.6,13.6,6.4,5.7
847,14.6,13.6,6.4,5.7
848,14.6,13.6,6.4,5.7
849,14.6,13.6,6.4,5.7
850,14.6,13.6,6.4,5.7
851,14.6,13.6,6.4,5.7
852,14.6,13.6,6.4,5.7
853,14.6,13.6,6.4,5.7
854,14.6,13.6,6.4,5.7
855,14.6,13.6,6.4,5.7
856,14.6,13.6,6.4,5.7
857,14.6,13.6,6.4,5.7
858,14.6,13.6,6.4,5.7
859,14.6,13.6,6.4,5.7
860,14.6,13.6,6.4,5.7
861,14.6,13.6,6.4,5.7
862,14.6,13.6,6.4,5.7
863,14.6,13.6,6.4,5.7
864,14.6,13.6,6.4,5.7
865,14.6,13.6,6.4,5.7
866,14.6,13.6,6.4,5.7
867,14.6,13.6,6.4,5.7
868,14.6,13.6,6.4,5.7
869,14.6,13.6,6.4,5.7
870,14.6,13.6,6.4,5.7
871,14.6,13.6,6.4,5.7
872,14.6,13.6,6.4,5.7
873,14.6,13.6,6.4,5.7
874,14.6,13.6,6.4,5.7
875,14.6,13.6,6.4,5.7
876,14.6,13.6,6.4,5.7
877,14.6,13.6,6.4,5.7
878,14.6,13.6,6.4,5.7
879,14.6,13.6,6.4,5.7
880,14.6,13.6,6.4,5.7
881,14.6,13.6,6.4,5.7
882,14.6,13.6,6.4,5.7
883,14.6,13.6,6.4,5.7
884,14.6,13.6,6.4,5.7
885,14.6,13.6,6.4,5.7
886,14.6,13.6,6.4,5.7
887,14.6,13.6,6.4,5.7
888,15.9,13.3,6.4,5.6
889,15.9,13.3,6.4,5.6
890,15.9,13.3,6.4,5.6
891,15.9,13.3,6.4,5.6
892,15.9,13.3,6.4,5.6
893,15.9,13.3,6.4,5.6
894,15.9,13.3,6.4,5.6
895,15.9,13.3,6.4,5.6
896,15.9,13.3,6.4,5.6
897,15.9,13.3,6.4,5.6
898,15.9,13.3,6.4,5.6
899,15.9,13.3,6.4,5.6
900,15.9,13.3,6.4,5.6
901,15.9,13.3,6.4,5.6
902,15.9,13.3,6.4,5.6
903,15.9,13.3,6.4,5.6
904,15.9,13.3,6.4,5.6
905,15.9,13.3,6.4,5.6
906,15.9,13.3,6.4,5.6
907,15.9,13.3,6.4,5.6
908,15.9,13.3,6.4,5.6
909,15.9,13.3,6.4,5.6
910,15.9,13.3,6.4,5.6
911,15.9,13.3,6.4,5.6
912,15.9,13.3,6.4,5.6
913,15.9,13.3,6.4,5.6
914,15.9,13.3,6.4,5.6
915,15.9,13.3,6.4,5.6
916,15.9,13.3,6.4,5.6
917,15.9,13.3,6.4,5.6
918,15.9,13.3,6.4,5.6
919,15.9,13.3,6.4,5.6
920,15.9,13.3,6.4,5.6
921,15.9,13.3,6.4,5.6
922,15.9,13.3,6.4,5.6
923,15.9,13.3,6.4,5.6
924,15.9,13.3,6.4,5.6
925,15.9,13.3,6.4,5.6
926,15.9,13.3,6.4,5.6
927,15.9,13.3,6.4,5.6
928,15.9,13.3,6.4,5.6
929,15.9,13.3,6.4,5.6
930,15.9,13.3,6.4,5.6
931,15.9,13.3,6.4,5.6
932,15.9,13.3,6.4,5.6
933,15.9,13.3,6.4,5.6
934,15.9,13.3,6.4,5.6
935,15.9,13.3,6.4,5.6
936,15.9,13.3,6.4,5.6
937,15.9,13.3,6.4,5.6
938,15.9,13.3,6.4,5.6
939,15.9,13.3,6.4,5.6
940,15.9,13.3,6.4,5.6
941,15.9,13.3,6.4,5.6
942,15.9,13.3,6.4,5.6
943,15.9,13.3,6.4,5.6
944,15.9,13.3,6.4,5.6
945,15.9,13.3,6.4,5.6
946,15.9,13.3,6.4,5.6
947,15.9,13.3,6.4,5.6
948,15.9,13.3,6.4,5.6
949,15.9,13.3,6.4,5.6
950,15.9,13.3,6.4,5.6
951,15.9,13.3,6.4,5.6
952,15.9,13.3,6.4,5.6
953,15.9,13.3,6.4,5.6
954,15.9,13.3,6.4,5.6
955,15.9,13.3,6.4,5.6
956,15.9,13.3,6.4,5.6
957,15.9,13.3,6.4,5.6
958,15.9,13.3,6.4,5.6
959,15.9,13.3,6.4,5.6
960,15.9,13.3,6.4,5.6
961,15.9,13.3,6.4,5.6
962,15.9,13.3,6.4,5.6
963,15.9,13.3,6.4,5.6
964,15.9,13.3,6.4,5.6
965,15.9,13.3,6.4,5.6
966,15.9,13.3,6.4,5.6
967,15.9,13.3,6.4,5.6
968,15.9,13.3,6.4,5.6
969,15.9,13.3,6.4,5.6
970,15.9,13.3,6.4,5.6
971,15.9,13.3,6.4,5.6
972,15.9,13.3,6.4,5.6
973,15.9,13.3,6.4,5.6
974,15.9,13.3,6.4,5.6
975,15.9,13.3,6.4,5.6
976,15.9,13.3,6.4,5.6
977,15.9,13.3,6.4,5.6
978,15.9,13.3,6.4,5.6
979,15.9,13.3,6.4,5.6
980,15.9,13.3,6.4,5.6
981,15.9,13.3,6.4,5.6
982,15.9,13.3,6.4,5.6
983,15.9,13.3,6.4,5.6
984,15.9,13.3,6.4,5.6
985,15.9,13.3,6.4,5.6
986,15.9,13.3,6.4,5.6
987,15.9,13.3,6.4,5.6
988,15.9,13.3,6.4,5.6
989,15.9,13.3,6.4,5.6
990,15.9,13.3,6.4,5.6
991,15.9,13.3,6.4,5.6
992,15.9,13.3,6.4,5.6
993,17.5,14.7,7.0,6.1
994,17.5,14.7,7.0,6.1
995,17.5,14.7,7.0,6.1
996,17.5,14.7,7.0,6.1
997,17.5,14.7,7.0,6.1
998,17.5,14.7,7.0,6.1
999,17.5,14.7,7.0,6.1
1000,17.5,14.7,7.0,6.1
1001,17.5,14.7,7.0,6.1
1002,17.5,14.7,7.0,6.1
1003,17.5,14.7,7.0,6.1
1004,17.5,14.7,7.0,6.1
1005,17.5,14.7,7.0,6.1
1006,17.5,14.7,7.0,6.1
1007,17.5,14.7,7.0,6.1
1008,17.5,14.7,7.0,6.1
1009,17.5,14.7,7.0,6.1
1010,17.5,14.7,7.0,6.1
1011,17.5,14.7,7.0,6.1
1012,17.5,14.7,7.0,6.1
1013,17.5,14.7,7.0,6.1
1014,17.5,14.7,7.0,6.1
1015,17.5,14.7,7.0,6.1
1016,17.5,14.7,7.0,6.1
1017,17.5,14.7,7.0,6.1
1018,17.5,14.7,7.0,6.1
1019,17.5,14.7,7.0,6.1
1020,17.5,14.7,7.0,6.1
1021,17.5,14.7,7.0,6.1
1022,17.5,14.7,7.0,6.1
1023,17.5,14.7,7.0,6.1
1024,17.5,14.7,7.0,6.1
1025,17.5,14.7,7.0,6.1
1026,17.5,14.7,7.0,6.1
1027,17.5,14.7,7.0,6.1
1028,17.5,14.7,7.0,6.1
1029,17.5,14.7,7.0,6.1
1030,17.5,14.7,7.0,6.1
1031,17.5,14.7,7.0,6.1
1032,17.5,14.7,7.0,6.1
1033,17.5,14.7,7.0,6.1
1034,17.5,14.7,7.0,6.1
1035,17.5,14.7,7.0,6.1
1036,17.5,14.7,7.0,6.1
1037,17.5,14.7,7.0,6.1
1038,17.5,14.7,7.0,6.1
1039,17.5,14.7,7.0,6.1
1040,17.5,14.7,7.0,6.1
1041,17.5,14.7,7.0,6.1
1042,17.5,14.7,7.0,6.1
1043,17.5,14.7,7.0,6.1
1044,17.5,14.7,7.0,6.1
1045,17.5,14.7,7.0,6.1
1046,17.5,14.7,7.0,6.1
1047,17.5,14.7,7.0,6.1
1048,17.5,14.7,7.0,6.1
1049,17.5,14.7,7.0,6.1
1050,17.5,14.7,7.0,6.1
1051,17.5,14.7,7.0,6.1
1052,17.5,14.7,7.0,6.1
1053,17.5,14.7,7.0,6.1
1054,17.5,14.7,7.0,6.1
1055,17.5,14.7,7.0,6.1
1056,17.5,14.7,7.0,6.1
1057,17.5,14.7,7.0,6.1
1058,17.5,14.7,7.0,6.1
1059,17.5,14.7,7.0,6.1
1060,17.5,14.7,7.0,6.1
1061,17.5,14.7,7.0,6.1
1062,17.5,14.7,7.0,6.1
1063,17.5,14.7,7.0,6.1
1064,17.5,14.7,7.0,6.1
1065,17.5,14.7,7.0,6.1
1066,17.5,14.7,7.0,6.1
1067,17.5,14.7,7.0,6.1
1068,17.5,14.7,7.0,6.1
1069,17.5,14.7,7.0,6.1
1070,17.5,14.7,7.0,6.1
1071,17.5,14.7,7.0,6.1
1072,17.5,14.7,7.0,6.1
1073,17.5,14.7,7.0,6.1
1074,17.5,14.7,7.0,6.1
1075,17.5,14.7,7.0,6.1
1076,17.5,14.7,7.0,6.1
1077,17.5,14.7,7.0,6.1
1078,17.5,14.7,7.0,6.1
1079,17.5,14.7,7.0,6.1
1080,17.5,14.7,7.0,6.1
1081,17.5,14.7,7.0,6.1
1082,17.5,14.7,7.0,6.1
1083,17.5,14.7,7.0,6.1
1084,17.5,14.7,7.0,6.1
1085,17.5,14.7,7.0,6.1
1086,17.5,14.7,7.0,6.1
1087,17.5,14.7,7.0,6.1
1088,17.5,14.7,7.0,6.1
1089,17.5,14.7,7.0,6.1
1090,17.5,14.7,7.0,6.1
1091,17.5,14.7,7.0,6.1
1092,17.5,14.7,7.0,6.1
1093,17.5,14.7,7.0,6.1
1094,17.5,14.7,7.0,6.1
1095,17.5,14.7,7.0,6.1
1096,17.5,14.7,7.0,6.1
1097,17.5,14.7,7.0,6.1
1098,17.5,14.7,7.0,6.1
1099,17.5,14.7,7.0,6.1
1100,17.5,14.7,7.0,6.1
1101,17.5,14.7,7.0,6.1
1102,17.5,14.7,7.0,6.1
1103,17.5,14.7,7.0,6.1
1104,17.5,14.7,7.0,6.1
1105,17.5,14.7,7.0,6.1
1106,17.5,14.7,7.0,6.1
1107,17.5,14.7,7.0,6.1
1108,17.5,14.7,7.0,6.1
1109,17.5,14.7,7.0,6.1
1110,17.5,14.7,7.0,6.1
1111,17.5,14.7,7.0,6.1
1112,17.5,14.7,7.0,6.1
1113,17.6,17.3,7.1,7.1
1114,17.6,17.3,7.1,7.1
1115,17.6,17.3,7.1,7.1
1116,17.6,17.3,7.1,7.1
1117,17.6,17.3,7.1,7.1
1118,17.6,17.3,7.1,7.1
1119,17.6,17.3,7.1,7.1
1120,17.6,17.3,7.1,7.1
1121,17.6,17.3,7.1,7.1
1122,17.6,17.3,7.1,7.1
1123,17.6,17.3,7.1,7.1
1124,17.6,17.3,7.1,7.1
1125,17.6,17.3,7.1,7.1
1126,17.6,17.3,7.1,7.1
1127,17.6,17.3,7.1,7.1
1128,17.6,17.3,7.1,7.1
1129,17.6,17.3,7.1,7.1
1130,17.6,17.3,7.1,7.1
1131,17.6,17.3,7.1,7.1
1132,17.6,17.3,7.1,7.1
1133,17.6,17.3,7.1,7.1
1134,17.6,17.3,7.1,7.1
1135,17.6,17.3,7.1,7.1
1136,17.6,17.3,7.1,7.1
1137,17.6,17.3,7.1,7.1
1138,17.6,17.3,7.1,7.1
1139,17.6,17.3,7.1,7.1
1140,17.6,17.3,7.1,7.1
1141,17.6,17.3,7.1,7.1
1142,17.6,17.3,7.1,7.1
1143,17.6,17.3,7.1,7.1
1144,17.6,17.3,7.1,7.1
1145,17.6,17.3,7.1,7.1
1146,17.6,17.3,7.1,7.1
1147,17.6,17.3,7.1,7.1
1148,17.6,17.3,7.1,7.1
1149,17.6,17.3,7.1,7.1
1150,17.6,17.3,7.1,7.1
1151,17.6,17.3,7.1,7.1
1152,17.6,17.3,7.1,7.1
1153,17.6,17.3,7.1,7.1
1154,17.6,17.3,7.1,7.1
1155,17.6,17.3,7.1,7.1
1156,17.6,17.3,7.1,7.1
1157,17.6,17.3,7.1,7.1
1158,17.6,17.3,7.1,7.1
1159,17.6,17.3,7.1,7.1
1160,17.6,17.3,7.1,7.1
1161,17.6,17.3,7.1,7.1
1162,17.6,17.3,7.1,7.1
1163,17.6,17.3,7.1,7.1
1164,17.6,17.3,7.1,7.1
1165,17.6,17.3,7.1,7.1
1166,17.6,17.3,7.1,7.1
1167,17.6,17.3,7.1,7.1
1168,17.6,17.3,7.1,7.1
1169,17.6,17.3,7.1,7.1
1170,17.6,17.3,7.1,7.1
1171,17.6,17.3,7.1,7.1
1172,17.6,17.3,7.1,7.1
1173,17.6,17.3,7.1,7.1
1174,17.6,17.3,7.1,7.1
1175,17.6,17.3,7.1,7.1
1176,17.6,17.3,7.1,7.1
1177,9.6,10.2,4.1,3.8
1178,9.6,10.2,4.1,3.8
1179,9.6,10.2,4.1,3.8
1180,9.6,10.2,4.1,3.8
1181,9.6,10.2,4.1,3.8
1182,9.6,10.2,4.1,3.8
1183,9.6,10.2,4.1,3.8
1184,9.6,10.2,4.1,3.8
1185,9.6,10.2,4.1,3.8
1186,9.6,10.2,4.1,3.8
1187,9.6,10.2,4.1,3.8
1188,9.6,10.2,4.1,3.8
1189,9.6,10.2,4.1,3.8
1190,9.6,10.2,4.1,3.8
1191,9.6,10.2,4.1,3.8
1192,9.6,10.2,4.1,3.8
1193,12.5,10.4,4.8,4.3
1194,12.5,10.4,4.8,4.3
1195,12.5,10.4,4.8,4.3
1196,12.5,10.4,4.8,4.3
1197,12.5,10.4,4.8,4.3
1198,12.5,10.4,4.8,4.3
1199,12.5,10.4,4.8,4.3
1200,12.5,10.4,4.8,4.3
1201,12.5,10.4,4.8,4.3
1202,12.5,10.4,4.8,4.3
1203,12.5,10.4,4.8,4.3
1204,12.5,10.4,4.8,4.3
1205,12.5,10.4,4.8,4.3
1206,12.5,10.4,4.8,4.3
1207,12.5,10.4,4.8,4.3
1208,12.5,10.4,4.8,4.3
1209,12.5,10.4,4.8,4.3
1210,12.5,10.4,4.8,4.3
1211,12.5,10.4,4.8,4.3
1212,12.5,10.4,4.8,4.3
1213,12.5,10.4,4.8,4.3
1214,12.5,10.4,4.8,4.3
1215,12.5,10.4,4.8,4.3
1216,12.5,10.4,4.8,4.3
1217,16.2,14.4,7.5,6.4
1218,16.2,14.4,7.5,6.4
1219,16.2,14.4,7.5,6.4
1220,16.2,14.4,7.5,6.4
1221,16.2,14.4,7.5,6.4
1222,16.2,14.4,7.5,6.4
1223,16.2,14.4,7.5,6.4
1224,16.2,14.4,7.5,6.4
1225,16.2,14.4,7.5,6.4
1226,16.2,14.4,7.5,6.4
1227,16.2,14.4,7.5,6.4
1228,16.2,14.4,7.5,6.4
1229,16.2,14.4,7.5,6.4
1230,16.2,14.4,7.5,6.4
1231,14.7,13.6,6.3,6.0
1232,14.7,13.6,6.3,6.0
1233,14.7,13.6,6.3,6.0
1234,14.7,13.6,6.3,6.0
1235,14.7,13.6,6.3,6.0
1236,14.7,13.6,6.3,6.0
1237,14.7,13.6,6.3,6.0
1238,14.7,13.6,6.3,6.0
1239,14.7,13.6,6.3,6.0
1240,14.7,13.6,6.3,6.0
1241,14.7,13.6,6.3,6.0
1242,14.7,13.6,6.3,6.0
1243,14.7,13.6,6.3,6.0
1244,14.7,13.6,6.3,6.0
1245,14.7,13.6,6.3,6.0
1246,14.7,13.6,6.3,6.0
1247,14.7,13.6,6.3,6.0
1248,14.7,13.6,6.3,6.0
1249,14.7,13.6,6.3,6.0
1250,14.7,13.6,6.3,6.0
1251,14.7,13.6,6.3,6.0
1252,14.7,13.6,6.3,6.0
1253,14.7,13.6,6.3,6.0
1254,14.7,13.6,6.3,6.0
1255,14.7,13.6,6.3,6.0
1256,14.7,13.6,6.3,6.0
1257,14.7,13.6,6.3,6.0
1258,14.7,13.6,6.3,6.0
1259,14.7,13.6,6.3,6.0
1260,14.7,13.6,6.3,6.0
1261,14.7,13.6,6.3,6.0
1262,14.7,13.6,6.3,6.0
1263,14.7,13.6,6.3,6.0
1264,14.7,13.6,6.3,6.0
1265,14.7,13.6,6.3,6.0
1266,14.7,13.6,6.3,6.0
1267,14.7,13.6,6.3,6.0
1268,14.7,13.6,6.3,6.0
1269,14.7,13.6,6.3,6.0
1270,14.7,13.6,6.3,6.0
1271,14.7,13.6,6.3,6.0
1272,14.7,13.6,6.3,6.0
1273,14.7,13.6,6.3,6.0
1274,14.7,13.6,6.3,6.0
1275,14.7,13.6,6.3,6.0
1276,14.7,13.6,6.3,6.0
1277,14.7,13.6,6.3,6.0
1278,14.7,13.6,6.3,6.0
1279,14.7,13.6,6.3,6.0
1280,14.7,13.6,6.3,6.0
1281,14.7,13.6,6.3,6.0
1282,14.7,13.6,6.3,6.0
1283,14.7,13.6,6.3,6.0
1284,14.7,13.6,6.3,6.0
1285,14.7,13.6,6.3,6.0
1286,14.7,13.6,6.3,6.0
1287,14.7,13.6,6.3,6.0
1288,14.7,13.6,6.3,6.0
1289,14.7,13.6,6.3,6.0
1290,14.7,13.6,6.3,6.0
1291,14.7,13.6,6.3,6.0
1292,14.7,13.6,6.3,6.0
1293,14.7,13.6,6.3,6.0
1294,14.7,13.6,6.3,6.0
1295,14.7,13.6,6.3,6.0
1296,14.7,13.6,6.3,6.0
1297,14.7,13.6,6.3,6.0
1298,14.7,13.6,6.3,6.0
1299,14.7,13.6,6.3,6.0
1300,14.7,13.6,6.3,6.0
1301,14.7,13.6,6.3,6.0
1302,14.7,13.6,6.3,6.0
1303,14.7,13.6,6.3,6.0
1304,14.7,13.6,6.3,6.0
1305,14.7,13.6,6.3,6.0
1306,14.7,13.6,6.3,6.0
1307,14.7,13.6,6.3,6.0
1308,14.7,13.6,6.3,6.0
1309,14.7,13.6,6.3,6.0
1310,14.7,13.6,6.3,6.0
1311,14.7,13.6,6.3,6.0
1312,14.7,13.6,6.3,6.0
1313,14.7,13.6,6.3,6.0
1314,10.4,9.5,4.2,3.7
1315,10.4,9.5,4.2,3.7
1316,10.4,9.5,4.2,3.7
1317,10.4,9.5,4.2,3.7
1318,10.4,9.5,4.2,3.7
1319,10.4,9.5,4.2,3.7
1320,10.4,9.5,4.2,3.7
1321,10.4,9.5,4.2,3.7
1322,10.4,9.5,4.2,3.7
1323,10.4,9.5,4.2,3.7
1324,10.4,9.5,4.2,3.7
1325,10.4,9.5,4.2,3.7
1326,10.4,9.5,4.2,3.7
1327,10.4,9.5,4.2,3.7
1328,10.4,9.5,4.2,3.7
1329,10.4,9.5,4.2,3.7
1330,10.4,9.5,4.2,3.7
1331,10.4,9.5,4.2,3.7
1332,10.4,9.5,4.2,3.7
1333,10.4,9.5,4.2,3.7
1334,10.4,9.5,4.2,3.7
1335,10.4,9.5,4.2,3.7
1336,10.4,9.5,4.2,3.7
1337,10.4,9.5,4.2,3.7
1338,10.4,9.5,4.2,3.7
1339,10.4,9.5,4.2,3.7
1340,10.4,9.5,4.2,3.7
1341,10.4,9.5,4.2,3.7
1342,10.4,9.5,4.2,3.7
1343,10.4,9.5,4.2,3.7
1344,10.4,9.5,4.2,3.7
1345,10.4,9.5,4.2,3.7
1346,10.4,9.5,4.2,3.7
1347,10.4,9.5,4.2,3.7
1348,10.4,9.5,4.2,3.7
1349,10.4,9.5,4.2,3.7
1350,10.4,9.5,4.2,3.7
1351,10.4,9.5,4.2,3.7
1352,10.4,9.5,4.2,3.7
1353,10.4,9.5,4.2,3.7
1354,10.4,9.5,4.2,3.7
1355,10.4,9.5,4.2,3.7
1356,10.4,9.5,4.2,3.7
1357,10.4,9.5,4.2,3.7
1358,10.4,9.5,4.2,3.7
1359,10.4,9.5,4.2,3.7
1360,10.4,9.5,4.2,3.7
1361,10.4,9.5,4.2,3.7
1362,10.4,9.5,4.2,3.7
1363,10.4,9.5,4.2,3.7
1364,10.4,9.5,4.2,3.7
1365,10.4,9.5,4.2,3.7
1366,10.4,9.5,4.2,3.7
1367,10.4,9.5,4.2,3.7
1368,10.4,9.5,4.2,3.7
1369,10.4,9.5,4.2,3.7
1370,10.4,9.5,4.2,3.7
1371,10.4,9.5,4.2,3.7
1372,10.4,9.5,4.2,3.7
1373,10.4,9.5,4.2,3.7
1374,10.4,9.5,4.2,3.7
1375,10.4,9.5,4.2,3.7
1376,10.4,9.5,4.2,3.7
1377,10.4,9.5,4.2,3.7
1378,10.4,9.5,4.2,3.7
1379,10.4,9.5,4.2,3.7
1380,10.4,9.5,4.2,3.7
1381,10.4,9.5,4.2,3.7
1382,10.4,9.5,4.2,3.7
1383,10.4,9.5,4.2,3.7
1384,10.4,9.5,4.2,3.7
1385,10.4,9.5,4.2,3.7
1386,10.4,9.5,4.2,3.7
1387,10.4,9.5,4.2,3.7
1388,10.4,9.5,4.2,3.7
1389,10.4,9.5,4.2,3.7
1390,10.4,9.5,4.2,3.7
1391,10.4,9.5,4.2,3.7
1392,10.4,9.5,4.2,3.7
1393,10.4,9.5,4.2,3.7
1394,10.4,9.5,4.2,3.7
1395,10.4,9.5,4.2,3.7
1396,10.4,9.5,4.2,3.7
1397,10.4,9.5,4.2,3.7
1398,10.4,9.5,4.2,3.7
1399,10.4,9.5,4.2,3.7
1400,10.4,9.5,4.2,3.7
1401,16.8,12.8,7.9,4.8
1402,16.8,12.8,7.9,4.8
1403,16.8,12.8,7.9,4.8
1404,16.8,12.8,7.9,4.8
1405,16.8,12.8,7.9,4.8
1406,16.8,12.8,7.9,4.8
1407,16.8,12.8,7.9,4.8
1408,16.8,12.8,7.9,4.8
1409,16.8,12.8,7.9,4.8
1410,16.8,12.8,7.9,4.8
1411,16.8,12.8,7.9,4.8
1412,16.8,12.8,7.9,4.8
1413,16.8,12.8,7.9,4.8
1414,16.8,12.8,7.9,4.8
1415,16.8,12.8,7.9,4.8
1416,16.8,12.8,7.9,4.8
1417,16.8,12.8,7.9,4.8
1418,16.8,12.8,7.9,4.8
1419,16.8,12.8,7.9,4.8
1420,16.8,12.8,7.9,4.8
1421,16.8,12.8,7.9,4.8
1422,16.8,12.8,7.9,4.8
1423,16.8,12.8,7.9,4.8
1424,16.8,12.8,7.9,4.8
1425,16.8,12.8,7.9,4.8
1426,16.8,12.8,7.9,4.8
1427,16.8,12.8,7.9,4.8
1428,16.8,12.8,7.9,4.8
1429,16.8,12.8,7.9,4.8
1430,16.8,12.8,7.9,4.8
1431,16.8,12.8,7.9,4.8
1432,16.8,12.8,7.9,4.8
1433,16.8,12.8,7.9,4.8
1434,16.8,12.8,7.9,4.8
1435,16.8,12.8,7.9,4.8
1436,16.8,12.8,7.9,4.8
1437,16.8,12.8,7.9,4.8
1438,16.8,12.8,7.9,4.8
1439,16.8,12.8,7.9,4.8
1440,16.8,12.8,7.9,4.8
1441,16.8,12.8,7.9,4.8
1442,16.8,12.8,7.9,4.8
1443,16.8,12.8,7.9,4.8
1444,16.8,12.8,7.9,4.8
1445,16.8,12.8,7.9,4.8
1446,16.8,12.8,7.9,4.8
1447,16.8,12.8,7.9,4.8
1448,16.8,12.8,7.9,4.8
1449,16.8,12.8,7.9,4.8
1450,16.8,12.8,7.9,4.8
1451,16.8,12.8,7.9,4.8
1452,16.8,12.8,7.9,4.8
1453,16.8,12.8,7.9,4.8
1454,16.8,12.8,7.9,4.8
1455,16.8,12.8,7.9,4.8
1456,16.8,12.8,7.9,4.8
1457,16.8,12.8,7.9,4.8
1458,16.8,12.8,7.9,4.8
1459,16.8,12.8,7.9,4.8
1460,16.8,12.8,7.9,4.8
1461,16.8,12.8,7.9,4.8
1462,16.8,12.8,7.9,4.8
1463,16.8,12.8,7.9,4.8
1464,16.8,12.8,7.9,4.8
1465,16.8,12.8,7.9,4.8
1466,16.8,12.8,7.9,4.8
1467,16.8,12.8,7.9,4.8
1468,16.8,12.8,7.9,4.8
1469,16.8,12.8,7.9,4.8
1470,16.8,12.8,7.9,4.8
1471,16.8,12.8,7.9,4.8
1472,16.8,12.8,7.9,4.8
1473,16.8,12.8,7.9,4.8
1474,16.8,12.8,7.9,4.8
1475,16.8,12.8,7.9,4.8
1476,16.8,12.8,7.9,4.8
1477,16.8,12.8,7.9,4.8
1478,16.8,12.8,7.9,4.8
1479,16.8,12.8,7.9,4.8
1480,16.8,12.8,7.9,4.8
1481,16.8,12.8,7.9,4.8
1482,16.8,12.8,7.9,4.8
1483,22.0,17.2,7.3,6.6
1484,22.0,17.2,7.3,6.6
1485,22.0,17.2,7.3,6.6
1486,22.0,17.2,7.3,6.6
1487,22.0,17.2,7.3,6.6
1488,22.0,17.2,7.3,6.6
1489,22.0,17.2,7.3,6.6
1490,22.0,17.2,7.3,6.6
1491,22.0,17.2,7.3,6.6
1492,22.0,17.2,7.3,6.6
1493,22.0,17.2,7.3,6.6
1494,22.0,17.2,7.3,6.6
1495,22.0,17.2,7.3,6.6
1496,22.0,17.2,7.3,6.6
1497,22.0,17.2,7.3,6.6
1498,22.0,17.2,7.3,6.6
1499,22.0,17.2,7.3,6.6
1500,22.0,17.2,7.3,6.6
1501,22.0,17.2,7.3,6.6
1502,22.0,17.2,7.3,6.6
1503,22.0,17.2,7.3,6.6
1504,22.0,17.2,7.3,6.6
1505,22.0,17.2,7.3,6.6
1506,22.0,17.2,7.3,6.6
1507,22.0,17.2,7.3,6.6
1508,22.0,17.2,7.3,6.6
